company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 15:10:15+00:00,1.55,1.55,0.48,1.53,30090000.0,65201000.0,127026000.0,127026000.0,127026000.0,892038000.0,1489471000.0,5123000.0,,17995000.0,343392000.0,892038000.0,597433000.0,18852000.0,391477000.0,205956000.0,-13729000.0,192227000.0,1489471000.0,82000000.0,81123000.0,82320000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:35:05+00:00,1.41,1.41,0.48,1.4,,55436000.0,113391000.0,113391000.0,113391000.0,807275000.0,1329661000.0,1151000.0,,12079000.0,325453000.0,807275000.0,522386000.0,17178000.0,337532000.0,184854000.0,-16027000.0,168827000.0,1329661000.0,80400000.0,79716000.0,80727000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 18:35:29+00:00,0.37,0.37,,0.37,,14171000.0,29777000.0,29777000.0,29777000.0,194191000.0,323249000.0,1382000.0,,2752000.0,79789000.0,194191000.0,129058000.0,3951000.0,82541000.0,46517000.0,-2569000.0,43948000.0,323249000.0,80500000.0,79740000.0,80879000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 16:02:46+00:00,0.35,0.35,,0.34,,13988000.0,27922000.0,27922000.0,27922000.0,205354000.0,336455000.0,-385000.0,,3250000.0,81116000.0,205354000.0,131101000.0,4440000.0,84366000.0,46735000.0,-4825000.0,41910000.0,336455000.0,79800000.0,79675000.0,80507000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2010.0,Q4,2010-10-01,2010-12-31,,0.51,0.51,0.6,0.49,,19052000.0,41513000.0,41513000.0,41513000.0,243230000.0,405218000.0,-484000.0,,4673000.0,91311000.0,243230000.0,161988000.0,4955000.0,95984000.0,66004000.0,-5439000.0,60565000.0,405218000.0,81400000.0,80466000.0,81983000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 16:47:17+00:00,1.93,1.93,0.6,1.9,,74774000.0,157100000.0,157100000.0,157100000.0,894590000.0,1513073000.0,-1092000.0,,11095000.0,358272000.0,894590000.0,618483000.0,16150000.0,369367000.0,249116000.0,-17242000.0,231874000.0,1513073000.0,81400000.0,80466000.0,81983000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.42,1.42,,1.41,,55722000.0,115587000.0,115587000.0,115587000.0,651360000.0,1107855000.0,-608000.0,,6422000.0,266961000.0,651360000.0,456495000.0,11195000.0,273383000.0,183112000.0,-11803000.0,171309000.0,1107855000.0,82100000.0,80517000.0,81938000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2010.0,Q3,2010-07-01,2010-09-30,2011-10-31 16:42:47+00:00,0.47,0.47,,0.47,,18612000.0,38564000.0,38564000.0,38564000.0,219598000.0,373731000.0,-1101000.0,,3524000.0,88170000.0,219598000.0,154133000.0,4162000.0,91694000.0,62439000.0,-5263000.0,57176000.0,373731000.0,82100000.0,80517000.0,81938000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.95,0.95,,0.94,,37110000.0,77023000.0,77023000.0,77023000.0,431762000.0,734124000.0,493000.0,,2898000.0,178791000.0,431762000.0,302362000.0,7033000.0,181689000.0,120673000.0,-6540000.0,114133000.0,734124000.0,80800000.0,80369000.0,81800000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 17:16:36+00:00,0.5,0.5,,0.49,,19022000.0,40398000.0,40398000.0,40398000.0,223705000.0,378526000.0,239000.0,,1031000.0,91010000.0,223705000.0,154821000.0,3599000.0,92041000.0,62780000.0,-3360000.0,59420000.0,378526000.0,80800000.0,80369000.0,81800000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2010.0,Q1,2010-01-01,2010-03-31,2011-05-03 14:29:34+00:00,0.45,0.45,,0.45,,18088000.0,36625000.0,36625000.0,36625000.0,208057000.0,355598000.0,254000.0,,1867000.0,87781000.0,208057000.0,147541000.0,3434000.0,89648000.0,57893000.0,-3180000.0,54713000.0,355598000.0,81400000.0,80080000.0,81509000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2011.0,Q4,2011-10-01,2011-12-31,,0.57,0.57,0.68,0.57,,19776000.0,47388000.0,47388000.0,47388000.0,287081000.0,480683000.0,-442000.0,,9383000.0,108218000.0,287081000.0,193602000.0,8395000.0,117601000.0,76001000.0,-8837000.0,67164000.0,480683000.0,82800000.0,82145000.0,83543000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2011.0,FY,2011-01-01,2011-12-31,2014-02-13 14:56:29+00:00,2.34,2.34,0.68,2.32,0.0,80024000.0,193857000.0,193857000.0,193857000.0,1099778000.0,1838451000.0,-1443000.0,,12314000.0,421703000.0,1099778000.0,738673000.0,29332000.0,434017000.0,304656000.0,-30775000.0,273881000.0,1838451000.0,82800000.0,82145000.0,83543000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.77,1.77,,1.75,,60248000.0,146469000.0,146469000.0,146469000.0,812697000.0,1357768000.0,-1001000.0,,2931000.0,313485000.0,812697000.0,545071000.0,20937000.0,316416000.0,228655000.0,-21938000.0,206717000.0,1357768000.0,83300000.0,82402000.0,83586000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2011.0,Q3TTM,2010-10-01,2011-09-30,,2.28,2.28,0.6,2.24,,79300000.0,187982000.0,187982000.0,187982000.0,1055927000.0,1762986000.0,-1485000.0,,7604000.0,404796000.0,1055927000.0,707059000.0,25892000.0,412400000.0,294659000.0,-27377000.0,267282000.0,1762986000.0,83300000.0,82402000.0,83586000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2011.0,Q3,2011-07-01,2011-09-30,2012-11-02 16:27:46+00:00,0.58,0.58,,0.58,,14765000.0,48336000.0,48336000.0,48336000.0,295349000.0,476881000.0,-441000.0,,2931000.0,107296000.0,295349000.0,181532000.0,7763000.0,110227000.0,71305000.0,-8204000.0,63101000.0,476881000.0,83300000.0,82402000.0,83586000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.19,1.19,,1.17,,45483000.0,98133000.0,98133000.0,98133000.0,517348000.0,880887000.0,-560000.0,,,206189000.0,517348000.0,363539000.0,13174000.0,206189000.0,157350000.0,-13734000.0,143616000.0,880887000.0,82300000.0,82151000.0,83778000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2011.0,Q2TTM,2010-07-01,2011-06-30,,2.17,2.17,0.6,2.13,,83147000.0,178210000.0,178210000.0,178210000.0,980176000.0,1659836000.0,-2145000.0,,8197000.0,385670000.0,980176000.0,679660000.0,22291000.0,393867000.0,285793000.0,-24436000.0,261357000.0,1659836000.0,82300000.0,82151000.0,83778000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2011.0,Q2,2011-04-01,2011-06-30,2012-08-01 16:44:48+00:00,0.61,0.61,,0.6,,23074000.0,50182000.0,50182000.0,50182000.0,268959000.0,453798000.0,347000.0,,,105210000.0,268959000.0,184839000.0,6720000.0,105210000.0,79629000.0,-6373000.0,73256000.0,453798000.0,82300000.0,82151000.0,83778000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2011.0,Q1TTM,2010-04-01,2011-03-31,,2.06,2.06,0.6,2.02,,79095000.0,168426000.0,168426000.0,168426000.0,934922000.0,1584564000.0,-2253000.0,,9228000.0,371470000.0,934922000.0,649642000.0,19170000.0,380698000.0,268944000.0,-21423000.0,247521000.0,1584564000.0,82700000.0,81430000.0,83248000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2011.0,Q1,2011-01-01,2011-03-31,2012-05-08 14:51:14+00:00,0.58,0.58,,0.57,,22409000.0,47951000.0,47951000.0,47951000.0,248389000.0,427089000.0,-907000.0,,,100979000.0,248389000.0,178700000.0,6454000.0,100979000.0,77721000.0,-7361000.0,70360000.0,427089000.0,82700000.0,81430000.0,83248000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2012.0,Q4,2012-10-01,2012-12-31,,-1.43,-1.43,0.8,-1.42,198519000.0,-16869000.0,-119019000.0,-119019000.0,-119019000.0,287980000.0,490838000.0,217000.0,,17869000.0,112059000.0,287980000.0,202858000.0,10516000.0,328447000.0,-125589000.0,-10299000.0,-135888000.0,490838000.0,83600000.0,82689000.0,83641000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2012.0,FY,2012-01-01,2012-12-31,2015-02-23 14:32:59+00:00,0.45,0.45,0.8,0.45,198519000.0,48574000.0,37630000.0,37630000.0,37630000.0,1150558000.0,1954258000.0,236000.0,,32473000.0,444490000.0,1150558000.0,803700000.0,42250000.0,675482000.0,128218000.0,-42014000.0,86204000.0,1954258000.0,83600000.0,82689000.0,83641000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.88,1.88,,1.87,,65443000.0,156649000.0,156649000.0,156649000.0,862578000.0,1463420000.0,19000.0,,14604000.0,332431000.0,862578000.0,600842000.0,31734000.0,347035000.0,253807000.0,-31715000.0,222092000.0,1463420000.0,83500000.0,82482000.0,83370000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2012.0,Q3TTM,2011-10-01,2012-09-30,,2.45,2.45,0.68,2.44,,85219000.0,204037000.0,204037000.0,204037000.0,1149659000.0,1944103000.0,-423000.0,,23987000.0,440649000.0,1149659000.0,794444000.0,40129000.0,464636000.0,329808000.0,-40552000.0,289256000.0,1944103000.0,83500000.0,82482000.0,83370000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2012.0,Q3,2012-07-01,2012-09-30,2013-10-31 15:29:14+00:00,0.6,0.6,,0.6,,20057000.0,50127000.0,50127000.0,50127000.0,285019000.0,479859000.0,132000.0,,7085000.0,107167000.0,285019000.0,194840000.0,10536000.0,114252000.0,80588000.0,-10404000.0,70184000.0,479859000.0,83500000.0,82482000.0,83370000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.28,1.28,,1.27,,45386000.0,106522000.0,106522000.0,106522000.0,577559000.0,983561000.0,-113000.0,,7519000.0,225264000.0,577559000.0,406002000.0,21198000.0,232783000.0,173219000.0,-21311000.0,151908000.0,983561000.0,83600000.0,83180000.0,84090000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2012.0,Q2TTM,2011-07-01,2012-06-30,,2.43,2.43,0.68,2.42,,79927000.0,202246000.0,202246000.0,202246000.0,1159989000.0,1941125000.0,-996000.0,,19833000.0,440778000.0,1159989000.0,781136000.0,37356000.0,460611000.0,320525000.0,-38352000.0,282173000.0,1941125000.0,83600000.0,83180000.0,84090000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2012.0,Q2,2012-04-01,2012-06-30,2013-08-05 15:50:01+00:00,0.65,0.65,,0.65,,23533000.0,54351000.0,54351000.0,54351000.0,291031000.0,494144000.0,-230000.0,,2581000.0,111882000.0,291031000.0,203113000.0,10536000.0,114463000.0,88650000.0,-10766000.0,77884000.0,494144000.0,83600000.0,83180000.0,84090000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2012.0,Q1TTM,2011-04-01,2012-03-31,,2.39,2.39,0.68,2.37,,79468000.0,198077000.0,198077000.0,198077000.0,1137917000.0,1900779000.0,-419000.0,,17252000.0,434106000.0,1137917000.0,762862000.0,33540000.0,451358000.0,311504000.0,-33959000.0,277545000.0,1900779000.0,82800000.0,82804000.0,83902000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 17:42:55+00:00,0.63,0.63,,0.62,,21853000.0,52171000.0,52171000.0,52171000.0,286528000.0,489417000.0,117000.0,,4938000.0,113382000.0,286528000.0,202889000.0,10662000.0,118320000.0,84569000.0,-10545000.0,74024000.0,489417000.0,82800000.0,82804000.0,83902000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2013.0,FY,2013-01-01,2013-12-31,2016-02-19 15:42:11+00:00,3.11,3.11,0.89,3.09,,97914000.0,255215000.0,255215000.0,255215000.0,1150766000.0,2024130000.0,-178000.0,,0.0,477851000.0,1150766000.0,873364000.0,42206000.0,477851000.0,395513000.0,-42384000.0,353129000.0,2024130000.0,82100000.0,81517000.0,82489000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2013.0,Q4,2013-10-01,2013-12-31,,0.83,0.83,0.89,0.81,,25140000.0,67555000.0,67555000.0,67555000.0,293611000.0,520620000.0,-696000.0,,,123136000.0,293611000.0,227009000.0,10482000.0,123136000.0,103873000.0,-11178000.0,92695000.0,520620000.0,82100000.0,81517000.0,82489000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.28,2.28,,2.28,,72774000.0,187660000.0,187660000.0,187660000.0,857155000.0,1503510000.0,518000.0,,,354715000.0,857155000.0,646355000.0,31724000.0,354715000.0,291640000.0,-31206000.0,260434000.0,1503510000.0,81800000.0,81259000.0,82218000.0
IDEX Corp,IEX,549300U5Y5EL6PHYLF13,832101,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.85,0.85,0.8,0.86,198519000.0,55905000.0,68641000.0,68641000.0,68641000.0,1145135000.0,1994348000.0,735000.0,,17869000.0,466774000.0,1145135000.0,849213000.0,42240000.0,683162000.0,166051000.0,-41505000.0,124546000.0,1994348000.0,81800000.0,81259000.0,82218000.0
