company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,grossppe,longtermdebt,netinventory,netppe,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,Q2,,2013-08-03,2014-09-02 16:07:43+00:00,1395000000.0,2369000000.0,-44000000.0,1128000000.0,,1762000000.0,244000000.0,322000000.0,175000000.0,,2715000000.0,1464000000.0,2810000000.0,,837000000.0,0.0,269000000.0,841000000.0,89000000.0,313000000.0,407000000.0,8548000000.0,2031000000.0,5294000000.0,2961000000.0,2031000000.0,2031000000.0,6517000000.0,8548000000.0,444000000.0,3556000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,Q1,,2013-05-04,2014-06-03 16:17:45+00:00,1206000000.0,2087000000.0,-45000000.0,1190000000.0,,1698000000.0,226000000.0,230000000.0,175000000.0,,3119000000.0,1485000000.0,2624000000.0,,856000000.0,0.0,264000000.0,829000000.0,84000000.0,235000000.0,7000000.0,8135000000.0,1888000000.0,5072000000.0,2299000000.0,1888000000.0,1888000000.0,6247000000.0,8135000000.0,439000000.0,3948000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2014.0,FY,,2015-01-31,2016-03-14 16:54:15+00:00,1328000000.0,2306000000.0,-64000000.0,827000000.0,,2338000000.0,256000000.0,416000000.0,435000000.0,,3123000000.0,1733000000.0,3340000000.0,,1048000000.0,0.0,246000000.0,882000000.0,102000000.0,166000000.0,8000000.0,9245000000.0,2440000000.0,5224000000.0,2800000000.0,2440000000.0,2440000000.0,6805000000.0,9245000000.0,681000000.0,4005000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2014.0,Q3,,2014-11-01,2015-12-01 16:44:45+00:00,1673000000.0,2253000000.0,-38000000.0,433000000.0,,2283000000.0,253000000.0,377000000.0,436000000.0,,3119000000.0,2228000000.0,3223000000.0,,950000000.0,0.0,273000000.0,868000000.0,170000000.0,29000000.0,8000000.0,9269000000.0,2274000000.0,5337000000.0,3008000000.0,2274000000.0,2274000000.0,6995000000.0,9269000000.0,709000000.0,3987000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2014.0,Q2,,2014-08-02,2015-09-01 16:40:15+00:00,1529000000.0,2454000000.0,-36000000.0,772000000.0,,1958000000.0,260000000.0,358000000.0,175000000.0,,3111000000.0,1805000000.0,3096000000.0,0.0,944000000.0,0.0,248000000.0,856000000.0,96000000.0,179000000.0,7000000.0,8906000000.0,2101000000.0,5387000000.0,2838000000.0,2101000000.0,2101000000.0,6805000000.0,8906000000.0,423000000.0,3967000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2014.0,Q1,,2014-05-03,2015-06-02 16:48:33+00:00,1347000000.0,2167000000.0,-37000000.0,1015000000.0,,1896000000.0,238000000.0,295000000.0,175000000.0,,3110000000.0,1698000000.0,3011000000.0,,982000000.0,0.0,240000000.0,856000000.0,89000000.0,177000000.0,7000000.0,8633000000.0,2036000000.0,5207000000.0,2631000000.0,2036000000.0,2036000000.0,6597000000.0,8633000000.0,415000000.0,3966000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2015.0,FY,,2016-01-30,2017-03-20 16:35:45+00:00,1324000000.0,196000000.0,-58000000.0,595000000.0,,2539000000.0,,416000000.0,435000000.0,,2795000000.0,1945000000.0,3735000000.0,,1161000000.0,0.0,514000000.0,1121000000.0,278000000.0,-1610000000.0,10000000.0,7698000000.0,871000000.0,3014000000.0,2911000000.0,871000000.0,871000000.0,6827000000.0,7698000000.0,949000000.0,3916000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2015.0,Q3,,2015-10-31,2016-11-29 16:47:45+00:00,1688000000.0,215000000.0,-64000000.0,821000000.0,,2519000000.0,247000000.0,417000000.0,447000000.0,,2800000000.0,2402000000.0,3742000000.0,,1075000000.0,0.0,510000000.0,1189000000.0,202000000.0,-1047000000.0,9000000.0,8586000000.0,1408000000.0,3887000000.0,3189000000.0,1408000000.0,1408000000.0,7178000000.0,8586000000.0,957000000.0,3989000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2015.0,Q2,,2015-08-01,2016-08-30 16:40:19+00:00,1589000000.0,241000000.0,-66000000.0,423000000.0,,2460000000.0,256000000.0,389000000.0,447000000.0,,2808000000.0,2004000000.0,3570000000.0,2391000000.0,1145000000.0,0.0,251000000.0,945000000.0,117000000.0,97000000.0,333000000.0,9700000000.0,2491000000.0,5432000000.0,3456000000.0,2491000000.0,2491000000.0,7209000000.0,9700000000.0,698000000.0,3753000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2015.0,Q1,,2015-05-02,2016-06-01 16:38:02+00:00,1573000000.0,2266000000.0,-57000000.0,769000000.0,,2422000000.0,256000000.0,312000000.0,447000000.0,,3138000000.0,2017000000.0,3445000000.0,,1057000000.0,0.0,252000000.0,919000000.0,110000000.0,190000000.0,8000000.0,9562000000.0,2555000000.0,5418000000.0,2950000000.0,2555000000.0,2555000000.0,7007000000.0,9562000000.0,699000000.0,4057000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2016.0,FY,,2017-01-28,2018-03-19 16:43:52+00:00,1340000000.0,199000000.0,-43000000.0,1007000000.0,,2707000000.0,,455000000.0,238000000.0,,2763000000.0,1896000000.0,3897000000.0,,1223000000.0,0.0,481000000.0,1196000000.0,140000000.0,-1794000000.0,11000000.0,7858000000.0,870000000.0,3242000000.0,3029000000.0,870000000.0,870000000.0,6988000000.0,7858000000.0,719000000.0,3959000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2016.0,Q3,,2016-10-29,2016-11-29 16:47:45+00:00,1653000000.0,216000000.0,-49000000.0,531000000.0,,2651000000.0,0.0,391000000.0,238000000.0,,2767000000.0,2411000000.0,3865000000.0,,1186000000.0,0.0,478000000.0,1098000000.0,227000000.0,-1742000000.0,11000000.0,7966000000.0,860000000.0,3385000000.0,3241000000.0,860000000.0,860000000.0,7106000000.0,7966000000.0,716000000.0,3865000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2016.0,Q2,,2016-07-30,2016-08-30 16:40:19+00:00,1604000000.0,263000000.0,-40000000.0,892000000.0,,2612000000.0,0.0,381000000.0,435000000.0,,2772000000.0,2032000000.0,3812000000.0,0.0,1326000000.0,0.0,533000000.0,1100000000.0,163000000.0,-1635000000.0,10000000.0,8130000000.0,937000000.0,3350000000.0,3321000000.0,937000000.0,937000000.0,7193000000.0,8130000000.0,968000000.0,3872000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2016.0,Q1,,2016-04-30,2016-06-01 16:38:02+00:00,1456000000.0,224000000.0,-30000000.0,470000000.0,,2582000000.0,0.0,320000000.0,435000000.0,,2776000000.0,2125000000.0,3789000000.0,,1150000000.0,0.0,483000000.0,1112000000.0,173000000.0,-1677000000.0,10000000.0,7699000000.0,875000000.0,2992000000.0,2936000000.0,875000000.0,875000000.0,6824000000.0,7699000000.0,918000000.0,3888000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2017.0,FY,,2018-02-03,2019-03-18 17:14:42+00:00,1409000000.0,145000000.0,-29000000.0,1181000000.0,,2816000000.0,,578000000.0,238000000.0,,2681000000.0,2027000000.0,3939000000.0,,1246000000.0,0.0,435000000.0,1168000000.0,150000000.0,-1810000000.0,56000000.0,8115000000.0,977000000.0,3503000000.0,3289000000.0,977000000.0,977000000.0,7138000000.0,8115000000.0,673000000.0,3849000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2017.0,Q3,,2017-10-28,2017-11-28 16:33:36+00:00,1815000000.0,211000000.0,-32000000.0,672000000.0,,2785000000.0,,433000000.0,238000000.0,,2681000000.0,2434000000.0,3940000000.0,,1166000000.0,0.0,529000000.0,1180000000.0,162000000.0,-1899000000.0,57000000.0,8186000000.0,854000000.0,3479000000.0,3471000000.0,854000000.0,854000000.0,7332000000.0,8186000000.0,767000000.0,3861000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2017.0,Q2,,2017-07-29,2017-08-29 16:44:35+00:00,1704000000.0,320000000.0,-21000000.0,919000000.0,,2757000000.0,,397000000.0,238000000.0,,2729000000.0,2077000000.0,3930000000.0,,1339000000.0,0.0,520000000.0,1196000000.0,157000000.0,-1951000000.0,11000000.0,8161000000.0,785000000.0,3473000000.0,3451000000.0,785000000.0,785000000.0,7376000000.0,8161000000.0,758000000.0,3925000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2017.0,Q1,,2017-04-29,2017-05-31 16:36:24+00:00,1590000000.0,209000000.0,-54000000.0,653000000.0,,2730000000.0,,319000000.0,238000000.0,,2731000000.0,2160000000.0,3872000000.0,,1225000000.0,0.0,492000000.0,1218000000.0,147000000.0,-1999000000.0,11000000.0,7771000000.0,677000000.0,3169000000.0,3145000000.0,677000000.0,677000000.0,7094000000.0,7771000000.0,730000000.0,3949000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2018.0,FY,,2019-02-02,2020-03-20 17:06:45+00:00,1469000000.0,148000000.0,-37000000.0,957000000.0,,3048000000.0,,580000000.0,249000000.0,,2677000000.0,1978000000.0,3921000000.0,,1324000000.0,0.0,342000000.0,955000000.0,291000000.0,-2138000000.0,8000000.0,7886000000.0,873000000.0,3374000000.0,3381000000.0,873000000.0,873000000.0,7013000000.0,7886000000.0,591000000.0,3632000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2018.0,Q3,,2018-11-03,2018-12-10 16:30:30+00:00,2106000000.0,190000000.0,-49000000.0,1127000000.0,,3029000000.0,,526000000.0,249000000.0,,2678000000.0,2614000000.0,3858000000.0,,1202000000.0,0.0,305000000.0,986000000.0,366000000.0,-1777000000.0,8000000.0,8709000000.0,1203000000.0,4297000000.0,3842000000.0,1203000000.0,1203000000.0,7506000000.0,8709000000.0,554000000.0,3664000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2018.0,Q2,,2018-08-04,2018-09-05 16:33:51+00:00,1840000000.0,200000000.0,-47000000.0,1343000000.0,,2899000000.0,,394000000.0,249000000.0,,2680000000.0,2065000000.0,3860000000.0,,1380000000.0,0.0,334000000.0,1002000000.0,439000000.0,-1712000000.0,54000000.0,8490000000.0,1140000000.0,4047000000.0,3668000000.0,1140000000.0,1140000000.0,7350000000.0,8490000000.0,583000000.0,3682000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2018.0,Q1,,2018-05-05,2018-06-07 16:37:38+00:00,1575000000.0,186000000.0,-44000000.0,966000000.0,,2852000000.0,,317000000.0,249000000.0,,2680000000.0,2120000000.0,3887000000.0,,1307000000.0,0.0,317000000.0,1011000000.0,291000000.0,-1738000000.0,56000000.0,8016000000.0,1070000000.0,3563000000.0,3255000000.0,1070000000.0,1070000000.0,6946000000.0,8016000000.0,566000000.0,3691000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2019.0,FY,,2020-02-01,2020-06-10 16:57:27+00:00,1576000000.0,179000000.0,-68000000.0,853000000.0,,3129000000.0,,510000000.0,249000000.0,4179000000.0,2676000000.0,1920000000.0,4179000000.0,,1434000000.0,0.0,2079000000.0,2562000000.0,278000000.0,-2082000000.0,0.0,9737000000.0,979000000.0,3230000000.0,3520000000.0,979000000.0,979000000.0,8758000000.0,9737000000.0,2328000000.0,5238000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2019.0,Q3,,2019-11-02,2019-12-04 16:50:54+00:00,2148000000.0,234000000.0,-38000000.0,487000000.0,,3106000000.0,,470000000.0,249000000.0,,2679000000.0,2542000000.0,4146000000.0,,1363000000.0,0.0,2107000000.0,2564000000.0,310000000.0,-2217000000.0,0.0,10075000000.0,851000000.0,3573000000.0,3981000000.0,851000000.0,851000000.0,9224000000.0,10075000000.0,2356000000.0,5243000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2019.0,Q2,,2019-08-03,2019-09-04 16:55:33+00:00,1819000000.0,211000000.0,-39000000.0,956000000.0,,3084000000.0,,442000000.0,249000000.0,,2178000000.0,1932000000.0,4036000000.0,,1664000000.0,0.0,2167000000.0,2573000000.0,384000000.0,-2286000000.0,500000000.0,9935000000.0,759000000.0,3483000000.0,4425000000.0,759000000.0,759000000.0,9176000000.0,9935000000.0,2416000000.0,4751000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2019.0,Q1,,2019-05-04,2019-06-05 16:48:36+00:00,1619000000.0,233000000.0,-46000000.0,448000000.0,,3067000000.0,,315000000.0,249000000.0,,2177000000.0,2006000000.0,3963000000.0,,1459000000.0,0.0,2168000000.0,2618000000.0,271000000.0,-2370000000.0,499000000.0,9338000000.0,651000000.0,2958000000.0,3892000000.0,651000000.0,651000000.0,8687000000.0,9338000000.0,2417000000.0,4795000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2020.0,Q1,,2020-05-02,2020-06-10 16:57:27+00:00,1125000000.0,154000000.0,-90000000.0,1355000000.0,,3148000000.0,,280000000.0,249000000.0,3974000000.0,3264000000.0,1489000000.0,3974000000.0,,1594000000.0,0.0,2079000000.0,2509000000.0,669000000.0,-2661000000.0,800000000.0,9969000000.0,397000000.0,3667000000.0,3799000000.0,397000000.0,397000000.0,9572000000.0,9969000000.0,2328000000.0,5773000000.0
