company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,grossppe,longtermdebt,netinventory,netppe,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2008.0,FY,,2009-01-31,2010-03-22 14:24:25+00:00,563000000.0,1942000000.0,-10000000.0,72000000.0,,997000000.0,210000000.0,214000000.0,53000000.0,,2214000000.0,900000000.0,2221000000.0,,525000000.0,,170000000.0,636000000.0,93000000.0,223000000.0,299000000.0,5661000000.0,1210000000.0,3217000000.0,1601000000.0,1210000000.0,1210000000.0,4451000000.0,5661000000.0,223000000.0,2850000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2008.0,Q3,,2008-11-01,2009-12-08 16:03:21+00:00,805000000.0,1918000000.0,-20000000.0,68000000.0,,990000000.0,196000000.0,202000000.0,53000000.0,,2215000000.0,1278000000.0,2215000000.0,,503000000.0,,236000000.0,650000000.0,100000000.0,192000000.0,527000000.0,6064000000.0,1162000000.0,3560000000.0,2037000000.0,1162000000.0,1162000000.0,4902000000.0,6064000000.0,289000000.0,2865000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2008.0,Q2,,2008-08-02,2009-09-09 13:22:54+00:00,724000000.0,2045000000.0,-21000000.0,92000000.0,0.0,969000000.0,196000000.0,226000000.0,53000000.0,,2234000000.0,1000000000.0,2139000000.0,,514000000.0,,219000000.0,643000000.0,65000000.0,181000000.0,339000000.0,5809000000.0,1129000000.0,3398000000.0,1803000000.0,1129000000.0,1129000000.0,4680000000.0,5809000000.0,272000000.0,2877000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,FY,,2010-01-30,2011-03-18 16:07:14+00:00,726000000.0,2035000000.0,-19000000.0,795000000.0,,1066000000.0,238000000.0,336000000.0,53000000.0,,2257000000.0,898000000.0,2242000000.0,,596000000.0,,230000000.0,736000000.0,88000000.0,525000000.0,356000000.0,6579000000.0,1572000000.0,4054000000.0,2014000000.0,1572000000.0,1572000000.0,5007000000.0,6579000000.0,283000000.0,2993000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,Q3,,2009-10-31,2010-12-08 16:06:17+00:00,980000000.0,2016000000.0,-9000000.0,484000000.0,,1051000000.0,230000000.0,255000000.0,53000000.0,,2259000000.0,1193000000.0,2239000000.0,,520000000.0,,217000000.0,716000000.0,84000000.0,388000000.0,356000000.0,6516000000.0,1430000000.0,4007000000.0,2111000000.0,1430000000.0,1430000000.0,5086000000.0,6516000000.0,270000000.0,2975000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,Q2,,2009-08-01,2010-09-08 16:06:54+00:00,884000000.0,2102000000.0,-9000000.0,519000000.0,,1026000000.0,234000000.0,232000000.0,53000000.0,,2260000000.0,929000000.0,2241000000.0,,541000000.0,,195000000.0,691000000.0,67000000.0,340000000.0,375000000.0,6340000000.0,1357000000.0,3851000000.0,2032000000.0,1357000000.0,1357000000.0,4983000000.0,6340000000.0,248000000.0,2951000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,Q1,,2009-05-02,2010-06-08 16:13:55+00:00,594000000.0,1921000000.0,-9000000.0,78000000.0,,1014000000.0,220000000.0,182000000.0,53000000.0,,2002000000.0,1004000000.0,2231000000.0,,539000000.0,,183000000.0,669000000.0,70000000.0,269000000.0,500000000.0,5760000000.0,1274000000.0,3293000000.0,1815000000.0,1274000000.0,1274000000.0,4486000000.0,5760000000.0,236000000.0,2671000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2010.0,FY,,2011-01-29,2012-03-16 16:03:29+00:00,846000000.0,2026000000.0,-29000000.0,1506000000.0,,1168000000.0,236000000.0,375000000.0,53000000.0,,2775000000.0,977000000.0,2318000000.0,,652000000.0,0.0,267000000.0,787000000.0,79000000.0,882000000.0,6000000.0,7462000000.0,2021000000.0,4824000000.0,1879000000.0,2021000000.0,2021000000.0,5441000000.0,7462000000.0,320000000.0,3562000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2010.0,Q3,,2010-10-30,2011-12-07 16:06:09+00:00,1054000000.0,2015000000.0,-19000000.0,1046000000.0,,1138000000.0,238000000.0,296000000.0,53000000.0,,2806000000.0,1307000000.0,2300000000.0,,587000000.0,0.0,303000000.0,762000000.0,120000000.0,752000000.0,6000000.0,7382000000.0,1871000000.0,4726000000.0,1943000000.0,1871000000.0,1871000000.0,5511000000.0,7382000000.0,356000000.0,3568000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2010.0,Q2,,2010-07-31,2011-09-07 16:06:52+00:00,1050000000.0,2153000000.0,-19000000.0,1137000000.0,,1120000000.0,245000000.0,273000000.0,53000000.0,,2794000000.0,1055000000.0,2279000000.0,,617000000.0,0.0,299000000.0,746000000.0,75000000.0,709000000.0,6000000.0,7296000000.0,1810000000.0,4665000000.0,1946000000.0,1810000000.0,1810000000.0,5486000000.0,7296000000.0,352000000.0,3540000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2010.0,Q1,,2010-05-01,2011-06-08 16:05:52+00:00,908000000.0,1964000000.0,-20000000.0,1040000000.0,,1107000000.0,234000000.0,216000000.0,53000000.0,,2756000000.0,1067000000.0,2262000000.0,,621000000.0,,252000000.0,755000000.0,84000000.0,607000000.0,6000000.0,6956000000.0,1694000000.0,4389000000.0,1751000000.0,1694000000.0,1694000000.0,5262000000.0,6956000000.0,305000000.0,3511000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2011.0,FY,,2012-01-28,2013-03-18 16:56:03+00:00,917000000.0,2033000000.0,-45000000.0,1877000000.0,,1484000000.0,220000000.0,388000000.0,175000000.0,,3141000000.0,1148000000.0,2469000000.0,,764000000.0,0.0,287000000.0,819000000.0,282000000.0,517000000.0,506000000.0,8491000000.0,1956000000.0,5560000000.0,2575000000.0,1956000000.0,1956000000.0,6535000000.0,8491000000.0,462000000.0,3960000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2011.0,Q3,,2011-10-29,2012-12-03 16:40:19+00:00,1256000000.0,1995000000.0,-27000000.0,1457000000.0,,1436000000.0,216000000.0,327000000.0,200000000.0,,2810000000.0,1507000000.0,2471000000.0,,698000000.0,0.0,346000000.0,846000000.0,147000000.0,487000000.0,506000000.0,8339000000.0,1896000000.0,5322000000.0,2787000000.0,1896000000.0,1896000000.0,6443000000.0,8339000000.0,546000000.0,3656000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2011.0,Q2,,2011-07-30,2012-08-27 16:47:17+00:00,1087000000.0,2204000000.0,-28000000.0,1090000000.0,,1402000000.0,228000000.0,292000000.0,200000000.0,,2296000000.0,1152000000.0,2422000000.0,,696000000.0,0.0,351000000.0,856000000.0,89000000.0,629000000.0,506000000.0,7736000000.0,2003000000.0,4763000000.0,2581000000.0,2003000000.0,2003000000.0,5733000000.0,7736000000.0,551000000.0,3152000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2011.0,Q1,,2011-04-30,2012-05-29 16:21:49+00:00,1035000000.0,1969000000.0,-28000000.0,1433000000.0,,1362000000.0,222000000.0,232000000.0,200000000.0,,2276000000.0,1149000000.0,2361000000.0,,715000000.0,0.0,333000000.0,849000000.0,80000000.0,800000000.0,506000000.0,7747000000.0,2134000000.0,4853000000.0,2488000000.0,2134000000.0,2134000000.0,5613000000.0,7747000000.0,533000000.0,3125000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2012.0,FY,,2013-02-02,2014-03-17 16:37:22+00:00,1011000000.0,2129000000.0,-47000000.0,1285000000.0,,1645000000.0,227000000.0,404000000.0,175000000.0,,3124000000.0,1360000000.0,2579000000.0,,804000000.0,0.0,254000000.0,826000000.0,80000000.0,315000000.0,7000000.0,8089000000.0,1913000000.0,5081000000.0,2226000000.0,1913000000.0,1913000000.0,6176000000.0,8089000000.0,429000000.0,3950000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2012.0,Q3,,2012-10-27,2013-12-02 16:33:36+00:00,1347000000.0,2088000000.0,-41000000.0,1158000000.0,,1622000000.0,222000000.0,320000000.0,175000000.0,,3129000000.0,1650000000.0,2551000000.0,,751000000.0,0.0,306000000.0,828000000.0,115000000.0,303000000.0,6000000.0,8265000000.0,1884000000.0,5233000000.0,2424000000.0,1884000000.0,1884000000.0,6381000000.0,8265000000.0,481000000.0,3957000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2012.0,Q2,,2012-07-28,2013-09-03 16:25:22+00:00,1345000000.0,2297000000.0,-42000000.0,1258000000.0,,1582000000.0,233000000.0,290000000.0,175000000.0,,3133000000.0,1394000000.0,2499000000.0,,805000000.0,0.0,305000000.0,831000000.0,85000000.0,296000000.0,6000000.0,8246000000.0,1836000000.0,5267000000.0,2446000000.0,1836000000.0,1836000000.0,6410000000.0,8246000000.0,480000000.0,3964000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2012.0,Q1,,2012-04-28,2013-06-04 16:27:23+00:00,1176000000.0,2008000000.0,-44000000.0,1647000000.0,,1557000000.0,215000000.0,232000000.0,175000000.0,,3137000000.0,1372000000.0,2472000000.0,,793000000.0,0.0,290000000.0,831000000.0,79000000.0,570000000.0,6000000.0,8258000000.0,2083000000.0,5321000000.0,2207000000.0,2083000000.0,2083000000.0,6175000000.0,8258000000.0,465000000.0,3968000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,FY,,2014-02-01,2015-03-16 16:37:57+00:00,1263000000.0,2177000000.0,-39000000.0,1194000000.0,,1827000000.0,239000000.0,395000000.0,175000000.0,,3106000000.0,1531000000.0,2949000000.0,,876000000.0,0.0,222000000.0,847000000.0,87000000.0,292000000.0,7000000.0,8574000000.0,2080000000.0,5228000000.0,2541000000.0,2080000000.0,2080000000.0,6494000000.0,8574000000.0,397000000.0,3953000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,Q3,,2013-11-02,2014-12-02 16:30:14+00:00,1448000000.0,2146000000.0,-42000000.0,947000000.0,,1794000000.0,243000000.0,358000000.0,175000000.0,,2711000000.0,1795000000.0,2880000000.0,,821000000.0,0.0,277000000.0,852000000.0,122000000.0,236000000.0,407000000.0,8585000000.0,1988000000.0,5253000000.0,3034000000.0,1988000000.0,1988000000.0,6597000000.0,8585000000.0,452000000.0,3563000000.0
