company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2007.0,FY,2007-02-04,2008-02-02,2010-03-22 14:24:25+00:00,-36000000.0,478000000.0,75000000.0,269000000.0,,-737000000.0,17000000.0,2510000000.0,64000000.0,-421000000.0,312000000.0,64000000.0,-421000000.0,312000000.0,-45000000.0,715000000.0,715000000.0,101000000.0,65000000.0,15000000.0,-134000000.0,-151000000.0,-501000000.0,-692000000.0,-1702000000.0,,216000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2008.0,Q4,2008-11-02,2009-01-31,,9000000.0,21000000.0,54000000.0,80000000.0,,164000000.0,1000000.0,193000000.0,-206000000.0,-184000000.0,394000000.0,-206000000.0,-184000000.0,394000000.0,4000000.0,68000000.0,68000000.0,73000000.0,45000000.0,1000000.0,-34000000.0,-61000000.0,-124000000.0,-411000000.0,,,
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2008.0,FY,2008-02-03,2009-01-31,2011-03-18 16:07:14+00:00,-21000000.0,340000000.0,145000000.0,302000000.0,,-34000000.0,17000000.0,445000000.0,-342000000.0,-792000000.0,848000000.0,-342000000.0,-792000000.0,848000000.0,-286000000.0,401000000.0,401000000.0,200000000.0,17000000.0,3000000.0,-138000000.0,-232000000.0,-563000000.0,-419000000.0,-264000000.0,,
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2008.0,Q3,2008-08-03,2008-11-01,,-10000000.0,103000000.0,17000000.0,76000000.0,,-110000000.0,7000000.0,172000000.0,33000000.0,-140000000.0,83000000.0,33000000.0,-140000000.0,83000000.0,-24000000.0,71000000.0,71000000.0,56000000.0,-81000000.0,1000000.0,-34000000.0,3000000.0,-144000000.0,-5000000.0,-26000000.0,,
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2008.0,Q3YTD,2008-02-03,2008-11-01,2009-12-08 16:03:21+00:00,-30000000.0,319000000.0,91000000.0,222000000.0,,-198000000.0,16000000.0,252000000.0,-136000000.0,-608000000.0,454000000.0,-136000000.0,-608000000.0,454000000.0,-290000000.0,333000000.0,333000000.0,127000000.0,-28000000.0,2000000.0,-104000000.0,-171000000.0,-439000000.0,-8000000.0,-264000000.0,,
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2008.0,Q2YTD,2008-02-03,2008-08-02,2009-09-09 13:22:54+00:00,-20000000.0,216000000.0,74000000.0,146000000.0,,-88000000.0,9000000.0,80000000.0,-169000000.0,-468000000.0,371000000.0,-169000000.0,-468000000.0,371000000.0,-266000000.0,262000000.0,262000000.0,71000000.0,53000000.0,1000000.0,-70000000.0,-174000000.0,-295000000.0,-3000000.0,-238000000.0,,
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,Q4,2009-11-01,2010-01-30,,-11000000.0,65000000.0,53000000.0,79000000.0,,126000000.0,21000000.0,12000000.0,-7000000.0,-132000000.0,450000000.0,-7000000.0,-132000000.0,450000000.0,311000000.0,172000000.0,172000000.0,84000000.0,-13000000.0,,-35000000.0,-53000000.0,-79000000.0,8000000.0,,,
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,FY,2009-02-01,2010-01-30,2012-03-16 16:03:29+00:00,-42000000.0,240000000.0,134000000.0,313000000.0,,257000000.0,34000000.0,411000000.0,13000000.0,-541000000.0,1251000000.0,13000000.0,-541000000.0,1251000000.0,723000000.0,441000000.0,441000000.0,282000000.0,7000000.0,1000000.0,-139000000.0,-182000000.0,-360000000.0,-300000000.0,0.0,,
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,Q3TTM,2008-11-02,2009-10-31,,-22000000.0,196000000.0,135000000.0,314000000.0,,295000000.0,14000000.0,592000000.0,-186000000.0,-593000000.0,1195000000.0,-186000000.0,-593000000.0,1195000000.0,416000000.0,337000000.0,337000000.0,271000000.0,65000000.0,2000000.0,-138000000.0,-190000000.0,-405000000.0,-719000000.0,,,
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,Q3,2009-08-02,2009-10-31,,-10000000.0,80000000.0,20000000.0,79000000.0,,-111000000.0,6000000.0,-15000000.0,-59000000.0,-80000000.0,104000000.0,-59000000.0,-80000000.0,104000000.0,-35000000.0,83000000.0,83000000.0,63000000.0,12000000.0,1000000.0,-35000000.0,4000000.0,-85000000.0,-27000000.0,,,
