company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2007.0,FY,2007-02-04,2008-02-02,2010-03-22 14:24:25+00:00,2.92,2.92,0.54,2.88,,458000000.0,715000000.0,715000000.0,715000000.0,5526000000.0,9080000000.0,-52000000.0,2359000000.0,5526000000.0,3554000000.0,74000000.0,2307000000.0,1247000000.0,-74000000.0,1173000000.0,9080000000.0,244900000.0,244800000.0,248800000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2008.0,FY,2008-02-03,2009-01-31,2011-03-18 16:07:14+00:00,1.85,1.85,0.64,1.83,,247000000.0,401000000.0,401000000.0,401000000.0,5417000000.0,8573000000.0,,2377000000.0,5417000000.0,3156000000.0,131000000.0,2377000000.0,779000000.0,-131000000.0,648000000.0,8573000000.0,216800000.0,216600000.0,219200000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2008.0,Q3,2008-08-03,2008-11-01,2009-12-08 16:03:21+00:00,0.33,0.33,,0.33,,23000000.0,71000000.0,71000000.0,71000000.0,1185000000.0,1879000000.0,,567000000.0,1185000000.0,694000000.0,33000000.0,567000000.0,127000000.0,-33000000.0,94000000.0,1879000000.0,215200000.0,215600000.0,218100000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2008.0,Q2,2008-05-04,2008-08-02,2009-09-09 13:22:54+00:00,0.66,0.66,,0.65,,92000000.0,143000000.0,143000000.0,143000000.0,1488000000.0,2359000000.0,,602000000.0,1488000000.0,871000000.0,34000000.0,602000000.0,269000000.0,-34000000.0,235000000.0,2359000000.0,216700000.0,216500000.0,219500000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,Q3YTD,2009-02-01,2009-10-31,,0.87,1.25,,1.23,,150000000.0,269000000.0,269000000.0,269000000.0,3735000000.0,5987000000.0,,1728000000.0,3735000000.0,2252000000.0,105000000.0,1728000000.0,524000000.0,-105000000.0,419000000.0,5987000000.0,,217100000.0,220700000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,Q3,2009-08-02,2009-10-31,2010-12-08 16:06:17+00:00,,0.38,,0.38,,51000000.0,83000000.0,83000000.0,83000000.0,1210000000.0,1963000000.0,,581000000.0,1210000000.0,753000000.0,38000000.0,581000000.0,172000000.0,-38000000.0,134000000.0,1963000000.0,,217100000.0,220700000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,Q2YTD,2009-02-01,2009-08-01,,0.87,0.87,,0.85,,99000000.0,186000000.0,186000000.0,186000000.0,2525000000.0,4024000000.0,,1147000000.0,2525000000.0,1499000000.0,67000000.0,1147000000.0,352000000.0,-67000000.0,285000000.0,4024000000.0,214300000.0,216500000.0,218800000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,Q2,2009-05-03,2009-08-01,2010-09-08 16:06:54+00:00,0.49,0.49,,0.48,,65000000.0,105000000.0,105000000.0,105000000.0,1418000000.0,2232000000.0,,608000000.0,1418000000.0,814000000.0,36000000.0,608000000.0,206000000.0,-36000000.0,170000000.0,2232000000.0,214300000.0,216500000.0,218800000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2009.0,Q1,2009-01-30,2009-05-02,2010-06-08 16:13:55+00:00,0.38,0.38,,0.37,,34000000.0,81000000.0,81000000.0,81000000.0,1107000000.0,1792000000.0,,539000000.0,1107000000.0,685000000.0,31000000.0,539000000.0,146000000.0,-31000000.0,115000000.0,1792000000.0,213200000.0,215900000.0,217400000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2010.0,Q3YTD,2010-01-31,2010-10-30,,1.74,1.74,0.16,1.71,,237000000.0,381000000.0,381000000.0,381000000.0,4139000000.0,6784000000.0,,1933000000.0,4139000000.0,2645000000.0,94000000.0,1933000000.0,712000000.0,-94000000.0,618000000.0,6784000000.0,220400000.0,219000000.0,222500000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2010.0,Q3,2010-08-01,2010-10-30,2011-12-07 16:06:09+00:00,0.54,0.54,,0.53,,71000000.0,119000000.0,119000000.0,119000000.0,1331000000.0,2182000000.0,,630000000.0,1331000000.0,851000000.0,31000000.0,630000000.0,221000000.0,-31000000.0,190000000.0,2182000000.0,220400000.0,219000000.0,222500000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2010.0,Q2YTD,2010-01-31,2010-07-31,,1.2,1.2,0.16,1.18,,166000000.0,262000000.0,262000000.0,262000000.0,2808000000.0,4602000000.0,,1303000000.0,2808000000.0,1794000000.0,63000000.0,1303000000.0,491000000.0,-63000000.0,428000000.0,4602000000.0,217900000.0,219200000.0,222800000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2010.0,Q2,2010-05-02,2010-07-31,2011-09-07 16:06:52+00:00,0.67,0.67,,0.66,,94000000.0,146000000.0,146000000.0,146000000.0,1565000000.0,2515000000.0,,678000000.0,1565000000.0,950000000.0,32000000.0,678000000.0,272000000.0,-32000000.0,240000000.0,2515000000.0,217900000.0,219200000.0,222800000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2010.0,Q1,2010-01-31,2010-05-01,2011-06-08 16:05:52+00:00,0.53,0.53,0.16,0.52,,72000000.0,116000000.0,116000000.0,116000000.0,1243000000.0,2087000000.0,,625000000.0,1243000000.0,844000000.0,31000000.0,625000000.0,219000000.0,-31000000.0,188000000.0,2087000000.0,218900000.0,218400000.0,222400000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2011.0,FY,2011-01-30,2012-01-28,2014-03-17 16:37:22+00:00,3.2,3.2,0.92,3.14,,436000000.0,683000000.0,683000000.0,683000000.0,6592000000.0,10860000000.0,,3019000000.0,6592000000.0,4268000000.0,130000000.0,3019000000.0,1249000000.0,-130000000.0,1119000000.0,10860000000.0,213400000.0,213500000.0,217700000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2012.0,Q4,2012-10-28,2013-02-02,,1.41,1.41,0.81,1.4,,172000000.0,284000000.0,284000000.0,284000000.0,2239000000.0,3698000000.0,,961000000.0,2239000000.0,1459000000.0,42000000.0,961000000.0,498000000.0,-42000000.0,456000000.0,3698000000.0,203000000.0,203000000.0,206700000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2012.0,FY,2012-01-29,2013-02-02,2015-03-16 16:37:57+00:00,3.62,3.62,1.08,3.56,,450000000.0,735000000.0,735000000.0,735000000.0,7432000000.0,12134000000.0,,3357000000.0,7432000000.0,4702000000.0,160000000.0,3357000000.0,1345000000.0,-160000000.0,1185000000.0,12134000000.0,203000000.0,203000000.0,206700000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2012.0,Q3YTD,2012-01-29,2012-10-27,,2.21,2.21,0.27,2.16,,278000000.0,451000000.0,451000000.0,451000000.0,5193000000.0,8436000000.0,,2396000000.0,5193000000.0,3243000000.0,118000000.0,2396000000.0,847000000.0,-118000000.0,729000000.0,8436000000.0,200000000.0,200900000.0,204700000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2012.0,Q3,2012-07-29,2012-10-27,2013-12-02 16:33:36+00:00,0.73,0.73,,0.71,,93000000.0,146000000.0,146000000.0,146000000.0,1730000000.0,2805000000.0,,798000000.0,1730000000.0,1075000000.0,38000000.0,798000000.0,277000000.0,-38000000.0,239000000.0,2805000000.0,200000000.0,200900000.0,204700000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2012.0,Q2YTD,2012-01-29,2012-07-28,,1.48,1.48,0.27,1.45,,185000000.0,305000000.0,305000000.0,305000000.0,3463000000.0,5631000000.0,,1598000000.0,3463000000.0,2168000000.0,80000000.0,1598000000.0,570000000.0,-80000000.0,490000000.0,5631000000.0,205300000.0,205200000.0,208700000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2012.0,Q2,2012-04-29,2012-07-28,2013-09-03 16:25:22+00:00,0.76,0.76,,0.75,,94000000.0,156000000.0,156000000.0,156000000.0,1879000000.0,3006000000.0,,837000000.0,1879000000.0,1127000000.0,40000000.0,837000000.0,290000000.0,-40000000.0,250000000.0,3006000000.0,205300000.0,205200000.0,208700000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2012.0,Q1,2012-01-29,2012-04-28,2013-06-04 16:27:23+00:00,0.72,0.72,0.27,0.7,,91000000.0,149000000.0,149000000.0,149000000.0,1584000000.0,2625000000.0,,761000000.0,1584000000.0,1041000000.0,40000000.0,761000000.0,280000000.0,-40000000.0,240000000.0,2625000000.0,206900000.0,207300000.0,211400000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,FY,2013-02-03,2014-02-01,2016-03-14 16:54:15+00:00,3.77,3.77,1.2,3.71,,455000000.0,734000000.0,734000000.0,734000000.0,7737000000.0,12540000000.0,,3453000000.0,7737000000.0,4803000000.0,161000000.0,3453000000.0,1350000000.0,-161000000.0,1189000000.0,12540000000.0,194700000.0,194500000.0,197700000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,Q4,2013-11-03,2014-02-01,,1.39,1.39,0.9,1.36,,169000000.0,268000000.0,268000000.0,268000000.0,2269000000.0,3711000000.0,,955000000.0,2269000000.0,1442000000.0,50000000.0,955000000.0,487000000.0,-50000000.0,437000000.0,3711000000.0,194700000.0,194500000.0,197700000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,Q3YTD,2013-02-03,2013-11-02,,2.38,2.38,0.3,2.35,,286000000.0,466000000.0,466000000.0,466000000.0,5468000000.0,8829000000.0,,2498000000.0,5468000000.0,3361000000.0,111000000.0,2498000000.0,863000000.0,-111000000.0,752000000.0,8829000000.0,195700000.0,194300000.0,197300000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,Q3TTM,2012-10-28,2013-11-02,,3.79,3.79,1.11,3.75,,458000000.0,750000000.0,750000000.0,750000000.0,7707000000.0,12527000000.0,,3459000000.0,7707000000.0,4820000000.0,153000000.0,3459000000.0,1361000000.0,-153000000.0,1208000000.0,12527000000.0,195700000.0,194300000.0,197300000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,Q3,2013-08-04,2013-11-02,2014-12-02 16:30:14+00:00,0.7,0.7,,0.69,,81000000.0,137000000.0,137000000.0,137000000.0,1791000000.0,2884000000.0,,840000000.0,1791000000.0,1093000000.0,35000000.0,840000000.0,253000000.0,-35000000.0,218000000.0,2884000000.0,195700000.0,194300000.0,197300000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,Q2YTD,2013-02-03,2013-08-03,,1.68,1.68,0.3,1.66,,205000000.0,329000000.0,329000000.0,329000000.0,3677000000.0,5945000000.0,,1658000000.0,3677000000.0,2268000000.0,76000000.0,1658000000.0,610000000.0,-76000000.0,534000000.0,5945000000.0,195700000.0,195500000.0,198800000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,Q2TTM,2012-07-29,2013-08-03,,3.82,3.82,1.11,3.77,,470000000.0,759000000.0,759000000.0,759000000.0,7646000000.0,12448000000.0,,3417000000.0,7646000000.0,4802000000.0,156000000.0,3417000000.0,1385000000.0,-156000000.0,1229000000.0,12448000000.0,195700000.0,195500000.0,198800000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,Q2,2013-05-05,2013-08-03,2014-09-02 16:07:43+00:00,0.94,0.94,,0.93,,114000000.0,184000000.0,184000000.0,184000000.0,2004000000.0,3196000000.0,,857000000.0,2004000000.0,1192000000.0,37000000.0,857000000.0,335000000.0,-37000000.0,298000000.0,3196000000.0,195700000.0,195500000.0,198800000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,Q1TTM,2012-04-29,2013-05-04,,3.64,3.64,1.11,3.59,,450000000.0,731000000.0,731000000.0,731000000.0,7521000000.0,12258000000.0,,3397000000.0,7521000000.0,4737000000.0,159000000.0,3397000000.0,1340000000.0,-159000000.0,1181000000.0,12258000000.0,195900000.0,195600000.0,199000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2013.0,Q1,2013-02-03,2013-05-04,2014-06-03 16:17:45+00:00,0.74,0.74,0.3,0.73,,91000000.0,145000000.0,145000000.0,145000000.0,1673000000.0,2749000000.0,,801000000.0,1673000000.0,1076000000.0,39000000.0,801000000.0,275000000.0,-39000000.0,236000000.0,2749000000.0,195900000.0,195600000.0,199000000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2014.0,FY,2014-02-02,2015-01-31,2017-03-20 16:35:45+00:00,3.79,3.79,1.32,3.72,0.0,465000000.0,720000000.0,720000000.0,720000000.0,8406000000.0,13506000000.0,,3777000000.0,8406000000.0,5100000000.0,138000000.0,3777000000.0,1323000000.0,-138000000.0,1185000000.0,13506000000.0,190000000.0,190000000.0,193600000.0
Nordstrom Inc,JWN,549300S3IZB5P35KNV16,72333,2014.0,Q4,2014-11-02,2015-01-31,,1.34,1.34,0.99,1.32,,176000000.0,255000000.0,255000000.0,255000000.0,2493000000.0,4043000000.0,,1085000000.0,2493000000.0,1550000000.0,34000000.0,1085000000.0,465000000.0,-34000000.0,431000000.0,4043000000.0,190000000.0,190000000.0,193600000.0
