company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2008.0,FY,,2008-12-31,2010-02-19 17:23:05+00:00,6881200000.0,5775500000.0,-247300000.0,1097300000.0,,1688600000.0,1005500000.0,201100000.0,7220200000.0,221000000.0,3054300000.0,297300000.0,672000000.0,719600000.0,230600000.0,45200000.0,312100000.0,1005000000.0,1647500000.0,250200000.0,444400000.0,0.0,5859600000.0,18900000.0,15100000.0,17318400000.0,3522800000.0,8564900000.0,9754200000.0,3522800000.0,3753400000.0,13565000000.0,17318400000.0,8033900000.0,3810800000.0,0.0,-3778100000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2009.0,FY,,2009-12-31,2011-02-24 16:35:28+00:00,7143900000.0,5574100000.0,-8000000.0,1587000000.0,,1467800000.0,1059300000.0,156700000.0,7641200000.0,220800000.0,2220600000.0,299400000.0,607600000.0,677300000.0,258000000.0,40000000.0,488100000.0,1012000000.0,1685500000.0,253500000.0,462000000.0,214700000.0,6465400000.0,37100000.0,7800000.0,17920700000.0,4194800000.0,8788500000.0,10082500000.0,4194800000.0,4452800000.0,13253200000.0,17920700000.0,8454900000.0,3170700000.0,0.0,-3730400000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2009.0,Q3,,2009-09-30,2009-10-26 17:17:26+00:00,5893200000.0,4812500000.0,8900000.0,597400000.0,,1499800000.0,1001200000.0,104500000.0,7563700000.0,216000000.0,2236000000.0,315800000.0,669000000.0,694300000.0,237900000.0,33600000.0,422000000.0,1014900000.0,1429300000.0,268300000.0,466400000.0,199400000.0,6282800000.0,176800000.0,15900000.0,16201400000.0,4034700000.0,7109700000.0,8605000000.0,4034700000.0,4272600000.0,11729400000.0,16201400000.0,8397400000.0,3124400000.0,0.0,-3756800000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2009.0,Q2,,2009-06-30,2009-08-06 16:06:39+00:00,5893500000.0,4940300000.0,-32900000.0,399900000.0,,1508300000.0,934300000.0,66600000.0,7446600000.0,215000000.0,2413500000.0,315200000.0,614100000.0,704800000.0,227400000.0,31900000.0,402800000.0,933500000.0,1390400000.0,272100000.0,459400000.0,193900000.0,6164000000.0,44100000.0,12000000.0,15885400000.0,3859500000.0,6899800000.0,8328900000.0,3859500000.0,4086900000.0,11604600000.0,15885400000.0,8280800000.0,3275700000.0,0.0,-3779900000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2010.0,FY,,2010-12-31,2012-02-17 16:05:11+00:00,7726900000.0,5977200000.0,-106400000.0,2288700000.0,0.0,1331500000.0,1187100000.0,176300000.0,7809100000.0,278200000.0,3124600000.0,299100000.0,707600000.0,653300000.0,312600000.0,14200000.0,747700000.0,1209300000.0,1881200000.0,318100000.0,576500000.0,201100000.0,7052500000.0,51600000.0,11300000.0,19566100000.0,3580500000.0,10194100000.0,11023100000.0,3580500000.0,3893100000.0,15471900000.0,19566100000.0,8718700000.0,4448800000.0,0.0,-4697100000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2010.0,Q3,,2010-09-30,2010-10-22 12:33:51+00:00,6592600000.0,5516900000.0,-58300000.0,1689300000.0,,1424000000.0,1101500000.0,179900000.0,7726600000.0,256300000.0,2904600000.0,280000000.0,750600000.0,637400000.0,284400000.0,12000000.0,560300000.0,1166500000.0,1594100000.0,238100000.0,433700000.0,198300000.0,6863900000.0,316100000.0,9000000.0,18282700000.0,4117200000.0,9132300000.0,9784200000.0,4117200000.0,4401600000.0,13682800000.0,18282700000.0,8513000000.0,3898600000.0,0.0,-4112400000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2010.0,Q2,,2010-06-30,2010-07-26 17:26:54+00:00,6351500000.0,5140600000.0,-278900000.0,533700000.0,,1442500000.0,1074000000.0,113900000.0,7470900000.0,230100000.0,1901600000.0,291300000.0,711100000.0,628500000.0,245100000.0,22600000.0,559400000.0,1060000000.0,1374400000.0,231000000.0,439000000.0,197200000.0,6749800000.0,305800000.0,9400000.0,16329200000.0,3767300000.0,7454800000.0,9219600000.0,3767300000.0,4012400000.0,12119600000.0,16329200000.0,8245900000.0,2900000000.0,0.0,-4146100000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2010.0,Q1,,2010-03-31,2010-04-22 19:03:03+00:00,6406400000.0,5184300000.0,-153500000.0,900400000.0,,1474700000.0,1023000000.0,144300000.0,7541100000.0,242000000.0,2215300000.0,275100000.0,673900000.0,647500000.0,243100000.0,38200000.0,536500000.0,1084400000.0,1631500000.0,234600000.0,462000000.0,215700000.0,6567300000.0,29900000.0,8000000.0,16829500000.0,3921800000.0,7851000000.0,9235100000.0,3921800000.0,4164900000.0,12448900000.0,16829500000.0,8331000000.0,3213800000.0,0.0,-3966700000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,FY,,2011-12-31,2013-02-19 16:45:58+00:00,8060000000.0,6632000000.0,-191700000.0,1781200000.0,0.0,1103100000.0,1225300000.0,237000000.0,8456300000.0,468400000.0,3182900000.0,184200000.0,1017500000.0,682900000.0,475500000.0,,867600000.0,967000000.0,2138500000.0,292100000.0,602000000.0,202100000.0,7724100000.0,10200000.0,23800000.0,20505400000.0,3504300000.0,10421500000.0,11671000000.0,3504300000.0,3979800000.0,16323500000.0,20505400000.0,9401000000.0,4652500000.0,0.0,-5131200000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,Q3,,2011-09-30,2011-10-20 16:52:30+00:00,6948100000.0,5971400000.0,-164600000.0,900600000.0,0.0,1261000000.0,1224400000.0,159700000.0,8397500000.0,436000000.0,3184200000.0,199000000.0,799100000.0,632100000.0,465900000.0,0.0,833300000.0,1292200000.0,1851300000.0,296700000.0,611300000.0,193600000.0,7522000000.0,17400000.0,11400000.0,18936000000.0,3446800000.0,8974700000.0,10200900000.0,3446800000.0,3912700000.0,14829700000.0,18936000000.0,9329200000.0,4628800000.0,0.0,-5171600000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,Q2,,2011-06-30,2011-07-21 17:26:24+00:00,7155600000.0,5981000000.0,73900000.0,986300000.0,0.0,1245500000.0,1233900000.0,138700000.0,8502400000.0,442700000.0,3147400000.0,209600000.0,782400000.0,663400000.0,472500000.0,0.0,824400000.0,1267700000.0,1760900000.0,304200000.0,594200000.0,209100000.0,7388400000.0,65700000.0,17000000.0,19156700000.0,3554300000.0,9034400000.0,10354800000.0,3554300000.0,4026800000.0,14920800000.0,19156700000.0,9458900000.0,4566000000.0,0.0,-5153500000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,Q1,,2011-03-31,2011-04-29 15:25:43+00:00,6918000000.0,5470800000.0,14700000.0,1512200000.0,,1312400000.0,1249500000.0,147500000.0,8393400000.0,448600000.0,3115200000.0,204100000.0,803100000.0,661600000.0,459700000.0,0.0,800400000.0,1374200000.0,2017800000.0,294900000.0,657200000.0,214500000.0,7183000000.0,64100000.0,5600000.0,19168500000.0,3524600000.0,9165900000.0,10396900000.0,3524600000.0,3984300000.0,14969700000.0,19168500000.0,9341000000.0,4572800000.0,0.0,-4985500000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2012.0,FY,,2012-12-31,2014-02-12 17:16:34+00:00,8296700000.0,6958200000.0,-129500000.0,2678300000.0,0.0,896200000.0,1231500000.0,264400000.0,8844200000.0,456100000.0,4448500000.0,155200000.0,1008400000.0,723800000.0,495500000.0,,933000000.0,995900000.0,2076400000.0,311200000.0,739900000.0,198400000.0,8394400000.0,6800000.0,20600000.0,22151900000.0,3460800000.0,11661400000.0,11875800000.0,3460800000.0,3956300000.0,17997200000.0,22151900000.0,9766700000.0,6121400000.0,0.0,-5700300000.0
