company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 17:23:05+00:00,,44400000.0,164200000.0,,-64400000.0,241400000.0,100900000.0,3400000.0,-1089300000.0,-391900000.0,1599300000.0,-1089300000.0,-391900000.0,1599300000.0,53700000.0,1086600000.0,1086600000.0,62700000.0,17200000.0,-318700000.0,-231400000.0,-42000000.0,-223000000.0,-79700000.0,-899700000.0,191800000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2008.0,Q4,2008-10-01,2008-12-31,,,14600000.0,45100000.0,,-213900000.0,774900000.0,8200000.0,-163100000.0,-302100000.0,-77100000.0,1159800000.0,-302100000.0,-77100000.0,1159800000.0,566700000.0,298400000.0,298400000.0,26800000.0,,27200000.0,-237200000.0,-63900000.0,-60600000.0,90800000.0,-800000.0,20200000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 16:35:28+00:00,,53100000.0,182800000.0,,-356300000.0,-14300000.0,86000000.0,7500000.0,-1136400000.0,-597400000.0,1394200000.0,-1136400000.0,-597400000.0,1394200000.0,-695900000.0,1114400000.0,1114400000.0,58200000.0,12900000.0,-362200000.0,-382500000.0,-63900000.0,-212200000.0,-13500000.0,-846800000.0,40900000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2008.0,Q3,2008-07-01,2008-09-30,,,13700000.0,46800000.0,,-139300000.0,10400000.0,14100000.0,157600000.0,-354500000.0,-217300000.0,325900000.0,-354500000.0,-217300000.0,325900000.0,-385200000.0,241400000.0,241400000.0,13600000.0,3300000.0,-179300000.0,-48000000.0,9800000.0,-58900000.0,-43300000.0,-438200000.0,11100000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-26 17:17:26+00:00,,38500000.0,137700000.0,,-142400000.0,-789200000.0,77800000.0,170600000.0,-834300000.0,-520300000.0,234400000.0,-834300000.0,-520300000.0,234400000.0,-1262600000.0,816000000.0,816000000.0,31400000.0,12900000.0,-389400000.0,-145300000.0,,-151600000.0,-104300000.0,-846000000.0,20700000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-06 16:06:39+00:00,,24800000.0,90900000.0,,-3100000.0,-799600000.0,63700000.0,13000000.0,-479800000.0,-303000000.0,-91500000.0,-479800000.0,-303000000.0,-91500000.0,-877400000.0,574600000.0,574600000.0,17800000.0,9600000.0,-210100000.0,-97300000.0,-9800000.0,-92700000.0,-61000000.0,-407800000.0,9600000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2009.0,Q4,2009-10-01,2009-12-31,,,15100000.0,53900000.0,,16900000.0,961500000.0,8500000.0,-155900000.0,-257300000.0,-48500000.0,1278500000.0,-257300000.0,-48500000.0,1278500000.0,989600000.0,256600000.0,256600000.0,-8600000.0,,-24800000.0,-147000000.0,6300000.0,-37200000.0,38800000.0,-1700000.0,7200000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 16:05:11+00:00,,56300000.0,186500000.0,,112100000.0,564400000.0,18600000.0,499800000.0,-1128000000.0,-226000000.0,1731600000.0,-1128000000.0,-226000000.0,1731600000.0,489700000.0,871400000.0,871400000.0,53000000.0,0.0,-137400000.0,-299600000.0,-3200000.0,-130600000.0,-1331800000.0,-15000000.0,45200000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2009.0,Q3TTM,2008-10-01,2009-09-30,,,55800000.0,177700000.0,,-118700000.0,377800000.0,18300000.0,492600000.0,-1172800000.0,-254600000.0,1612900000.0,-1172800000.0,-254600000.0,1612900000.0,66800000.0,913200000.0,913200000.0,88400000.0,,-85400000.0,-389800000.0,-73400000.0,-154000000.0,-1279800000.0,-14100000.0,58200000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2009.0,Q3,2009-07-01,2009-09-30,,,14700000.0,45400000.0,,13700000.0,80900000.0,4000000.0,430500000.0,-99900000.0,-60000000.0,343700000.0,-99900000.0,-60000000.0,343700000.0,197500000.0,182800000.0,182800000.0,19900000.0,,-50200000.0,-54800000.0,-3200000.0,-30100000.0,-474900000.0,-4700000.0,23500000.0
