company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2010.0,Q1TTM,2009-04-01,2010-03-31,,2.58,2.58,1.07,,2.58,435600000.0,874100000.0,874100000.0,791900000.0,82200000.0,10510600000.0,11894100000.0,29600000.0,,,10510600000.0,1383500000.0,125200000.0,21800000.0,,1383500000.0,-103400000.0,1280100000.0,11894100000.0,306400000.0,306400000.0,306400000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2010.0,Q1,2010-01-01,2010-03-31,2011-04-29 15:25:43+00:00,0.53,0.53,0.2,,0.52,90700000.0,180900000.0,180900000.0,163400000.0,17500000.0,2629000000.0,2920000000.0,4700000.0,,,2629000000.0,291000000.0,29800000.0,5700000.0,,291000000.0,-24100000.0,266900000.0,2920000000.0,306400000.0,306400000.0,306400000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,Q4,2011-10-01,2011-12-31,,0.97,0.97,0.25,,0.96,156700000.0,307200000.0,307200000.0,271900000.0,35300000.0,3365400000.0,3852900000.0,6900000.0,,,3365400000.0,487500000.0,39500000.0,9000000.0,,487500000.0,-30500000.0,457000000.0,3852900000.0,279000000.0,279000000.0,279000000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,FY,2011-01-01,2011-12-31,2014-02-12 17:16:34+00:00,3.38,3.38,1.0,,3.33,505800000.0,1060400000.0,1060400000.0,952600000.0,107800000.0,12201400000.0,13872500000.0,17200000.0,,,12201400000.0,1671100000.0,158100000.0,36000000.0,,1671100000.0,-122100000.0,1549000000.0,13872500000.0,279000000.0,279000000.0,279000000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.41,2.41,0.75,,2.37,349100000.0,753200000.0,753200000.0,680700000.0,72500000.0,8836000000.0,10019600000.0,10300000.0,,,8836000000.0,1183600000.0,118600000.0,27000000.0,,1183600000.0,-91600000.0,1092000000.0,10019600000.0,277100000.0,277100000.0,277100000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.24,3.24,0.95,,3.19,488500000.0,1031600000.0,1031600000.0,927100000.0,104500000.0,11983000000.0,13606300000.0,20600000.0,,,11983000000.0,1623300000.0,157500000.0,33700000.0,,1623300000.0,-123800000.0,1499500000.0,13606300000.0,277100000.0,277100000.0,277100000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,Q3,2011-07-01,2011-09-30,2012-10-18 16:18:46+00:00,0.73,0.73,0.25,,0.72,117100000.0,228900000.0,228900000.0,203700000.0,25200000.0,3007500000.0,3380900000.0,4500000.0,,,3007500000.0,373400000.0,39800000.0,7900000.0,,373400000.0,-31900000.0,341500000.0,3380900000.0,277100000.0,277100000.0,277100000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.68,1.68,0.5,,1.65,232000000.0,524300000.0,524300000.0,477000000.0,47300000.0,5828500000.0,6638700000.0,5800000.0,,,5828500000.0,810200000.0,78800000.0,19100000.0,,810200000.0,-59700000.0,750500000.0,6638700000.0,278700000.0,278700000.0,278700000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,Q2TTM,2010-07-01,2011-06-30,,3.09,3.09,0.9,,3.04,468300000.0,998300000.0,998300000.0,898000000.0,100300000.0,11656000000.0,13220000000.0,24300000.0,,,11656000000.0,1564000000.0,153800000.0,32100000.0,,1564000000.0,-121700000.0,1442300000.0,13220000000.0,278700000.0,278700000.0,278700000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,Q2,2011-04-01,2011-06-30,2012-07-20 17:29:38+00:00,0.98,0.98,0.25,,0.96,158100000.0,307200000.0,307200000.0,275100000.0,32100000.0,2999300000.0,3487400000.0,4800000.0,,,2999300000.0,488100000.0,36900000.0,9300000.0,,488100000.0,-27600000.0,460500000.0,3487400000.0,278700000.0,278700000.0,278700000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,Q1TTM,2010-04-01,2011-03-31,,2.91,2.91,0.85,,2.87,443400000.0,959900000.0,959900000.0,866200000.0,93700000.0,11282500000.0,12773800000.0,29800000.0,,,11282500000.0,1491300000.0,146800000.0,29000000.0,,1491300000.0,-117800000.0,1373500000.0,12773800000.0,283600000.0,283600000.0,283600000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2011.0,Q1,2011-01-01,2011-03-31,2012-04-17 17:07:00+00:00,0.7,0.7,0.25,,0.69,73900000.0,217100000.0,217100000.0,201900000.0,15200000.0,2829200000.0,3151300000.0,1000000.0,,,2829200000.0,322100000.0,41900000.0,9800000.0,,322100000.0,-32100000.0,290000000.0,3151300000.0,283600000.0,283600000.0,283600000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2012.0,Q4,2012-10-01,2012-12-31,,1.13,1.13,0.3,,1.13,137200000.0,343700000.0,343700000.0,307100000.0,36600000.0,3396500000.0,3944500000.0,-26900000.0,,,3396500000.0,548000000.0,49400000.0,9200000.0,,548000000.0,-40200000.0,507800000.0,3944500000.0,268300000.0,268300000.0,268300000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2012.0,FY,2012-01-01,2012-12-31,2015-02-10 16:33:17+00:00,3.64,3.64,1.2,,3.61,527100000.0,1117500000.0,1117500000.0,998300000.0,119200000.0,12415200000.0,14219400000.0,-15000000.0,,,12415200000.0,1804200000.0,179700000.0,35100000.0,,1804200000.0,-144600000.0,1659600000.0,14219400000.0,268300000.0,268300000.0,268300000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.51,2.51,0.9,,2.48,389900000.0,773800000.0,773800000.0,691200000.0,82600000.0,9018700000.0,10274900000.0,11900000.0,,,9018700000.0,1256200000.0,130300000.0,25900000.0,,1256200000.0,-104400000.0,1151800000.0,10274900000.0,266600000.0,266600000.0,266600000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2012.0,Q3TTM,2011-10-01,2012-09-30,,3.48,3.48,1.15,,3.44,546600000.0,1081000000.0,1081000000.0,963100000.0,117900000.0,12384100000.0,14127800000.0,18800000.0,,,12384100000.0,1743700000.0,169800000.0,34900000.0,,1743700000.0,-134900000.0,1608800000.0,14127800000.0,266600000.0,266600000.0,266600000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2012.0,Q3,2012-07-01,2012-09-30,2013-10-17 17:09:25+00:00,0.75,0.75,0.3,,0.74,118700000.0,233600000.0,233600000.0,203900000.0,29700000.0,3019300000.0,3406600000.0,5300000.0,,,3019300000.0,387300000.0,47800000.0,7500000.0,,387300000.0,-40300000.0,347000000.0,3406600000.0,266600000.0,266600000.0,266600000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.76,1.76,0.6,,1.74,271200000.0,540200000.0,540200000.0,487300000.0,52900000.0,5999400000.0,6868300000.0,6600000.0,,,5999400000.0,868900000.0,82500000.0,18400000.0,,868900000.0,-64100000.0,804800000.0,6868300000.0,269000000.0,269000000.0,269000000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2012.0,Q2TTM,2011-07-01,2012-06-30,,3.46,3.46,1.1,,3.42,545000000.0,1076300000.0,1076300000.0,962900000.0,113400000.0,12372300000.0,14102100000.0,18000000.0,,,12372300000.0,1729800000.0,161800000.0,35300000.0,,1729800000.0,-126500000.0,1603300000.0,14102100000.0,269000000.0,269000000.0,269000000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2012.0,Q2,2012-04-01,2012-06-30,2013-07-18 06:18:10+00:00,1.03,1.03,0.3,,1.02,161900000.0,314200000.0,314200000.0,282700000.0,31500000.0,3054600000.0,3561000000.0,4600000.0,,,3054600000.0,506400000.0,44000000.0,9100000.0,,506400000.0,-34900000.0,471500000.0,3561000000.0,269000000.0,269000000.0,269000000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2012.0,Q1TTM,2011-04-01,2012-03-31,,3.41,3.41,1.05,,3.36,541200000.0,1069300000.0,1069300000.0,955300000.0,114000000.0,12317000000.0,14028500000.0,18200000.0,,,12317000000.0,1711500000.0,154700000.0,35500000.0,,1711500000.0,-119200000.0,1592300000.0,14028500000.0,273300000.0,273300000.0,273300000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2012.0,Q1,2012-01-01,2012-03-31,2013-04-22 16:12:54+00:00,0.73,0.73,0.3,,0.72,109300000.0,226000000.0,226000000.0,204600000.0,21400000.0,2944800000.0,3307300000.0,2000000.0,,,2944800000.0,362500000.0,38500000.0,9300000.0,,362500000.0,-29200000.0,333300000.0,3307300000.0,273300000.0,273300000.0,273300000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2013.0,FY,2013-01-01,2013-12-31,2016-02-09 16:38:22+00:00,3.73,3.73,1.6,,3.71,565200000.0,1111600000.0,1111600000.0,991100000.0,120500000.0,12759200000.0,14584500000.0,15900000.0,,,12759200000.0,1825300000.0,197200000.0,32800000.0,,1825300000.0,-164400000.0,1660900000.0,14584500000.0,258900000.0,258900000.0,258900000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2013.0,Q4,2013-10-01,2013-12-31,,1.14,1.14,0.4,,1.12,176200000.0,340500000.0,340500000.0,300500000.0,40000000.0,3506900000.0,4058100000.0,5500000.0,,,3506900000.0,551200000.0,48500000.0,8500000.0,,551200000.0,-40000000.0,511200000.0,4058100000.0,258900000.0,258900000.0,258900000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.59,2.59,1.2,,2.59,389000000.0,771100000.0,771100000.0,690600000.0,80500000.0,9252300000.0,10526400000.0,10400000.0,,,9252300000.0,1274100000.0,148700000.0,24300000.0,,1274100000.0,-124400000.0,1149700000.0,10526400000.0,258200000.0,258200000.0,258200000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2013.0,Q3TTM,2012-10-01,2013-09-30,,3.72,3.72,1.5,,3.72,526200000.0,1114800000.0,1114800000.0,997700000.0,117100000.0,12648800000.0,14470900000.0,-16500000.0,,,12648800000.0,1822100000.0,198100000.0,33500000.0,,1822100000.0,-164600000.0,1657500000.0,14470900000.0,258200000.0,258200000.0,258200000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2013.0,Q3,2013-07-01,2013-09-30,2014-10-21 16:42:43+00:00,0.74,0.74,0.4,,0.74,116200000.0,224700000.0,224700000.0,196000000.0,28700000.0,3111100000.0,3490500000.0,4300000.0,,,3111100000.0,379400000.0,50500000.0,7700000.0,,379400000.0,-42800000.0,336600000.0,3490500000.0,258200000.0,258200000.0,258200000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.85,1.85,0.8,,1.85,272800000.0,546400000.0,546400000.0,494600000.0,51800000.0,6141200000.0,7035900000.0,6100000.0,,,6141200000.0,894700000.0,98200000.0,16600000.0,,894700000.0,-81600000.0,813100000.0,7035900000.0,257700000.0,257700000.0,257700000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2013.0,Q2TTM,2012-07-01,2013-06-30,,3.73,3.73,1.4,,3.72,528700000.0,1123700000.0,1123700000.0,1005600000.0,118100000.0,12557000000.0,14387000000.0,-15500000.0,,,12557000000.0,1830000000.0,195400000.0,33300000.0,,1830000000.0,-162100000.0,1667900000.0,14387000000.0,257700000.0,257700000.0,257700000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2013.0,Q2,2013-04-01,2013-06-30,2014-07-22 16:09:14+00:00,1.09,1.09,0.4,,1.09,163600000.0,321600000.0,321600000.0,289500000.0,32100000.0,3114000000.0,3637000000.0,2900000.0,,,3114000000.0,523000000.0,49200000.0,8500000.0,,523000000.0,-40700000.0,482300000.0,3637000000.0,257700000.0,257700000.0,257700000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2013.0,Q1TTM,2012-04-01,2013-03-31,,3.67,3.67,1.3,,3.65,527000000.0,1116300000.0,1116300000.0,998800000.0,117500000.0,12497600000.0,14311000000.0,-13800000.0,,,12497600000.0,1813400000.0,190200000.0,33900000.0,,1813400000.0,-156300000.0,1657100000.0,14311000000.0,261000000.0,261000000.0,261000000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2013.0,Q1,2013-01-01,2013-03-31,2014-04-22 16:58:07+00:00,0.76,0.76,0.4,,0.76,109200000.0,224800000.0,224800000.0,205100000.0,19700000.0,3027200000.0,3398900000.0,3200000.0,,,3027200000.0,371700000.0,49000000.0,8100000.0,,371700000.0,-40900000.0,330800000.0,3398900000.0,261000000.0,261000000.0,261000000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2014.0,FY,2014-01-01,2014-12-31,2017-02-09 15:17:15+00:00,4.27,4.27,1.9,294400000.0,4.24,593100000.0,1233100000.0,1233100000.0,1104000000.0,129100000.0,12602100000.0,15317800000.0,16200000.0,,477200000.0,12602100000.0,2715700000.0,177200000.0,43100000.0,771600000.0,1944100000.0,-134100000.0,1810000000.0,15317800000.0,253900000.0,253900000.0,253900000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2014.0,Q4,2014-10-01,2014-12-31,,1.3,1.3,0.5,294400000.0,1.29,182100000.0,373100000.0,373100000.0,329500000.0,43600000.0,2844100000.0,4195100000.0,5800000.0,,477200000.0,2844100000.0,1351000000.0,41800000.0,11800000.0,771600000.0,579400000.0,-30000000.0,549400000.0,4195100000.0,253900000.0,253900000.0,253900000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2014.0,Q3,2014-07-01,2014-09-30,2015-10-20 16:03:53+00:00,0.95,0.95,0.5,,0.95,134400000.0,273600000.0,273600000.0,243800000.0,29800000.0,3316000000.0,3749600000.0,5800000.0,,,3316000000.0,433600000.0,42200000.0,10800000.0,,433600000.0,-31400000.0,402200000.0,3749600000.0,251400000.0,251400000.0,251400000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.97,2.97,1.4,,2.95,411000000.0,860000000.0,860000000.0,774500000.0,85500000.0,9758000000.0,11122700000.0,10400000.0,,,9758000000.0,1364700000.0,135400000.0,31300000.0,,1364700000.0,-104100000.0,1260600000.0,11122700000.0,251400000.0,251400000.0,251400000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2014.0,Q3TTM,2013-10-01,2014-09-30,,4.11,4.11,1.8,,4.07,587200000.0,1200500000.0,1200500000.0,1075000000.0,125500000.0,13264900000.0,15180800000.0,15900000.0,,,13264900000.0,1915900000.0,183900000.0,39800000.0,,1915900000.0,-144100000.0,1771800000.0,15180800000.0,251400000.0,251400000.0,251400000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2014.0,Q2YTD,2014-01-01,2014-06-30,,2.02,2.02,0.9,,2.0,276600000.0,586400000.0,586400000.0,530700000.0,55700000.0,6442000000.0,7373100000.0,4600000.0,,,6442000000.0,931100000.0,93200000.0,20500000.0,,931100000.0,-72700000.0,858400000.0,7373100000.0,256200000.0,256200000.0,256200000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2014.0,Q2TTM,2013-07-01,2014-06-30,,3.9,3.9,1.7,,3.86,569000000.0,1151600000.0,1151600000.0,1027200000.0,124400000.0,13060000000.0,14921700000.0,14400000.0,,,13060000000.0,1861700000.0,192200000.0,36700000.0,,1861700000.0,-155500000.0,1706200000.0,14921700000.0,256200000.0,256200000.0,256200000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2014.0,Q2,2014-04-01,2014-06-30,2015-07-21 16:39:19+00:00,1.24,1.24,0.5,,1.23,160300000.0,358400000.0,358400000.0,325200000.0,33200000.0,3322500000.0,3870900000.0,4000000.0,,,3322500000.0,548400000.0,45500000.0,11800000.0,,548400000.0,-33700000.0,514700000.0,3870900000.0,256200000.0,256200000.0,256200000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2014.0,Q1TTM,2013-04-01,2014-03-31,,3.75,3.75,1.6,,3.72,572300000.0,1114800000.0,1114800000.0,991500000.0,123300000.0,12851500000.0,14687800000.0,13300000.0,,,12851500000.0,1836300000.0,195900000.0,33400000.0,,1836300000.0,-162500000.0,1673800000.0,14687800000.0,259100000.0,259100000.0,259100000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2014.0,Q1,2014-01-01,2014-03-31,2015-04-21 16:08:30+00:00,0.78,0.78,0.4,,0.77,116300000.0,228000000.0,228000000.0,205500000.0,22500000.0,3119500000.0,3502200000.0,600000.0,,,3119500000.0,382700000.0,47700000.0,8700000.0,,382700000.0,-39000000.0,343700000.0,3502200000.0,259100000.0,259100000.0,259100000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2015.0,FY,2015-01-01,2015-12-31,2018-02-15 16:15:53+00:00,4.43,4.43,2.0,291100000.0,4.41,583600000.0,1203400000.0,1203400000.0,1093900000.0,109500000.0,12491400000.0,15134400000.0,8400000.0,,431800000.0,12491400000.0,2643000000.0,181100000.0,39600000.0,722900000.0,1920100000.0,-141500000.0,1778600000.0,15134400000.0,244200000.0,244200000.0,244200000.0
Omnicom Group Inc,OMC,HKUPACFHSSASQK8HLS17,29989,2015.0,Q4,2015-10-01,2015-12-31,,1.35,1.35,0.5,72400000.0,1.35,176700000.0,364200000.0,364200000.0,331600000.0,32600000.0,3389500000.0,4153300000.0,2200000.0,,115900000.0,3389500000.0,763800000.0,47200000.0,10400000.0,188300000.0,575500000.0,-36800000.0,538700000.0,4153300000.0,244200000.0,244200000.0,244200000.0
