company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
McKesson Corp,MCK,,927653,2009.0,FY,,2009-03-31,2010-05-04 16:25:08+00:00,11739000000.0,7774000000.0,,-179000000.0,2109000000.0,,4421000000.0,1145000000.0,,3528000000.0,882000000.0,2290000000.0,,8527000000.0,796000000.0,,,261000000.0,2503000000.0,,,-8000000.0,1390000000.0,1178000000.0,,,6103000000.0,219000000.0,25267000000.0,6193000000.0,18671000000.0,15606000000.0,6193000000.0,6193000000.0,19074000000.0,25267000000.0,5800000000.0,3468000000.0,0.0,-4144000000.0
McKesson Corp,MCK,,927653,2010.0,FY,,2010-03-31,2011-05-05 16:02:58+00:00,13255000000.0,8075000000.0,1559000000.0,6000000.0,3731000000.0,,4760000000.0,1218000000.0,977000000.0,3568000000.0,785000000.0,2293000000.0,,9441000000.0,851000000.0,,,257000000.0,,,,-12000000.0,1481000000.0,1352000000.0,,,7236000000.0,3000000.0,28189000000.0,7532000000.0,21504000000.0,17012000000.0,7532000000.0,7532000000.0,20657000000.0,28189000000.0,5834000000.0,3645000000.0,0.0,-4458000000.0
McKesson Corp,MCK,,927653,2010.0,Q3,,2009-12-31,2010-01-26 16:42:35+00:00,13021000000.0,8319000000.0,,23000000.0,3428000000.0,,4648000000.0,1250000000.0,,3559000000.0,816000000.0,2294000000.0,,8842000000.0,835000000.0,,,265000000.0,2430000000.0,,,-12000000.0,1475000000.0,1204000000.0,,,6921000000.0,217000000.0,27539000000.0,7123000000.0,20854000000.0,16918000000.0,7123000000.0,7123000000.0,20416000000.0,27539000000.0,5850000000.0,3498000000.0,0.0,-4457000000.0
McKesson Corp,MCK,,927653,2010.0,Q2,,2009-09-30,2009-10-27 17:07:26+00:00,12688000000.0,7838000000.0,,3000000.0,3215000000.0,,4558000000.0,994000000.0,,3560000000.0,846000000.0,2294000000.0,,8598000000.0,836000000.0,,,279000000.0,2521000000.0,,,-12000000.0,1452000000.0,1191000000.0,,,6627000000.0,217000000.0,26624000000.0,6719000000.0,19930000000.0,16420000000.0,6719000000.0,6719000000.0,19905000000.0,26624000000.0,5858000000.0,3485000000.0,0.0,-4457000000.0
McKesson Corp,MCK,,927653,2010.0,Q1,,2009-06-30,2009-07-28 16:45:15+00:00,12156000000.0,7532000000.0,,-84000000.0,2644000000.0,,4438000000.0,1088000000.0,,3549000000.0,860000000.0,2292000000.0,,8615000000.0,814000000.0,,,271000000.0,2480000000.0,,,-8000000.0,1432000000.0,1213000000.0,,,6358000000.0,217000000.0,25717000000.0,6271000000.0,19062000000.0,15941000000.0,6271000000.0,6271000000.0,19446000000.0,25717000000.0,5841000000.0,3505000000.0,0.0,-4433000000.0
McKesson Corp,MCK,,927653,2011.0,FY,,2011-03-31,2012-05-02 16:33:22+00:00,14090000000.0,9187000000.0,1861000000.0,87000000.0,3612000000.0,0.0,5343000000.0,1321000000.0,1037000000.0,4364000000.0,1456000000.0,3587000000.0,,9225000000.0,991000000.0,,,,,,,10000000.0,1718000000.0,1353000000.0,333000000.0,,8250000000.0,417000000.0,30886000000.0,7220000000.0,22357000000.0,18726000000.0,7220000000.0,7220000000.0,23666000000.0,30886000000.0,7538000000.0,4940000000.0,0.0,-6470000000.0
McKesson Corp,MCK,,927653,2011.0,Q3,,2010-12-31,2011-02-01 17:10:46+00:00,13581000000.0,8647000000.0,,51000000.0,3213000000.0,,5157000000.0,1357000000.0,1100000000.0,4321000000.0,1749000000.0,2305000000.0,,9547000000.0,934000000.0,,,286000000.0,1890000000.0,,,2000000.0,1699000000.0,1326000000.0,,,7876000000.0,1757000000.0,30396000000.0,7080000000.0,21693000000.0,19685000000.0,7080000000.0,7080000000.0,23316000000.0,30396000000.0,7769000000.0,3631000000.0,0.0,-6006000000.0
McKesson Corp,MCK,,927653,2011.0,Q2,,2010-09-30,2010-10-26 16:24:48+00:00,12834000000.0,8175000000.0,,-2000000.0,3050000000.0,,5066000000.0,1066000000.0,1074000000.0,3529000000.0,675000000.0,2279000000.0,,8763000000.0,860000000.0,,,256000000.0,1411000000.0,,,-11000000.0,1484000000.0,1313000000.0,,,7767000000.0,,26792000000.0,6815000000.0,20244000000.0,16385000000.0,6815000000.0,6815000000.0,19977000000.0,26792000000.0,5688000000.0,3592000000.0,0.0,-6005000000.0
McKesson Corp,MCK,,927653,2011.0,Q1,,2010-06-30,2010-07-30 16:38:31+00:00,13296000000.0,7832000000.0,,-51000000.0,3265000000.0,,4798000000.0,1160000000.0,,3522000000.0,750000000.0,2278000000.0,,9429000000.0,864000000.0,,,265000000.0,2434000000.0,,,-12000000.0,1472000000.0,1352000000.0,,,7488000000.0,,27399000000.0,6879000000.0,20791000000.0,16890000000.0,6879000000.0,6879000000.0,20520000000.0,27399000000.0,5744000000.0,3630000000.0,0.0,-5344000000.0
McKesson Corp,MCK,,927653,2012.0,FY,,2012-03-31,2013-05-07 16:33:17+00:00,16114000000.0,9977000000.0,2149000000.0,5000000.0,3149000000.0,0.0,5575000000.0,1423000000.0,1092000000.0,5032000000.0,1750000000.0,3072000000.0,,10073000000.0,1043000000.0,,,,,,,4000000.0,1665000000.0,1504000000.0,404000000.0,,9451000000.0,908000000.0,33093000000.0,6831000000.0,23603000000.0,21686000000.0,6831000000.0,6831000000.0,26262000000.0,33093000000.0,8447000000.0,4576000000.0,0.0,-8204000000.0
McKesson Corp,MCK,,927653,2012.0,Q3,,2011-12-31,2012-01-30 16:47:07+00:00,15677000000.0,9673000000.0,2120000000.0,2000000.0,4191000000.0,0.0,5645000000.0,1471000000.0,1038000000.0,4497000000.0,1341000000.0,3578000000.0,,10376000000.0,1015000000.0,,,,,,,6000000.0,1735000000.0,1408000000.0,329000000.0,,8981000000.0,409000000.0,33157000000.0,7456000000.0,24569000000.0,20715000000.0,7456000000.0,7456000000.0,25701000000.0,33157000000.0,7573000000.0,4986000000.0,0.0,-7178000000.0
McKesson Corp,MCK,,927653,2012.0,Q2,,2011-09-30,2011-10-25 16:32:36+00:00,14895000000.0,9525000000.0,1980000000.0,-21000000.0,3943000000.0,0.0,5577000000.0,1528000000.0,1028000000.0,4487000000.0,1383000000.0,3578000000.0,,9426000000.0,1006000000.0,,,,,,,7000000.0,1769000000.0,1368000000.0,368000000.0,,8731000000.0,414000000.0,31907000000.0,7116000000.0,23262000000.0,19845000000.0,7116000000.0,7116000000.0,24791000000.0,31907000000.0,7639000000.0,4946000000.0,0.0,-7178000000.0
McKesson Corp,MCK,,927653,2012.0,Q1,,2011-06-30,2011-07-28 16:24:57+00:00,14547000000.0,9372000000.0,1820000000.0,103000000.0,3116000000.0,0.0,5380000000.0,1290000000.0,1071000000.0,4439000000.0,1567000000.0,3575000000.0,,9530000000.0,988000000.0,,,,,,,5000000.0,1649000000.0,1383000000.0,356000000.0,,8486000000.0,414000000.0,31017000000.0,6917000000.0,22374000000.0,19142000000.0,6917000000.0,6917000000.0,24100000000.0,31017000000.0,7655000000.0,4958000000.0,0.0,-7057000000.0
McKesson Corp,MCK,,927653,2013.0,FY,,2013-03-31,2014-05-13 21:41:08+00:00,16108000000.0,9975000000.0,1912000000.0,-65000000.0,2456000000.0,0.0,6082000000.0,1359000000.0,1626000000.0,6405000000.0,2270000000.0,4521000000.0,,10335000000.0,1321000000.0,0.0,,,,,,14000000.0,1620000000.0,1838000000.0,404000000.0,,10402000000.0,352000000.0,34786000000.0,7070000000.0,23170000000.0,21357000000.0,7070000000.0,7070000000.0,27716000000.0,34786000000.0,10295000000.0,6359000000.0,0.0,-9363000000.0
McKesson Corp,MCK,,927653,2013.0,Q3,,2012-12-31,2013-01-31 16:21:52+00:00,15047000000.0,9962000000.0,1705000000.0,35000000.0,2726000000.0,0.0,6009000000.0,1431000000.0,1519000000.0,5310000000.0,1799000000.0,3973000000.0,,10390000000.0,1247000000.0,,,,,,,14000000.0,1638000000.0,1603000000.0,361000000.0,,10384000000.0,506000000.0,33433000000.0,7649000000.0,23439000000.0,20208000000.0,7649000000.0,7649000000.0,25784000000.0,33433000000.0,8747000000.0,5576000000.0,0.0,-8793000000.0
McKesson Corp,MCK,,927653,2013.0,Q2,,2012-09-30,2012-10-25 16:12:17+00:00,15501000000.0,9823000000.0,1503000000.0,46000000.0,2831000000.0,0.0,5952000000.0,1528000000.0,1710000000.0,5128000000.0,1699000000.0,3073000000.0,,10070000000.0,1223000000.0,,,,,,,15000000.0,1827000000.0,1430000000.0,367000000.0,,10135000000.0,508000000.0,32968000000.0,7715000000.0,23091000000.0,20750000000.0,7715000000.0,7715000000.0,25253000000.0,32968000000.0,8654000000.0,4503000000.0,0.0,-8433000000.0
McKesson Corp,MCK,,927653,2013.0,Q1,,2012-06-30,2012-07-26 16:23:16+00:00,15151000000.0,9564000000.0,1587000000.0,-30000000.0,2013000000.0,0.0,5813000000.0,1317000000.0,1534000000.0,5025000000.0,1678000000.0,3072000000.0,,10059000000.0,1221000000.0,,,,,,,12000000.0,1770000000.0,1376000000.0,418000000.0,,9783000000.0,508000000.0,31748000000.0,7203000000.0,22054000000.0,20097000000.0,7203000000.0,7203000000.0,24545000000.0,31748000000.0,8473000000.0,4448000000.0,0.0,-8375000000.0
McKesson Corp,MCK,,927653,2014.0,FY,,2014-03-31,2015-05-12 16:56:22+00:00,21128000000.0,13780000000.0,3998000000.0,-3000000.0,4193000000.0,0.0,6556000000.0,1236000000.0,1588000000.0,9927000000.0,4871000000.0,8929000000.0,,12986000000.0,2196000000.0,1796000000.0,,,,,,23000000.0,1929000000.0,2897000000.0,1877000000.0,0.0,11453000000.0,1665000000.0,51759000000.0,8522000000.0,32836000000.0,29615000000.0,8522000000.0,10318000000.0,41441000000.0,51759000000.0,16727000000.0,11826000000.0,0.0,-9507000000.0
McKesson Corp,MCK,,927653,2014.0,Q3,,2013-12-31,2014-01-30 16:21:45+00:00,16638000000.0,10750000000.0,2108000000.0,-68000000.0,2431000000.0,0.0,6446000000.0,1286000000.0,1519000000.0,6300000000.0,2066000000.0,4521000000.0,,11462000000.0,1359000000.0,,,,,,,16000000.0,1520000000.0,2027000000.0,591000000.0,,11138000000.0,353000000.0,36479000000.0,8027000000.0,25234000000.0,21904000000.0,8027000000.0,8027000000.0,28452000000.0,36479000000.0,9886000000.0,6548000000.0,0.0,-9505000000.0
McKesson Corp,MCK,,927653,2014.0,Q2,,2013-09-30,2013-10-24 16:40:22+00:00,16435000000.0,10321000000.0,2006000000.0,-16000000.0,2960000000.0,0.0,6361000000.0,1056000000.0,1529000000.0,6323000000.0,2150000000.0,4521000000.0,,10484000000.0,1348000000.0,,,,,,,19000000.0,1581000000.0,2058000000.0,780000000.0,,11130000000.0,353000000.0,35947000000.0,7989000000.0,24545000000.0,21379000000.0,7989000000.0,7989000000.0,27958000000.0,35947000000.0,10054000000.0,6579000000.0,0.0,-9505000000.0
McKesson Corp,MCK,,927653,2014.0,Q1,,2013-06-30,2013-07-25 16:23:03+00:00,16654000000.0,10013000000.0,1908000000.0,-118000000.0,2905000000.0,0.0,6233000000.0,1155000000.0,1412000000.0,6262000000.0,2196000000.0,4522000000.0,,10332000000.0,1333000000.0,,,,,,,17000000.0,1633000000.0,2080000000.0,817000000.0,,10780000000.0,352000000.0,35491000000.0,7408000000.0,24067000000.0,21481000000.0,7408000000.0,7408000000.0,28083000000.0,35491000000.0,10091000000.0,6602000000.0,0.0,-9504000000.0
McKesson Corp,MCK,,927653,2015.0,FY,,2015-03-31,2016-05-05 16:12:14+00:00,25166000000.0,15914000000.0,3769000000.0,-1713000000.0,5341000000.0,0.0,6972000000.0,1078000000.0,1820000000.0,9817000000.0,3441000000.0,8180000000.0,,14296000000.0,2045000000.0,84000000.0,859000000.0,,,,,-7000000.0,1897000000.0,1863000000.0,1119000000.0,1386000000.0,12705000000.0,1664000000.0,53870000000.0,8001000000.0,36670000000.0,33497000000.0,8001000000.0,8085000000.0,44399000000.0,53870000000.0,15155000000.0,10902000000.0,0.0,-9956000000.0
McKesson Corp,MCK,,927653,2015.0,Q3,,2014-12-31,2015-02-05 16:43:42+00:00,25205000000.0,16581000000.0,3224000000.0,-804000000.0,4587000000.0,0.0,6879000000.0,1231000000.0,1705000000.0,9956000000.0,3864000000.0,8981000000.0,,15378000000.0,2156000000.0,72000000.0,,,,,,-7000000.0,1993000000.0,2734000000.0,595000000.0,1461000000.0,12628000000.0,1413000000.0,55110000000.0,9084000000.0,37141000000.0,32778000000.0,9084000000.0,9156000000.0,44493000000.0,55110000000.0,15813000000.0,11715000000.0,0.0,-9612000000.0
McKesson Corp,MCK,,927653,2015.0,Q2,,2014-09-30,2014-10-28 16:42:17+00:00,22656000000.0,15391000000.0,2992000000.0,-425000000.0,3804000000.0,0.0,6763000000.0,1003000000.0,1734000000.0,10095000000.0,4099000000.0,9620000000.0,,14063000000.0,2174000000.0,1595000000.0,,,,,,-7000000.0,1985000000.0,2749000000.0,621000000.0,,12211000000.0,952000000.0,52232000000.0,8931000000.0,33879000000.0,29337000000.0,8931000000.0,10526000000.0,41706000000.0,52232000000.0,16179000000.0,12369000000.0,0.0,-9611000000.0
McKesson Corp,MCK,,927653,2015.0,Q1,,2014-06-30,2014-07-31 16:17:18+00:00,22812000000.0,14920000000.0,3121000000.0,107000000.0,4105000000.0,0.0,6690000000.0,1124000000.0,1656000000.0,10431000000.0,4390000000.0,10141000000.0,,14124000000.0,2209000000.0,1786000000.0,,,,,,-7000000.0,2003000000.0,2855000000.0,824000000.0,,11800000000.0,532000000.0,53006000000.0,8979000000.0,33973000000.0,29245000000.0,8979000000.0,10765000000.0,42241000000.0,53006000000.0,16824000000.0,12996000000.0,0.0,-9611000000.0
McKesson Corp,MCK,,927653,2016.0,FY,,2016-03-31,2017-05-22 16:43:21+00:00,28585000000.0,17980000000.0,3948000000.0,-1561000000.0,4048000000.0,0.0,5848000000.0,919000000.0,,9786000000.0,3021000000.0,6497000000.0,0.0,15335000000.0,2278000000.0,84000000.0,2734000000.0,,,,,-2000000.0,3003000000.0,1809000000.0,1072000000.0,1406000000.0,8360000000.0,1617000000.0,56523000000.0,8924000000.0,38435000000.0,35069000000.0,8924000000.0,9008000000.0,46109000000.0,56523000000.0,15810000000.0,11040000000.0,0.0,-3721000000.0
McKesson Corp,MCK,,927653,2016.0,Q3,,2015-12-31,2016-01-27 16:25:21+00:00,26854000000.0,17402000000.0,3644000000.0,-1845000000.0,3406000000.0,0.0,5796000000.0,999000000.0,1979000000.0,9701000000.0,3103000000.0,7715000000.0,,16411000000.0,2112000000.0,84000000.0,,,,,,-2000000.0,1910000000.0,2555000000.0,1042000000.0,1378000000.0,7995000000.0,1003000000.0,55087000000.0,8876000000.0,38261000000.0,34479000000.0,8876000000.0,8960000000.0,44749000000.0,55087000000.0,14714000000.0,10270000000.0,0.0,-3068000000.0
