company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
McKesson Corp,MCK,,927653,2011.0,Q3,2010-10-01,2010-12-31,2011-02-01 17:10:46+00:00,0.61,0.61,0.18,0.6,,106000000.0,155000000.0,155000000.0,,155000000.0,,26786000000.0,28247000000.0,,7000000.0,189000000.0,965000000.0,,,,26786000000.0,1461000000.0,53000000.0,,1154000000.0,307000000.0,-46000000.0,261000000.0,28247000000.0,254100000.0,254000000.0,258000000.0
McKesson Corp,MCK,,927653,2011.0,Q3YTD,2010-04-01,2010-12-31,,3.0,3.0,0.54,2.95,,369000000.0,780000000.0,708000000.0,,780000000.0,,79012000000.0,83231000000.0,72000000.0,19000000.0,2032000000.0,989000000.0,,,,79012000000.0,4219000000.0,140000000.0,,3021000000.0,1198000000.0,-121000000.0,1077000000.0,83231000000.0,254100000.0,254000000.0,258000000.0
McKesson Corp,MCK,,927653,2011.0,Q3TTM,2010-01-01,2010-12-31,,5.36,4.29,0.66,4.21,,553000000.0,1128000000.0,1056000000.0,,1128000000.0,,104072000000.0,109874000000.0,72000000.0,23000000.0,236000000.0,989000000.0,376000000.0,,2430000000.0,104072000000.0,5802000000.0,185000000.0,,4031000000.0,1771000000.0,-162000000.0,1609000000.0,109874000000.0,254100000.0,254000000.0,258000000.0
McKesson Corp,MCK,,927653,2011.0,Q2,2010-07-01,2010-09-30,2010-10-26 16:24:48+00:00,1.27,1.27,0.18,1.25,,121000000.0,327000000.0,255000000.0,,327000000.0,,26168000000.0,27534000000.0,72000000.0,3000000.0,925000000.0,24000000.0,,,,26168000000.0,1366000000.0,44000000.0,,949000000.0,417000000.0,-41000000.0,376000000.0,27534000000.0,257500000.0,258000000.0,262000000.0
McKesson Corp,MCK,,927653,2011.0,Q2YTD,2010-04-01,2010-09-30,,2.39,2.39,0.36,2.35,,263000000.0,625000000.0,553000000.0,,625000000.0,,52226000000.0,54984000000.0,72000000.0,12000000.0,1843000000.0,24000000.0,,,,52226000000.0,2758000000.0,87000000.0,,1867000000.0,891000000.0,-75000000.0,816000000.0,54984000000.0,257500000.0,258000000.0,262000000.0
McKesson Corp,MCK,,927653,2011.0,Q2TTM,2009-10-01,2010-09-30,,5.96,4.89,0.6,4.8,,608000000.0,1299000000.0,1227000000.0,,1299000000.0,,104103000000.0,109899000000.0,72000000.0,41000000.0,993000000.0,24000000.0,376000000.0,,2430000000.0,104103000000.0,5796000000.0,179000000.0,,3823000000.0,1973000000.0,-138000000.0,1835000000.0,109899000000.0,257500000.0,258000000.0,262000000.0
McKesson Corp,MCK,,927653,2011.0,Q1,2010-04-01,2010-06-30,2010-07-30 16:38:31+00:00,1.12,1.12,0.18,1.1,,142000000.0,298000000.0,298000000.0,,298000000.0,,26058000000.0,27450000000.0,,9000000.0,918000000.0,,,,,26058000000.0,1392000000.0,43000000.0,,918000000.0,474000000.0,-34000000.0,440000000.0,27450000000.0,266100000.0,266000000.0,272000000.0
McKesson Corp,MCK,,927653,2011.0,Q1TTM,2009-07-01,2010-06-30,,5.82,4.75,0.54,4.66,,610000000.0,1273000000.0,1273000000.0,,1273000000.0,,103730000000.0,109495000000.0,,42000000.0,956000000.0,-20000000.0,376000000.0,,2430000000.0,103730000000.0,5765000000.0,182000000.0,,3742000000.0,2023000000.0,-140000000.0,1883000000.0,109495000000.0,266100000.0,266000000.0,272000000.0
McKesson Corp,MCK,,927653,2012.0,Q4,2012-01-01,2012-03-31,,2.13,2.13,0.2,2.08,,134000000.0,521000000.0,497000000.0,24000000.0,521000000.0,,29606000000.0,31286000000.0,,8000000.0,-2098000000.0,4000000.0,402000000.0,,2690000000.0,29606000000.0,1680000000.0,59000000.0,,998000000.0,682000000.0,-51000000.0,631000000.0,31286000000.0,246100000.0,246000000.0,251000000.0
McKesson Corp,MCK,,927653,2012.0,FY,2011-04-01,2012-03-31,2014-05-13 21:41:08+00:00,5.7,5.7,0.8,5.59,,514000000.0,1403000000.0,1379000000.0,24000000.0,1403000000.0,0.0,115919000000.0,122321000000.0,,20000000.0,,149000000.0,402000000.0,,3727000000.0,115919000000.0,6402000000.0,251000000.0,0.0,4278000000.0,2124000000.0,-231000000.0,1893000000.0,122321000000.0,246100000.0,246000000.0,251000000.0
McKesson Corp,MCK,,927653,2012.0,Q3,2011-10-01,2011-12-31,2012-01-30 16:47:07+00:00,1.22,1.22,0.2,1.2,,126000000.0,300000000.0,300000000.0,,300000000.0,,29273000000.0,30839000000.0,,-2000000.0,1047000000.0,27000000.0,,,,29273000000.0,1566000000.0,64000000.0,,1074000000.0,492000000.0,-66000000.0,426000000.0,30839000000.0,245900000.0,246000000.0,251000000.0
McKesson Corp,MCK,,927653,2012.0,Q3YTD,2011-04-01,2011-12-31,,3.57,3.57,0.6,3.51,,380000000.0,882000000.0,882000000.0,,882000000.0,,86313000000.0,91035000000.0,,12000000.0,2098000000.0,145000000.0,,,1037000000.0,86313000000.0,4722000000.0,192000000.0,,3280000000.0,1442000000.0,-180000000.0,1262000000.0,91035000000.0,245900000.0,246000000.0,251000000.0
McKesson Corp,MCK,,927653,2012.0,Q3TTM,2011-01-01,2011-12-31,,5.22,5.22,0.78,5.13,,516000000.0,1304000000.0,1304000000.0,72000000.0,1304000000.0,,113415000000.0,119888000000.0,-72000000.0,29000000.0,986000000.0,-631000000.0,407000000.0,,3646000000.0,113415000000.0,6473000000.0,274000000.0,,4408000000.0,2065000000.0,-245000000.0,1820000000.0,119888000000.0,245900000.0,246000000.0,251000000.0
McKesson Corp,MCK,,927653,2012.0,Q2,2011-07-01,2011-09-30,2011-10-25 16:32:36+00:00,1.2,1.2,0.2,1.18,,124000000.0,296000000.0,296000000.0,,296000000.0,,28569000000.0,30216000000.0,,6000000.0,1051000000.0,118000000.0,,,,28569000000.0,1647000000.0,64000000.0,,1169000000.0,478000000.0,-58000000.0,420000000.0,30216000000.0,246700000.0,246000000.0,250000000.0
McKesson Corp,MCK,,927653,2012.0,Q2YTD,2011-04-01,2011-09-30,,2.35,2.35,0.4,2.31,,254000000.0,582000000.0,582000000.0,,582000000.0,,57040000000.0,60196000000.0,,14000000.0,1051000000.0,118000000.0,,,1037000000.0,57040000000.0,3156000000.0,128000000.0,,2206000000.0,950000000.0,-114000000.0,836000000.0,60196000000.0,246700000.0,246000000.0,250000000.0
McKesson Corp,MCK,,927653,2012.0,Q2TTM,2010-10-01,2011-09-30,,4.61,4.61,0.76,4.53,,496000000.0,1159000000.0,1159000000.0,72000000.0,1159000000.0,,110928000000.0,117296000000.0,-72000000.0,38000000.0,128000000.0,307000000.0,407000000.0,,3646000000.0,110928000000.0,6368000000.0,263000000.0,,4488000000.0,1880000000.0,-225000000.0,1655000000.0,117296000000.0,246700000.0,246000000.0,250000000.0
McKesson Corp,MCK,,927653,2012.0,Q1,2011-04-01,2011-06-30,2011-07-28 16:24:57+00:00,1.15,1.15,0.2,1.13,,130000000.0,286000000.0,286000000.0,,286000000.0,,28471000000.0,29980000000.0,,8000000.0,,,,,1037000000.0,28471000000.0,1509000000.0,64000000.0,,1037000000.0,472000000.0,-56000000.0,416000000.0,29980000000.0,248700000.0,249000000.0,254000000.0
McKesson Corp,MCK,,927653,2012.0,Q1TTM,2010-07-01,2011-06-30,,4.68,4.68,0.74,4.6,,493000000.0,1190000000.0,1118000000.0,72000000.0,1190000000.0,,108527000000.0,114614000000.0,,35000000.0,2000000.0,213000000.0,407000000.0,,3646000000.0,108527000000.0,6087000000.0,243000000.0,,4268000000.0,1819000000.0,-208000000.0,1611000000.0,114614000000.0,248700000.0,249000000.0,254000000.0
McKesson Corp,MCK,,927653,2013.0,Q4,2013-01-01,2013-03-31,,1.13,1.13,0.2,1.1,,133000000.0,259000000.0,284000000.0,-25000000.0,259000000.0,,28468000000.0,30361000000.0,,6000000.0,-3253000000.0,-69000000.0,433000000.0,,4110000000.0,28468000000.0,1893000000.0,70000000.0,-191000000.0,1221000000.0,672000000.0,-255000000.0,417000000.0,30361000000.0,234300000.0,235000000.0,239000000.0
McKesson Corp,MCK,,927653,2013.0,FY,2012-04-01,2013-03-31,2015-05-12 16:56:22+00:00,5.71,5.71,0.8,5.59,,587000000.0,1338000000.0,1363000000.0,-25000000.0,1338000000.0,0.0,115315000000.0,122196000000.0,,34000000.0,,-9000000.0,433000000.0,,4110000000.0,115315000000.0,6881000000.0,240000000.0,-191000000.0,4534000000.0,2347000000.0,-397000000.0,1950000000.0,122196000000.0,234300000.0,235000000.0,239000000.0
McKesson Corp,MCK,,927653,2013.0,Q3,2012-10-01,2012-12-31,2013-01-31 16:21:52+00:00,1.27,1.27,0.2,1.24,,138000000.0,298000000.0,298000000.0,,298000000.0,,29519000000.0,31187000000.0,,10000000.0,1183000000.0,0.0,,,,29519000000.0,1668000000.0,59000000.0,,1183000000.0,485000000.0,-49000000.0,436000000.0,31187000000.0,234600000.0,235000000.0,240000000.0
McKesson Corp,MCK,,927653,2013.0,Q3YTD,2012-04-01,2012-12-31,,4.58,4.58,0.6,4.49,,454000000.0,1079000000.0,1079000000.0,,1079000000.0,,86847000000.0,91835000000.0,,28000000.0,3253000000.0,60000000.0,,,,86847000000.0,4988000000.0,170000000.0,,3313000000.0,1675000000.0,-142000000.0,1533000000.0,91835000000.0,234600000.0,235000000.0,240000000.0
McKesson Corp,MCK,,927653,2013.0,Q3TTM,2012-01-01,2012-12-31,,6.71,6.71,0.8,6.57,,588000000.0,1600000000.0,1576000000.0,24000000.0,1600000000.0,,116453000000.0,123121000000.0,,36000000.0,1155000000.0,64000000.0,402000000.0,,2690000000.0,116453000000.0,6668000000.0,229000000.0,,4311000000.0,2357000000.0,-193000000.0,2164000000.0,123121000000.0,234600000.0,235000000.0,240000000.0
McKesson Corp,MCK,,927653,2013.0,Q2,2012-07-01,2012-09-30,2012-10-25 16:12:17+00:00,1.7,1.7,0.2,1.67,,165000000.0,401000000.0,401000000.0,,401000000.0,,28130000000.0,29850000000.0,,10000000.0,1065000000.0,44000000.0,,,,28130000000.0,1720000000.0,55000000.0,,1109000000.0,611000000.0,-45000000.0,566000000.0,29850000000.0,235900000.0,236000000.0,240000000.0
McKesson Corp,MCK,,927653,2013.0,Q2YTD,2012-04-01,2012-09-30,,3.31,3.31,0.4,3.25,,316000000.0,781000000.0,781000000.0,,781000000.0,,57328000000.0,60648000000.0,,18000000.0,2070000000.0,60000000.0,,,,57328000000.0,3320000000.0,111000000.0,,2130000000.0,1190000000.0,-93000000.0,1097000000.0,60648000000.0,235900000.0,236000000.0,240000000.0
McKesson Corp,MCK,,927653,2013.0,Q2TTM,2011-10-01,2012-09-30,,6.66,6.66,0.8,6.53,,576000000.0,1602000000.0,1578000000.0,24000000.0,1602000000.0,,116207000000.0,122773000000.0,,24000000.0,1019000000.0,91000000.0,402000000.0,,2690000000.0,116207000000.0,6566000000.0,234000000.0,,4202000000.0,2364000000.0,-210000000.0,2154000000.0,122773000000.0,235900000.0,236000000.0,240000000.0
McKesson Corp,MCK,,927653,2013.0,Q1,2012-04-01,2012-06-30,2012-07-26 16:23:16+00:00,1.61,1.61,0.2,1.58,,151000000.0,380000000.0,380000000.0,,380000000.0,,29198000000.0,30798000000.0,,8000000.0,1005000000.0,16000000.0,,,,29198000000.0,1600000000.0,56000000.0,,1021000000.0,579000000.0,-48000000.0,531000000.0,30798000000.0,236000000.0,236000000.0,240000000.0
McKesson Corp,MCK,,927653,2013.0,Q1TTM,2011-07-01,2012-06-30,,6.16,6.16,0.8,6.04,,535000000.0,1497000000.0,1473000000.0,24000000.0,1497000000.0,,116646000000.0,123139000000.0,,20000000.0,1005000000.0,165000000.0,402000000.0,,2690000000.0,116646000000.0,6493000000.0,243000000.0,,4262000000.0,2231000000.0,-223000000.0,2008000000.0,123139000000.0,236000000.0,236000000.0,240000000.0
McKesson Corp,MCK,,927653,2014.0,Q4,2014-01-01,2014-03-31,,1.61,1.61,0.24,1.56,,118000000.0,366000000.0,422000000.0,-56000000.0,371000000.0,-5000000.0,35341000000.0,37924000000.0,,25000000.0,-3890000000.0,,457000000.0,,5388000000.0,35341000000.0,2583000000.0,113000000.0,,1955000000.0,628000000.0,-88000000.0,540000000.0,37924000000.0,229200000.0,229000000.0,233000000.0
McKesson Corp,MCK,,927653,2014.0,FY,2013-04-01,2014-03-31,2015-05-12 16:56:22+00:00,5.51,5.51,0.92,5.41,,757000000.0,1258000000.0,1414000000.0,-156000000.0,1263000000.0,-5000000.0,129040000000.0,137392000000.0,,32000000.0,,68000000.0,457000000.0,,5388000000.0,129040000000.0,8352000000.0,300000000.0,0.0,5913000000.0,2439000000.0,-268000000.0,2171000000.0,137392000000.0,229200000.0,229000000.0,233000000.0
McKesson Corp,MCK,,927653,2014.0,Q3,2013-10-01,2013-12-31,2014-01-30 16:21:45+00:00,0.28,0.28,0.24,0.28,,252000000.0,64000000.0,156000000.0,-92000000.0,64000000.0,,32466000000.0,34306000000.0,,-8000000.0,1337000000.0,18000000.0,,,,32466000000.0,1840000000.0,69000000.0,,1355000000.0,485000000.0,-77000000.0,408000000.0,34306000000.0,457200000.0,230000000.0,234000000.0
McKesson Corp,MCK,,927653,2014.0,Q3YTD,2013-04-01,2013-12-31,,3.9,3.9,0.68,3.85,,639000000.0,892000000.0,992000000.0,-100000000.0,892000000.0,,93699000000.0,99468000000.0,,7000000.0,3890000000.0,68000000.0,,,,93699000000.0,5769000000.0,187000000.0,,3958000000.0,1811000000.0,-180000000.0,1631000000.0,99468000000.0,457200000.0,230000000.0,234000000.0
McKesson Corp,MCK,,927653,2014.0,Q3TTM,2013-01-01,2013-12-31,,5.03,5.03,0.88,4.95,,772000000.0,1151000000.0,1276000000.0,-125000000.0,1151000000.0,,122167000000.0,129829000000.0,,13000000.0,637000000.0,-1000000.0,433000000.0,,4110000000.0,122167000000.0,7662000000.0,257000000.0,-191000000.0,5179000000.0,2483000000.0,-435000000.0,2048000000.0,129829000000.0,457200000.0,230000000.0,234000000.0
McKesson Corp,MCK,,927653,2014.0,Q2,2013-07-01,2013-09-30,2013-10-24 16:40:22+00:00,1.76,1.76,0.24,1.74,,213000000.0,404000000.0,416000000.0,-12000000.0,404000000.0,,30945000000.0,32954000000.0,,9000000.0,1295000000.0,35000000.0,,,,30945000000.0,2009000000.0,59000000.0,,1330000000.0,679000000.0,-50000000.0,629000000.0,32954000000.0,229500000.0,229000000.0,233000000.0
McKesson Corp,MCK,,927653,2014.0,Q2YTD,2013-04-01,2013-09-30,,3.62,3.62,0.44,3.57,,387000000.0,828000000.0,836000000.0,-8000000.0,828000000.0,,61233000000.0,65162000000.0,,15000000.0,2553000000.0,50000000.0,,,,61233000000.0,3929000000.0,118000000.0,,2603000000.0,1326000000.0,-103000000.0,1223000000.0,65162000000.0,229500000.0,229000000.0,233000000.0
McKesson Corp,MCK,,927653,2014.0,Q2TTM,2012-10-01,2013-09-30,,6.02,6.02,0.84,5.91,,658000000.0,1385000000.0,1418000000.0,-33000000.0,1385000000.0,,119220000000.0,126710000000.0,,31000000.0,483000000.0,-19000000.0,433000000.0,,4110000000.0,119220000000.0,7490000000.0,247000000.0,-191000000.0,5007000000.0,2483000000.0,-407000000.0,2076000000.0,126710000000.0,229500000.0,229000000.0,233000000.0
McKesson Corp,MCK,,927653,2014.0,Q1,2013-04-01,2013-06-30,2013-07-25 16:23:03+00:00,1.86,1.86,0.2,1.83,,174000000.0,424000000.0,420000000.0,4000000.0,424000000.0,,30288000000.0,32208000000.0,,6000000.0,1258000000.0,15000000.0,,,,30288000000.0,1920000000.0,59000000.0,,1273000000.0,647000000.0,-53000000.0,594000000.0,32208000000.0,228000000.0,227000000.0,232000000.0
McKesson Corp,MCK,,927653,2014.0,Q1TTM,2012-07-01,2013-06-30,,5.96,5.96,0.8,5.84,,610000000.0,1382000000.0,1403000000.0,-21000000.0,1382000000.0,,116405000000.0,123606000000.0,,32000000.0,253000000.0,-10000000.0,433000000.0,,4110000000.0,116405000000.0,7201000000.0,243000000.0,-191000000.0,4786000000.0,2415000000.0,-402000000.0,2013000000.0,123606000000.0,228000000.0,227000000.0,232000000.0
McKesson Corp,MCK,,927653,2015.0,FY,2014-04-01,2015-03-31,2017-05-22 16:43:21+00:00,6.37,6.37,0.96,6.27,0.0,815000000.0,1543000000.0,1842000000.0,-299000000.0,1476000000.0,67000000.0,167634000000.0,179045000000.0,,63000000.0,,150000000.0,392000000.0,0.0,7901000000.0,167634000000.0,11411000000.0,374000000.0,,8443000000.0,2968000000.0,-311000000.0,2657000000.0,179045000000.0,231700000.0,232000000.0,235000000.0
McKesson Corp,MCK,,927653,2015.0,Q4,2015-01-01,2015-03-31,,0.57,0.57,0.24,0.56,,209000000.0,144000000.0,411000000.0,-267000000.0,132000000.0,12000000.0,42008000000.0,44925000000.0,,10000000.0,-6226000000.0,150000000.0,392000000.0,,7901000000.0,42008000000.0,2917000000.0,90000000.0,,2217000000.0,700000000.0,-80000000.0,620000000.0,44925000000.0,231700000.0,232000000.0,235000000.0
McKesson Corp,MCK,,927653,2015.0,Q3,2014-10-01,2014-12-31,2016-01-27 16:25:21+00:00,2.03,2.03,0.24,2.0,,198000000.0,511000000.0,521000000.0,-10000000.0,472000000.0,39000000.0,43586000000.0,46484000000.0,,12000000.0,2098000000.0,,,,,43586000000.0,2898000000.0,93000000.0,,2098000000.0,800000000.0,-81000000.0,719000000.0,46484000000.0,232500000.0,232000000.0,236000000.0
McKesson Corp,MCK,,927653,2015.0,Q3YTD,2014-04-01,2014-12-31,,5.8,5.8,0.72,5.71,,606000000.0,1399000000.0,1431000000.0,-32000000.0,1344000000.0,55000000.0,125626000000.0,134120000000.0,,53000000.0,6226000000.0,,,,,125626000000.0,8494000000.0,284000000.0,,6226000000.0,2268000000.0,-231000000.0,2037000000.0,134120000000.0,232500000.0,232000000.0,236000000.0
McKesson Corp,MCK,,927653,2015.0,Q3TTM,2014-01-01,2014-12-31,,7.41,7.41,0.96,7.27,,724000000.0,1765000000.0,1853000000.0,-88000000.0,1715000000.0,50000000.0,160967000000.0,172044000000.0,,78000000.0,2336000000.0,,457000000.0,,5388000000.0,160967000000.0,11077000000.0,397000000.0,,8181000000.0,2896000000.0,-319000000.0,2577000000.0,172044000000.0,232500000.0,232000000.0,236000000.0
