company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-28 14:01:58+00:00,,68087000.0,25188000.0,146968000.0,29594000.0,1300402000.0,-124111000.0,-145409000.0,330237000.0,-124111000.0,-145409000.0,330237000.0,60717000.0,141764000.0,141764000.0,11911000.0,14216000.0,-49000.0,-45105000.0,-175156000.0,-1218374000.0,-175250000.0,,29796000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2010.0,Q2TTM,2009-07-01,2010-06-30,,,49408000.0,26168000.0,191748000.0,42419000.0,1308857000.0,-206628000.0,-204343000.0,415115000.0,-206628000.0,-204343000.0,415115000.0,4144000.0,171222000.0,171222000.0,9726000.0,11855000.0,-228000.0,-58203000.0,-298957000.0,-1337329000.0,-131808000.0,6911000.0,87931000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2010.0,Q2,2010-04-01,2010-06-30,,,38102000.0,879000.0,49148000.0,15954000.0,476877000.0,-65972000.0,-56256000.0,122155000.0,-65972000.0,-56256000.0,122155000.0,-73000.0,52112000.0,52112000.0,4941000.0,6070000.0,16000.0,-14982000.0,-61161000.0,-402129000.0,-131808000.0,,4889000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-29 16:46:18+00:00,,38820000.0,13092000.0,97160000.0,14142000.0,712300000.0,-104962000.0,-103997000.0,208830000.0,-104962000.0,-103997000.0,208830000.0,-129000.0,89594000.0,89594000.0,7934000.0,7328000.0,-52000.0,-30253000.0,-130768000.0,-662529000.0,-131808000.0,,26823000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2010.0,Q1,2010-01-01,2010-03-31,2011-04-29 13:36:57+00:00,,718000.0,12213000.0,48012000.0,-1812000.0,235423000.0,-38990000.0,-47741000.0,86675000.0,-38990000.0,-47741000.0,86675000.0,-56000.0,37482000.0,37482000.0,2993000.0,1258000.0,-68000.0,-15271000.0,-69607000.0,-260400000.0,0.0,,21934000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 17:11:04+00:00,,16377000.0,30733000.0,213943000.0,152011000.0,1297657000.0,-192364000.0,-445529000.0,635692000.0,-192364000.0,-445529000.0,635692000.0,-2201000.0,257006000.0,257006000.0,12732000.0,19324000.0,340000.0,-62243000.0,-502282000.0,-1200696000.0,-246406000.0,,56413000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q3TTM,2010-10-01,2011-09-30,,,34640000.0,30399000.0,208406000.0,119578000.0,944254000.0,-242340000.0,-404523000.0,586050000.0,-242340000.0,-404523000.0,586050000.0,-60813000.0,242294000.0,242294000.0,15772000.0,20528000.0,315000.0,-61856000.0,-453216000.0,-823218000.0,-322048000.0,,48378000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q3,2011-07-01,2011-09-30,,,5884000.0,12264000.0,54404000.0,56156000.0,324436000.0,-70899000.0,-113039000.0,180536000.0,-70899000.0,-113039000.0,180536000.0,-3402000.0,68650000.0,68650000.0,1326000.0,2170000.0,264000.0,-15658000.0,-125569000.0,-220772000.0,-161075000.0,,12266000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-26 14:27:39+00:00,,14010000.0,30039000.0,158312000.0,137626000.0,936644000.0,-164197000.0,-323916000.0,488209000.0,-164197000.0,-323916000.0,488209000.0,96000.0,184441000.0,184441000.0,7830000.0,15788000.0,350000.0,-47051000.0,-365923000.0,-823172000.0,-246406000.0,,41657000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q2TTM,2010-07-01,2011-06-30,,,58023000.0,30231000.0,203810000.0,78874000.0,1207920000.0,-190590000.0,-332896000.0,526921000.0,-190590000.0,-332896000.0,526921000.0,3435000.0,225814000.0,225814000.0,18423000.0,25246000.0,54000.0,-61050000.0,-372035000.0,-1158291000.0,-204415000.0,,39085000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q2,2011-04-01,2011-06-30,,,6673000.0,1575000.0,52551000.0,47479000.0,203738000.0,-66815000.0,-98519000.0,171090000.0,-66815000.0,-98519000.0,171090000.0,5756000.0,65696000.0,65696000.0,5364000.0,11865000.0,98000.0,-15641000.0,-107443000.0,-236800000.0,-29977000.0,,8826000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-31 12:46:59+00:00,,8126000.0,17775000.0,103908000.0,81470000.0,612208000.0,-93298000.0,-210877000.0,307673000.0,-93298000.0,-210877000.0,307673000.0,3498000.0,115791000.0,115791000.0,6504000.0,13618000.0,86000.0,-31393000.0,-240354000.0,-602400000.0,-85331000.0,,29391000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q1TTM,2010-04-01,2011-03-31,,,89452000.0,29535000.0,200407000.0,47349000.0,1481059000.0,-189747000.0,-290633000.0,477986000.0,-189747000.0,-290633000.0,477986000.0,-2394000.0,212230000.0,212230000.0,18000000.0,19451000.0,-28000.0,-60391000.0,-325753000.0,-1323620000.0,-306246000.0,,35148000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q1,2011-01-01,2011-03-31,2012-04-27 14:48:46+00:00,,1453000.0,16200000.0,51357000.0,33991000.0,408470000.0,-26483000.0,-112358000.0,136583000.0,-26483000.0,-112358000.0,136583000.0,-2258000.0,50095000.0,50095000.0,1140000.0,1753000.0,-12000.0,-15752000.0,-132911000.0,-365600000.0,-55354000.0,,20565000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 15:17:28+00:00,,132096000.0,27070000.0,229166000.0,-4346000.0,1605674000.0,-178311000.0,-369594000.0,548044000.0,-178311000.0,-369594000.0,548044000.0,139000.0,310354000.0,310354000.0,12870000.0,17679000.0,85000.0,-83431000.0,-439494000.0,-1668233000.0,-50000000.0,,69815000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q4,2012-10-01,2012-12-31,,,32450000.0,708000.0,59046000.0,-14916000.0,431143000.0,-40588000.0,-90187000.0,130705000.0,-40588000.0,-90187000.0,130705000.0,-70000.0,83977000.0,83977000.0,2598000.0,3065000.0,455000.0,-34106000.0,-109896000.0,-390690000.0,-50000000.0,,19254000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q3TTM,2011-10-01,2012-09-30,,,102013000.0,27056000.0,225751000.0,24955000.0,1535544000.0,-165890000.0,-401020000.0,564822000.0,-165890000.0,-401020000.0,564822000.0,-2088000.0,298942000.0,298942000.0,15174000.0,18150000.0,-380000.0,-64517000.0,-465957000.0,-1655067000.0,,,65317000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q3,2012-07-01,2012-09-30,,,25121000.0,12038000.0,57773000.0,17090000.0,455179000.0,-48437000.0,-108551000.0,156760000.0,-48437000.0,-108551000.0,156760000.0,-228000.0,78241000.0,78241000.0,3656000.0,629000.0,-394000.0,-16545000.0,-114850000.0,-487700000.0,,,6693000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-30 16:21:31+00:00,,99646000.0,26362000.0,170120000.0,10570000.0,1174531000.0,-137723000.0,-279407000.0,417339000.0,-137723000.0,-279407000.0,417339000.0,209000.0,226377000.0,226377000.0,10272000.0,14614000.0,-370000.0,-49325000.0,-329598000.0,-1277543000.0,,,50561000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q2TTM,2011-07-01,2012-06-30,,,82776000.0,27282000.0,222382000.0,64021000.0,1404801000.0,-188352000.0,-405508000.0,588598000.0,-188352000.0,-405508000.0,588598000.0,-5262000.0,289351000.0,289351000.0,12844000.0,19691000.0,278000.0,-63630000.0,-476676000.0,-1388139000.0,-161075000.0,,70890000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q2,2012-04-01,2012-06-30,,,73329000.0,1798000.0,56227000.0,-26596000.0,385259000.0,-27043000.0,-87090000.0,114307000.0,-27043000.0,-87090000.0,114307000.0,174000.0,80452000.0,80452000.0,4224000.0,10631000.0,8000.0,-16394000.0,-102029000.0,-406539000.0,,,14931000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-30 11:15:16+00:00,,74525000.0,14324000.0,112347000.0,-6520000.0,719352000.0,-89286000.0,-170856000.0,260579000.0,-89286000.0,-170856000.0,260579000.0,437000.0,148136000.0,148136000.0,6616000.0,13985000.0,24000.0,-32780000.0,-214748000.0,-789843000.0,,,43868000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q1TTM,2011-04-01,2012-03-31,,,16120000.0,27059000.0,218706000.0,138096000.0,1223280000.0,-228124000.0,-416937000.0,645381000.0,-228124000.0,-416937000.0,645381000.0,320000.0,274595000.0,274595000.0,13984000.0,20925000.0,368000.0,-62877000.0,-482090000.0,-1218400000.0,-191052000.0,,64785000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q1,2012-01-01,2012-03-31,2013-04-26 15:00:07+00:00,,1196000.0,12526000.0,56120000.0,20076000.0,334093000.0,-62243000.0,-83766000.0,146272000.0,-62243000.0,-83766000.0,146272000.0,263000.0,67684000.0,67684000.0,2392000.0,3354000.0,16000.0,-16386000.0,-112719000.0,-383304000.0,,,28937000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,FY,2013-01-01,2013-12-31,2016-02-23 16:38:30+00:00,,141968000.0,24722000.0,253380000.0,-48431000.0,1933753000.0,-131568000.0,-442541000.0,574351000.0,-131568000.0,-442541000.0,574351000.0,242000.0,342382000.0,342382000.0,27020000.0,13390000.0,-37000.0,-52811000.0,-493431000.0,-1911177000.0,-114723000.0,,50927000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q4,2013-10-01,2013-12-31,,,30564000.0,1208000.0,66076000.0,-2860000.0,561001000.0,-54378000.0,-108882000.0,163123000.0,-54378000.0,-108882000.0,163123000.0,-137000.0,91864000.0,91864000.0,8043000.0,-1055000.0,-2000.0,-17585000.0,-120867000.0,-546739000.0,-50000000.0,,11987000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q3TTM,2012-10-01,2013-09-30,,,143854000.0,24222000.0,246350000.0,-60487000.0,1803895000.0,-117778000.0,-423846000.0,541933000.0,-117778000.0,-423846000.0,541933000.0,309000.0,334495000.0,334495000.0,21575000.0,17510000.0,420000.0,-69332000.0,-482460000.0,-1755128000.0,-114723000.0,,58194000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q3,2013-07-01,2013-09-30,,,20330000.0,10819000.0,64291000.0,-38549000.0,525767000.0,4354000.0,-121966000.0,117657000.0,4354000.0,-121966000.0,117657000.0,45000.0,89473000.0,89473000.0,2442000.0,811000.0,-34000.0,-17671000.0,-134070000.0,-504553000.0,,,12138000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-30 16:15:18+00:00,,111404000.0,23514000.0,187304000.0,-45571000.0,1372752000.0,-77190000.0,-333659000.0,411228000.0,-77190000.0,-333659000.0,411228000.0,379000.0,250518000.0,250518000.0,18977000.0,14445000.0,-35000.0,-35226000.0,-372564000.0,-1364438000.0,-64723000.0,,38940000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q2TTM,2012-07-01,2013-06-30,,,148645000.0,25441000.0,239832000.0,-4848000.0,1733307000.0,-170569000.0,-410431000.0,581036000.0,-170569000.0,-410431000.0,581036000.0,36000.0,323263000.0,323263000.0,22789000.0,17328000.0,60000.0,-68206000.0,-463240000.0,-1738275000.0,-114723000.0,,52749000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q2,2013-04-01,2013-06-30,,,89027000.0,1849000.0,62283000.0,-71872000.0,544342000.0,9987000.0,-96623000.0,86812000.0,9987000.0,-96623000.0,86812000.0,176000.0,87696000.0,87696000.0,8705000.0,12208000.0,11000.0,-17555000.0,-112957000.0,-464285000.0,-64723000.0,,16323000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-29 14:00:07+00:00,,91074000.0,12695000.0,123013000.0,-7022000.0,846985000.0,-81544000.0,-211693000.0,293571000.0,-81544000.0,-211693000.0,293571000.0,334000.0,161045000.0,161045000.0,16535000.0,13634000.0,-1000.0,-17555000.0,-238494000.0,-859885000.0,-64723000.0,,26802000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q1TTM,2012-04-01,2013-03-31,,,132947000.0,25390000.0,233776000.0,40428000.0,1574224000.0,-207599000.0,-400898000.0,608531000.0,-207599000.0,-400898000.0,608531000.0,34000.0,316019000.0,316019000.0,18308000.0,15751000.0,57000.0,-67045000.0,-452312000.0,-1680529000.0,-50000000.0,,51357000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q1,2013-01-01,2013-03-31,2014-04-25 12:05:53+00:00,,2047000.0,10846000.0,60730000.0,64850000.0,302643000.0,-91531000.0,-115070000.0,206759000.0,-91531000.0,-115070000.0,206759000.0,158000.0,73349000.0,73349000.0,7830000.0,1426000.0,-12000.0,,-125537000.0,-395600000.0,,,10479000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 16:10:12+00:00,,192955000.0,26685000.0,294496000.0,-51500000.0,2591835000.0,13032000.0,-659681000.0,646779000.0,13032000.0,-659681000.0,646779000.0,130000.0,374792000.0,374792000.0,28991000.0,550000.0,29000.0,-93604000.0,-808569000.0,-2360749000.0,-125000000.0,,148859000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q4,2014-10-01,2014-12-31,,,56839000.0,1050000.0,78387000.0,-36561000.0,711306000.0,20165000.0,-180477000.0,160414000.0,20165000.0,-180477000.0,160414000.0,102000.0,110306000.0,110306000.0,8282000.0,-1376000.0,8000.0,-23437000.0,-208745000.0,-616328000.0,-50000000.0,,28260000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-23 12:05:01+00:00,,136116000.0,25635000.0,216109000.0,-14939000.0,1880529000.0,-7133000.0,-479204000.0,486365000.0,-7133000.0,-479204000.0,486365000.0,28000.0,264486000.0,264486000.0,20709000.0,1926000.0,21000.0,-70167000.0,-599824000.0,-1744421000.0,-75000000.0,,120599000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q3TTM,2013-10-01,2014-09-30,,,166680000.0,26843000.0,282185000.0,-17799000.0,2441530000.0,-61511000.0,-588086000.0,649488000.0,-61511000.0,-588086000.0,649488000.0,-109000.0,356350000.0,356350000.0,28752000.0,871000.0,19000.0,-87752000.0,-720691000.0,-2291160000.0,-125000000.0,,132586000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q3,2014-07-01,2014-09-30,,,42263000.0,13329000.0,75416000.0,528000.0,511666000.0,-59014000.0,-126361000.0,185364000.0,-59014000.0,-126361000.0,185364000.0,-11000.0,102415000.0,102415000.0,7005000.0,-7602000.0,12000.0,-23420000.0,-161811000.0,-539658000.0,,,35438000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-30 13:43:18+00:00,,93853000.0,12306000.0,140693000.0,-15467000.0,1368863000.0,51881000.0,-352843000.0,301001000.0,51881000.0,-352843000.0,301001000.0,39000.0,162071000.0,162071000.0,13704000.0,9528000.0,9000.0,-46747000.0,-438013000.0,-1204763000.0,-75000000.0,,85161000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q2TTM,2013-07-01,2014-06-30,,,144747000.0,24333000.0,271060000.0,-56876000.0,2455631000.0,1857000.0,-583691000.0,581781000.0,1857000.0,-583691000.0,581781000.0,-53000.0,343408000.0,343408000.0,24189000.0,9284000.0,-27000.0,-82003000.0,-692950000.0,-2256055000.0,-125000000.0,,109286000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q2,2014-04-01,2014-06-30,,,90190000.0,3504000.0,71726000.0,-29600000.0,471275000.0,-65667000.0,-194631000.0,141956000.0,-65667000.0,-194631000.0,141956000.0,-118342000.0,93407000.0,93407000.0,6423000.0,9040000.0,9000.0,-23297000.0,-239749000.0,-447685000.0,-75000000.0,,45109000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q1,2014-01-01,2014-03-31,2015-04-24 12:22:18+00:00,,3663000.0,8802000.0,68967000.0,14133000.0,897588000.0,117548000.0,-158212000.0,159045000.0,117548000.0,-158212000.0,159045000.0,118381000.0,68664000.0,68664000.0,7281000.0,488000.0,,-23450000.0,-198264000.0,-757078000.0,,,40052000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q1TTM,2013-04-01,2014-03-31,,,143584000.0,22678000.0,261617000.0,-99148000.0,2528698000.0,77511000.0,-485683000.0,526637000.0,77511000.0,-485683000.0,526637000.0,118465000.0,337697000.0,337697000.0,26471000.0,12452000.0,-25000.0,-76261000.0,-566158000.0,-2272655000.0,-114723000.0,,80500000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 16:42:32+00:00,0.0,163304000.0,27245000.0,339613000.0,70513000.0,2459929000.0,-297171000.0,-576532000.0,873308000.0,-297171000.0,-576532000.0,873308000.0,-395000.0,427235000.0,427235000.0,35947000.0,-8995000.0,-20096000.0,-97364000.0,-725122000.0,-2388466000.0,-262275000.0,,168686000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q4,2015-10-01,2015-12-31,,,59472000.0,1955000.0,88374000.0,-38965000.0,534471000.0,-50547000.0,-125777000.0,176348000.0,-50547000.0,-125777000.0,176348000.0,24000.0,116745000.0,116745000.0,10194000.0,-1679000.0,-1000.0,-24069000.0,-163348000.0,-509222000.0,-50048000.0,,37572000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-28 16:12:16+00:00,,103832000.0,25290000.0,251239000.0,109478000.0,1925458000.0,-246624000.0,-450755000.0,696960000.0,-246624000.0,-450755000.0,696960000.0,-419000.0,310490000.0,310490000.0,25753000.0,-7316000.0,-20095000.0,-73295000.0,-561774000.0,-1879244000.0,-212227000.0,,131114000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q3TTM,2014-10-01,2015-09-30,,,160671000.0,26340000.0,329626000.0,72917000.0,2636764000.0,-226459000.0,-631232000.0,857374000.0,-226459000.0,-631232000.0,857374000.0,-317000.0,420796000.0,420796000.0,34035000.0,-8692000.0,-20087000.0,-96732000.0,-770519000.0,-2495572000.0,-262227000.0,,159374000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q3,2015-07-01,2015-09-30,,,49016000.0,11855000.0,86201000.0,37174000.0,947828000.0,-112055000.0,-131412000.0,243423000.0,-112055000.0,-131412000.0,243423000.0,-44000.0,115139000.0,115139000.0,4909000.0,-9252000.0,2000.0,-24350000.0,-180093000.0,-848411000.0,-177870000.0,,48679000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-28 17:07:23+00:00,,54816000.0,13435000.0,165038000.0,72304000.0,977630000.0,-134569000.0,-319343000.0,453537000.0,-134569000.0,-319343000.0,453537000.0,-375000.0,195351000.0,195351000.0,20844000.0,1936000.0,-20097000.0,-48945000.0,-381681000.0,-1030833000.0,-34357000.0,,82435000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q2TTM,2014-07-01,2015-06-30,,,153918000.0,27814000.0,318841000.0,36271000.0,2200602000.0,-173418000.0,-626181000.0,799315000.0,-173418000.0,-626181000.0,799315000.0,-284000.0,408072000.0,408072000.0,36131000.0,-7042000.0,-20077000.0,-95802000.0,-752237000.0,-2186819000.0,-84357000.0,,146133000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q2,2015-04-01,2015-06-30,,,53178000.0,649000.0,83660000.0,-604000.0,537868000.0,-40056000.0,-157999000.0,197994000.0,-40056000.0,-157999000.0,197994000.0,-61000.0,103419000.0,103419000.0,11519000.0,318000.0,-97000.0,-24477000.0,-201523000.0,-525762000.0,-28003000.0,,43621000.0
