company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q2,,2012-06-30,2012-07-31 12:46:59+00:00,298587000.0,472077000.0,68091000.0,981317000.0,5887000.0,,,,,57683000.0,,2777107000.0,,579462000.0,,1795790000.0,498457000.0,,,29061000.0,762996000.0,62461000.0,,100000000.0,2365276000.0,,540425000.0,524361000.0,,,2365276000.0,2365276000.0,29061000.0,1840915000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q1,,2012-03-31,2012-04-27 14:48:46+00:00,301636000.0,447706000.0,88214000.0,952680000.0,5713000.0,,,,,53570000.0,,2713194000.0,,602119000.0,,1760514000.0,500039000.0,,,26262000.0,677284000.0,82667000.0,,100000000.0,2322862000.0,,536086000.0,543420000.0,,,2322862000.0,2322862000.0,26262000.0,1779442000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,FY,,2013-12-31,2015-02-24 15:17:28+00:00,305465000.0,568519000.0,82283000.0,1147610000.0,5831000.0,0.0,228266000.0,,2485000.0,72063000.0,,3259814000.0,,458417000.0,26248000.0,2112204000.0,577965000.0,15415000.0,,26997000.0,58274000.0,64190000.0,2274784000.0,250000000.0,2819404000.0,1012452000.0,680203000.0,712296000.0,1012452000.0,1012452000.0,1806952000.0,2819404000.0,26997000.0,1094656000.0,0.0,-1490598000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q3,,2013-09-30,2013-10-30 16:21:31+00:00,304799000.0,584914000.0,73616000.0,1112933000.0,5968000.0,,,,750000.0,61173000.0,,3150319000.0,,437474000.0,,2037386000.0,547422000.0,,,27016000.0,1037200000.0,57150000.0,,250000000.0,2712434000.0,,648032000.0,690338000.0,,,2712434000.0,2712434000.0,27016000.0,2022096000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q2,,2013-06-30,2013-07-30 11:15:16+00:00,364195000.0,579643000.0,72894000.0,1077390000.0,5923000.0,,,,750000.0,61267000.0,,3053616000.0,,474132000.0,,1976226000.0,528151000.0,,,28528000.0,954927000.0,65996000.0,,200000000.0,2656316000.0,,651562000.0,699106000.0,,,2656316000.0,2656316000.0,28528000.0,1957210000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q1,,2013-03-31,2013-04-26 15:00:07+00:00,374968000.0,529333000.0,97018000.0,1041271000.0,5747000.0,,,,750000.0,54485000.0,,2982697000.0,,393289000.0,,1941426000.0,536022000.0,,,29495000.0,929587000.0,80118000.0,,200000000.0,2586119000.0,,615198000.0,727221000.0,,,2586119000.0,2586119000.0,29495000.0,1858898000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,FY,,2014-12-31,2016-02-23 16:38:30+00:00,325838000.0,653795000.0,114685000.0,1237225000.0,5961000.0,0.0,249312000.0,,,80547000.0,,3719757000.0,,683539000.0,27740000.0,2482532000.0,659793000.0,95457000.0,,34455000.0,59561000.0,78546000.0,2555972000.0,250000000.0,3378486000.0,1204523000.0,861499000.0,771070000.0,1204523000.0,1204523000.0,2173963000.0,3378486000.0,34455000.0,1402893000.0,0.0,-1600761000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q3,,2014-09-30,2014-10-30 16:15:18+00:00,352645000.0,671298000.0,98998000.0,1199847000.0,5859000.0,,,,13787000.0,74862000.0,,3584953000.0,,587074000.0,,2385106000.0,556349000.0,,,36134000.0,1225203000.0,60521000.0,,250000000.0,3158918000.0,,737678000.0,790292000.0,,,3158918000.0,3158918000.0,36134000.0,2368626000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q2,,2014-06-30,2014-07-29 14:00:07+00:00,338063000.0,667620000.0,98916000.0,1172061000.0,5870000.0,,,,2485000.0,75170000.0,,3488606000.0,,874028000.0,,2316545000.0,560293000.0,,,35589000.0,1142404000.0,65735000.0,,,3091359000.0,,739225000.0,514634000.0,,,3091359000.0,3091359000.0,35589000.0,2576725000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q1,,2014-03-31,2014-04-25 12:05:53+00:00,371235000.0,635111000.0,123283000.0,1163169000.0,124212000.0,,,,2485000.0,65801000.0,,3399270000.0,,752207000.0,,2236101000.0,572679000.0,,,37556000.0,1128035000.0,82745000.0,,100000000.0,3115725000.0,,842068000.0,662804000.0,,,3115725000.0,3115725000.0,37556000.0,2452921000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,FY,,2015-12-31,2017-02-23 16:10:12+00:00,340332000.0,731280000.0,132665000.0,1318122000.0,5566000.0,0.0,270399000.0,,,59420000.0,,4019451000.0,,998003000.0,23191000.0,2701329000.0,740220000.0,,,70290000.0,58552000.0,97888000.0,2885843000.0,,3629544000.0,1300352000.0,857925000.0,532417000.0,1300352000.0,1300352000.0,2329192000.0,3629544000.0,70290000.0,1796775000.0,0.0,-1855890000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q3,,2015-09-30,2015-10-23 12:05:01+00:00,355671000.0,671398000.0,118930000.0,1287213000.0,5542000.0,,,,,69447000.0,,3957722000.0,,993353000.0,,2670509000.0,673030000.0,,,80584000.0,1308833000.0,91231000.0,,0.0,3519264000.0,,768171000.0,544048000.0,,,3519264000.0,3519264000.0,80584000.0,2975216000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q2,,2015-06-30,2015-07-30 13:43:18+00:00,341520000.0,665241000.0,119414000.0,1254973000.0,5586000.0,,,,,65671000.0,,3881077000.0,,643202000.0,,2626104000.0,667141000.0,,,72616000.0,1398402000.0,115803000.0,,250000000.0,3485350000.0,,786630000.0,776605000.0,,,3485350000.0,3485350000.0,72616000.0,2708745000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q1,,2015-03-31,2015-04-24 12:22:18+00:00,328111000.0,631172000.0,112114000.0,1248329000.0,5646000.0,,,18631000.0,,72106000.0,,3801192000.0,,628203000.0,,2552863000.0,700518000.0,,,72622000.0,1337945000.0,148063000.0,,250000000.0,3428997000.0,,803512000.0,762331000.0,,,3428997000.0,3428997000.0,72622000.0,2666666000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,FY,,2016-12-31,2018-02-23 16:42:32+00:00,384308000.0,934953000.0,27152000.0,1440124000.0,6377000.0,0.0,294758000.0,,,51929000.0,0.0,4258915000.0,2356000.0,986278000.0,18577000.0,2818791000.0,790634000.0,,231484000.0,62160000.0,64881000.0,107513000.0,3218943000.0,,3950727000.0,1414061000.0,1067420000.0,694873000.0,1414061000.0,1414061000.0,2536666000.0,3950727000.0,64516000.0,1841793000.0,0.0,-2099640000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,Q3,,2016-09-30,2016-10-28 16:12:16+00:00,402913000.0,775020000.0,125012000.0,1400339000.0,5481000.0,,1385083000.0,,,72920000.0,,4209080000.0,,943696000.0,,2808741000.0,731068000.0,,,78852000.0,69302000.0,61900000.0,,,3729994000.0,1385083000.0,842401000.0,600845000.0,1385083000.0,1385083000.0,2344911000.0,3729994000.0,78852000.0,1744066000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,Q2,,2016-06-30,2016-07-28 17:07:23+00:00,343652000.0,744026000.0,142827000.0,1361627000.0,11277000.0,,1379425000.0,,,66237000.0,,4128542000.0,,957574000.0,,2766915000.0,742574000.0,,,103441000.0,65075000.0,71705000.0,,,3697364000.0,1379425000.0,827008000.0,552716000.0,1379425000.0,1379425000.0,2317939000.0,3697364000.0,103441000.0,1765223000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,Q1,,2016-03-31,2016-04-29 14:43:17+00:00,381185000.0,690352000.0,128532000.0,1339275000.0,5992000.0,,,,,70997000.0,,4078641000.0,,961346000.0,,2739366000.0,755477000.0,,,92662000.0,1349421000.0,118586000.0,,,3646958000.0,,814930000.0,580714000.0,,,3646958000.0,3646958000.0,92662000.0,3066244000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,FY,,2017-12-31,2019-02-22 12:09:34+00:00,598594000.0,1204266000.0,28888000.0,1687133000.0,14612000.0,0.0,312482000.0,,,42382000.0,39764000.0,4670464000.0,73691000.0,1085649000.0,20688000.0,2983331000.0,541870000.0,,251980000.0,29835000.0,76661000.0,99162000.0,3803844000.0,0.0,4465349000.0,1839325000.0,1338728000.0,921844000.0,1839325000.0,1839325000.0,2626024000.0,4465349000.0,143290000.0,1704180000.0,0.0,-2277001000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,Q3,,2017-09-30,2017-10-27 16:17:44+00:00,493585000.0,858720000.0,140656000.0,1632108000.0,7707000.0,,1471970000.0,,,47514000.0,55737000.0,4507917000.0,58685000.0,1084801000.0,,2875809000.0,746833000.0,,,57101000.0,68564000.0,140164000.0,,,4053923000.0,1471970000.0,1006591000.0,681755000.0,1471970000.0,1471970000.0,2581953000.0,4053923000.0,171523000.0,1900198000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,Q2,,2017-06-30,2017-07-28 17:06:45+00:00,419306000.0,749042000.0,142498000.0,1564951000.0,7274000.0,,1407721000.0,,,46288000.0,,4384981000.0,,943174000.0,,2820030000.0,753277000.0,,,50001000.0,66118000.0,152035000.0,,,3778382000.0,1407721000.0,908351000.0,608092000.0,1407721000.0,1407721000.0,2370661000.0,3778382000.0,50001000.0,1762569000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,Q1,,2017-03-31,2017-04-28 14:18:04+00:00,369763000.0,707433000.0,159679000.0,1500472000.0,12261000.0,,1372294000.0,,,57083000.0,,4331100000.0,,950558000.0,,2830628000.0,792561000.0,,,46426000.0,68457000.0,173647000.0,,,3770395000.0,1372294000.0,893341000.0,586525000.0,1372294000.0,1372294000.0,2398101000.0,3770395000.0,46426000.0,1811576000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,FY,,2018-12-31,2020-03-02 15:06:58+00:00,709736000.0,1326209000.0,35845000.0,1884132000.0,7600000.0,0.0,342128000.0,,,80922000.0,40087000.0,612383000.0,65070000.0,898398000.0,21977000.0,3445111000.0,,,275139000.0,38398000.0,739517000.0,147195000.0,4188435000.0,250700000.0,5091647000.0,2101384000.0,1502981000.0,1352348000.0,2101384000.0,2101384000.0,2990263000.0,5091647000.0,143555000.0,1637915000.0,0.0,-2429179000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,Q3,,2018-09-30,2018-10-29 17:02:33+00:00,569453000.0,1095638000.0,40589000.0,1822619000.0,7587000.0,,,,,74802000.0,,5064126000.0,,820864000.0,,3241507000.0,518428000.0,,279136000.0,137682000.0,2169719000.0,239257000.0,,248680000.0,4721671000.0,,1342482000.0,1212660000.0,,,4721671000.0,4721671000.0,137682000.0,3509011000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,Q2,,2018-06-30,2018-07-27 14:31:18+00:00,551715000.0,1019622000.0,34516000.0,1782297000.0,15191000.0,,,,,63792000.0,,4924684000.0,,755575000.0,,3142387000.0,552866000.0,,259078000.0,139435000.0,2122265000.0,272608000.0,,249436000.0,4589243000.0,,1307421000.0,1158537000.0,,,4589243000.0,4589243000.0,139435000.0,3430706000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,Q1,,2018-03-31,2018-05-04 17:27:09+00:00,503829000.0,900903000.0,25583000.0,1720446000.0,7082000.0,,1943063000.0,,,58599000.0,,4764722000.0,,752423000.0,,3044276000.0,545282000.0,,256896000.0,141317000.0,88373000.0,328079000.0,,247609000.0,4421657000.0,1943063000.0,1236064000.0,1092516000.0,1943063000.0,1943063000.0,2478594000.0,4421657000.0,141317000.0,1386078000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,FY,,2019-12-31,2020-05-01 15:05:45+00:00,602601000.0,1011829000.0,85355000.0,2019940000.0,35000000.0,,2267029000.0,,,68220000.0,,5640806000.0,,1295740000.0,,3620866000.0,699078000.0,,279590000.0,368689000.0,173241000.0,434470000.0,,,5470854000.0,2267029000.0,1481299000.0,1035766000.0,2267029000.0,2267029000.0,3203825000.0,5470854000.0,368689000.0,2168059000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,Q3,,2019-09-30,2019-11-01 11:50:27+00:00,654959000.0,1051027000.0,71615000.0,1964927000.0,75132000.0,,2193529000.0,,,66692000.0,189863000.0,5615289000.0,,1293300000.0,,3650362000.0,644105000.0,,281758000.0,162656000.0,180367000.0,257297000.0,,0.0,5386000000.0,2193529000.0,1383456000.0,1075024000.0,2193529000.0,2193529000.0,3192796000.0,5386337000.0,352519000.0,2117772000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,Q2,,2019-06-30,2019-07-26 16:54:49+00:00,640324000.0,1040153000.0,84247000.0,1957782000.0,6875000.0,,2135356000.0,,,59282000.0,193403000.0,5635867000.0,,1372100000.0,,3678085000.0,676062000.0,,277669000.0,164887000.0,175656000.0,337336000.0,,0.0,5421000000.0,2135356000.0,1384364000.0,1061522000.0,2135356000.0,2135356000.0,3285340000.0,5420739000.0,358290000.0,2223818000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,Q1,,2019-03-31,2019-04-26 17:08:06+00:00,594704000.0,1002483000.0,72063000.0,1913831000.0,52363000.0,,,,,63991000.0,196940000.0,5453569000.0,,1284550000.0,,3539738000.0,668490000.0,,267481000.0,152445000.0,2376003000.0,383313000.0,,0.0,5327282000.0,,1438159000.0,998239000.0,,,5327282000.0,5327282000.0,349385000.0,4329043000.0,,
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2020.0,Q1,,2020-03-31,2020-05-01 15:05:45+00:00,497649000.0,978280000.0,70451000.0,2064273000.0,48454000.0,,2282418000.0,,,75736000.0,,5682573000.0,,1302756000.0,,3618300000.0,714548000.0,,265540000.0,363773000.0,170944000.0,371235000.0,,,5380042000.0,2282418000.0,1397969000.0,909376000.0,2282418000.0,2282418000.0,3097624000.0,5380042000.0,363773000.0,2188248000.0,,
