company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,claimsandclaimexpenses,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,goodwill,interestbearingdeposits,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,participatingpolicyholderequity,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock,unearnedpremiumscredit,unearnedpremiumsdebit
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2008.0,FY,,2008-12-31,2010-02-24 14:21:07+00:00,-3586000000.0,131000000.0,27593000000.0,,3344000000.0,1125000000.0,7529000000.0,856000000.0,,8187000000.0,12892000000.0,4002000000.0,12174000000.0,4644000000.0,243000000.0,13375000000.0,384000000.0,384000000.0,750000000.0,69870000000.0,13133000000.0,13133000000.0,17135000000.0,52735000000.0,69870000000.0,0.0,30636000000.0,0.0,3405000000.0,11672000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2009.0,FY,,2009-12-31,2011-02-23 13:45:57+00:00,-419000000.0,190000000.0,26816000000.0,,3641000000.0,1108000000.0,7981000000.0,856000000.0,,9475000000.0,13274000000.0,4186000000.0,11184000000.0,4274000000.0,192000000.0,13693000000.0,423000000.0,423000000.0,550000000.0,74070000000.0,16899000000.0,16899000000.0,21085000000.0,52985000000.0,74070000000.0,0.0,36823000000.0,-16000000.0,3274000000.0,10212000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2009.0,Q3,,2009-09-30,2009-11-02 12:32:28+00:00,-329000000.0,156000000.0,26906000000.0,,3935000000.0,1138000000.0,7864000000.0,856000000.0,,8695000000.0,13200000000.0,4160000000.0,10993000000.0,4296000000.0,200000000.0,13563000000.0,452000000.0,452000000.0,2121000000.0,75112000000.0,17026000000.0,17026000000.0,21186000000.0,53926000000.0,75112000000.0,0.0,36795000000.0,-143000000.0,3392000000.0,11522000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2009.0,Q2,,2009-06-30,2009-08-06 15:36:39+00:00,-1972000000.0,136000000.0,27100000000.0,,3898000000.0,1145000000.0,7746000000.0,856000000.0,,8653000000.0,12671000000.0,3746000000.0,11996000000.0,5208000000.0,217000000.0,13122000000.0,413000000.0,413000000.0,23000000.0,71630000000.0,15080000000.0,15016000000.0,18762000000.0,52868000000.0,71630000000.0,0.0,32884000000.0,32000000.0,3508000000.0,11529000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2010.0,FY,,2010-12-31,2012-02-22 16:47:11+00:00,230000000.0,120000000.0,25496000000.0,0.0,3671000000.0,1079000000.0,8718000000.0,856000000.0,,8830000000.0,12636000000.0,4656000000.0,12094000000.0,4969000000.0,173000000.0,14564000000.0,450000000.0,450000000.0,1332000000.0,76277000000.0,18450000000.0,18450000000.0,23106000000.0,53171000000.0,76277000000.0,0.0,38900000000.0,-15000000.0,3203000000.0,10142000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2010.0,Q3,,2010-09-30,2010-11-03 09:36:42+00:00,1017000000.0,132000000.0,25783000000.0,,3762000000.0,1096000000.0,8372000000.0,856000000.0,,8829000000.0,12619000000.0,4640000000.0,10568000000.0,4832000000.0,164000000.0,14433000000.0,462000000.0,462000000.0,1615000000.0,76821000000.0,18859000000.0,18859000000.0,23499000000.0,53322000000.0,76821000000.0,0.0,39997000000.0,-353000000.0,3265000000.0,11091000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2010.0,Q2,,2010-06-30,2010-08-27 11:15:07+00:00,295000000.0,91000000.0,25968000000.0,,3753000000.0,1095000000.0,8217000000.0,856000000.0,,8809000000.0,12626000000.0,4522000000.0,10347000000.0,4861000000.0,172000000.0,14426000000.0,447000000.0,447000000.0,555000000.0,75059000000.0,18205000000.0,18205000000.0,22727000000.0,52332000000.0,75059000000.0,0.0,39832000000.0,-269000000.0,3303000000.0,9765000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2010.0,Q1,,2010-03-31,2010-05-04 10:17:06+00:00,-75000000.0,135000000.0,26559000000.0,,3749000000.0,1109000000.0,8090000000.0,856000000.0,,9549000000.0,13249000000.0,4447000000.0,10913000000.0,5038000000.0,177000000.0,14085000000.0,442000000.0,442000000.0,724000000.0,75855000000.0,17546000000.0,17546000000.0,21993000000.0,53862000000.0,75855000000.0,0.0,39151000000.0,-213000000.0,3283000000.0,10000000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2011.0,FY,,2011-12-31,2013-02-22 10:00:53+00:00,384000000.0,129000000.0,24303000000.0,0.0,3498000000.0,552000000.0,9810000000.0,908000000.0,,8913000000.0,13618000000.0,4431000000.0,9418000000.0,4931000000.0,191000000.0,14890000000.0,417000000.0,417000000.0,250000000.0,75268000000.0,18772000000.0,18772000000.0,23203000000.0,52065000000.0,75268000000.0,0.0,40967000000.0,,3250000000.0,9259000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2011.0,Q3,,2011-09-30,2011-11-01 16:00:14+00:00,735000000.0,128000000.0,25031000000.0,,3662000000.0,783000000.0,9258000000.0,856000000.0,,8026000000.0,12935000000.0,4591000000.0,10472000000.0,4672000000.0,176000000.0,15282000000.0,418000000.0,418000000.0,1773000000.0,76305000000.0,18974000000.0,18974000000.0,23565000000.0,52740000000.0,76305000000.0,0.0,40604000000.0,-705000000.0,3386000000.0,10109000000.0
