company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 14:21:07+00:00,-266000000.0,471000000.0,5000000.0,2326000000.0,8000000.0,2142000000.0,1122000000.0,-7138000000.0,4775000000.0,3000000.0,323000000.0,896000000.0,1125000000.0,-6815000000.0,5671000000.0,-14000000.0,3100000000.0,2199000000.0,-901000000.0,45000000.0,434000000.0,,,-785000000.0,,-81175000000.0,-2247000000.0,-5000000.0,-672000000.0,76247000000.0,37000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2008.0,Q4,2008-10-01,2008-12-31,,-299000000.0,692000000.0,-7000000.0,1859000000.0,,965000000.0,176000000.0,-2271000000.0,1994000000.0,,3000000.0,,176000000.0,-2268000000.0,1994000000.0,-105000000.0,-810000000.0,3903000000.0,4713000000.0,-4161000000.0,-273000000.0,-57000000.0,,-185000000.0,,-8582000000.0,-1060000000.0,-380000000.0,49000000.0,7341000000.0,87000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2008.0,Q3,2008-07-01,2008-09-30,,,,-5000000.0,-2344000000.0,2000000.0,434000000.0,24000000.0,1492000000.0,-1445000000.0,,2000000.0,-9000000.0,24000000.0,1494000000.0,-1454000000.0,59000000.0,22000000.0,22000000.0,,877000000.0,-26000000.0,,,-149000000.0,,-10157000000.0,-1158000000.0,-155000000.0,-82000000.0,12807000000.0,
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-02 12:32:28+00:00,,,-6000000.0,-1512000000.0,4000000.0,1320000000.0,-349000000.0,-1566000000.0,1235000000.0,0.0,620000000.0,142000000.0,-349000000.0,-946000000.0,1377000000.0,76000000.0,6103000000.0,6103000000.0,,-3356000000.0,-142000000.0,,,-547000000.0,,-40292000000.0,-2937000000.0,-902000000.0,-82000000.0,41663000000.0,
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-06 15:36:39+00:00,0.0,0.0,-1000000.0,832000000.0,2000000.0,886000000.0,-373000000.0,-3058000000.0,2680000000.0,0.0,618000000.0,151000000.0,-373000000.0,-2440000000.0,2831000000.0,17000000.0,6081000000.0,6081000000.0,0.0,-4233000000.0,-116000000.0,,,-398000000.0,0.0,-30135000000.0,-1779000000.0,-747000000.0,0.0,28856000000.0,0.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 16:47:11+00:00,-199000000.0,784000000.0,10000000.0,797000000.0,8000000.0,2128000000.0,321000000.0,-4886000000.0,4614000000.0,0.0,23000000.0,-23000000.0,321000000.0,-4863000000.0,4591000000.0,59000000.0,1383000000.0,1385000000.0,2000000.0,1847000000.0,177000000.0,,,-756000000.0,,-26080000000.0,-2529000000.0,-902000000.0,-334000000.0,23638000000.0,85000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2009.0,Q4,2009-10-01,2009-12-31,,-199000000.0,784000000.0,2000000.0,1589000000.0,3000000.0,1114000000.0,381000000.0,-2183000000.0,1834000000.0,,7000000.0,-7000000.0,381000000.0,-2176000000.0,1827000000.0,34000000.0,606000000.0,608000000.0,2000000.0,-944000000.0,-18000000.0,88000000.0,,-193000000.0,,-6918000000.0,-359000000.0,-334000000.0,-191000000.0,5006000000.0,
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 09:36:42+00:00,,,8000000.0,-180000000.0,5000000.0,1014000000.0,-60000000.0,-2703000000.0,2780000000.0,0.0,16000000.0,-16000000.0,-60000000.0,-2687000000.0,2764000000.0,25000000.0,777000000.0,777000000.0,,2183000000.0,195000000.0,37000000.0,,-563000000.0,,-19162000000.0,-2170000000.0,-568000000.0,-143000000.0,18592000000.0,
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2009.0,Q3TTM,2008-10-01,2009-09-30,,-299000000.0,692000000.0,1000000.0,1679000000.0,5000000.0,1979000000.0,116000000.0,-4974000000.0,4774000000.0,,19000000.0,-16000000.0,116000000.0,-4955000000.0,4758000000.0,-80000000.0,-33000000.0,4680000000.0,4713000000.0,-1978000000.0,-78000000.0,-20000000.0,,-748000000.0,,-27744000000.0,-3230000000.0,-948000000.0,-94000000.0,25933000000.0,87000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2009.0,Q3,2009-07-01,2009-09-30,,,,3000000.0,91000000.0,3000000.0,348000000.0,-63000000.0,-1036000000.0,1116000000.0,,4000000.0,-4000000.0,-63000000.0,-1032000000.0,1112000000.0,20000000.0,691000000.0,691000000.0,,334000000.0,193000000.0,37000000.0,,-188000000.0,,-5623000000.0,-790000000.0,-308000000.0,-111000000.0,5340000000.0,
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2009.0,Q2TTM,2008-07-01,2009-06-30,,-299000000.0,692000000.0,-7000000.0,-756000000.0,4000000.0,2065000000.0,203000000.0,-2446000000.0,2213000000.0,,17000000.0,-21000000.0,203000000.0,-2429000000.0,2192000000.0,-41000000.0,-702000000.0,4011000000.0,4713000000.0,-1435000000.0,-297000000.0,-57000000.0,,-709000000.0,,-32278000000.0,-3598000000.0,-795000000.0,-65000000.0,33400000000.0,87000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-27 11:15:07+00:00,,,5000000.0,-283000000.0,2000000.0,666000000.0,3000000.0,-1655000000.0,1652000000.0,,,,3000000.0,-1655000000.0,1652000000.0,5000000.0,86000000.0,86000000.0,,1849000000.0,4000000.0,,,-375000000.0,,-13539000000.0,-1380000000.0,-260000000.0,-34000000.0,13257000000.0,7000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2010.0,Q4,2010-10-01,2010-12-31,,-118000000.0,816000000.0,1000000.0,-2430000000.0,3000000.0,,-161000000.0,1089000000.0,-941000000.0,,1000000.0,-1000000.0,-161000000.0,1090000000.0,-942000000.0,-12000000.0,671000000.0,691000000.0,20000000.0,100000000.0,11000000.0,-237000000.0,,-121000000.0,,-4480000000.0,-247000000.0,,-54000000.0,5248000000.0,805000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 10:00:53+00:00,-118000000.0,816000000.0,1000000.0,-2840000000.0,8000000.0,645000000.0,-688000000.0,588000000.0,43000000.0,0.0,76000000.0,-90000000.0,-688000000.0,664000000.0,-47000000.0,-70000000.0,1988000000.0,2008000000.0,20000000.0,177000000.0,320000000.0,,,-597000000.0,,-17553000000.0,-917000000.0,-659000000.0,-405000000.0,18253000000.0,805000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2010.0,Q3TTM,2009-10-01,2010-09-30,,-199000000.0,784000000.0,2000000.0,1179000000.0,8000000.0,1759000000.0,-146000000.0,-2684000000.0,2818000000.0,,82000000.0,-96000000.0,-146000000.0,-2602000000.0,2722000000.0,-24000000.0,1923000000.0,1925000000.0,2000000.0,-867000000.0,291000000.0,325000000.0,,-669000000.0,,-19991000000.0,-1029000000.0,-993000000.0,-542000000.0,18011000000.0,
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2010.0,Q3,2010-07-01,2010-09-30,,,,2000000.0,-37000000.0,4000000.0,520000000.0,218000000.0,-349000000.0,184000000.0,,75000000.0,-89000000.0,218000000.0,-274000000.0,95000000.0,41000000.0,153000000.0,153000000.0,,68000000.0,2000000.0,237000000.0,,-120000000.0,,-3363000000.0,-197000000.0,-103000000.0,-85000000.0,3565000000.0,-591000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-01 16:00:14+00:00,,,0.0,-973000000.0,,645000000.0,-527000000.0,-501000000.0,984000000.0,0.0,75000000.0,-89000000.0,-527000000.0,-426000000.0,895000000.0,-72000000.0,1317000000.0,1317000000.0,,640000000.0,314000000.0,,-14000000.0,-476000000.0,,-13625000000.0,-670000000.0,-659000000.0,-351000000.0,13005000000.0,789000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2010.0,Q2TTM,2009-07-01,2010-06-30,,-199000000.0,784000000.0,3000000.0,1307000000.0,7000000.0,1587000000.0,-427000000.0,-3371000000.0,3750000000.0,,11000000.0,-11000000.0,-427000000.0,-3360000000.0,3739000000.0,-45000000.0,2461000000.0,2463000000.0,2000000.0,-601000000.0,482000000.0,125000000.0,,-737000000.0,,-22251000000.0,-1622000000.0,-1198000000.0,-568000000.0,19786000000.0,591000000.0
Loews Corp,L,R8V1FN4M5ITGZOG7BS19,60086,2010.0,Q2,2010-04-01,2010-06-30,,,,,-4000000.0,,,-809000000.0,259000000.0,506000000.0,,,,-809000000.0,259000000.0,506000000.0,-44000000.0,541000000.0,541000000.0,,-31000000.0,176000000.0,,,-164000000.0,,-4274000000.0,-261000000.0,-555000000.0,-266000000.0,4203000000.0,591000000.0
