company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2008.0,FY,,2008-12-31,2010-02-25 17:10:49+00:00,462800000.0,2749900000.0,1754000000.0,1891200000.0,-606900000.0,419500000.0,,43495000000.0,392000000.0,318700000.0,42900000.0,370700000.0,8647800000.0,4899500000.0,7104200000.0,6974800000.0,1027300000.0,3008300000.0,,,345100000.0,2273700000.0,511300000.0,1739900000.0,8100000.0,17300000.0,3007500000.0,3808900000.0,97200000.0,280200000.0,181100000.0,,-30598200000.0,21300000.0,27080900000.0,8596500000.0,5215900000.0,4800900000.0,8596500000.0,8597300000.0,18483600000.0,27080900000.0,18856700000.0,13682700000.0,-3693400000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q3,,2009-09-30,2009-11-05 16:21:38+00:00,373600000.0,2726900000.0,890000000.0,2166500000.0,-515800000.0,473800000.0,,43485100000.0,409400000.0,322200000.0,81700000.0,251200000.0,8661300000.0,5065700000.0,6953900000.0,6963700000.0,861300000.0,2899200000.0,,,484800000.0,2301900000.0,702700000.0,2169100000.0,14400000.0,22900000.0,2855100000.0,3471400000.0,89700000.0,271900000.0,,,-30430500000.0,22700000.0,26560500000.0,8845400000.0,5101300000.0,4220600000.0,8845400000.0,8846200000.0,17714300000.0,26560500000.0,18560000000.0,13493700000.0,-3693400000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q2,,2009-06-30,2009-08-06 16:20:54+00:00,384000000.0,2677200000.0,1012100000.0,2074000000.0,-539800000.0,341500000.0,,43480600000.0,335200000.0,320800000.0,15800000.0,225000000.0,8659400000.0,5032400000.0,7037900000.0,6964300000.0,648500000.0,2958400000.0,,,376700000.0,2297700000.0,710400000.0,2121200000.0,12700000.0,21100000.0,2567100000.0,3367500000.0,92000000.0,272700000.0,,,-30638100000.0,22500000.0,26025900000.0,8609300000.0,4711100000.0,4136900000.0,8609300000.0,8610100000.0,17415800000.0,26025900000.0,18356400000.0,13278900000.0,-3693400000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2010.0,Q3,,2010-09-30,2010-11-04 16:44:59+00:00,397400000.0,3035500000.0,2306100000.0,2349200000.0,-301800000.0,1072000000.0,0.0,43447700000.0,321400000.0,305300000.0,95400000.0,308700000.0,8520000000.0,9865400000.0,6652200000.0,5966700000.0,552300000.0,2681800000.0,,,614200000.0,2110300000.0,0.0,622400000.0,5300000.0,19100000.0,2865900000.0,3379400000.0,90000000.0,250000000.0,708300000.0,,-29930500000.0,570500000.0,26488600000.0,9526200000.0,5678700000.0,4641000000.0,9526200000.0,9527000000.0,16961600000.0,26488600000.0,18128100000.0,12320600000.0,-3689200000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2010.0,Q2,,2010-06-30,2010-08-03 16:34:31+00:00,332700000.0,2895600000.0,2375300000.0,2238700000.0,-329500000.0,838100000.0,,43449500000.0,266700000.0,328200000.0,0.0,261300000.0,8660100000.0,4954100000.0,6682000000.0,6515900000.0,496800000.0,2715400000.0,,,696500000.0,2114500000.0,,626700000.0,4100000.0,18900000.0,2626900000.0,3345700000.0,88300000.0,250900000.0,678700000.0,,-30247800000.0,26100000.0,26014200000.0,9183000000.0,5241500000.0,3907700000.0,9183000000.0,9183000000.0,16831200000.0,26014200000.0,18057300000.0,12923500000.0,-3689200000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2010.0,Q1,,2010-03-31,2010-05-05 16:28:29+00:00,335600000.0,3198700000.0,2424500000.0,2200800000.0,-323800000.0,872700000.0,,43456200000.0,387300000.0,322000000.0,,216800000.0,8663300000.0,4986400000.0,6713700000.0,6528300000.0,604800000.0,2785600000.0,,,610700000.0,2115400000.0,,885800000.0,4900000.0,19800000.0,2800100000.0,3486600000.0,88200000.0,256700000.0,702100000.0,,-30397900000.0,442500000.0,26756100000.0,9045300000.0,5705200000.0,4712300000.0,9045300000.0,9046100000.0,17710000000.0,26756100000.0,18265300000.0,12997700000.0,-3689200000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2011.0,FY,,2011-12-31,2013-02-15 16:42:53+00:00,324000000.0,3086000000.0,1519000000.0,2508000000.0,-439000000.0,660000000.0,0.0,43396000000.0,230000000.0,335000000.0,,384000000.0,8571000000.0,4880000000.0,6521000000.0,5958000000.0,735000000.0,2372000000.0,,,1044000000.0,1830000000.0,324000000.0,1222000000.0,223000000.0,234000000.0,2905000000.0,3341000000.0,302000000.0,202000000.0,186000000.0,,-28343000000.0,24000000.0,26220000000.0,9908000000.0,5549000000.0,3937000000.0,9908000000.0,9908000000.0,16312000000.0,26220000000.0,18299000000.0,12375000000.0,-4706000000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2011.0,Q3,,2011-09-30,2011-11-03 16:14:53+00:00,374000000.0,3114000000.0,2272000000.0,2585000000.0,-273000000.0,947000000.0,0.0,43419000000.0,297000000.0,313000000.0,,333000000.0,8619000000.0,10021000000.0,6551000000.0,5961000000.0,536000000.0,2525000000.0,,,980000000.0,1765000000.0,,639000000.0,6000000.0,19000000.0,2881000000.0,3349000000.0,72000000.0,197000000.0,550000000.0,,-28713000000.0,30000000.0,26114000000.0,9897000000.0,5466000000.0,3964000000.0,9897000000.0,9898000000.0,16216000000.0,26114000000.0,18123000000.0,12252000000.0,-4536000000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2011.0,Q2,,2011-06-30,2011-08-02 16:18:34+00:00,372000000.0,3024000000.0,2340000000.0,2552000000.0,-252000000.0,1346000000.0,0.0,43436000000.0,307000000.0,360000000.0,,291000000.0,8622000000.0,10097000000.0,6577000000.0,5964000000.0,360000000.0,2595000000.0,,,851000000.0,1969000000.0,,572000000.0,6000000.0,18000000.0,2668000000.0,3367000000.0,72000000.0,199000000.0,599000000.0,,-29051000000.0,31000000.0,26229000000.0,9947000000.0,5695000000.0,3931000000.0,9947000000.0,9948000000.0,16281000000.0,26229000000.0,17939000000.0,12350000000.0,-4186000000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2011.0,Q1,,2011-03-31,2011-05-03 16:21:08+00:00,376000000.0,3146000000.0,2380000000.0,2498000000.0,-266000000.0,972000000.0,0.0,43427000000.0,359000000.0,357000000.0,,257000000.0,8622000000.0,10086000000.0,6607000000.0,5968000000.0,438000000.0,2642000000.0,,,789000000.0,1981000000.0,456000000.0,780000000.0,6000000.0,17000000.0,2792000000.0,3458000000.0,72000000.0,201000000.0,262000000.0,,-29446000000.0,26000000.0,26372000000.0,9779000000.0,5637000000.0,4195000000.0,9779000000.0,9780000000.0,16592000000.0,26372000000.0,18093000000.0,12397000000.0,-3936000000.0
