company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 17:10:49+00:00,-410000000.0,5000000.0,,,455700000.0,562200000.0,282000000.0,688900000.0,-3777800000.0,-135100000.0,2180400000.0,,,4800000.0,-3777800000.0,-135100000.0,2185200000.0,-1727700000.0,1247000000.0,1230800000.0,16200000.0,206900000.0,201700000.0,175100000.0,-640300000.0,-42300000.0,-469100000.0,-676800000.0,-3351300000.0,49000000.0,
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2008.0,Q4,2008-10-01,2008-12-31,,1950900000.0,,-207500000.0,-413900000.0,-380900000.0,-366700000.0,1027500000.0,,552400000.0,1955100000.0,-1713700000.0,,,,552400000.0,1955100000.0,-1713700000.0,793800000.0,11809500000.0,11809500000.0,,-14169800000.0,-36200000.0,12400000.0,524300000.0,8900000.0,349600000.0,18700000.0,45600000.0,,
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2008.0,Q3,2008-07-01,2008-09-30,,-64700000.0,,11700000.0,170500000.0,139700000.0,6300000.0,-1669200000.0,,-185700000.0,-166400000.0,91300000.0,,,,-185700000.0,-166400000.0,91300000.0,-260800000.0,-12462200000.0,-12462200000.0,,14083000000.0,1600000.0,1300000.0,-181100000.0,30100000.0,-129400000.0,-5300000.0,-900000.0,-10000000.0,
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 16:21:38+00:00,-1950900000.0,,207500000.0,413900000.0,380900000.0,366700000.0,-1027500000.0,,-552400000.0,-1955100000.0,1713700000.0,,,,-552400000.0,-1955100000.0,1713700000.0,-793800000.0,-11809500000.0,-11809500000.0,,14169800000.0,36200000.0,-12400000.0,-524300000.0,-8900000.0,-349600000.0,-18700000.0,-45600000.0,,
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-06 16:20:54+00:00,-1886200000.0,,195800000.0,243400000.0,241200000.0,360400000.0,641700000.0,,-366700000.0,-1788700000.0,1622400000.0,,,,-366700000.0,-1788700000.0,1622400000.0,-533000000.0,652700000.0,652700000.0,,86800000.0,34600000.0,-13700000.0,-343200000.0,-39000000.0,-220200000.0,-13400000.0,-44700000.0,10000000.0,
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q4,2009-10-01,2009-12-31,,11800000.0,,-41400000.0,-395000000.0,0.0,-72400000.0,0.0,-974400000.0,328100000.0,,-567900000.0,,,,328100000.0,185500000.0,-567900000.0,-54300000.0,-167700000.0,-167700000.0,,-400200000.0,-1100000.0,500000.0,263500000.0,60100000.0,,1021400000.0,18700000.0,,
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q3TTM,2008-10-01,2009-09-30,,0.0,,-166100000.0,-18900000.0,0.0,0.0,0.0,974400000.0,224300000.0,,-1145800000.0,,,,224300000.0,1769600000.0,-1145800000.0,848100000.0,11977200000.0,11809500000.0,,-12955300000.0,-35100000.0,0.0,260800000.0,0.0,0.0,-1002700000.0,26900000.0,,
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q3,2009-07-01,2009-09-30,,0.0,,-31000000.0,129800000.0,0.0,0.0,0.0,,-40600000.0,,172600000.0,,,,-40600000.0,300000.0,172600000.0,132300000.0,207600000.0,39900000.0,,132700000.0,400000.0,0.0,-34900000.0,0.0,0.0,-3900000.0,-2200000.0,,
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q2TTM,2008-07-01,2009-06-30,,1876900000.0,,-123400000.0,21800000.0,46300000.0,-337900000.0,-606400000.0,974400000.0,79200000.0,1602900000.0,-1227100000.0,,,,79200000.0,1602900000.0,-1227100000.0,455000000.0,-692600000.0,-692600000.0,,25600000.0,-33900000.0,13300000.0,114600000.0,-20300000.0,80900000.0,-1004100000.0,28200000.0,-10000000.0,
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q2,2009-04-01,2009-06-30,,-2600000.0,,25000000.0,96200000.0,145200000.0,900000.0,189400000.0,681300000.0,-236800000.0,-78100000.0,416800000.0,,,,-236800000.0,-78100000.0,416800000.0,101900000.0,15400000.0,15400000.0,,66800000.0,300000.0,-100000.0,-44200000.0,-11200000.0,-65100000.0,-861700000.0,-12500000.0,,
