company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 17:10:49+00:00,1.75,1.75,0.94,455700000.0,1.73,,821500000.0,1247000000.0,1230800000.0,16200000.0,1247000000.0,,8329300000.0,14072900000.0,-80700000.0,-34000000.0,,,,2666100000.0,8329300000.0,5743600000.0,570900000.0,116100000.0,3121800000.0,2621800000.0,-488800000.0,2133000000.0,14072900000.0,712600000.0,713800000.0,721900000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2008.0,Q3,2008-07-01,2008-09-30,2009-11-05 16:21:38+00:00,-18.58,-18.58,0.27,139700000.0,-18.58,14117200000.0,-1332100000.0,-12462200000.0,-12462200000.0,,-12462200000.0,,2050200000.0,3375700000.0,-6500000.0,-41300000.0,,,5900000.0,680800000.0,2050200000.0,1325500000.0,134800000.0,6400000.0,14943600000.0,-13618100000.0,-169700000.0,-13787800000.0,3375700000.0,670700000.0,670900000.0,670900000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 16:20:54+00:00,0.61,0.61,0.27,123400000.0,0.61,,232900000.0,408400000.0,408400000.0,,408400000.0,,1962300000.0,3393700000.0,-1500000.0,124900000.0,,,2600000.0,668400000.0,1962300000.0,1431400000.0,134300000.0,15200000.0,794400000.0,637000000.0,5800000.0,642800000.0,3393700000.0,669500000.0,669400000.0,674300000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q4,2009-10-01,2009-12-31,,-0.25,-0.25,-0.15,-434900000.0,-0.24,-31700000.0,-145400000.0,39900000.0,39900000.0,,39900000.0,,-6429800000.0,-9516200000.0,234000000.0,400000.0,,,-9600000.0,-1842300000.0,-6429800000.0,-3086400000.0,-432300000.0,-4300000.0,-2318500000.0,-767900000.0,428400000.0,-339500000.0,-9516200000.0,,,
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 16:44:59+00:00,0.31,0.31,0.05,147400000.0,0.3,31700000.0,79700000.0,,0.0,0.0,,,2132300000.0,3350000000.0,-219700000.0,15000000.0,,,0.0,620400000.0,2132300000.0,1217700000.0,135400000.0,1600000.0,799500000.0,418200000.0,-118800000.0,299400000.0,3350000000.0,,674800000.0,685100000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.25,0.25,0.15,434900000.0,0.24,31700000.0,145400000.0,-39900000.0,-39900000.0,,-39900000.0,,6429800000.0,9516200000.0,-234000000.0,-400000.0,,,9600000.0,1842300000.0,6429800000.0,3086400000.0,432300000.0,4300000.0,2318500000.0,767900000.0,-428400000.0,339500000.0,9516200000.0,,674800000.0,685100000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q2YTD,2009-01-01,2009-06-30,,-0.06,-0.06,0.1,287500000.0,-0.06,,65700000.0,-39900000.0,-39900000.0,,-39900000.0,,4297500000.0,6166200000.0,-14300000.0,-15400000.0,,,9600000.0,1221900000.0,4297500000.0,1868700000.0,296900000.0,2700000.0,1519000000.0,349700000.0,-309600000.0,40100000.0,6166200000.0,770000000.0,673400000.0,680200000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q2,2009-04-01,2009-06-30,2010-08-03 16:34:31+00:00,0.02,0.02,0.05,145200000.0,0.02,,56900000.0,15400000.0,15400000.0,,15400000.0,,1984400000.0,3006300000.0,-3100000.0,-3500000.0,,,8800000.0,625700000.0,1984400000.0,1021900000.0,164400000.0,1100000.0,779700000.0,242200000.0,-166800000.0,75400000.0,3006300000.0,770000000.0,673400000.0,680200000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 16:28:29+00:00,-0.08,-0.08,0.05,142300000.0,-0.08,,8800000.0,-55300000.0,-55300000.0,,-55300000.0,,2313100000.0,3159900000.0,-11200000.0,-11900000.0,,,800000.0,596200000.0,2313100000.0,846800000.0,132500000.0,1600000.0,739300000.0,107500000.0,-142800000.0,-35300000.0,3159900000.0,691300000.0,671500000.0,671500000.0
ViacomCBS ,VIAC,5KYC8KF17ROCY24M3H09,813828,2010.0,Q4,2010-10-01,2010-12-31,,0.42,0.42,0.05,76000000.0,0.4,,187000000.0,283000000.0,381000000.0,-98000000.0,283000000.0,,1955000000.0,3307000000.0,-4000000.0,12000000.0,,,-7000000.0,553000000.0,1955000000.0,1352000000.0,171000000.0,1000000.0,622000000.0,730000000.0,-158000000.0,572000000.0,3307000000.0,676600000.0,679000000.0,694000000.0
