company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
GOODRICH CORP,GR,,42542,2007.0,FY,2007-01-01,2007-12-31,2010-02-16 16:10:01+00:00,3.8,3.8,0.825,3.75,220900000.0,503100000.0,516500000.0,-13400000.0,482600000.0,20500000.0,4483300000.0,6392200000.0,-28200000.0,1027600000.0,4483300000.0,1908900000.0,124900000.0,9200000.0,1027600000.0,881300000.0,-143900000.0,737400000.0,6392200000.0,127000000.0,127000000.0,128700000.0
GOODRICH CORP,GR,,42542,2008.0,FY,2008-01-01,2008-12-31,2011-02-15 13:05:00+00:00,5.4,5.4,0.925,5.35,293000000.0,699200000.0,691600000.0,7600000.0,681200000.0,18000000.0,4906200000.0,7061700000.0,-9600000.0,1054600000.0,4906200000.0,2155500000.0,112400000.0,5700000.0,1054600000.0,1100900000.0,-116300000.0,984600000.0,7061700000.0,124400000.0,124400000.0,124400000.0
GOODRICH CORP,GR,,42542,2008.0,Q3,2008-07-01,2008-09-30,2009-10-22 12:07:51+00:00,1.33,1.33,0.225,1.32,94100000.0,172000000.0,171800000.0,200000.0,168000000.0,4000000.0,1214900000.0,1772300000.0,-5600000.0,260600000.0,1214900000.0,557400000.0,26700000.0,1400000.0,260600000.0,296800000.0,-30900000.0,265900000.0,1772300000.0,126300000.0,126300000.0,127300000.0
GOODRICH CORP,GR,,42542,2008.0,Q2,2008-04-01,2008-06-30,2009-07-23 13:07:34+00:00,1.47,1.47,0.225,1.45,69500000.0,191900000.0,188900000.0,3000000.0,186600000.0,5300000.0,1286900000.0,1849300000.0,-3000000.0,273900000.0,1286900000.0,562400000.0,27700000.0,600000.0,273900000.0,288500000.0,-30100000.0,258400000.0,1849300000.0,126900000.0,126900000.0,128700000.0
GOODRICH CORP,GR,,42542,2009.0,Q4,2009-10-01,2009-12-31,,0.84,0.84,0.27,0.81,45400000.0,108000000.0,108500000.0,-500000.0,105000000.0,3000000.0,1170900000.0,1642300000.0,-6500000.0,280300000.0,1170900000.0,471400000.0,30800000.0,100000.0,280300000.0,191100000.0,-37200000.0,153900000.0,1642300000.0,124100000.0,124100000.0,124100000.0
GOODRICH CORP,GR,,42542,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 14:40:25+00:00,4.75,4.75,1.02,4.7,207800000.0,610800000.0,576300000.0,34500000.0,597300000.0,13500000.0,4724100000.0,6685600000.0,-25200000.0,1032300000.0,4724100000.0,1961500000.0,121000000.0,1100000.0,1032300000.0,929200000.0,-145100000.0,784100000.0,6685600000.0,124100000.0,124100000.0,124100000.0
GOODRICH CORP,GR,,42542,2009.0,Q3YTD,2009-01-01,2009-09-30,,3.91,3.91,0.75,3.89,162400000.0,502800000.0,467800000.0,35000000.0,492300000.0,10500000.0,3553200000.0,5043300000.0,-18700000.0,752000000.0,3553200000.0,1490100000.0,90200000.0,1000000.0,752000000.0,738100000.0,-107900000.0,630200000.0,5043300000.0,124100000.0,124100000.0,124100000.0
GOODRICH CORP,GR,,42542,2009.0,Q3,2009-07-01,2009-09-30,2010-10-21 11:08:15+00:00,1.15,1.15,0.25,1.14,45700000.0,148200000.0,144900000.0,3300000.0,145400000.0,2800000.0,1169200000.0,1647700000.0,-7900000.0,249600000.0,1169200000.0,478500000.0,30700000.0,300000.0,249600000.0,228900000.0,-38300000.0,190600000.0,1647700000.0,124100000.0,124100000.0,124100000.0
GOODRICH CORP,GR,,42542,2009.0,Q2YTD,2009-01-01,2009-06-30,,2.76,2.76,0.5,2.75,116700000.0,354600000.0,322900000.0,31700000.0,346900000.0,7700000.0,2384000000.0,3395600000.0,-10800000.0,502400000.0,2384000000.0,1011600000.0,59500000.0,700000.0,502400000.0,509200000.0,-69600000.0,439600000.0,3395600000.0,123900000.0,123900000.0,123900000.0
GOODRICH CORP,GR,,42542,2009.0,Q2,2009-04-01,2009-06-30,2010-07-29 15:06:22+00:00,1.41,1.41,0.25,1.4,54800000.0,180800000.0,149600000.0,31200000.0,177100000.0,3700000.0,1203900000.0,1699700000.0,-6400000.0,254400000.0,1203900000.0,495800000.0,30700000.0,100000.0,254400000.0,241400000.0,-37000000.0,204400000.0,1699700000.0,123900000.0,123900000.0,123900000.0
