company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
GOODRICH CORP,GR,,42542,2010.0,FY,2010-01-01,2010-12-31,2012-02-23 14:40:25+00:00,-344600000.0,280100000.0,,-8900000.0,-148400000.0,94400000.0,594800000.0,49200000.0,-566000000.0,516500000.0,49200000.0,-566000000.0,514300000.0,-12100000.0,586600000.0,588800000.0,-2200000.0,-204000000.0,21900000.0,-700000.0,-186700000.0,-222300000.0,-295700000.0,-179500000.0,900000.0
GOODRICH CORP,GR,,42542,2010.0,Q3,2010-07-01,2010-09-30,,-281500000.0,70200000.0,,6600000.0,-21900000.0,11900000.0,589300000.0,554800000.0,-328700000.0,252400000.0,554800000.0,-328700000.0,252400000.0,484900000.0,161400000.0,161300000.0,100000.0,42800000.0,2600000.0,-200000.0,-34900000.0,-48000000.0,100000.0,-14200000.0,800000.0
GOODRICH CORP,GR,,42542,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-27 08:29:36+00:00,-344100000.0,205100000.0,,-7900000.0,-158300000.0,64900000.0,607100000.0,486200000.0,-442800000.0,505400000.0,486200000.0,-442800000.0,505400000.0,540300000.0,436600000.0,435200000.0,1400000.0,23400000.0,15500000.0,-600000.0,-114500000.0,-99600000.0,,-86800000.0,900000.0
GOODRICH CORP,GR,,42542,2010.0,Q2,2010-04-01,2010-06-30,,-62100000.0,67800000.0,,-7100000.0,-3600000.0,17800000.0,16700000.0,-35400000.0,-92800000.0,223500000.0,-35400000.0,-92800000.0,223500000.0,88000000.0,161400000.0,161300000.0,100000.0,-2000000.0,4900000.0,-200000.0,-44900000.0,-30700000.0,-100000.0,-29800000.0,
GOODRICH CORP,GR,,42542,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-22 15:41:52+00:00,-62600000.0,134900000.0,,-14500000.0,-136400000.0,53000000.0,17800000.0,-68600000.0,-114100000.0,253000000.0,-68600000.0,-114100000.0,253000000.0,55400000.0,275200000.0,273900000.0,1300000.0,-19400000.0,12900000.0,-400000.0,-79600000.0,-51600000.0,-100000.0,-72600000.0,100000.0
GOODRICH CORP,GR,,42542,2010.0,Q1,2010-01-01,2010-03-31,2011-04-21 11:22:35+00:00,-500000.0,67100000.0,,-7400000.0,-132800000.0,35200000.0,1100000.0,-33200000.0,-21300000.0,29500000.0,-33200000.0,-21300000.0,29500000.0,-32600000.0,113800000.0,112600000.0,1200000.0,-17400000.0,8000000.0,-200000.0,-34700000.0,-20900000.0,,-42800000.0,100000.0
GOODRICH CORP,GR,,42542,2011.0,Q3TTM,2010-10-01,2011-09-30,,-505300000.0,303700000.0,,-5200000.0,-274500000.0,72700000.0,18500000.0,-563300000.0,-804900000.0,596500000.0,-563300000.0,-804900000.0,594300000.0,-779500000.0,728200000.0,731800000.0,-3600000.0,-164500000.0,19800000.0,-400000.0,-157300000.0,-300200000.0,-322600000.0,-194400000.0,600000.0
GOODRICH CORP,GR,,42542,2011.0,Q3,2011-07-01,2011-09-30,,-55000000.0,78800000.0,,-11100000.0,-80200000.0,10600000.0,-300000.0,-48700000.0,-134100000.0,247800000.0,-48700000.0,-134100000.0,247800000.0,53800000.0,203300000.0,203300000.0,,45900000.0,3000000.0,-100000.0,-39600000.0,-79500000.0,-21600000.0,-800000.0,400000.0
GOODRICH CORP,GR,,42542,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-10-27 08:29:36+00:00,-504800000.0,228700000.0,,-4200000.0,-284400000.0,43200000.0,30800000.0,-126300000.0,-681700000.0,585400000.0,-126300000.0,-681700000.0,585400000.0,-227100000.0,578200000.0,578200000.0,,62900000.0,13400000.0,-300000.0,-85100000.0,-177500000.0,-26900000.0,-101700000.0,600000.0
GOODRICH CORP,GR,,42542,2011.0,Q2TTM,2010-07-01,2011-06-30,,-731800000.0,295100000.0,,12500000.0,-216200000.0,74000000.0,608100000.0,40200000.0,-999500000.0,601100000.0,40200000.0,-999500000.0,598900000.0,-348400000.0,686300000.0,689800000.0,-3500000.0,-167600000.0,19400000.0,-500000.0,-152600000.0,-268700000.0,-300900000.0,-207800000.0,1000000.0
GOODRICH CORP,GR,,42542,2011.0,Q2,2011-04-01,2011-06-30,,-449300000.0,77500000.0,-8300000.0,1500000.0,-68200000.0,5500000.0,30300000.0,-15800000.0,-519900000.0,241200000.0,-15800000.0,-519900000.0,241200000.0,-293100000.0,178300000.0,178300000.0,,53600000.0,1800000.0,-100000.0,-44300000.0,-62400000.0,-4800000.0,-4300000.0,100000.0
GOODRICH CORP,GR,,42542,2011.0,Q2YTD,2011-01-01,2011-06-30,2011-07-22 15:41:52+00:00,-449800000.0,149900000.0,,6900000.0,-204200000.0,32600000.0,31100000.0,-77600000.0,-547600000.0,337600000.0,-77600000.0,-547600000.0,337600000.0,-280900000.0,374900000.0,374900000.0,,17000000.0,10400000.0,-200000.0,-45500000.0,-98000000.0,-5300000.0,-100900000.0,200000.0
GOODRICH CORP,GR,,42542,2011.0,Q1TTM,2010-04-01,2011-03-31,,-344600000.0,285400000.0,8300000.0,3900000.0,-151600000.0,86300000.0,594500000.0,20600000.0,-572400000.0,583400000.0,20600000.0,-572400000.0,581200000.0,32700000.0,669400000.0,672800000.0,-3400000.0,-223200000.0,22500000.0,-600000.0,-153200000.0,-237000000.0,-296200000.0,-233300000.0,900000.0
GOODRICH CORP,GR,,42542,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 08:02:00+00:00,-500000.0,72400000.0,8300000.0,5400000.0,-136000000.0,27100000.0,800000.0,-61800000.0,-27700000.0,96400000.0,-61800000.0,-27700000.0,96400000.0,12200000.0,196600000.0,196600000.0,,-36600000.0,8600000.0,-100000.0,-1200000.0,-35600000.0,-500000.0,-96600000.0,100000.0
GOODRICH CORP,GR,,42542,2012.0,Q1,2012-01-01,2012-03-31,2012-04-26 08:02:00+00:00,-500000.0,79900000.0,,4000000.0,-345900000.0,23200000.0,,-37700000.0,-71700000.0,-177600000.0,-37700000.0,-71700000.0,-177400000.0,-282900000.0,189800000.0,189700000.0,100000.0,-101300000.0,14900000.0,-100000.0,-37500000.0,-71500000.0,-18300000.0,-20000000.0,300000.0
