company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
GOODRICH CORP,GR,,42542,2007.0,FY,2007-01-01,2007-12-31,2010-02-16 16:10:01+00:00,0.0,250200000.0,,2700000.0,-95500000.0,95900000.0,9200000.0,-202500000.0,-279300000.0,593700000.0,-202500000.0,-279300000.0,593700000.0,204700000.0,503100000.0,516500000.0,-13400000.0,-77500000.0,16600000.0,90100000.0,-108200000.0,-282600000.0,-1400000.0,-214600000.0,3300000.0
GOODRICH CORP,GR,,42542,2008.0,Q4,2008-10-01,2008-12-31,,,65200000.0,,-2300000.0,302293047.0,500000.0,-74700000.0,-108700000.0,-91400000.0,325793047.0,-108700000.0,-91400000.0,325793047.0,123393047.0,172900000.0,172800000.0,100000.0,-214500000.0,-300000.0,,-31200000.0,-95100000.0,-2900000.0,-100000.0,3700000.0
GOODRICH CORP,GR,,42542,2008.0,FY,2008-01-01,2008-12-31,2011-02-15 13:05:00+00:00,-131800000.0,257200000.0,,-11000000.0,-70000000.0,24700000.0,15900000.0,-414400000.0,-410000000.0,786600000.0,-414400000.0,-410000000.0,786600000.0,-35700000.0,699200000.0,691600000.0,7600000.0,-92200000.0,8100000.0,13100000.0,-123700000.0,-284700000.0,-201000000.0,-138400000.0,6500000.0
GOODRICH CORP,GR,,42542,2008.0,Q3,2008-07-01,2008-09-30,,-38200000.0,64800000.0,,-10300000.0,-71356692.0,200000.0,90600000.0,-37800000.0,-111400000.0,141317308.0,-37800000.0,-111400000.0,141317308.0,-18582692.0,172000000.0,171800000.0,200000.0,-23926000.0,300000.0,-400000.0,-29200000.0,-73300000.0,1200000.0,-100900000.0,100000.0
GOODRICH CORP,GR,,42542,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-22 12:07:51+00:00,-131800000.0,192000000.0,,-8700000.0,-372293047.0,24200000.0,90600000.0,-305700000.0,-318600000.0,460806953.0,-305700000.0,-318600000.0,460806953.0,-159093047.0,526300000.0,518800000.0,7500000.0,122300000.0,8400000.0,13100000.0,-92500000.0,-189600000.0,-198100000.0,-138300000.0,2800000.0
GOODRICH CORP,GR,,42542,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-23 13:07:34+00:00,-93600000.0,127200000.0,,1600000.0,-300936355.0,24000000.0,,-267900000.0,-207200000.0,319489645.0,-267900000.0,-207200000.0,319489645.0,-140510355.0,354300000.0,347000000.0,7300000.0,146226000.0,8100000.0,13500000.0,-63300000.0,-116300000.0,-199300000.0,-37400000.0,2700000.0
GOODRICH CORP,GR,,42542,2009.0,Q3TTM,2008-10-01,2009-09-30,,-31400000.0,250300000.0,,5000000.0,-50106953.0,26900000.0,102700000.0,-12800000.0,-236500000.0,752793047.0,-12800000.0,-236500000.0,752793047.0,542693047.0,675700000.0,640600000.0,35100000.0,-88000000.0,3000000.0,34200000.0,-133100000.0,-210100000.0,-4400000.0,-7900000.0,5000000.0
GOODRICH CORP,GR,,42542,2009.0,Q3,2009-07-01,2009-09-30,,-600000.0,61500000.0,,-1200000.0,-2900000.0,11100000.0,-2800000.0,-23700000.0,-42000000.0,252500000.0,-23700000.0,-42000000.0,252500000.0,170200000.0,148200000.0,144900000.0,3300000.0,49000000.0,2400000.0,-15400000.0,-32100000.0,-41800000.0,-1500000.0,-800000.0,400000.0
GOODRICH CORP,GR,,42542,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-21 11:08:15+00:00,-31400000.0,185100000.0,,7300000.0,-352400000.0,26400000.0,177400000.0,95900000.0,-145100000.0,427000000.0,95900000.0,-145100000.0,427000000.0,419300000.0,502800000.0,467800000.0,35000000.0,126500000.0,3300000.0,34200000.0,-101900000.0,-115000000.0,-1500000.0,-7800000.0,1300000.0
GOODRICH CORP,GR,,42542,2009.0,Q2TTM,2008-07-01,2009-06-30,,-69000000.0,253600000.0,,-4100000.0,-118563645.0,16000000.0,196100000.0,-26900000.0,-305900000.0,641610355.0,-26900000.0,-305900000.0,641610355.0,353910355.0,699500000.0,667500000.0,32000000.0,-160926000.0,900000.0,49200000.0,-130200000.0,-241600000.0,-1700000.0,-108000000.0,4700000.0
GOODRICH CORP,GR,,42542,2009.0,Q2,2009-04-01,2009-06-30,,-30300000.0,63600000.0,,10600000.0,-78400000.0,3800000.0,-117400000.0,-144100000.0,-69200000.0,107900000.0,-144100000.0,-69200000.0,107900000.0,-45700000.0,180800000.0,149600000.0,31200000.0,-26900000.0,300000.0,49100000.0,-32100000.0,-39000000.0,1800000.0,-500000.0,100000.0
GOODRICH CORP,GR,,42542,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-29 15:06:22+00:00,-30800000.0,123600000.0,,8500000.0,-349500000.0,15300000.0,180200000.0,119600000.0,-103100000.0,174500000.0,119600000.0,-103100000.0,174500000.0,249100000.0,354600000.0,322900000.0,31700000.0,77500000.0,900000.0,49600000.0,-69800000.0,-73200000.0,,-7000000.0,900000.0
GOODRICH CORP,GR,,42542,2009.0,Q1,2009-01-01,2009-03-31,2010-04-22 12:56:08+00:00,-500000.0,60000000.0,,-2100000.0,-271100000.0,11500000.0,297600000.0,263700000.0,-33900000.0,66600000.0,263700000.0,-33900000.0,66600000.0,294800000.0,173800000.0,173300000.0,500000.0,104400000.0,600000.0,500000.0,-37700000.0,-34200000.0,-1800000.0,-6500000.0,800000.0
