company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,depreciationexpense,dilutedeps,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:28:00+00:00,104000000.0,3.17,3.17,1.8,2620000000.0,,3.14,836000000.0,343000000.0,1130000000.0,6713000000.0,985000000.0,,1746000000.0,1746000000.0,1734000000.0,12000000.0,3880000000.0,477000000.0,-3000000.0,51000000.0,216000000.0,928000000.0,2056000000.0,,0.0,,,448000000.0,21000000.0,2094000000.0,409000000.0,4014000000.0,7894000000.0,3624000000.0,2774000000.0,2582000000.0,6654000000.0,162000000.0,547000000.0,547184000.0,551755000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:11:32+00:00,100000000.0,2.73,2.73,1.87,1891000000.0,,2.71,550000000.0,354000000.0,1135000000.0,6003000000.0,843000000.0,,1529000000.0,1529000000.0,1498000000.0,10000000.0,4238000000.0,509000000.0,107000000.0,69000000.0,359000000.0,1086000000.0,2230000000.0,,21000000.0,,,1445000000.0,15000000.0,2201000000.0,235000000.0,2969000000.0,7207000000.0,3911000000.0,3197000000.0,2079000000.0,7435000000.0,147000000.0,548700000.0,548847000.0,552498000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2008.0,Q3,2008-07-01,2008-09-30,2009-11-09 13:37:19+00:00,25000000.0,0.65,0.65,0.47,449000000.0,,0.65,149000000.0,84000000.0,287000000.0,1499000000.0,208000000.0,,362000000.0,362000000.0,358000000.0,4000000.0,1088000000.0,127000000.0,13000000.0,7000000.0,107000000.0,296000000.0,551000000.0,,0.0,,,364000000.0,5000000.0,552000000.0,48000000.0,705000000.0,1793000000.0,1005000000.0,792000000.0,511000000.0,1880000000.0,37000000.0,550800000.0,549761000.0,553544000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2008.0,Q2,2008-04-01,2008-06-30,2009-08-13 10:16:59+00:00,25000000.0,0.78,0.78,0.46,455000000.0,,0.78,175000000.0,88000000.0,283000000.0,1501000000.0,208000000.0,,431000000.0,431000000.0,428000000.0,3000000.0,1068000000.0,124000000.0,10000000.0,6000000.0,82000000.0,240000000.0,609000000.0,4000000.0,0.0,,,330000000.0,1000000.0,565000000.0,59000000.0,722000000.0,1790000000.0,959000000.0,827000000.0,606000000.0,1895000000.0,38000000.0,548700000.0,546628000.0,549758000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,Q4,2009-10-01,2009-12-31,,-78000000.0,-0.91,-0.91,0.47,-977000000.0,,-0.91,-146000000.0,-263000000.0,-978000000.0,-4072000000.0,-515000000.0,,-683000000.0,-683000000.0,-544000000.0,-15000000.0,-3521000000.0,-406000000.0,-203000000.0,-14000000.0,-588000000.0,-1190000000.0,-1809000000.0,,-124000000.0,,,-2086000000.0,-29000000.0,-1867000000.0,-51000000.0,-1543000000.0,-5064000000.0,-3570000000.0,-2964000000.0,-829000000.0,-6485000000.0,-101000000.0,,,
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,Q3YTD,2009-01-01,2009-09-30,,78000000.0,0.91,0.91,-0.47,977000000.0,,0.91,146000000.0,263000000.0,978000000.0,4072000000.0,515000000.0,,683000000.0,683000000.0,544000000.0,15000000.0,3521000000.0,406000000.0,203000000.0,14000000.0,588000000.0,1190000000.0,1809000000.0,,124000000.0,,,2086000000.0,29000000.0,1867000000.0,51000000.0,1543000000.0,5064000000.0,3570000000.0,2964000000.0,829000000.0,6485000000.0,101000000.0,660900000.0,665408000.0,672457000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,Q3,2009-07-01,2009-09-30,2010-11-09 14:44:12+00:00,29000000.0,0.23,0.23,-0.15,311000000.0,,0.23,-9000000.0,89000000.0,327000000.0,1414000000.0,186000000.0,,157000000.0,157000000.0,152000000.0,5000000.0,1237000000.0,149000000.0,34000000.0,4000000.0,168000000.0,480000000.0,613000000.0,,,,,709000000.0,18000000.0,644000000.0,11000000.0,508000000.0,1745000000.0,1320000000.0,940000000.0,148000000.0,2177000000.0,36000000.0,660900000.0,665408000.0,672457000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,Q2YTD,2009-01-01,2009-06-30,,49000000.0,0.68,0.68,-0.32,666000000.0,,0.68,155000000.0,174000000.0,651000000.0,2658000000.0,329000000.0,,526000000.0,526000000.0,392000000.0,10000000.0,2284000000.0,257000000.0,169000000.0,10000000.0,420000000.0,710000000.0,1196000000.0,,124000000.0,,,1377000000.0,11000000.0,1223000000.0,40000000.0,1035000000.0,3319000000.0,2250000000.0,2024000000.0,681000000.0,4308000000.0,65000000.0,605000000.0,602726000.0,608797000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,Q2,2009-04-01,2009-06-30,2010-09-02 16:05:18+00:00,24000000.0,0.2,0.2,0.15,320000000.0,,0.2,41000000.0,92000000.0,299000000.0,1336000000.0,165000000.0,,208000000.0,208000000.0,121000000.0,4000000.0,1138000000.0,128000000.0,19000000.0,5000000.0,209000000.0,407000000.0,640000000.0,,83000000.0,,,701000000.0,-1000000.0,623000000.0,17000000.0,502000000.0,1640000000.0,1181000000.0,993000000.0,249000000.0,2131000000.0,33000000.0,605000000.0,602726000.0,608797000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:08:33+00:00,25000000.0,0.48,0.48,-0.47,346000000.0,,0.48,114000000.0,82000000.0,352000000.0,1322000000.0,164000000.0,,318000000.0,318000000.0,271000000.0,6000000.0,1146000000.0,129000000.0,150000000.0,5000000.0,211000000.0,303000000.0,556000000.0,,41000000.0,,,676000000.0,12000000.0,600000000.0,23000000.0,533000000.0,1679000000.0,1069000000.0,1031000000.0,432000000.0,2177000000.0,32000000.0,564600000.0,559801000.0,563566000.0
