company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2008.0,FY,,2008-12-31,2010-02-26 16:28:00+00:00,1574000000.0,-732000000.0,1639000000.0,,6306000000.0,350000000.0,5483000000.0,542000000.0,84964000000.0,751000000.0,97245000000.0,1424000000.0,18032000000.0,95671000000.0,1580000000.0,44000000.0,13649000000.0,10977000000.0,,8501000000.0,379000000.0,7381000000.0,10788000000.0,152015000000.0,12955000000.0,16037000000.0,16081000000.0,135934000000.0,152015000000.0,3082000000.0,33219000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,FY,,2009-12-31,2011-02-25 16:11:32+00:00,2600000000.0,-417000000.0,1584000000.0,,9069000000.0,398000000.0,6053000000.0,640000000.0,96020000000.0,667000000.0,103656000000.0,2551000000.0,21376000000.0,101056000000.0,1583000000.0,50000000.0,18945000000.0,17073000000.0,,5076000000.0,270000000.0,7539000000.0,8106000000.0,165764000000.0,16191000000.0,16191000000.0,16241000000.0,149523000000.0,165764000000.0,,33889000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,Q3,,2009-09-30,2009-11-09 13:37:19+00:00,2379000000.0,-364000000.0,1292000000.0,,9000000000.0,520000000.0,6183000000.0,645000000.0,95837000000.0,579000000.0,103901000000.0,3126000000.0,21317000000.0,101522000000.0,1591000000.0,48000000.0,18673000000.0,14765000000.0,,5002000000.0,286000000.0,7458000000.0,8357000000.0,165328000000.0,16094000000.0,16094000000.0,16142000000.0,149186000000.0,165328000000.0,0.0,34819000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,Q2,,2009-06-30,2009-08-13 10:16:59+00:00,2110000000.0,-730000000.0,1571000000.0,,8068000000.0,247000000.0,5491000000.0,497000000.0,86110000000.0,416000000.0,96352000000.0,3982000000.0,18110000000.0,94242000000.0,1577000000.0,45000000.0,16054000000.0,12553000000.0,,4701000000.0,267000000.0,7409000000.0,12631000000.0,152398000000.0,14747000000.0,14747000000.0,14792000000.0,137606000000.0,152398000000.0,0.0,31555000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2010.0,Q3,,2010-09-30,2010-11-09 14:44:12+00:00,2611000000.0,-335000000.0,1225000000.0,,9221000000.0,285000000.0,6013000000.0,535000000.0,85812000000.0,944000000.0,102181000000.0,3833000000.0,22111000000.0,99570000000.0,1831000000.0,68000000.0,20607000000.0,17660000000.0,,6093000000.0,269000000.0,7833000000.0,5820000000.0,157230000000.0,16719000000.0,16719000000.0,16787000000.0,140443000000.0,157230000000.0,,25065000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2010.0,Q2,,2010-06-30,2010-09-02 16:05:18+00:00,2723000000.0,-237000000.0,1270000000.0,,9184000000.0,308000000.0,6067000000.0,569000000.0,84684000000.0,931000000.0,102548000000.0,2171000000.0,22086000000.0,99825000000.0,1835000000.0,64000000.0,19767000000.0,17603000000.0,,5726000000.0,255000000.0,7729000000.0,6080000000.0,155083000000.0,16676000000.0,16676000000.0,16740000000.0,138343000000.0,155083000000.0,0.0,24249000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2010.0,Q1,,2010-03-31,2010-05-07 16:08:33+00:00,2714000000.0,-292000000.0,1265000000.0,,9136000000.0,399000000.0,6055000000.0,601000000.0,94701000000.0,574000000.0,102344000000.0,2057000000.0,21428000000.0,99630000000.0,1798000000.0,60000000.0,19022000000.0,17747000000.0,,5001000000.0,269000000.0,7624000000.0,7020000000.0,163700000000.0,16468000000.0,16468000000.0,16528000000.0,147172000000.0,163700000000.0,0.0,33305000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2011.0,Q2,,2011-06-30,2011-08-08 16:07:12+00:00,2516000000.0,-574000000.0,1199000000.0,0.0,9314000000.0,250000000.0,6016000000.0,457000000.0,85557000000.0,1337000000.0,103385000000.0,1965000000.0,23380000000.0,100869000000.0,1846000000.0,68000000.0,22507000000.0,16827000000.0,,5975000000.0,19000000.0,8241000000.0,4842000000.0,159310000000.0,16981000000.0,16981000000.0,17049000000.0,142261000000.0,159310000000.0,,28525000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2011.0,Q1,,2011-03-31,2011-05-06 16:12:50+00:00,2641000000.0,-706000000.0,1030000000.0,,9275000000.0,305000000.0,6014000000.0,483000000.0,85049000000.0,865000000.0,102575000000.0,2312000000.0,22591000000.0,99934000000.0,1830000000.0,59000000.0,21864000000.0,17163000000.0,,5679000000.0,153000000.0,8042000000.0,5186000000.0,157039000000.0,16611000000.0,16611000000.0,16670000000.0,140369000000.0,157039000000.0,,26950000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2012.0,FY,,2012-12-31,2014-02-26 16:21:44+00:00,2018000000.0,-559000000.0,1975000000.0,0.0,9472000000.0,122000000.0,6804000000.0,673000000.0,100623000000.0,942000000.0,114603000000.0,3761000000.0,19114000000.0,112585000000.0,1888000000.0,65000000.0,32452000000.0,15771000000.0,,8223000000.0,750000000.0,10129000000.0,2864000000.0,184499000000.0,19042000000.0,21158000000.0,21223000000.0,163276000000.0,184499000000.0,2116000000.0,39228000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2013.0,FY,,2013-12-31,2015-02-25 15:57:09+00:00,1732000000.0,-593000000.0,1565000000.0,0.0,9705000000.0,148000000.0,6814000000.0,569000000.0,92503000000.0,452000000.0,115917000000.0,1222000000.0,21493000000.0,114185000000.0,1869000000.0,50000000.0,34972000000.0,15559000000.0,,7095000000.0,422000000.0,11044000000.0,4138000000.0,183010000000.0,20156000000.0,22759000000.0,22809000000.0,160201000000.0,183010000000.0,2603000000.0,40205000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2013.0,Q3,,2013-09-30,2013-10-31 10:33:21+00:00,1838000000.0,-860000000.0,1811000000.0,0.0,9637000000.0,160000000.0,6823000000.0,595000000.0,92998000000.0,498000000.0,115625000000.0,2957000000.0,20402000000.0,113787000000.0,1876000000.0,45000000.0,34486000000.0,15112000000.0,,6257000000.0,516000000.0,10669000000.0,4813000000.0,181050000000.0,19446000000.0,22049000000.0,22094000000.0,158956000000.0,181050000000.0,2603000000.0,36915000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2013.0,Q2,,2013-06-30,2013-08-08 17:01:41+00:00,1901000000.0,-784000000.0,1444000000.0,0.0,9557000000.0,195000000.0,6824000000.0,620000000.0,97319000000.0,740000000.0,115794000000.0,2488000000.0,19362000000.0,113893000000.0,1893000000.0,56000000.0,33760000000.0,15288000000.0,,7106000000.0,585000000.0,10564000000.0,3192000000.0,182735000000.0,19337000000.0,21940000000.0,21996000000.0,160739000000.0,182735000000.0,2603000000.0,38765000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2013.0,Q1,,2013-03-31,2013-05-02 16:57:50+00:00,1975000000.0,-612000000.0,1322000000.0,0.0,9482000000.0,302000000.0,6823000000.0,647000000.0,98116000000.0,1588000000.0,114196000000.0,3432000000.0,18316000000.0,112221000000.0,1880000000.0,65000000.0,33236000000.0,14704000000.0,,6701000000.0,2000000.0,10178000000.0,3239000000.0,180837000000.0,19048000000.0,21164000000.0,21229000000.0,159608000000.0,180837000000.0,2116000000.0,37916000000.0
