company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincreaseinfedfundssold,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:28:00+00:00,,225000000.0,2233000000.0,3978000000.0,179000000.0,,-1504000000.0,64000000.0,6835000000.0,0.0,6755000000.0,-7462000000.0,1112000000.0,6755000000.0,-7462000000.0,1112000000.0,405000000.0,4824000000.0,1746000000.0,1746000000.0,,18000000.0,-43000000.0,-962000000.0,448000000.0,-15414000000.0,-256000000.0,-3709000000.0,-254000000.0,0.0,8208000000.0,
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2008.0,Q4,2008-10-01,2008-12-31,,,43000000.0,168000000.0,602000000.0,52000000.0,,4041000000.0,32000000.0,686000000.0,3134000000.0,9607000000.0,-14178000000.0,4919000000.0,9607000000.0,-14178000000.0,4919000000.0,348000000.0,9699000000.0,307000000.0,307000000.0,,-52000000.0,281000000.0,-259000000.0,528000000.0,-23795000000.0,-67000000.0,-3966000000.0,,,9688000000.0,-4000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:11:32+00:00,,194000000.0,730000000.0,2937000000.0,198000000.0,,2143000000.0,160000000.0,5587000000.0,3134000000.0,12593000000.0,-18323000000.0,5353000000.0,12593000000.0,-18323000000.0,5353000000.0,-377000000.0,11325000000.0,1529000000.0,1529000000.0,,-156000000.0,273000000.0,-1019000000.0,1445000000.0,-44141000000.0,-219000000.0,-6867000000.0,,,26037000000.0,
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2008.0,Q3,2008-07-01,2008-09-30,,,48000000.0,34000000.0,685000000.0,53000000.0,,-1418000000.0,102000000.0,1346000000.0,,3000000.0,367000000.0,-621000000.0,3000000.0,367000000.0,-621000000.0,-251000000.0,178000000.0,362000000.0,362000000.0,,-30000000.0,-4000000.0,-257000000.0,364000000.0,-7458000000.0,-45000000.0,-1362000000.0,,,7868000000.0,2000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-09 13:37:19+00:00,,151000000.0,562000000.0,2335000000.0,146000000.0,,-1898000000.0,128000000.0,4901000000.0,,2986000000.0,-4145000000.0,434000000.0,2986000000.0,-4145000000.0,434000000.0,-725000000.0,1626000000.0,1222000000.0,1222000000.0,,-104000000.0,-8000000.0,-760000000.0,917000000.0,-20346000000.0,-152000000.0,-2901000000.0,,0.0,16349000000.0,4000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-13 10:16:59+00:00,,103000000.0,528000000.0,1650000000.0,93000000.0,,-480000000.0,26000000.0,3555000000.0,,2983000000.0,-4512000000.0,1055000000.0,2983000000.0,-4512000000.0,1055000000.0,-474000000.0,1448000000.0,860000000.0,860000000.0,,-74000000.0,-4000000.0,-503000000.0,553000000.0,-12888000000.0,-107000000.0,-1539000000.0,,0.0,8481000000.0,2000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,Q4,2009-10-01,2009-12-31,,,-124000000.0,-416000000.0,-1555000000.0,-166000000.0,,3869000000.0,-2708000000.0,-3383000000.0,,7164000000.0,-7682000000.0,867000000.0,7164000000.0,-7682000000.0,867000000.0,349000000.0,3399000000.0,-683000000.0,-683000000.0,,57000000.0,-131000000.0,717000000.0,-2086000000.0,20112000000.0,128000000.0,6069000000.0,,3201000000.0,-27922000000.0,
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,Q3TTM,2008-10-01,2009-09-30,,,167000000.0,584000000.0,2157000000.0,218000000.0,,172000000.0,2740000000.0,4069000000.0,3134000000.0,2443000000.0,-6496000000.0,4052000000.0,2443000000.0,-6496000000.0,4052000000.0,-1000000.0,6300000000.0,990000000.0,990000000.0,,-109000000.0,412000000.0,-976000000.0,2614000000.0,-43907000000.0,-195000000.0,-10035000000.0,,-3201000000.0,37610000000.0,-4000000.0
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,Q3,2009-07-01,2009-09-30,,,42000000.0,23000000.0,523000000.0,57000000.0,,3541000000.0,985000000.0,482000000.0,,-10970000000.0,6657000000.0,4470000000.0,-10970000000.0,6657000000.0,4470000000.0,157000000.0,-6964000000.0,157000000.0,157000000.0,,-36000000.0,56000000.0,-98000000.0,709000000.0,-2946000000.0,-46000000.0,-5364000000.0,,-67000000.0,9649000000.0,
Truist Financial Corp,TFC,549300DRQQI75D2JP341,92230,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-09 14:44:12+00:00,,124000000.0,416000000.0,1555000000.0,166000000.0,,-3869000000.0,2708000000.0,3383000000.0,,-7164000000.0,7682000000.0,-867000000.0,-7164000000.0,7682000000.0,-867000000.0,-349000000.0,-3399000000.0,683000000.0,683000000.0,,-57000000.0,131000000.0,-717000000.0,2086000000.0,-20112000000.0,-128000000.0,-6069000000.0,,-3201000000.0,27922000000.0,
