company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,FY,,2011-12-31,2013-02-19 06:15:01+00:00,928100000.0,1915700000.0,656000000.0,17000000.0,5620100000.0,0.0,2445100000.0,45800000.0,5485700000.0,1620900000.0,7076400000.0,374400000.0,416200000.0,1600000.0,546500000.0,2874100000.0,,,26200000.0,50700000.0,,,84200000.0,17800000.0,6645600000.0,999900000.0,15607000000.0,2473700000.0,8058000000.0,5458100000.0,2473700000.0,2475300000.0,13131700000.0,15607000000.0,7132800000.0,7673600000.0,0.0,-6634000000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,FY,,2012-12-31,2014-02-20 16:38:52+00:00,2898900000.0,5425800000.0,1632900000.0,18900000.0,2793100000.0,0.0,21297900000.0,400600000.0,29320400000.0,16037900000.0,14980100000.0,1652100000.0,1632100000.0,10700000.0,5936500000.0,7440000000.0,271400000.0,199300000.0,56100000.0,692900000.0,307800000.0,,194300000.0,19600000.0,2068200000.0,934900000.0,58111200000.0,23385000000.0,10756900000.0,13057400000.0,23385000000.0,23395700000.0,34715500000.0,58111200000.0,45722200000.0,21609500000.0,0.0,0.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q3,,2012-09-30,2012-11-05 20:17:09+00:00,2139400000.0,5720300000.0,1964900000.0,16600000.0,1248400000.0,0.0,21164200000.0,417300000.0,29367500000.0,16735900000.0,16146300000.0,1561400000.0,1710200000.0,,,6710000000.0,,,61600000.0,6623600000.0,,,437800000.0,47300000.0,1564100000.0,978600000.0,57307700000.0,22744900000.0,9432500000.0,11792900000.0,22744900000.0,22744900000.0,34562800000.0,57307700000.0,46165000000.0,22769900000.0,0.0,
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q2,,2012-06-30,2012-08-07 16:13:06+00:00,2020500000.0,5997800000.0,1989900000.0,8100000.0,1420000000.0,0.0,20926200000.0,335900000.0,29358600000.0,17203400000.0,16312300000.0,1423800000.0,1768500000.0,,,6904100000.0,,,66700000.0,6774100000.0,,,454900000.0,28900000.0,1194000000.0,1929300000.0,58058500000.0,22128300000.0,9661300000.0,12843800000.0,22128300000.0,22128300000.0,35930200000.0,58058500000.0,46628700000.0,23086400000.0,0.0,
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q1,,2012-03-31,2012-05-10 16:16:59+00:00,1117800000.0,2008400000.0,899200000.0,18600000.0,9577700000.0,,2464300000.0,52200000.0,5486300000.0,1587200000.0,10537100000.0,385400000.0,405500000.0,,,2650300000.0,,,25100000.0,628300000.0,,,50400000.0,30000000.0,6913400000.0,1000000000.0,19608200000.0,2775500000.0,12104100000.0,5667300000.0,2775500000.0,2775500000.0,16832700000.0,19608200000.0,7098600000.0,11165400000.0,0.0,-6620800000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2013.0,FY,,2013-12-31,2015-02-23 16:21:31+00:00,2900000000.0,4022900000.0,1982200000.0,11700000.0,1991400000.0,0.0,21818200000.0,455400000.0,29305400000.0,14015600000.0,12363000000.0,1871100000.0,1658900000.0,7400000.0,5440600000.0,6767800000.0,31000000.0,1300000.0,76900000.0,664400000.0,,100000.0,96800000.0,22800000.0,3912800000.0,1584000000.0,53548200000.0,21837400000.0,8491400000.0,13235300000.0,21837400000.0,21844800000.0,31703400000.0,53548200000.0,43397900000.0,18468100000.0,0.0,-3905300000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2013.0,Q3,,2013-09-30,2013-10-24 16:57:53+00:00,2573400000.0,5112400000.0,1496700000.0,15400000.0,1722300000.0,0.0,21828500000.0,422700000.0,29306300000.0,14525900000.0,13482000000.0,1643600000.0,1629200000.0,16800000.0,5589000000.0,6459700000.0,125000000.0,65200000.0,56600000.0,746300000.0,20800000.0,,179000000.0,19200000.0,3410900000.0,631600000.0,54763000000.0,23702300000.0,9224200000.0,11226200000.0,23702300000.0,23719100000.0,31043900000.0,54763000000.0,43909600000.0,19817300000.0,0.0,-1552500000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2013.0,Q2,,2013-06-30,2013-07-29 16:14:46+00:00,2639300000.0,4552800000.0,1403100000.0,12900000.0,1342200000.0,0.0,21670400000.0,387300000.0,29345200000.0,15021300000.0,13648500000.0,1672900000.0,1663600000.0,10200000.0,5662000000.0,5823400000.0,137800000.0,162700000.0,60200000.0,734200000.0,188400000.0,,197400000.0,12400000.0,2984200000.0,631600000.0,54581500000.0,23866500000.0,8302800000.0,10618300000.0,23866500000.0,23876700000.0,30704800000.0,54581500000.0,44615100000.0,20044700000.0,0.0,-801000000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2013.0,Q1,,2013-03-31,2013-04-29 16:06:34+00:00,2573700000.0,4294100000.0,1535400000.0,16800000.0,1990000000.0,0.0,21459800000.0,381900000.0,29346000000.0,15531300000.0,13815100000.0,1657400000.0,1679700000.0,9700000.0,5783600000.0,6645700000.0,171100000.0,137700000.0,65100000.0,775800000.0,255700000.0,,195700000.0,17700000.0,2441200000.0,631600000.0,55585700000.0,23617800000.0,8707900000.0,11524100000.0,23617800000.0,23627500000.0,31958200000.0,55585700000.0,45198100000.0,20374500000.0,0.0,-300000000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2014.0,FY,,2014-12-31,2016-02-16 16:41:20+00:00,3137300000.0,5979800000.0,2836100000.0,2100000.0,1832600000.0,0.0,22679900000.0,390800000.0,29280900000.0,12200900000.0,10966400000.0,2113200000.0,1584000000.0,9800000.0,4923200000.0,8488200000.0,,,114400000.0,782100000.0,,,251700000.0,,5920400000.0,2551000000.0,53748300000.0,20054200000.0,10568100000.0,17012600000.0,20054200000.0,20064000000.0,33684300000.0,53748300000.0,41596200000.0,16671700000.0,0.0,-8548200000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2014.0,Q3,,2014-09-30,2014-10-28 16:19:34+00:00,2971500000.0,6384500000.0,1890600000.0,7000000.0,834800000.0,0.0,22540800000.0,439500000.0,29304300000.0,12695600000.0,11442000000.0,1789800000.0,1639900000.0,10600000.0,5209500000.0,7815000000.0,0.0,0.0,94700000.0,696900000.0,,,232600000.0,23500000.0,5338600000.0,3245400000.0,53439200000.0,20157700000.0,9704700000.0,15922500000.0,20157700000.0,20168300000.0,33270900000.0,53439200000.0,42094600000.0,17348400000.0,0.0,-7728700000.0
