company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 06:15:01+00:00,2.19,2.19,,2.17,704100000.0,1181200000.0,1204600000.0,-23400000.0,1181200000.0,,42015000000.0,44973200000.0,,887300000.0,42015000000.0,2958200000.0,167100000.0,4900000.0,887300000.0,2070900000.0,-162200000.0,1908700000.0,44973200000.0,539400000.0,538500000.0,544000000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,Q4,2011-10-01,2011-12-31,,0.58,0.58,,0.58,173700000.0,293100000.0,293100000.0,,290400000.0,2700000.0,11256900000.0,12101400000.0,,266900000.0,11256900000.0,844500000.0,115400000.0,4600000.0,266900000.0,577600000.0,-110800000.0,466800000.0,12101400000.0,500300000.0,500900000.0,505000000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 16:38:52+00:00,2.55,2.55,,2.53,748600000.0,1278500000.0,1278500000.0,0.0,1275800000.0,2700000.0,42918400000.0,46128300000.0,,895500000.0,42918400000.0,3209900000.0,299700000.0,12400000.0,895500000.0,2314400000.0,-287300000.0,2027100000.0,46128300000.0,500300000.0,500900000.0,505000000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.02,2.02,,2.02,574900000.0,985400000.0,985400000.0,,985400000.0,,31661500000.0,34026900000.0,,628600000.0,31661500000.0,2365400000.0,184300000.0,7800000.0,628600000.0,1736800000.0,-176500000.0,1560300000.0,34026900000.0,484600000.0,487200000.0,490800000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 20:17:09+00:00,0.67,0.67,,0.66,192000000.0,324700000.0,324700000.0,,324700000.0,,10735200000.0,11571000000.0,,230700000.0,10735200000.0,835800000.0,94300000.0,5900000.0,230700000.0,605100000.0,-88400000.0,516700000.0,11571000000.0,484600000.0,487200000.0,490800000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.31,1.31,,1.31,382900000.0,660700000.0,660700000.0,,660700000.0,,20926300000.0,22455900000.0,,397900000.0,20926300000.0,1529600000.0,90000000.0,1900000.0,397900000.0,1131700000.0,-88100000.0,1043600000.0,22455900000.0,506400000.0,502600000.0,507000000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,Q2,2011-04-01,2011-06-30,2012-08-07 16:13:06+00:00,0.66,0.66,,0.66,196300000.0,334200000.0,334200000.0,,334200000.0,,10577300000.0,11361400000.0,,204800000.0,10577300000.0,784100000.0,50300000.0,1500000.0,204800000.0,579300000.0,-48800000.0,530500000.0,11361400000.0,506400000.0,502600000.0,507000000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,Q1,2011-01-01,2011-03-31,2012-05-10 16:16:59+00:00,0.62,0.62,,0.61,186600000.0,326500000.0,326500000.0,,326500000.0,,10349000000.0,11094500000.0,,193100000.0,10349000000.0,745500000.0,39700000.0,400000.0,193100000.0,552400000.0,-39300000.0,513100000.0,11094500000.0,526600000.0,529000000.0,533900000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q4,2012-10-01,2012-12-31,,0.58,0.58,,0.56,236700000.0,511000000.0,522900000.0,-11900000.0,504100000.0,6900000.0,25025600000.0,27315500000.0,,1383000000.0,25025600000.0,2289900000.0,157400000.0,10100000.0,1383000000.0,906900000.0,-147300000.0,759600000.0,27315500000.0,729400000.0,731300000.0,747300000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,FY,2012-01-01,2012-12-31,2015-02-23 16:21:31+00:00,1.8,1.8,,1.76,838000000.0,1330100000.0,1362400000.0,-32300000.0,1312900000.0,17200000.0,86402400000.0,93714300000.0,,4518000000.0,86402400000.0,7311900000.0,619000000.0,25500000.0,4518000000.0,2793900000.0,-593500000.0,2200400000.0,93714300000.0,729400000.0,731300000.0,747300000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.99,0.99,0.01,0.99,601300000.0,819100000.0,839500000.0,-20400000.0,808800000.0,10300000.0,61376800000.0,66398800000.0,,3135000000.0,61376800000.0,5022000000.0,461600000.0,15400000.0,3135000000.0,1887000000.0,-446200000.0,1440800000.0,66398800000.0,815400000.0,812900000.0,829600000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.35,1.35,0.01,1.35,775000000.0,1112200000.0,1132600000.0,-20400000.0,1099200000.0,13000000.0,72633700000.0,78500200000.0,,3401900000.0,72633700000.0,5866500000.0,577000000.0,20000000.0,3401900000.0,2464600000.0,-557000000.0,1907600000.0,78500200000.0,815400000.0,812900000.0,829600000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q3,2012-07-01,2012-09-30,2013-10-24 16:57:53+00:00,0.48,0.48,,0.47,256100000.0,395900000.0,415900000.0,-20000000.0,391400000.0,4500000.0,24658700000.0,26761600000.0,,1282200000.0,24658700000.0,2102900000.0,155200000.0,6500000.0,1282200000.0,820700000.0,-148700000.0,672000000.0,26761600000.0,815400000.0,812900000.0,829600000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.52,0.52,,0.52,345200000.0,423200000.0,423600000.0,-400000.0,417400000.0,5800000.0,36718100000.0,39637200000.0,,1852800000.0,36718100000.0,2919100000.0,306400000.0,8900000.0,1852800000.0,1066300000.0,-297500000.0,768800000.0,39637200000.0,787400000.0,807800000.0,823900000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.28,1.28,0.01,1.28,710900000.0,1041000000.0,1041400000.0,-400000.0,1032500000.0,8500000.0,58710200000.0,63309600000.0,,2350400000.0,58710200000.0,4599400000.0,516100000.0,19400000.0,2350400000.0,2249000000.0,-496700000.0,1752300000.0,63309600000.0,787400000.0,807800000.0,823900000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q2,2012-04-01,2012-06-30,2013-07-29 16:14:46+00:00,0.19,0.19,,0.18,178200000.0,153000000.0,153400000.0,-400000.0,149600000.0,3400000.0,25417500000.0,27504600000.0,,1587700000.0,25417500000.0,2087100000.0,174400000.0,6600000.0,1587700000.0,499400000.0,-167800000.0,331600000.0,27504600000.0,787400000.0,807800000.0,823900000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q1TTM,2011-04-01,2012-03-31,,2.51,2.51,0.01,2.51,729000000.0,1222200000.0,1222200000.0,,1217100000.0,5100000.0,43870000000.0,47166400000.0,,967500000.0,43870000000.0,3296400000.0,392000000.0,14300000.0,967500000.0,2328900000.0,-377700000.0,1951200000.0,47166400000.0,486900000.0,485300000.0,489700000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q1,2012-01-01,2012-03-31,2013-04-29 16:06:34+00:00,0.55,0.55,,0.55,167000000.0,270200000.0,270200000.0,0.0,267800000.0,2400000.0,11300600000.0,12132600000.0,,265100000.0,11300600000.0,832000000.0,132000000.0,2300000.0,265100000.0,566900000.0,-129700000.0,437200000.0,12132600000.0,486900000.0,485300000.0,489700000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2013.0,FY,2013-01-01,2013-12-31,2016-02-16 16:41:20+00:00,2.28,2.28,,2.25,1104000000.0,1872700000.0,1926300000.0,-53600000.0,1844600000.0,28100000.0,95966400000.0,104098800000.0,-521400000.0,4580700000.0,95966400000.0,8132400000.0,,,4580700000.0,3551700000.0,-521400000.0,3030300000.0,104098800000.0,809000000.0,808600000.0,821600000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2013.0,Q4,2013-10-01,2013-12-31,,0.62,0.62,,0.62,208000000.0,506000000.0,518300000.0,-12300000.0,501900000.0,4100000.0,23720400000.0,25781400000.0,-521400000.0,1232200000.0,23720400000.0,2061000000.0,-470400000.0,-51500000.0,1232200000.0,828800000.0,-102500000.0,726300000.0,25781400000.0,809000000.0,808600000.0,821600000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2013.0,Q3YTD,2013-01-01,2013-09-30,,1.66,1.66,,1.63,896000000.0,1366700000.0,1408000000.0,-41300000.0,1342700000.0,24000000.0,72246000000.0,78317400000.0,,3348500000.0,72246000000.0,6071400000.0,470400000.0,51500000.0,3348500000.0,2722900000.0,-418900000.0,2304000000.0,78317400000.0,805100000.0,810200000.0,822900000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2013.0,Q3TTM,2012-10-01,2013-09-30,,2.24,2.24,,2.19,1132700000.0,1877700000.0,1930900000.0,-53200000.0,1846800000.0,30900000.0,97271600000.0,105632900000.0,,4731500000.0,97271600000.0,8361300000.0,627800000.0,61600000.0,4731500000.0,3629800000.0,-566200000.0,3063600000.0,105632900000.0,805100000.0,810200000.0,822900000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2013.0,Q3,2013-07-01,2013-09-30,2014-10-28 16:19:34+00:00,0.53,0.53,,0.52,326500000.0,438100000.0,453600000.0,-15500000.0,426700000.0,11400000.0,23921400000.0,25915600000.0,,1118700000.0,23921400000.0,1994200000.0,127400000.0,32000000.0,1118700000.0,875500000.0,-95400000.0,780100000.0,25915600000.0,805100000.0,810200000.0,822900000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.13,1.13,,1.11,569500000.0,928600000.0,954400000.0,-25800000.0,916000000.0,12600000.0,48324600000.0,52401800000.0,,2229800000.0,48324600000.0,4077200000.0,343000000.0,19500000.0,2229800000.0,1847400000.0,-323500000.0,1523900000.0,52401800000.0,810400000.0,815200000.0,828400000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2013.0,Q2TTM,2012-07-01,2013-06-30,,2.19,2.19,,2.14,1062300000.0,1835500000.0,1893200000.0,-57700000.0,1811500000.0,24000000.0,98008900000.0,106478900000.0,,4895000000.0,98008900000.0,8470000000.0,655600000.0,36100000.0,4895000000.0,3575000000.0,-619500000.0,2955500000.0,106478900000.0,810400000.0,815200000.0,828400000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2013.0,Q2,2013-04-01,2013-06-30,2014-07-29 16:41:20+00:00,0.67,0.67,,0.66,310400000.0,550500000.0,574400000.0,-23900000.0,543000000.0,7500000.0,24266800000.0,26381900000.0,,1110800000.0,24266800000.0,2115100000.0,127600000.0,8100000.0,1110800000.0,1004300000.0,-119500000.0,884800000.0,26381900000.0,810400000.0,815200000.0,828400000.0
