company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 06:15:01+00:00,,5100000.0,601400000.0,162300000.0,244700000.0,2500000.0,4800000.0,586400000.0,35300000.0,3000000.0,-2523000000.0,-145100000.0,2105100000.0,,-800000.0,12300000.0,-2523000000.0,-145900000.0,2117400000.0,-546700000.0,1181200000.0,1204600000.0,-23400000.0,64300000.0,58900000.0,1700000.0,,,-38000000.0,-119900000.0,-1344000000.0,-1276200000.0,8600000.0
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,Q4,2011-10-01,2011-12-31,,,-44900000.0,487300000.0,181600000.0,65900000.0,,900000.0,226100000.0,3300000.0,4086300000.0,4057700000.0,-34300000.0,533200000.0,,,,4057700000.0,-34300000.0,533200000.0,4557500000.0,293100000.0,293100000.0,,-7000000.0,1000000.0,12000000.0,,-1100000.0,,-46300000.0,-31800000.0,,
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 16:38:52+00:00,0.0,,487300000.0,181600000.0,253400000.0,0.0,-2200000.0,515300000.0,32200000.0,5580300000.0,3029400000.0,-123900000.0,2193100000.0,0.0,0.0,0.0,3029400000.0,-123900000.0,2193100000.0,5096400000.0,1278500000.0,1278500000.0,0.0,145900000.0,28300000.0,20500000.0,0.0,-1100000.0,,-144400000.0,-94600000.0,-2515700000.0,
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,Q3,2011-07-01,2011-09-30,,,42500000.0,,,61300000.0,,-2700000.0,499800000.0,5800000.0,-100000000.0,-144600000.0,-37900000.0,956800000.0,,,,-144600000.0,-37900000.0,956800000.0,771600000.0,324700000.0,324700000.0,,28500000.0,1400000.0,6100000.0,,,,-44000000.0,-51800000.0,,
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-05 20:17:09+00:00,,44900000.0,,,187500000.0,,-3100000.0,289200000.0,28900000.0,1494000000.0,-1028300000.0,-89600000.0,1659900000.0,,,,-1028300000.0,-89600000.0,1659900000.0,538900000.0,985400000.0,985400000.0,,152900000.0,27300000.0,8500000.0,,,,-98100000.0,-62800000.0,-2515700000.0,
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,Q2,2011-04-01,2011-06-30,,,1400000.0,,,63300000.0,,-600000.0,-10000000.0,20500000.0,1594000000.0,-899300000.0,-33900000.0,458700000.0,,,,-899300000.0,-33900000.0,458700000.0,-475100000.0,334200000.0,334200000.0,,69800000.0,12900000.0,700000.0,,,,-34600000.0,-11000000.0,-2515700000.0,
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-07 16:13:06+00:00,,2400000.0,,,126200000.0,,-400000.0,-210600000.0,23100000.0,1594000000.0,-883700000.0,-51700000.0,703100000.0,,,,-883700000.0,-51700000.0,703100000.0,-232700000.0,660700000.0,660700000.0,,124400000.0,25900000.0,2400000.0,,,,-54100000.0,-11000000.0,-2515700000.0,
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2011.0,Q1,2011-01-01,2011-03-31,2012-05-10 16:16:59+00:00,,1000000.0,,,62900000.0,,200000.0,-200600000.0,2600000.0,,15600000.0,-17800000.0,244400000.0,,,,15600000.0,-17800000.0,244400000.0,242400000.0,326500000.0,326500000.0,,54600000.0,13000000.0,1700000.0,,,,-19500000.0,,,
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,Q4,2012-10-01,2012-12-31,,,,1164000000.0,587300000.0,601400000.0,30000000.0,-600000.0,1485000000.0,49500000.0,,-1096300000.0,-16100000.0,2705700000.0,-25500000.0,-1300000.0,21200000.0,-1121800000.0,-17400000.0,2726900000.0,1591900000.0,511000000.0,524100000.0,-13100000.0,95200000.0,14900000.0,12200000.0,4800000.0,-2800000.0,,-58300000.0,-1157900000.0,,
Express Scripts Holding Co,ESRX,5493003UA6VMND084504,1532063,2012.0,FY,2012-01-01,2012-12-31,2015-02-23 16:21:31+00:00,-10326000000.0,,1164000000.0,587300000.0,1871400000.0,103900000.0,2000000.0,1036800000.0,326000000.0,8058900000.0,2850400000.0,-10428700000.0,4751100000.0,-26800000.0,-5400000.0,30500000.0,2823600000.0,-10391700000.0,4781600000.0,-2827000000.0,1330100000.0,1362400000.0,-32300000.0,480500000.0,45300000.0,-4000000.0,-42500000.0,-8100000.0,,-160200000.0,-5571700000.0,0.0,
