company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2010.0,FY,,2010-06-27,2011-08-19 17:10:36+00:00,121099000.0,499890000.0,309397000.0,-69849000.0,545767000.0,,1453065000.0,123194000.0,46158000.0,169182000.0,67724000.0,17645000.0,165234000.0,318479000.0,200336000.0,110462000.0,26218000.0,102037000.0,32493000.0,65677000.0,,1966336000.0,4967000.0,280690000.0,2487392000.0,1768135000.0,1756661000.0,558657000.0,1768135000.0,1768135000.0,719257000.0,2487392000.0,530395000.0,160600000.0,0.0,-1581417000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2011.0,FY,,2011-06-26,2012-08-22 17:01:37+00:00,163541000.0,590568000.0,358756000.0,9761000.0,1492132000.0,0.0,1531589000.0,153680000.0,78435000.0,169182000.0,47434000.0,738488000.0,165256000.0,396607000.0,270458000.0,113582000.0,3892000.0,124380000.0,51193000.0,85408000.0,,2690086000.0,4782000.0,630115000.0,4053867000.0,2469845000.0,3273265000.0,680759000.0,2469845000.0,2469845000.0,1584022000.0,4053867000.0,510144000.0,903263000.0,0.0,-1761591000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2011.0,Q3,,2011-03-27,2011-05-03 16:05:18+00:00,184119000.0,637795000.0,328695000.0,-198000.0,942710000.0,,1473093000.0,150335000.0,45934000.0,169182000.0,51964000.0,15949000.0,165248000.0,355734000.0,251954000.0,116911000.0,29578000.0,107795000.0,25088000.0,77722000.0,,2564156000.0,4242000.0,312879000.0,3148495000.0,2323156000.0,2372774000.0,667391000.0,2323156000.0,2323156000.0,825339000.0,3148495000.0,523767000.0,157948000.0,0.0,-1713895000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2011.0,Q2,,2010-12-26,2011-02-03 15:39:21+00:00,168753000.0,689400000.0,381915000.0,-24668000.0,729060000.0,,1438131000.0,135090000.0,47380000.0,169182000.0,56489000.0,16524000.0,165244000.0,333874000.0,229769000.0,118323000.0,28030000.0,104758000.0,23720000.0,76993000.0,,2381916000.0,4113000.0,303038000.0,2933217000.0,2084779000.0,2179745000.0,689871000.0,2084779000.0,2084779000.0,848438000.0,2933217000.0,523703000.0,158567000.0,0.0,-1710600000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2011.0,Q1,,2010-09-26,2010-11-03 16:36:09+00:00,143454000.0,526904000.0,331456000.0,-39866000.0,628281000.0,,1472883000.0,132261000.0,46191000.0,169182000.0,62506000.0,15077000.0,165244000.0,338335000.0,206238000.0,114946000.0,26968000.0,102727000.0,23248000.0,74728000.0,,2160060000.0,5226000.0,304992000.0,2652296000.0,1886628000.0,1919431000.0,612397000.0,1886628000.0,1886628000.0,765668000.0,2652296000.0,526627000.0,153271000.0,0.0,-1706449000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,FY,,2012-06-24,2013-08-27 16:11:24+00:00,258778000.0,765818000.0,492178000.0,-33818000.0,1564752000.0,0.0,4943726000.0,164833000.0,47782000.0,1446303000.0,1240427000.0,761783000.0,166335000.0,632853000.0,584596000.0,274240000.0,,151882000.0,219577000.0,105973000.0,190343000.0,2858809000.0,511139000.0,1297931000.0,8004652000.0,5131781000.0,4415109000.0,1426928000.0,5131781000.0,5131781000.0,2682528000.0,8004652000.0,3004947000.0,1255600000.0,0.0,-2636936000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,Q3,,2012-03-25,2012-05-03 16:08:16+00:00,179445000.0,471776000.0,330103000.0,-16188000.0,1410267000.0,0.0,1747145000.0,139607000.0,78719000.0,169182000.0,34094000.0,755427000.0,165220000.0,376126000.0,279955000.0,115570000.0,,120903000.0,61469000.0,93325000.0,,2840740000.0,2500000.0,993696000.0,4193263000.0,2609142000.0,3423909000.0,651655000.0,2609142000.0,2609142000.0,1584121000.0,4193263000.0,489399000.0,932466000.0,0.0,-1962555000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,Q2,,2011-12-25,2012-02-03 16:07:18+00:00,108118000.0,462243000.0,365405000.0,-33130000.0,1506928000.0,0.0,1651135000.0,117265000.0,78479000.0,169182000.0,38386000.0,749078000.0,165217000.0,373130000.0,272409000.0,115616000.0,4184000.0,115918000.0,57104000.0,79215000.0,,2795136000.0,2817000.0,712856000.0,3978147000.0,2462744000.0,3212851000.0,593605000.0,2462744000.0,2462744000.0,1515403000.0,3978147000.0,492887000.0,921798000.0,0.0,-1950397000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,Q1,,2011-09-25,2011-11-03 16:32:21+00:00,113277000.0,523240000.0,364353000.0,-16434000.0,1339318000.0,0.0,1476677000.0,112518000.0,78330000.0,169182000.0,42905000.0,743252000.0,165239000.0,396301000.0,266411000.0,116509000.0,4718000.0,117870000.0,56717000.0,84353000.0,,2761924000.0,4446000.0,713087000.0,3900954000.0,2389882000.0,3134629000.0,594594000.0,2389882000.0,2389882000.0,1511072000.0,3900954000.0,499914000.0,916478000.0,0.0,-1832285000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,FY,,2013-06-30,2014-08-26 17:02:02+00:00,200254000.0,602624000.0,464528000.0,-28693000.0,1162473000.0,0.0,5084707000.0,225038000.0,,1452196000.0,1074345000.0,789256000.0,166536000.0,559317000.0,603910000.0,246479000.0,,159499000.0,134313000.0,134670000.0,186920000.0,2972688000.0,514655000.0,1334745000.0,7250315000.0,4488872000.0,3793829000.0,1404475000.0,4488872000.0,4488872000.0,2574523000.0,7250315000.0,2852576000.0,1170048000.0,,-3539830000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,Q3,,2013-03-31,2013-05-09 16:55:36+00:00,173287000.0,544070000.0,432856000.0,-23745000.0,1019109000.0,0.0,5229692000.0,193315000.0,137729000.0,1446244000.0,1116742000.0,1294599000.0,166196000.0,545036000.0,594916000.0,250339000.0,,152285000.0,258151000.0,86156000.0,,2886981000.0,1555000.0,1337819000.0,7146302000.0,4542200000.0,3669919000.0,801013000.0,4542200000.0,4542200000.0,2604102000.0,7146302000.0,2881467000.0,1803089000.0,0.0,-3550728000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,Q2,,2012-12-23,2013-01-31 16:22:26+00:00,156237000.0,590925000.0,498787000.0,-24484000.0,1190189000.0,0.0,5190358000.0,168994000.0,139300000.0,1454920000.0,1153301000.0,1286729000.0,166166000.0,530272000.0,590547000.0,260063000.0,344000.0,151478000.0,294300000.0,65224000.0,,2867985000.0,1464000.0,1330498000.0,7363164000.0,4696590000.0,3846408000.0,825482000.0,4696590000.0,4696590000.0,2666574000.0,7363164000.0,2926209000.0,1841092000.0,0.0,-3337269000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,Q1,,2012-09-23,2012-11-01 16:47:32+00:00,148120000.0,640217000.0,496528000.0,-33907000.0,1411466000.0,0.0,5159632000.0,208088000.0,136556000.0,1446303000.0,1196467000.0,1278792000.0,166196000.0,567920000.0,593202000.0,282844000.0,,152762000.0,296807000.0,100490000.0,,2861577000.0,1521000.0,1312767000.0,7724346000.0,5011646000.0,4169416000.0,854257000.0,5011646000.0,5011646000.0,2712700000.0,7724346000.0,2961728000.0,1858443000.0,0.0,-2975656000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,FY,,2014-06-29,2015-08-13 16:16:15+00:00,223515000.0,800616000.0,604296000.0,-28655000.0,1452677000.0,0.0,5239729000.0,235923000.0,,1466225000.0,894078000.0,817202000.0,146492000.0,740503000.0,543496000.0,258357000.0,,159353000.0,122662000.0,176899000.0,183349000.0,3575737000.0,518267000.0,1612967000.0,7993306000.0,5029735000.0,4783662000.0,1582001000.0,5029735000.0,5029735000.0,2780222000.0,7993306000.0,2666148000.0,1198221000.0,0.0,-3757076000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,Q3,,2014-03-30,2014-05-08 16:14:45+00:00,252517000.0,818390000.0,515504000.0,-27071000.0,1292301000.0,0.0,5187215000.0,257283000.0,,1457320000.0,951593000.0,810688000.0,143914000.0,717356000.0,552591000.0,251080000.0,,154600000.0,111346000.0,157131000.0,184256000.0,3371582000.0,517401000.0,1462171000.0,7707367000.0,4807292000.0,4447349000.0,1542705000.0,4807292000.0,4807292000.0,2715819000.0,7707367000.0,2707427000.0,1173114000.0,0.0,-3724434000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,Q2,,2013-12-29,2014-02-06 16:11:34+00:00,252586000.0,909720000.0,529119000.0,-15521000.0,1132555000.0,0.0,5153576000.0,224386000.0,17095000.0,1457320000.0,995746000.0,803276000.0,166395000.0,661572000.0,546193000.0,248996000.0,,141108000.0,129710000.0,138359000.0,185154000.0,3207186000.0,516481000.0,1389735000.0,7555798000.0,4666090000.0,4249036000.0,1522572000.0,4666090000.0,4666090000.0,2704554000.0,7555798000.0,2760569000.0,1181982000.0,0.0,-3679151000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,Q1,,2013-09-29,2013-11-07 16:09:27+00:00,206072000.0,713524000.0,492860000.0,-23355000.0,1156184000.0,0.0,5121194000.0,188420000.0,29090000.0,1452196000.0,1032704000.0,796373000.0,166385000.0,614790000.0,564845000.0,248462000.0,,149963000.0,129306000.0,110633000.0,186042000.0,3058194000.0,515538000.0,1300031000.0,7290345000.0,4527272000.0,3924252000.0,1402890000.0,4527272000.0,4527272000.0,2577031000.0,7290345000.0,2801248000.0,1174141000.0,0.0,-3628761000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,FY,,2015-06-28,2016-08-16 19:26:13+00:00,300203000.0,1093582000.0,649438000.0,-57796000.0,1501539000.0,0.0,5366932000.0,322070000.0,,1400000000.0,728140000.0,1001382000.0,170969000.0,943346000.0,621418000.0,202930000.0,,185763000.0,184023000.0,157435000.0,241808000.0,4096855000.0,1359650000.0,2574947000.0,9364648000.0,5103144000.0,6270849000.0,2631361000.0,5103144000.0,5103144000.0,4019696000.0,9364648000.0,2484872000.0,1388335000.0,0.0,-4302847000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,Q3,,2015-03-29,2015-04-30 16:18:11+00:00,322160000.0,1046800000.0,588866000.0,-63240000.0,1635636000.0,0.0,5380467000.0,303284000.0,,1466319000.0,776658000.0,1831094000.0,164300000.0,919679000.0,579824000.0,205536000.0,,190473000.0,189291000.0,145357000.0,180569000.0,4013222000.0,520686000.0,2313495000.0,9238541000.0,5097055000.0,6060967000.0,1734996000.0,5097055000.0,5097055000.0,3960917000.0,9238541000.0,2597750000.0,2225921000.0,0.0,-4233394000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,Q2,,2014-12-28,2015-02-03 16:02:36+00:00,296423000.0,944014000.0,637505000.0,-45391000.0,981275000.0,0.0,5328926000.0,254765000.0,,1466949000.0,815057000.0,830880000.0,155455000.0,913390000.0,585372000.0,205535000.0,,173044000.0,183678000.0,173731000.0,181505000.0,3835652000.0,519963000.0,1902402000.0,8110689000.0,5000435000.0,4914812000.0,1708656000.0,5000435000.0,5000435000.0,2928749000.0,8110689000.0,2610505000.0,1220093000.0,0.0,-4118752000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,Q1,,2014-09-28,2014-11-03 16:03:39+00:00,249779000.0,864403000.0,578968000.0,-38732000.0,1293678000.0,0.0,5292003000.0,251779000.0,,1467319000.0,854834000.0,824269000.0,149483000.0,815612000.0,555658000.0,217118000.0,,175558000.0,179711000.0,123615000.0,182432000.0,3687437000.0,519099000.0,1593668000.0,7893828000.0,4890673000.0,4690976000.0,1599625000.0,4890673000.0,4890673000.0,2820723000.0,7893828000.0,2647194000.0,1221098000.0,0.0,-4050035000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2016.0,FY,,2016-06-26,2017-08-15 16:08:17+00:00,348199000.0,1262145000.0,772910000.0,-69333000.0,5039322000.0,0.0,5573058000.0,349199000.0,,1400000000.0,564921000.0,3378129000.0,250421000.0,971911000.0,639608000.0,231514000.0,,209939000.0,134562000.0,151160000.0,207552000.0,4820109000.0,947733000.0,1788612000.0,12264315000.0,5894517000.0,9213150000.0,2418041000.0,5894517000.0,5894517000.0,6162246000.0,12264315000.0,2425281000.0,3744205000.0,0.0,-4429317000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2016.0,Q3,,2016-03-27,2016-04-25 16:14:26+00:00,373164000.0,1236617000.0,655945000.0,-55890000.0,2232021000.0,0.0,5559364000.0,334095000.0,,1386559000.0,612779000.0,1407250000.0,227838000.0,934932000.0,664424000.0,266681000.0,,191097000.0,137017000.0,231277000.0,178789000.0,4609221000.0,978982000.0,2306718000.0,10024262000.0,5692339000.0,6941565000.0,2342186000.0,5692339000.0,5692339000.0,4153134000.0,10024262000.0,2418273000.0,1810948000.0,0.0,-4420356000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2016.0,Q2,,2015-12-27,2016-02-03 16:18:11+00:00,230974000.0,1089850000.0,757260000.0,-68781000.0,1967873000.0,0.0,5516288000.0,261049000.0,,1387082000.0,652131000.0,1404683000.0,207568000.0,879821000.0,643746000.0,257502000.0,,189697000.0,135303000.0,225046000.0,177662000.0,4513561000.0,973697000.0,2507607000.0,9750421000.0,5552291000.0,6670197000.0,2222980000.0,5552291000.0,5552291000.0,4020468000.0,9750421000.0,2436478000.0,1797488000.0,0.0,-4408777000.0
