company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2011.0,Q3YTD,2010-06-28,2011-03-27,,4.84,4.84,,4.78,,65996000.0,597820000.0,597820000.0,597820000.0,1326897000.0,2485675000.0,1722000.0,,,273710000.0,-5163000.0,228137000.0,1326897000.0,1158778000.0,,,496684000.0,662094000.0,1722000.0,663816000.0,2485675000.0,124000000.0,123674000.0,125293000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2011.0,Q3TTM,2010-03-29,2011-03-27,,5.95,5.95,,5.88,21314000.0,85257000.0,737817000.0,737817000.0,737817000.0,1700744000.0,3180964000.0,-2425000.0,,,359354000.0,-13175000.0,294916000.0,1700744000.0,1480220000.0,994000.0,8682000.0,662409000.0,817811000.0,5263000.0,823074000.0,3180964000.0,124000000.0,123674000.0,125293000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2011.0,Q3,2010-12-27,2011-03-27,2012-05-03 16:08:16+00:00,1.47,1.47,,1.45,,16419000.0,182240000.0,182240000.0,182240000.0,435068000.0,809087000.0,1663000.0,,,96880000.0,,80143000.0,435068000.0,374019000.0,,,177023000.0,196996000.0,1663000.0,198659000.0,809087000.0,124000000.0,123674000.0,125293000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2011.0,Q2YTD,2010-06-28,2010-12-26,,3.37,3.37,,3.33,,49577000.0,415580000.0,415580000.0,415580000.0,891829000.0,1676588000.0,59000.0,,,176830000.0,-5163000.0,147994000.0,891829000.0,784759000.0,,,319661000.0,465098000.0,59000.0,465157000.0,1676588000.0,123300000.0,123101000.0,124786000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2011.0,Q2TTM,2009-12-28,2010-12-26,,5.42,5.42,,5.37,21314000.0,99246000.0,675878000.0,675878000.0,675878000.0,1605568000.0,3004640000.0,-2472000.0,,,344319000.0,-13175000.0,276706000.0,1605568000.0,1399072000.0,994000.0,8682000.0,629164000.0,769908000.0,5216000.0,775124000.0,3004640000.0,123300000.0,123101000.0,124786000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2011.0,Q2,2010-09-27,2010-12-26,2012-02-03 16:07:18+00:00,1.8,1.8,,1.78,,20286000.0,221856000.0,221856000.0,221856000.0,463281000.0,870714000.0,1038000.0,,,90477000.0,,75852000.0,463281000.0,407433000.0,,,166329000.0,241104000.0,1038000.0,242142000.0,870714000.0,123300000.0,123101000.0,124786000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2011.0,Q1TTM,2009-09-28,2010-09-26,,4.17,4.17,,4.13,21314000.0,100676000.0,523596000.0,523596000.0,523596000.0,1408276000.0,2621102000.0,-3568000.0,-18362000.0,,336013000.0,-7256000.0,260965000.0,1408276000.0,1212826000.0,994000.0,8682000.0,592674000.0,620152000.0,4120000.0,624272000.0,2621102000.0,123400000.0,123665000.0,125202000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2011.0,Q1,2010-06-28,2010-09-26,2011-11-03 16:32:21+00:00,1.57,1.57,,1.55,,29291000.0,193724000.0,193724000.0,193724000.0,428548000.0,805874000.0,-979000.0,,,86353000.0,-5163000.0,72142000.0,428548000.0,377326000.0,,,153332000.0,223994000.0,-979000.0,223015000.0,805874000.0,123400000.0,123665000.0,125202000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,FY,2011-06-27,2012-06-24,2014-08-26 17:02:02+00:00,1.36,1.36,,1.35,,35695000.0,168723000.0,168723000.0,168723000.0,1581123000.0,2665192000.0,-33315000.0,,,444559000.0,,401777000.0,1581123000.0,1084069000.0,,,846336000.0,237733000.0,-33315000.0,204418000.0,2665192000.0,124100000.0,124176000.0,125233000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,Q4,2012-03-26,2012-06-24,,0.12,0.12,,0.12,-1725000.0,4712000.0,18069000.0,18069000.0,18069000.0,443601000.0,741814000.0,-9889000.0,,,124528000.0,,142740000.0,443601000.0,298213000.0,,,265543000.0,32670000.0,-9889000.0,22781000.0,741814000.0,124100000.0,124176000.0,125233000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,Q3YTD,2011-06-27,2012-03-25,,1.24,1.24,,1.23,1725000.0,30983000.0,150654000.0,150654000.0,150654000.0,1137522000.0,1923378000.0,-23426000.0,,,320031000.0,,259037000.0,1137522000.0,785856000.0,,,580793000.0,205063000.0,-23426000.0,181637000.0,1923378000.0,120000000.0,119841000.0,120956000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,Q3TTM,2011-03-28,2012-03-25,,2.26,2.26,,2.24,13304000.0,42115000.0,276582000.0,276582000.0,276582000.0,1551086000.0,2675396000.0,-28557000.0,,,419614000.0,5163000.0,338975000.0,1551086000.0,1124310000.0,,,777056000.0,347254000.0,-28557000.0,318697000.0,2675396000.0,120000000.0,119841000.0,120956000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,Q3,2011-12-26,2012-03-25,2013-05-09 16:55:36+00:00,0.38,0.38,,0.38,,8946000.0,45604000.0,45604000.0,45604000.0,391814000.0,658961000.0,-3568000.0,,,113448000.0,,95581000.0,391814000.0,267147000.0,,,209029000.0,58118000.0,-3568000.0,54550000.0,658961000.0,120000000.0,119841000.0,120956000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,Q2YTD,2011-06-27,2011-12-25,,0.86,0.86,,0.85,1725000.0,22037000.0,105050000.0,105050000.0,105050000.0,745708000.0,1264417000.0,-19858000.0,,,206583000.0,,163456000.0,745708000.0,518709000.0,,,371764000.0,146945000.0,-19858000.0,127087000.0,1264417000.0,118600000.0,119739000.0,120873000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,Q2TTM,2010-12-27,2011-12-25,,3.35,3.35,,3.31,13304000.0,49588000.0,413218000.0,413218000.0,413218000.0,1594340000.0,2825522000.0,-23326000.0,,,403046000.0,5163000.0,323537000.0,1594340000.0,1231182000.0,,,745050000.0,486132000.0,-23326000.0,462806000.0,2825522000.0,118600000.0,119739000.0,120873000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,Q2,2011-09-26,2011-12-25,2013-01-31 16:22:26+00:00,0.28,0.28,,0.27,,6549000.0,33212000.0,33212000.0,33212000.0,349155000.0,583981000.0,-7785000.0,,,104024000.0,,83256000.0,349155000.0,234826000.0,,,187280000.0,47546000.0,-7785000.0,39761000.0,583981000.0,118600000.0,119739000.0,120873000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,Q1TTM,2010-09-27,2011-09-25,,4.87,4.87,,4.82,13304000.0,63325000.0,601862000.0,601862000.0,601862000.0,1708466000.0,3112255000.0,-14503000.0,,,389499000.0,5163000.0,316133000.0,1708466000.0,1403789000.0,,,724099000.0,679690000.0,-14503000.0,665187000.0,3112255000.0,123900000.0,123130000.0,124049000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2012.0,Q1,2011-06-27,2011-09-25,2012-11-01 16:47:32+00:00,0.58,0.58,,0.58,1725000.0,15488000.0,71838000.0,71838000.0,71838000.0,396553000.0,680436000.0,-12073000.0,,,102559000.0,,80200000.0,396553000.0,283883000.0,,,184484000.0,99399000.0,-12073000.0,87326000.0,680436000.0,123900000.0,123130000.0,124049000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,Q4,2013-04-01,2013-06-30,,0.49,0.49,,0.49,,-11460000.0,85707000.0,85707000.0,85707000.0,572287000.0,986214000.0,-12251000.0,,,180220000.0,,147209000.0,572287000.0,413927000.0,,,327429000.0,86498000.0,-12251000.0,74247000.0,986214000.0,170000000.0,168932000.0,173430000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,FY,2012-06-25,2013-06-30,2015-08-13 16:16:15+00:00,0.67,0.67,,0.66,0.0,-47221000.0,113879000.0,113879000.0,113879000.0,2195857000.0,3598916000.0,-51413000.0,,,683688000.0,,601300000.0,2195857000.0,1403059000.0,,,1284988000.0,118071000.0,-51413000.0,66658000.0,3598916000.0,170000000.0,168932000.0,173430000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,Q3YTD,2012-06-25,2013-03-31,,0.18,0.18,,0.17,,-35761000.0,28172000.0,28172000.0,28172000.0,1623570000.0,2612702000.0,-39162000.0,,,503468000.0,,454091000.0,1623570000.0,989132000.0,,,957559000.0,31573000.0,-39162000.0,-7589000.0,2612702000.0,158300000.0,163034000.0,168504000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,Q3TTM,2012-03-26,2013-03-31,,0.3,0.3,,0.29,-1725000.0,-31049000.0,46241000.0,46241000.0,46241000.0,2067171000.0,3354516000.0,-49051000.0,,,627996000.0,,596831000.0,2067171000.0,1287345000.0,,,1223102000.0,64243000.0,-49051000.0,15192000.0,3354516000.0,158300000.0,163034000.0,168504000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,Q3,2012-12-24,2013-03-31,2014-05-08 16:14:45+00:00,0.12,0.12,,0.11,,-24011000.0,18996000.0,18996000.0,18996000.0,505096000.0,844928000.0,-15834000.0,,,174206000.0,,154807000.0,505096000.0,339832000.0,,,329013000.0,10819000.0,-15834000.0,-5015000.0,844928000.0,158300000.0,163034000.0,168504000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,Q2,2012-09-24,2012-12-23,2014-02-06 16:11:34+00:00,0.04,0.04,,0.04,,-15756000.0,6408000.0,6408000.0,6408000.0,545472000.0,860886000.0,-13390000.0,,,165951000.0,,145421000.0,545472000.0,315414000.0,,,311372000.0,4042000.0,-13390000.0,-9348000.0,860886000.0,160200000.0,170699000.0,173027000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,Q2YTD,2012-06-25,2012-12-23,,0.06,0.06,,0.06,,-11750000.0,9176000.0,9176000.0,9176000.0,1118474000.0,1767774000.0,-23328000.0,,,329262000.0,,299284000.0,1118474000.0,649300000.0,,,628546000.0,20754000.0,-23328000.0,-2574000.0,1767774000.0,160200000.0,170699000.0,173027000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,Q2TTM,2011-12-26,2012-12-23,,0.56,0.56,,0.56,-1725000.0,1908000.0,72849000.0,72849000.0,72849000.0,1953889000.0,3168549000.0,-36785000.0,,,567238000.0,,537605000.0,1953889000.0,1214660000.0,,,1103118000.0,111542000.0,-36785000.0,74757000.0,3168549000.0,160200000.0,170699000.0,173027000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,Q1TTM,2011-09-26,2012-09-23,,0.8,0.8,,0.79,-1725000.0,24213000.0,99653000.0,99653000.0,99653000.0,1757572000.0,2891644000.0,-31180000.0,,,505311000.0,,475440000.0,1757572000.0,1134072000.0,,,979026000.0,155046000.0,-31180000.0,123866000.0,2891644000.0,138400000.0,179928000.0,181926000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2013.0,Q1,2012-06-25,2012-09-23,2013-11-07 16:09:27+00:00,0.02,0.02,,0.02,,4006000.0,2768000.0,2768000.0,2768000.0,573002000.0,906888000.0,-9938000.0,,,163311000.0,,153863000.0,573002000.0,333886000.0,,,317174000.0,16712000.0,-9938000.0,6774000.0,906888000.0,138400000.0,179928000.0,181926000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,FY,2013-07-01,2014-06-29,2016-08-16 19:26:13+00:00,3.84,3.84,0.18,3.62,0.0,91074000.0,632289000.0,632289000.0,632289000.0,2599828000.0,4607309000.0,45704000.0,,,716471000.0,,613341000.0,2599828000.0,2007481000.0,,,1329812000.0,677669000.0,45704000.0,723363000.0,4607309000.0,164700000.0,164741000.0,174503000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,Q4,2014-03-31,2014-06-29,,1.39,1.39,0.18,1.29,,56103000.0,233395000.0,233395000.0,233395000.0,691761000.0,1248797000.0,73658000.0,,,185449000.0,,155737000.0,691761000.0,557036000.0,,,341186000.0,215850000.0,73658000.0,289498000.0,1248797000.0,164700000.0,164741000.0,174503000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,Q3YTD,2013-07-01,2014-03-30,,2.45,2.45,,2.33,,34971000.0,398894000.0,398894000.0,398894000.0,1908067000.0,3358512000.0,-27954000.0,,,531022000.0,,457604000.0,1908067000.0,1450445000.0,,,988626000.0,461819000.0,-27954000.0,433865000.0,3358512000.0,162800000.0,162238000.0,171636000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,Q3TTM,2013-04-01,2014-03-30,,2.94,2.94,,2.82,,23511000.0,484601000.0,484601000.0,484601000.0,2480354000.0,4344726000.0,-40205000.0,,,711242000.0,,604813000.0,2480354000.0,1864372000.0,,,1316055000.0,548317000.0,-40205000.0,508112000.0,4344726000.0,162800000.0,162238000.0,171636000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,Q3,2013-12-30,2014-03-30,2015-04-30 16:18:11+00:00,1.01,1.01,,0.96,,17686000.0,164396000.0,164396000.0,164396000.0,696594000.0,1227392000.0,-9855000.0,,,185978000.0,,152883000.0,696594000.0,530798000.0,,,338861000.0,191937000.0,-9855000.0,182082000.0,1227392000.0,162800000.0,162238000.0,171636000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,Q2YTD,2013-07-01,2013-12-29,,1.44,1.44,,1.37,,17285000.0,234498000.0,234498000.0,234498000.0,1211473000.0,2131120000.0,-18099000.0,,,345044000.0,,304721000.0,1211473000.0,919647000.0,,,649765000.0,269882000.0,-18099000.0,251783000.0,2131120000.0,161900000.0,162305000.0,171757000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,Q2TTM,2012-12-24,2013-12-29,,2.05,2.05,,1.97,,-18186000.0,339201000.0,339201000.0,339201000.0,2288856000.0,3962262000.0,-46184000.0,,,699470000.0,,606737000.0,2288856000.0,1673406000.0,,,1306207000.0,367199000.0,-46184000.0,321015000.0,3962262000.0,161900000.0,162305000.0,171757000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,Q2,2013-09-30,2013-12-29,2015-02-03 16:02:36+00:00,0.92,0.92,,0.87,,11645000.0,148992000.0,148992000.0,148992000.0,628272000.0,1116061000.0,-3837000.0,,,174477000.0,,148838000.0,628272000.0,487789000.0,,,323315000.0,164474000.0,-3837000.0,160637000.0,1116061000.0,161900000.0,162305000.0,171757000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,Q1TTM,2012-09-24,2013-09-29,,1.17,1.17,,1.14,,-45587000.0,196617000.0,196617000.0,196617000.0,2206056000.0,3707087000.0,-55737000.0,,,690944000.0,,603320000.0,2206056000.0,1501031000.0,,,1294264000.0,206767000.0,-55737000.0,151030000.0,3707087000.0,164400000.0,162896000.0,171363000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2014.0,Q1,2013-07-01,2013-09-29,2014-11-03 16:03:39+00:00,0.52,0.52,,0.5,,5640000.0,85506000.0,85506000.0,85506000.0,583201000.0,1015059000.0,-14262000.0,,,170567000.0,,155883000.0,583201000.0,431858000.0,,,326450000.0,105408000.0,-14262000.0,91146000.0,1015059000.0,164400000.0,162896000.0,171363000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,FY,2014-06-30,2015-06-28,2017-08-15 16:08:17+00:00,4.11,4.11,0.84,3.7,79400000.0,85273000.0,655577000.0,655577000.0,655577000.0,2974976000.0,5259312000.0,-47189000.0,,,825242000.0,,591611000.0,2974976000.0,2284336000.0,,,1496253000.0,788039000.0,-47189000.0,740850000.0,5259312000.0,159500000.0,159629000.0,177067000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,Q4,2015-03-30,2015-06-28,,0.83,0.83,0.3,0.74,79400000.0,39411000.0,131271000.0,131271000.0,131271000.0,839832000.0,1481370000.0,-20353000.0,,,221675000.0,,149384000.0,839832000.0,641538000.0,,,450459000.0,191035000.0,-20353000.0,170682000.0,1481370000.0,159500000.0,159629000.0,177067000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,Q3,2014-12-29,2015-03-29,2016-04-25 16:14:26+00:00,1.3,1.3,0.18,1.16,,22291000.0,206285000.0,206285000.0,206285000.0,792731000.0,1393333000.0,-11389000.0,,,217865000.0,,142772000.0,792731000.0,600602000.0,,,360637000.0,239965000.0,-11389000.0,228576000.0,1393333000.0,158700000.0,158992000.0,177531000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,Q3YTD,2014-06-30,2015-03-29,,3.28,3.28,0.54,2.96,,45862000.0,524306000.0,524306000.0,524306000.0,2135144000.0,3777942000.0,-26836000.0,,,603567000.0,,442227000.0,2135144000.0,1642798000.0,,,1045794000.0,597004000.0,-26836000.0,570168000.0,3777942000.0,158700000.0,158992000.0,177531000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,Q3TTM,2014-03-31,2015-03-29,,4.67,4.67,0.72,4.25,,101965000.0,757701000.0,757701000.0,757701000.0,2826905000.0,5026739000.0,46822000.0,,,789016000.0,,597964000.0,2826905000.0,2199834000.0,,,1386980000.0,812854000.0,46822000.0,859666000.0,5026739000.0,158700000.0,158992000.0,177531000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,Q2,2014-09-29,2014-12-28,2016-02-03 16:18:11+00:00,1.11,1.11,0.18,1.0,,2002000.0,176940000.0,176940000.0,176940000.0,695584000.0,1232241000.0,-9799000.0,,,196768000.0,,151148000.0,695584000.0,536657000.0,,,347916000.0,188741000.0,-9799000.0,178942000.0,1232241000.0,159400000.0,159248000.0,177046000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,Q2YTD,2014-06-30,2014-12-28,,1.98,1.98,0.36,1.8,,23571000.0,318021000.0,318021000.0,318021000.0,1342413000.0,2384609000.0,-15447000.0,,,385702000.0,,299455000.0,1342413000.0,1042196000.0,,,685157000.0,357039000.0,-15447000.0,341592000.0,2384609000.0,159400000.0,159248000.0,177046000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,Q2TTM,2013-12-30,2014-12-28,,4.38,4.38,0.54,4.05,,97360000.0,715812000.0,715812000.0,715812000.0,2730768000.0,4860798000.0,48356000.0,,,757129000.0,,608075000.0,2730768000.0,2130030000.0,,,1365204000.0,764826000.0,48356000.0,813172000.0,4860798000.0,159400000.0,159248000.0,177046000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,Q1TTM,2013-09-30,2014-09-28,,4.19,4.19,0.36,3.92,,107003000.0,687864000.0,687864000.0,687864000.0,2663456000.0,4744618000.0,54318000.0,,,734838000.0,,605765000.0,2663456000.0,2081162000.0,,,1340603000.0,740559000.0,54318000.0,794867000.0,4744618000.0,162200000.0,161685000.0,177118000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2015.0,Q1,2014-06-30,2014-09-28,2015-11-03 16:46:41+00:00,0.87,0.87,0.18,0.8,,21569000.0,141081000.0,141081000.0,141081000.0,646829000.0,1152368000.0,-5648000.0,,,188934000.0,,148307000.0,646829000.0,505539000.0,,,337241000.0,168298000.0,-5648000.0,162650000.0,1152368000.0,162200000.0,161685000.0,177118000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2016.0,FY,2015-06-29,2016-06-26,2018-08-14 16:18:51+00:00,5.75,5.75,1.2,5.22,,46068000.0,914049000.0,914049000.0,914049000.0,3266971000.0,5885893000.0,-114139000.0,,,913712000.0,,630954000.0,3266971000.0,2618922000.0,,,1544666000.0,1074256000.0,-114139000.0,960117000.0,5885893000.0,159000000.0,158919000.0,175159000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2016.0,Q4,2016-03-28,2016-06-26,,1.62,1.62,0.3,1.46,,23053000.0,258939000.0,258939000.0,258939000.0,847477000.0,1546261000.0,-27249000.0,,,237255000.0,,152288000.0,847477000.0,698784000.0,,,389543000.0,309241000.0,-27249000.0,281992000.0,1546261000.0,159000000.0,158919000.0,175159000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2016.0,Q3,2015-12-28,2016-03-27,2017-04-24 16:27:41+00:00,0.9,0.9,0.3,0.82,,17468000.0,143451000.0,143451000.0,143451000.0,742790000.0,1314055000.0,-29834000.0,,,221494000.0,,159018000.0,742790000.0,571265000.0,,,380512000.0,190753000.0,-29834000.0,160919000.0,1314055000.0,159400000.0,159039000.0,174373000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2016.0,Q3YTD,2015-06-29,2016-03-27,,4.13,4.13,0.9,3.76,,23015000.0,655110000.0,655110000.0,655110000.0,2419494000.0,4339632000.0,-86890000.0,,,676457000.0,,478666000.0,2419494000.0,1920138000.0,,,1155123000.0,765015000.0,-86890000.0,678125000.0,4339632000.0,159400000.0,159039000.0,174373000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2016.0,Q3TTM,2015-03-30,2016-03-27,,4.96,4.96,1.2,4.5,79400000.0,62426000.0,786381000.0,786381000.0,786381000.0,3259326000.0,5821002000.0,-107243000.0,,,898132000.0,,628050000.0,3259326000.0,2561676000.0,,,1605582000.0,956050000.0,-107243000.0,848807000.0,5821002000.0,159400000.0,159039000.0,174373000.0
Lam Research Corp,LRCX,549300I4GMO6D34U1T02,707549,2016.0,Q2,2015-09-28,2015-12-27,2017-01-30 16:15:34+00:00,1.41,1.41,0.3,1.28,,-14081000.0,222980000.0,222980000.0,222980000.0,799024000.0,1425534000.0,-29935000.0,,,220754000.0,,166922000.0,799024000.0,626510000.0,,,387676000.0,238834000.0,-29935000.0,208899000.0,1425534000.0,158100000.0,158424000.0,174242000.0
