company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,othertaxespayable,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2008.0,FY,,2008-12-31,2009-08-07 00:00:00+00:00,1042000000.0,2264000000.0,2660000000.0,7515000000.0,-3018000000.0,903000000.0,0.0,6839000000.0,180000000.0,1421000000.0,28918000000.0,500000000.0,16863000000.0,901000000.0,564000000.0,21403000000.0,3358000000.0,567000000.0,1132000000.0,1017000000.0,,1117000000.0,,252000000.0,1696000000.0,3525000000.0,1002000000.0,,,177000000.0,60000000.0,729000000.0,-8000000.0,1228000000.0,1382000000.0,34806000000.0,3669000000.0,7316000000.0,5182000000.0,3669000000.0,7027000000.0,27719000000.0,34806000000.0,6087000000.0,22537000000.0,-144000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2009.0,FY,,2009-12-31,2011-02-25 17:37:23+00:00,1862000000.0,2142000000.0,2331000000.0,8774000000.0,-2724000000.0,1782000000.0,,6875000000.0,210000000.0,1299000000.0,32570000000.0,510000000.0,17605000000.0,1157000000.0,560000000.0,23796000000.0,4205000000.0,587000000.0,1090000000.0,1322000000.0,,1557000000.0,320000000.0,496000000.0,1551000000.0,3146000000.0,1848000000.0,811000000.0,,161000000.0,60000000.0,407000000.0,650000000.0,1932000000.0,1648000000.0,39535000000.0,4675000000.0,8787000000.0,6621000000.0,4675000000.0,8880000000.0,30595000000.0,39535000000.0,6952000000.0,23974000000.0,-126000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2009.0,Q3,,2009-09-30,2009-11-05 17:48:31+00:00,1223000000.0,2415000000.0,3086000000.0,8799000000.0,-2855000000.0,2020000000.0,0.0,6866000000.0,158000000.0,1423000000.0,33025000000.0,487000000.0,18089000000.0,1109000000.0,578000000.0,24226000000.0,3982000000.0,674000000.0,1316000000.0,1158000000.0,,1416000000.0,,358000000.0,1568000000.0,3835000000.0,1046000000.0,,,274000000.0,60000000.0,510000000.0,698000000.0,1571000000.0,1357000000.0,39261000000.0,4583000000.0,8728000000.0,6238000000.0,4583000000.0,8565000000.0,30636000000.0,39261000000.0,6307000000.0,24398000000.0,-126000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2009.0,Q2,,2009-06-30,2009-08-07 00:00:00+00:00,1038000000.0,2314000000.0,2705000000.0,8368000000.0,-2847000000.0,1735000000.0,0.0,6852000000.0,201000000.0,1430000000.0,31422000000.0,486000000.0,17836000000.0,1043000000.0,577000000.0,23054000000.0,3839000000.0,633000000.0,1237000000.0,1110000000.0,,1249000000.0,,270000000.0,1703000000.0,3547000000.0,1047000000.0,,,350000000.0,60000000.0,444000000.0,513000000.0,1384000000.0,1152000000.0,37418000000.0,4392000000.0,8022000000.0,5397000000.0,4392000000.0,8231000000.0,29127000000.0,37418000000.0,6342000000.0,23730000000.0,-126000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2010.0,FY,,2010-12-31,2012-02-24 18:35:33+00:00,1988000000.0,2283000000.0,2493000000.0,8643000000.0,-2383000000.0,2525000000.0,,8452000000.0,300000000.0,1271000000.0,32072000000.0,448000000.0,15792000000.0,1320000000.0,552000000.0,23429000000.0,3940000000.0,589000000.0,892000000.0,1505000000.0,,1024000000.0,425000000.0,588000000.0,1937000000.0,2566000000.0,2071000000.0,1218000000.0,,215000000.0,60000000.0,404000000.0,620000000.0,2996000000.0,1718000000.0,40511000000.0,6473000000.0,9446000000.0,8065000000.0,6473000000.0,10413000000.0,30038000000.0,40511000000.0,7636000000.0,21973000000.0,-216000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2010.0,Q3,,2010-09-30,2010-11-03 17:44:30+00:00,4523000000.0,2381000000.0,,9151000000.0,-2504000000.0,2848000000.0,0.0,8470000000.0,244000000.0,1276000000.0,34126000000.0,610000000.0,17920000000.0,1313000000.0,611000000.0,24975000000.0,3893000000.0,689000000.0,1249000000.0,1306000000.0,,1142000000.0,98000000.0,451000000.0,1634000000.0,3025000000.0,1515000000.0,408000000.0,,190000000.0,60000000.0,609000000.0,1056000000.0,2055000000.0,1645000000.0,41780000000.0,6890000000.0,9768000000.0,7029000000.0,6890000000.0,10783000000.0,30937000000.0,41780000000.0,7037000000.0,23908000000.0,-132000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2010.0,Q1,,2010-03-31,2010-05-06 17:33:57+00:00,4057000000.0,2259000000.0,,9205000000.0,-2881000000.0,3392000000.0,0.0,8455000000.0,235000000.0,1297000000.0,34032000000.0,508000000.0,18306000000.0,1175000000.0,575000000.0,24827000000.0,4289000000.0,639000000.0,1130000000.0,1285000000.0,,1215000000.0,267000000.0,501000000.0,1556000000.0,3253000000.0,1420000000.0,418000000.0,,221000000.0,60000000.0,565000000.0,791000000.0,2336000000.0,1731000000.0,41882000000.0,6247000000.0,10460000000.0,6894000000.0,6247000000.0,10536000000.0,31286000000.0,41882000000.0,6595000000.0,24392000000.0,-118000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2011.0,FY,,2011-12-31,2013-02-26 19:09:37+00:00,2008000000.0,2522000000.0,3389000000.0,8944000000.0,-2758000000.0,1695000000.0,,8515000000.0,454000000.0,3820000000.0,33945000000.0,545000000.0,19592000000.0,1422000000.0,775000000.0,25001000000.0,3783000000.0,715000000.0,1321000000.0,1729000000.0,,1560000000.0,233000000.0,613000000.0,2346000000.0,3111000000.0,2268000000.0,1348000000.0,,157000000.0,78000000.0,477000000.0,678000000.0,2428000000.0,1356000000.0,45346000000.0,5946000000.0,9229000000.0,8438000000.0,5946000000.0,9729000000.0,35539000000.0,45346000000.0,11116000000.0,27101000000.0,-489000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2011.0,Q3,,2011-09-30,2011-11-03 17:42:06+00:00,1792000000.0,2392000000.0,2619000000.0,9257000000.0,-2727000000.0,3392000000.0,0.0,8507000000.0,278000000.0,1246000000.0,33070000000.0,493000000.0,18704000000.0,1401000000.0,668000000.0,23813000000.0,3624000000.0,585000000.0,621000000.0,1310000000.0,,1128000000.0,171000000.0,656000000.0,2133000000.0,2978000000.0,1145000000.0,112000000.0,,190000000.0,60000000.0,795000000.0,887000000.0,2174000000.0,1053000000.0,40883000000.0,6233000000.0,10067000000.0,7241000000.0,6233000000.0,9857000000.0,30966000000.0,40883000000.0,7003000000.0,23725000000.0,-434000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2011.0,Q2,,2011-06-30,2011-08-04 17:35:22+00:00,1892000000.0,2639000000.0,2452000000.0,9727000000.0,-2278000000.0,3624000000.0,0.0,8479000000.0,298000000.0,1267000000.0,35274000000.0,527000000.0,19104000000.0,1542000000.0,654000000.0,25547000000.0,3926000000.0,661000000.0,891000000.0,1549000000.0,,855000000.0,162000000.0,518000000.0,2057000000.0,2938000000.0,861000000.0,63000000.0,,180000000.0,60000000.0,530000000.0,1018000000.0,2331000000.0,1231000000.0,42635000000.0,6911000000.0,10173000000.0,7193000000.0,6911000000.0,10837000000.0,31738000000.0,42635000000.0,6915000000.0,24545000000.0,-308000000.0
