company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2008.0,Q4,2008-10-01,2008-12-31,,,75000000.0,943000000.0,1761000000.0,235000000.0,-46000000.0,-809000000.0,3000000.0,1189000000.0,,-200000000.0,-1143000000.0,573000000.0,-200000000.0,-1143000000.0,573000000.0,-816000000.0,105000000.0,105000000.0,-484000000.0,-1002000000.0,-316000000.0,,-147000000.0,-1207000000.0,-887000000.0,-243000000.0,,1029000000.0,3000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 17:37:23+00:00,-1135000000.0,465000000.0,2084000000.0,1001000000.0,1328000000.0,-96000000.0,-333000000.0,410000000.0,3118000000.0,,362000000.0,-3581000000.0,2160000000.0,362000000.0,-3581000000.0,2160000000.0,-1155000000.0,2032000000.0,2032000000.0,-540000000.0,-47000000.0,-710000000.0,,-597000000.0,-5469000000.0,-2850000000.0,-2379000000.0,-143000000.0,5150000000.0,105000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2008.0,Q3,2008-07-01,2008-09-30,,2000000.0,390000000.0,309000000.0,-1260000000.0,,-53000000.0,934000000.0,246000000.0,346000000.0,,36000000.0,-803000000.0,803000000.0,36000000.0,-803000000.0,803000000.0,-17000000.0,359000000.0,359000000.0,770000000.0,182000000.0,-107000000.0,,-206000000.0,-1375000000.0,-578000000.0,-389000000.0,-143000000.0,1233000000.0,22000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-11-05 17:48:31+00:00,0.0,389000000.0,971000000.0,767000000.0,2000000.0,19000000.0,-255000000.0,75000000.0,1700000000.0,,243000000.0,-1044000000.0,1899000000.0,243000000.0,-1044000000.0,1899000000.0,1117000000.0,1472000000.0,1472000000.0,-85000000.0,-27000000.0,200000000.0,,-561000000.0,-2774000000.0,-1765000000.0,-944000000.0,0.0,3277000000.0,16000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2009.0,Q3TTM,2008-10-01,2009-09-30,,,464000000.0,1914000000.0,2528000000.0,237000000.0,-27000000.0,-1064000000.0,78000000.0,2889000000.0,,43000000.0,-2187000000.0,2472000000.0,43000000.0,-2187000000.0,2472000000.0,301000000.0,1577000000.0,1577000000.0,-569000000.0,-1029000000.0,-116000000.0,,-708000000.0,-3981000000.0,-2652000000.0,-1187000000.0,,4306000000.0,19000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2009.0,Q3,2009-07-01,2009-09-30,,,83000000.0,274000000.0,269000000.0,,5000000.0,356000000.0,1000000.0,859000000.0,,384000000.0,-660000000.0,1028000000.0,384000000.0,-660000000.0,1028000000.0,285000000.0,440000000.0,440000000.0,-37000000.0,-3000000.0,-74000000.0,-472000000.0,-227000000.0,-1034000000.0,-572000000.0,-246000000.0,,1008000000.0,12000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2009.0,Q2YTD,2009-01-01,2009-06-30,2009-08-07 00:00:00+00:00,0.0,306000000.0,697000000.0,498000000.0,2000000.0,14000000.0,-611000000.0,74000000.0,841000000.0,,-141000000.0,-384000000.0,871000000.0,-141000000.0,-384000000.0,871000000.0,832000000.0,1032000000.0,1032000000.0,-48000000.0,-24000000.0,274000000.0,472000000.0,-334000000.0,-1740000000.0,-1193000000.0,-698000000.0,,2269000000.0,4000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2009.0,Q2TTM,2008-07-01,2009-06-30,,2000000.0,771000000.0,1949000000.0,999000000.0,237000000.0,-85000000.0,-486000000.0,323000000.0,2376000000.0,,-305000000.0,-2330000000.0,2247000000.0,-305000000.0,-2330000000.0,2247000000.0,-1000000.0,1496000000.0,1496000000.0,238000000.0,-844000000.0,-149000000.0,472000000.0,-687000000.0,-4322000000.0,-2658000000.0,-1330000000.0,-143000000.0,4531000000.0,29000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2009.0,Q2,2009-04-01,2009-06-30,,,106000000.0,426000000.0,253000000.0,2000000.0,16000000.0,-1238000000.0,1000000.0,596000000.0,,-54000000.0,-461000000.0,514000000.0,-54000000.0,-461000000.0,514000000.0,487000000.0,1533000000.0,1533000000.0,-34000000.0,178000000.0,-64000000.0,472000000.0,-322000000.0,-1054000000.0,-619000000.0,-507000000.0,,1270000000.0,4000000.0
AES Corp,AES,2NUNNB7D43COUIRE5295,874761,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 17:33:57+00:00,0.0,200000000.0,271000000.0,245000000.0,0.0,-2000000.0,627000000.0,73000000.0,245000000.0,,-87000000.0,77000000.0,357000000.0,-87000000.0,77000000.0,357000000.0,345000000.0,-501000000.0,-501000000.0,-14000000.0,-202000000.0,338000000.0,,-12000000.0,-686000000.0,-574000000.0,-191000000.0,,999000000.0,
