company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Cintas Corp,CTAS,,723254,2010.0,FY,,2010-05-31,2011-07-29 12:40:22+00:00,71747000.0,362219000.0,244402000.0,36133000.0,411281000.0,216674000.0,68106000.0,,66924000.0,1356925000.0,103445000.0,785444000.0,,169484000.0,894522000.0,150560000.0,332106000.0,,,,93982000.0,116021000.0,,22860000.0,3080079000.0,609000.0,154806000.0,3969736000.0,2534029000.0,1520862000.0,383682000.0,2534029000.0,2534029000.0,1435707000.0,3969736000.0,1554352000.0,1052025000.0,0.0,-798857000.0
Cintas Corp,CTAS,,723254,2011.0,FY,,2011-05-31,2012-07-30 15:55:40+00:00,110279000.0,429131000.0,242691000.0,58807000.0,438106000.0,231133000.0,79355000.0,0.0,79834000.0,1487882000.0,102312000.0,1284790000.0,,249658000.0,946218000.0,196321000.0,393826000.0,,,,114751000.0,134041000.0,,23481000.0,3255256000.0,1335000.0,87220000.0,4351940000.0,2302649000.0,1700777000.0,434139000.0,2302649000.0,2302649000.0,2049291000.0,4351940000.0,1704945000.0,1615152000.0,0.0,-1242547000.0
Cintas Corp,CTAS,,723254,2011.0,Q3,,2011-02-28,2011-04-08 11:23:22+00:00,101935000.0,416295000.0,220674000.0,64795000.0,184731000.0,225738000.0,57501000.0,,67396000.0,1491116000.0,107460000.0,806447000.0,,232294000.0,941773000.0,165271000.0,373983000.0,,,,108783000.0,135774000.0,,26160000.0,3184480000.0,1631000.0,31974000.0,3972070000.0,2472942000.0,1322938000.0,391636000.0,2472942000.0,2472942000.0,1499128000.0,3972070000.0,1707359000.0,1107492000.0,0.0,-1002071000.0
Cintas Corp,CTAS,,723254,2011.0,Q2,,2010-11-30,2011-01-07 13:48:24+00:00,92206000.0,402369000.0,321209000.0,49293000.0,260953000.0,222473000.0,67111000.0,,53563000.0,1435352000.0,104751000.0,785222000.0,,208380000.0,923535000.0,145079000.0,364556000.0,,,,109811000.0,134086000.0,,27853000.0,3125411000.0,1817000.0,23624000.0,3928295000.0,2395113000.0,1354846000.0,468795000.0,2395113000.0,2395113000.0,1533182000.0,3928295000.0,1649914000.0,1064387000.0,0.0,-1002064000.0
Cintas Corp,CTAS,,723254,2011.0,Q1,,2010-08-31,2010-10-08 13:52:56+00:00,81307000.0,383943000.0,219994000.0,39095000.0,290646000.0,219720000.0,52907000.0,10828000.0,45585000.0,1400797000.0,102661000.0,785682000.0,,184363000.0,915358000.0,148180000.0,347588000.0,,,,99935000.0,127585000.0,,33903000.0,3141356000.0,1765000.0,78803000.0,3890904000.0,2469978000.0,1372153000.0,359479000.0,2469978000.0,2469978000.0,1420926000.0,3890904000.0,1603393000.0,1061447000.0,0.0,-930193000.0
Cintas Corp,CTAS,,723254,2012.0,FY,,2012-05-31,2013-07-30 16:00:17+00:00,94840000.0,450861000.0,261442000.0,36663000.0,339825000.0,255274000.0,22188000.0,2559000.0,91214000.0,1485375000.0,76822000.0,1059166000.0,,251205000.0,952587000.0,204581000.0,452785000.0,,,,112836000.0,87133000.0,,21222000.0,3482073000.0,225636000.0,0.0,4165706000.0,2139135000.0,1538086000.0,675691000.0,2139135000.0,2139135000.0,2026571000.0,4165706000.0,1675033000.0,1350880000.0,0.0,-1634875000.0
Cintas Corp,CTAS,,723254,2012.0,Q3,,2012-02-29,2012-04-09 10:00:53+00:00,115566000.0,439650000.0,224355000.0,51076000.0,217983000.0,247321000.0,93808000.0,,83007000.0,1486465000.0,81666000.0,1059276000.0,,275673000.0,944034000.0,206047000.0,434475000.0,,,,115466000.0,142656000.0,,29316000.0,3403459000.0,225633000.0,134631000.0,4253167000.0,2196627000.0,1625536000.0,648561000.0,2196627000.0,2196627000.0,2056540000.0,4253167000.0,1683597000.0,1407979000.0,0.0,-1505229000.0
Cintas Corp,CTAS,,723254,2012.0,Q2,,2011-11-30,2012-01-09 12:01:10+00:00,111136000.0,447350000.0,318961000.0,39221000.0,207772000.0,241516000.0,68582000.0,,64372000.0,1483635000.0,86661000.0,1059490000.0,,287950000.0,938664000.0,194432000.0,422013000.0,,,,114484000.0,138570000.0,,28368000.0,3327111000.0,225732000.0,129833000.0,4215312000.0,2102619000.0,1591868000.0,720201000.0,2102619000.0,2102619000.0,2112693000.0,4215312000.0,1684780000.0,1392492000.0,0.0,-1505229000.0
Cintas Corp,CTAS,,723254,2012.0,Q1,,2011-08-31,2011-10-07 13:37:57+00:00,100745000.0,439090000.0,225377000.0,59573000.0,150312000.0,236204000.0,51823000.0,14261000.0,52230000.0,1488152000.0,94431000.0,1059648000.0,,280214000.0,946466000.0,194610000.0,405029000.0,,,,116228000.0,140503000.0,,29419000.0,3323894000.0,226033000.0,126728000.0,4127892000.0,2114485000.0,1482615000.0,618646000.0,2114485000.0,2114485000.0,2013407000.0,4127892000.0,1698811000.0,1394761000.0,0.0,-1505186000.0
Cintas Corp,CTAS,,723254,2013.0,FY,,2013-05-31,2014-07-30 14:07:22+00:00,121029000.0,496049000.0,271821000.0,38123000.0,352273000.0,296154000.0,9102000.0,77169000.0,78050000.0,1517560000.0,92153000.0,1300979000.0,101525000.0,240440000.0,986703000.0,210483000.0,496752000.0,,,,22865000.0,76422000.0,,24530000.0,3717771000.0,8187000.0,5680000.0,4345632000.0,2201492000.0,1624826000.0,556256000.0,2201492000.0,2201492000.0,2144140000.0,4345632000.0,1734103000.0,1587884000.0,0.0,-1850556000.0
