company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,othergains,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Cintas Corp,CTAS,,723254,2009.0,FY,2008-06-01,2009-05-31,2011-07-29 12:40:22+00:00,1.48,1.48,0.47,1.48,48888000.0,135236000.0,226357000.0,226357000.0,,226357000.0,2223814000.0,3774685000.0,,,,10209000.0,1082709000.0,2223814000.0,1550871000.0,50236000.0,2764000.0,1141806000.0,409065000.0,-47472000.0,361593000.0,3774685000.0,152900000.0,152900000.0,152900000.0
Cintas Corp,CTAS,,723254,2010.0,Q4,2010-03-01,2010-05-31,,-1.04,0.36,,0.36,,34220000.0,55478000.0,55478000.0,,55478000.0,523881000.0,909449000.0,,23529000.0,-23529000.0,-2880000.0,286930000.0,523881000.0,385568000.0,12420000.0,600000.0,284050000.0,101518000.0,-11820000.0,89698000.0,909449000.0,,154000000.0,154000000.0
Cintas Corp,CTAS,,723254,2010.0,FY,2009-06-01,2010-05-31,2012-07-30 15:55:40+00:00,,1.4,0.48,1.4,,128272000.0,215620000.0,215620000.0,,215620000.0,2049522000.0,3547339000.0,,23529000.0,,-2880000.0,1086359000.0,2049522000.0,1497817000.0,48612000.0,1695000.0,1107008000.0,390809000.0,-46917000.0,343892000.0,3547339000.0,,154000000.0,154000000.0
Cintas Corp,CTAS,,723254,2010.0,Q3YTD,2009-06-01,2010-02-28,,1.04,1.04,0.48,1.04,,94052000.0,160142000.0,160142000.0,,160142000.0,1525641000.0,2637890000.0,,,23529000.0,,799429000.0,1525641000.0,1112249000.0,36192000.0,1095000.0,822958000.0,289291000.0,-35097000.0,254194000.0,2637890000.0,153100000.0,153100000.0,153100000.0
Cintas Corp,CTAS,,723254,2010.0,Q3,2009-12-01,2010-02-28,2011-04-08 11:23:22+00:00,0.32,0.32,0.48,0.32,,23876000.0,48982000.0,48982000.0,,48982000.0,502205000.0,861812000.0,,,,,275596000.0,502205000.0,359607000.0,11575000.0,422000.0,275596000.0,84011000.0,-11153000.0,72858000.0,861812000.0,153100000.0,153100000.0,153100000.0
Cintas Corp,CTAS,,723254,2010.0,Q2YTD,2009-06-01,2009-11-30,,0.72,0.72,,0.72,,70176000.0,111160000.0,111160000.0,,111160000.0,1023436000.0,1776078000.0,,,23529000.0,,523833000.0,1023436000.0,752642000.0,24617000.0,673000.0,547362000.0,205280000.0,-23944000.0,181336000.0,1776078000.0,154500000.0,154500000.0,154500000.0
Cintas Corp,CTAS,,723254,2010.0,Q2,2009-09-01,2009-11-30,2011-01-07 13:48:24+00:00,0.37,0.37,,0.37,,36948000.0,57176000.0,57176000.0,,57176000.0,514662000.0,884509000.0,,,4052000.0,,259406000.0,514662000.0,369847000.0,12579000.0,314000.0,263458000.0,106389000.0,-12265000.0,94124000.0,884509000.0,154500000.0,154500000.0,154500000.0
Cintas Corp,CTAS,,723254,2010.0,Q1,2009-06-01,2009-08-31,2010-10-08 13:52:56+00:00,0.35,0.35,,0.35,,33228000.0,53984000.0,53984000.0,,53984000.0,508774000.0,891569000.0,,,19477000.0,,264427000.0,508774000.0,382795000.0,12038000.0,359000.0,283904000.0,98891000.0,-11679000.0,87212000.0,891569000.0,154200000.0,154200000.0,154200000.0
Cintas Corp,CTAS,,723254,2011.0,FY,2010-06-01,2011-05-31,2013-07-30 16:00:17+00:00,1.68,1.68,0.49,1.68,,145680000.0,246989000.0,246989000.0,,246989000.0,2201097000.0,3810384000.0,,,,,1168944000.0,2201097000.0,1609287000.0,49704000.0,2030000.0,1168944000.0,440343000.0,-47674000.0,392669000.0,3810384000.0,146586000.0,146586000.0,146586000.0
Cintas Corp,CTAS,,723254,2011.0,Q4,2011-03-01,2011-05-31,,0.9,0.49,,0.49,,46130000.0,70776000.0,70776000.0,,70776000.0,579040000.0,1012087000.0,,,,,304170000.0,579040000.0,433047000.0,12749000.0,778000.0,304170000.0,128877000.0,-11971000.0,116906000.0,1012087000.0,146586000.0,146586000.0,146586000.0
