company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2015.0,Q2,,2015-06-30,2015-08-06 15:06:37+00:00,382050000.0,260122000.0,193796000.0,,,,62771000.0,0.0,1170131000.0,,,,814819000.0,,451589000.0,1694421000.0,,362469000.0,1376489000.0,56286000.0,,2509000.0,,,,,220287000.0,15138000.0,,,,27288000.0,52817000.0,,,13704000.0,,3578343000.0,1170131000.0,905649000.0,604688000.0,1170131000.0,1226417000.0,2351926000.0,3578343000.0,1296205000.0,1747238000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2015.0,Q1,,2015-03-31,2015-05-08 08:42:03+00:00,106916000.0,99215000.0,45531000.0,,,,50971000.0,,1136021000.0,,,,864088000.0,,169579000.0,856187000.0,,52683000.0,927760000.0,4798000.0,,20969000.0,,,,,9051000.0,2605000.0,,,,16089000.0,49396000.0,,,13749000.0,,2210405000.0,1136021000.0,211920000.0,168801000.0,1136021000.0,1140819000.0,1074384000.0,2210405000.0,1070725000.0,905583000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2016.0,FY,,2016-12-31,2018-02-23 16:08:34+00:00,616000000.0,542000000.0,372000000.0,,,,103000000.0,0.0,2196000000.0,,,,1550000000.0,,775000000.0,4509000000.0,,423000000.0,1584000000.0,,87000000.0,,643000000.0,,,,250000000.0,109000000.0,,,,3474000000.0,164000000.0,0.0,,5000000.0,,8701000000.0,2196000000.0,1318000000.0,1102000000.0,2196000000.0,2196000000.0,6505000000.0,8701000000.0,5799000000.0,5403000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2016.0,Q3,,2016-09-30,2016-11-09 16:04:53+00:00,439950000.0,394287000.0,321349000.0,,,,80565000.0,0.0,2807241000.0,62716000.0,,,3236398000.0,,1290764000.0,4473430000.0,,488780000.0,3322718000.0,,,,694995000.0,,,,97621000.0,31635000.0,,,,85868000.0,160675000.0,,,5010000.0,,8997001000.0,2807241000.0,1061253000.0,860660000.0,2807241000.0,2807241000.0,6189760000.0,8997001000.0,4613030000.0,5329100000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2016.0,Q2,,2016-06-30,2016-08-04 17:04:25+00:00,445709000.0,392816000.0,302299000.0,,,,83175000.0,0.0,2859978000.0,98994000.0,,,3153657000.0,,1277309000.0,4189261000.0,,496829000.0,3228409000.0,,,,668188000.0,,,,57655000.0,22660000.0,,,,71704000.0,168771000.0,,,5694000.0,,8761554000.0,2859978000.0,1030475000.0,875356000.0,2859978000.0,2859978000.0,5901576000.0,8761554000.0,4502670000.0,5026220000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2016.0,Q1,,2016-03-31,2016-05-05 17:10:16+00:00,393776000.0,319133000.0,261617000.0,,,,76529000.0,0.0,3083594000.0,,,,3109258000.0,,1271488000.0,4192912000.0,,344459000.0,3161953000.0,,,,684082000.0,,,,457134000.0,11031000.0,,,,62688000.0,170806000.0,,,4824000.0,,8802642000.0,3083594000.0,1197255000.0,671248000.0,3083594000.0,3083594000.0,5719048000.0,8802642000.0,4443434000.0,5047800000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2017.0,FY,,2017-12-31,2019-02-22 13:13:34+00:00,559000000.0,696000000.0,368000000.0,,,,28000000.0,0.0,2247000000.0,,,,1430000000.0,,768000000.0,4284000000.0,,426000000.0,1557000000.0,,85000000.0,,389000000.0,,,,3394000000.0,206000000.0,,75000000.0,,45000000.0,125000000.0,,,6000000.0,,8344000000.0,2247000000.0,4544000000.0,1214000000.0,2247000000.0,2247000000.0,6097000000.0,8344000000.0,2243000000.0,4883000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2017.0,Q3,,2017-09-30,2017-11-07 16:43:31+00:00,583000000.0,591000000.0,359000000.0,,,,86000000.0,0.0,2135000000.0,85000000.0,,,1031000000.0,,777000000.0,4182000000.0,,359000000.0,1191000000.0,,,,582000000.0,,,,4226000000.0,276000000.0,,,,46000000.0,99000000.0,,,6000000.0,,8307000000.0,2135000000.0,5262000000.0,1309000000.0,2135000000.0,2135000000.0,6172000000.0,8307000000.0,1854000000.0,4863000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2017.0,Q2,,2017-06-30,2017-08-09 14:12:21+00:00,461000000.0,546000000.0,352000000.0,,,,97000000.0,0.0,2101000000.0,86000000.0,,,1032000000.0,,786000000.0,4362000000.0,,356000000.0,1155000000.0,,,,601000000.0,,,,4285000000.0,237000000.0,,,,54000000.0,106000000.0,,,5000000.0,,8311000000.0,2101000000.0,5284000000.0,1141000000.0,2101000000.0,2101000000.0,6210000000.0,8311000000.0,1872000000.0,5069000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2017.0,Q1,,2017-03-31,2017-05-04 11:58:40+00:00,438000000.0,455000000.0,371000000.0,,,,74000000.0,0.0,2429000000.0,1000000.0,,,2612000000.0,,1292000000.0,4295000000.0,,512000000.0,3299000000.0,,,,626000000.0,,,,162000000.0,111000000.0,,,,48000000.0,178000000.0,,,5000000.0,,8454000000.0,2429000000.0,1203000000.0,926000000.0,2429000000.0,2429000000.0,6025000000.0,8454000000.0,3952000000.0,5099000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2018.0,Q3,,2018-09-30,2018-11-08 12:59:38+00:00,551000000.0,761000000.0,370000000.0,,,,15000000.0,0.0,945000000.0,,,,1534000000.0,,,2774000000.0,,469000000.0,1494000000.0,,85000000.0,,118000000.0,,,,86000000.0,160000000.0,,0.0,,789000000.0,140000000.0,,,5000000.0,,5148000000.0,945000000.0,1331000000.0,1086000000.0,945000000.0,945000000.0,4203000000.0,5148000000.0,2323000000.0,3117000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2018.0,Q2,,2018-06-30,2018-08-09 12:49:20+00:00,439000000.0,692000000.0,544000000.0,,,,19000000.0,0.0,916000000.0,,,,1469000000.0,,,2602000000.0,,456000000.0,1520000000.0,,85000000.0,,112000000.0,,,,68000000.0,167000000.0,,0.0,,782000000.0,136000000.0,,,5000000.0,,5006000000.0,916000000.0,1235000000.0,1155000000.0,916000000.0,916000000.0,4090000000.0,5006000000.0,2251000000.0,2935000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2018.0,Q1,,2018-03-31,2018-05-10 12:38:39+00:00,416000000.0,611000000.0,759000000.0,,,,98000000.0,0.0,932000000.0,,,,1430000000.0,,656000000.0,2283000000.0,,434000000.0,1522000000.0,,,,124000000.0,,,,77000000.0,178000000.0,,0.0,,91000000.0,222000000.0,,,5000000.0,,4919000000.0,932000000.0,1220000000.0,1358000000.0,932000000.0,932000000.0,3987000000.0,4919000000.0,2177000000.0,2629000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2019.0,FY,,2019-12-31,2020-05-11 16:20:27+00:00,445000000.0,411000000.0,219000000.0,692000000.0,,,21000000.0,0.0,758000000.0,,,,1555000000.0,2134000000.0,646000000.0,3060000000.0,121000000.0,419000000.0,1442000000.0,,140000000.0,,109000000.0,,29000000.0,,73000000.0,69000000.0,,,,721000000.0,627000000.0,,,11000000.0,,5438000000.0,758000000.0,924000000.0,744000000.0,758000000.0,758000000.0,4680000000.0,5438000000.0,3072000000.0,3936000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2019.0,Q3,,2019-09-30,2019-11-07 13:25:16+00:00,456000000.0,454000000.0,243000000.0,663000000.0,,,13000000.0,0.0,762000000.0,,,,1557000000.0,2101000000.0,666000000.0,3060000000.0,112000000.0,422000000.0,1438000000.0,,141000000.0,,93000000.0,,,,86000000.0,91000000.0,,,,749000000.0,638000000.0,,,13000000.0,,5497000000.0,762000000.0,975000000.0,803000000.0,762000000.0,762000000.0,4735000000.0,5497000000.0,3084000000.0,3932000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2019.0,Q2,,2019-06-30,2019-08-08 12:54:09+00:00,530000000.0,575000000.0,306000000.0,635000000.0,,520000000.0,36000000.0,0.0,0.0,,,,1558000000.0,2074000000.0,679000000.0,2995000000.0,,410000000.0,1439000000.0,779000000.0,,,90000000.0,,,,77000000.0,45000000.0,,,,696000000.0,199000000.0,,,6000000.0,,5470000000.0,,1098000000.0,887000000.0,,779000000.0,4691000000.0,5470000000.0,2933000000.0,3804000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2020.0,Q1,,2020-03-31,2020-05-11 16:20:27+00:00,162000000.0,173000000.0,171000000.0,720000000.0,,,31000000.0,0.0,546000000.0,,,,1555000000.0,2170000000.0,631000000.0,3161000000.0,135000000.0,182000000.0,1450000000.0,,139000000.0,,109000000.0,,27000000.0,,83000000.0,47000000.0,,,,710000000.0,630000000.0,,,12000000.0,,4977000000.0,546000000.0,469000000.0,392000000.0,546000000.0,546000000.0,4431000000.0,4977000000.0,3058000000.0,4039000000.0,
