company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2009.0,FY,,2009-12-31,2011-02-28 17:21:22+00:00,3322000000.0,2262000000.0,484000000.0,,-329000000.0,,377000000.0,0.0,1984000000.0,,490000000.0,209000000.0,,,,2061000000.0,179000000.0,635000000.0,7626000000.0,562000000.0,,,998000000.0,778000000.0,,,0.0,,,,,326000000.0,521000000.0,,5541000000.0,403000000.0,,11895000000.0,2557000000.0,3764000000.0,4418000000.0,2557000000.0,3119000000.0,8776000000.0,11895000000.0,505000000.0,4358000000.0,-4639000000.0
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2010.0,FY,,2010-12-31,2012-02-28 16:35:59+00:00,3912000000.0,2679000000.0,554000000.0,,-249000000.0,,1485000000.0,0.0,1980000000.0,,129000000.0,170000000.0,,,,2136000000.0,160000000.0,404000000.0,7055000000.0,753000000.0,,,1390000000.0,481000000.0,,,,,1029000000.0,,,356000000.0,562000000.0,,5702000000.0,293000000.0,,13297000000.0,3046000000.0,5726000000.0,4929000000.0,3046000000.0,3799000000.0,9498000000.0,13297000000.0,516000000.0,4569000000.0,-4387000000.0
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2010.0,Q3,,2010-09-30,2010-11-04 16:20:37+00:00,3691000000.0,2453000000.0,486000000.0,4477000000.0,,,1129000000.0,0.0,,,96000000.0,231000000.0,,12315000000.0,,2254000000.0,164000000.0,869000000.0,7838000000.0,754000000.0,,,1209000000.0,545000000.0,,,,,,,2920000000.0,396000000.0,562000000.0,,,293000000.0,,12945000000.0,2920000000.0,4547000000.0,4701000000.0,2920000000.0,3674000000.0,9271000000.0,12945000000.0,560000000.0,4570000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2010.0,Q2,,2010-06-30,2010-08-05 16:07:31+00:00,3785000000.0,2287000000.0,474000000.0,4415000000.0,,,1462000000.0,0.0,0.0,,96000000.0,262000000.0,,11745000000.0,,2219000000.0,183000000.0,909000000.0,7330000000.0,3315000000.0,,,1013000000.0,594000000.0,,,,,,,,256000000.0,561000000.0,,,300000000.0,,12523000000.0,,4754000000.0,4821000000.0,,3315000000.0,9208000000.0,12523000000.0,439000000.0,4387000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2011.0,Q3,,2011-09-30,2011-11-03 17:11:16+00:00,4240000000.0,3092000000.0,522000000.0,1980000000.0,,,1656000000.0,0.0,,,137000000.0,125000000.0,,7163000000.0,,3377000000.0,165000000.0,1153000000.0,5183000000.0,2205000000.0,,,663000000.0,464000000.0,182000000.0,,,,89000000.0,,,590000000.0,504000000.0,,,147000000.0,,12247000000.0,,6127000000.0,5034000000.0,,2205000000.0,10042000000.0,12247000000.0,937000000.0,5008000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2011.0,Q2,,2011-06-30,2011-08-10 09:32:40+00:00,4164000000.0,3044000000.0,657000000.0,3736000000.0,,,1476000000.0,0.0,,,121000000.0,240000000.0,,10779000000.0,,2085000000.0,163000000.0,856000000.0,7043000000.0,3617000000.0,,,1314000000.0,478000000.0,200000000.0,,114000000.0,,118000000.0,,,377000000.0,564000000.0,,,393000000.0,,13512000000.0,,5729000000.0,5454000000.0,,3617000000.0,9895000000.0,13512000000.0,740000000.0,4441000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2011.0,Q1,,2011-03-31,2011-05-05 17:18:39+00:00,4512000000.0,2875000000.0,511000000.0,3820000000.0,,,1480000000.0,0.0,,,74000000.0,317000000.0,,10968000000.0,,2152000000.0,163000000.0,1076000000.0,7148000000.0,3694000000.0,,,1226000000.0,483000000.0,200000000.0,285000000.0,89000000.0,,,,,396000000.0,571000000.0,,,320000000.0,,13786000000.0,,5879000000.0,5660000000.0,,3694000000.0,10092000000.0,13786000000.0,759000000.0,4432000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2012.0,FY,,2012-12-31,2014-03-14 12:50:19+00:00,88884000.0,92551000.0,1101000.0,,,,6752000.0,,78332000.0,,,,12936000.0,,23131000.0,184831000.0,148264000.0,2981000.0,68173000.0,,,,152000.0,,,,821000.0,,,,,191000.0,2476000.0,,,24000.0,,355800000.0,78332000.0,103105000.0,90009000.0,78332000.0,78332000.0,277468000.0,355800000.0,184522000.0,187459000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2012.0,Q3,,2012-09-30,2012-12-13 16:18:27+00:00,51751000.0,38189000.0,2369000.0,,,,14810000.0,,68650000.0,,,,12936000.0,,23242000.0,181747000.0,,2834000.0,34217000.0,,,,0.0,,,,3000.0,,,,,277000.0,2645000.0,,,23000.0,180677000.0,307185000.0,68650000.0,236513000.0,54143000.0,68650000.0,68650000.0,238535000.0,307185000.0,36455000.0,184392000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2012.0,Q2,,2012-06-30,2012-08-02 17:14:43+00:00,3210000000.0,2556000000.0,503000000.0,1679000000.0,,,1884000000.0,0.0,,,198000000.0,278000000.0,,5226000000.0,,2548000000.0,121000000.0,462000000.0,3547000000.0,1746000000.0,,31000000.0,283000000.0,247000000.0,,,,,,,,538000000.0,522000000.0,,,,,9337000000.0,,5100000000.0,3991000000.0,,1746000000.0,7591000000.0,9337000000.0,690000000.0,3600000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2012.0,Q1,,2012-03-31,2012-05-08 14:38:42+00:00,3869000000.0,2849000000.0,546000000.0,1686000000.0,,,1985000000.0,0.0,,,257000000.0,250000000.0,,5180000000.0,,2572000000.0,118000000.0,387000000.0,3494000000.0,1496000000.0,,60000000.0,253000000.0,253000000.0,0.0,,104000000.0,,,,,547000000.0,562000000.0,,,0.0,,9801000000.0,,5582000000.0,4665000000.0,,1496000000.0,8305000000.0,9801000000.0,725000000.0,3640000000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2013.0,FY,,2013-12-31,2014-11-06 15:25:15+00:00,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2013.0,Q3,,2013-09-30,2013-11-08 14:48:03+00:00,104474000.0,99558000.0,13355000.0,,,,17917000.0,,80101000.0,,,,22432000.0,,22344000.0,184222000.0,37936000.0,15474000.0,169300000.0,,,,424000.0,,,,243000.0,,,,,182000.0,2285000.0,,,525000.0,,385386000.0,80101000.0,133192000.0,118354000.0,80101000.0,80101000.0,305285000.0,385386000.0,82894000.0,186931000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2013.0,Q2,,2013-06-30,2013-08-14 11:22:10+00:00,119535000.0,91502000.0,4608000.0,,,,16488000.0,,77900000.0,,,,12936000.0,,22011000.0,181728000.0,95893000.0,22369000.0,123251000.0,,,,164000.0,,,,1416000.0,,,,,398000.0,2305000.0,,,24000.0,,386264000.0,77900000.0,131775000.0,124167000.0,77900000.0,77900000.0,308364000.0,386264000.0,131238000.0,184197000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2013.0,Q1,,2013-03-31,2013-05-15 15:50:57+00:00,119552000.0,98850000.0,3725000.0,,,,9325000.0,,77391000.0,,,,12936000.0,,22469000.0,181735000.0,122267000.0,24008000.0,94749000.0,,,,152000.0,,,,147000.0,,,,,172000.0,2344000.0,,,24000.0,,384923000.0,77391000.0,132330000.0,123301000.0,77391000.0,77391000.0,307532000.0,384923000.0,157844000.0,184231000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2014.0,Q3,,2014-09-30,2014-11-06 15:25:15+00:00,121335000.0,117081000.0,13024000.0,,,,10601000.0,,888726000.0,,,,613722000.0,,244210000.0,273030000.0,0.0,27051000.0,284804000.0,,,,1108000.0,,,,2123000.0,,,,,221000.0,2061000.0,,,529000.0,,1299813000.0,888726000.0,156856000.0,134888000.0,888726000.0,888726000.0,411087000.0,1299813000.0,858153000.0,276199000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2014.0,Q2,,2014-06-30,2014-08-08 16:37:37+00:00,128464000.0,125939000.0,12960000.0,,,,6769000.0,,79229000.0,,,,22823000.0,,24292000.0,235776000.0,0.0,38971000.0,239590000.0,,,,207000.0,,,,710000.0,,,,,259000.0,2192000.0,,,525000.0,,459353000.0,79229000.0,172389000.0,141949000.0,79229000.0,79229000.0,380124000.0,459353000.0,47374000.0,238175000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2014.0,Q1,,2014-03-31,2014-05-09 14:14:15+00:00,123017000.0,157961000.0,15177000.0,,,,5957000.0,,79881000.0,,,,22823000.0,,24954000.0,233543000.0,0.0,35805000.0,206144000.0,,,,193000.0,,,,329000.0,,,,,190000.0,1827000.0,,,525000.0,,454163000.0,79881000.0,200052000.0,138719000.0,79881000.0,79881000.0,374282000.0,454163000.0,47967000.0,235563000.0,
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2015.0,Q3,,2015-09-30,2015-11-06 06:05:27+00:00,439158000.0,343062000.0,253777000.0,,,,47773000.0,0.0,2435001000.0,,,,1799044000.0,,980591000.0,2443447000.0,,350613000.0,2298004000.0,44144000.0,,,419303000.0,,,,308421000.0,35449000.0,,,,52085000.0,95552000.0,,,13762000.0,,6179593000.0,2435001000.0,1049869000.0,742146000.0,2435001000.0,2479145000.0,3700448000.0,6179593000.0,2831720000.0,2958302000.0,
