company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 17:21:22+00:00,6.63,6.63,1.175,461000000.0,6.63,,442000000.0,889000000.0,958000000.0,-69000000.0,776000000.0,113000000.0,,49485000000.0,,,,,46733000000.0,-18000000.0,798000000.0,,49485000000.0,111000000.0,,47974000000.0,1511000000.0,-111000000.0,1400000000.0,49485000000.0,117000000.0,117000000.0,117100000.0
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:35:59+00:00,,-2.81,1.2,456000000.0,-2.81,687000000.0,-358000000.0,-200000000.0,-238000000.0,38000000.0,-329000000.0,129000000.0,,29696000000.0,,,,,28353000000.0,,651000000.0,,29696000000.0,145000000.0,,30147000000.0,-451000000.0,-145000000.0,-596000000.0,29696000000.0,,116900000.0,116900000.0
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 16:20:37+00:00,-2.67,-2.67,0.3,114000000.0,-2.67,,-219000000.0,-286000000.0,-287000000.0,1000000.0,-312000000.0,26000000.0,,8450000000.0,,,,,8114000000.0,511000000.0,180000000.0,,8450000000.0,37000000.0,,8919000000.0,-469000000.0,-37000000.0,-506000000.0,8450000000.0,116900000.0,116900000.0,116900000.0
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 16:07:31+00:00,-0.47,-0.47,0.3,135000000.0,-0.47,,-53000000.0,-21000000.0,-38000000.0,17000000.0,-55000000.0,34000000.0,,7298000000.0,,,,,6982000000.0,75000000.0,158000000.0,,7298000000.0,39000000.0,,7350000000.0,-52000000.0,-39000000.0,-91000000.0,7298000000.0,117000000.0,116900000.0,116900000.0
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2010.0,FY,2010-01-01,2010-12-31,2013-03-29 12:02:41+00:00,0.0,0.0,0.0,0.0,0.0,,5236000.0,-5236000.0,-5236000.0,,-5236000.0,,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2010.0,Q4,2010-10-01,2010-12-31,,-1.21,-1.21,-0.45,-357000000.0,-1.21,,-93764000.0,-315236000.0,-335236000.0,20000000.0,-152236000.0,-163000000.0,,-26868000000.0,,,,,-25554000000.0,64000000.0,-470000000.0,,-26868000000.0,-122000000.0,,-26317000000.0,-551000000.0,122000000.0,-429000000.0,-26868000000.0,0.0,0.0,0.0
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 17:11:16+00:00,0.54,0.54,0.15,121000000.0,0.54,,28000000.0,172000000.0,169000000.0,3000000.0,65000000.0,107000000.0,,9090000000.0,,,,,8703000000.0,-131000000.0,157000000.0,,9090000000.0,43000000.0,,8850000000.0,240000000.0,-43000000.0,197000000.0,9090000000.0,120400000.0,120600000.0,120800000.0
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.21,1.21,0.45,357000000.0,1.21,,99000000.0,310000000.0,330000000.0,-20000000.0,147000000.0,163000000.0,,26868000000.0,,,,,25554000000.0,-64000000.0,470000000.0,,26868000000.0,122000000.0,,26317000000.0,551000000.0,-122000000.0,429000000.0,26868000000.0,120400000.0,120600000.0,120800000.0
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2010.0,Q2,2010-04-01,2010-06-30,2011-08-10 09:32:40+00:00,1.2,1.2,0.15,122000000.0,1.2,,80000000.0,176000000.0,176000000.0,0.0,145000000.0,31000000.0,,9586000000.0,,,,,8979000000.0,22000000.0,167000000.0,,9586000000.0,40000000.0,,9290000000.0,296000000.0,-40000000.0,256000000.0,9586000000.0,120800000.0,120600000.0,120700000.0
Sunoco LP,SUN,54930001NJU8E40NQ561,1552275,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.67,0.67,0.3,236000000.0,0.67,,71000000.0,138000000.0,161000000.0,-23000000.0,82000000.0,56000000.0,,17778000000.0,,,,,16851000000.0,67000000.0,313000000.0,,17778000000.0,79000000.0,,17467000000.0,311000000.0,-79000000.0,232000000.0,17778000000.0,120800000.0,120600000.0,120700000.0
