company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 13:05:53+00:00,-398173000.0,,29826000.0,,-20954000.0,-15739000.0,,236000000.0,189711000.0,-417441000.0,155838000.0,-38000.0,189711000.0,-417441000.0,155800000.0,-92884000.0,130551000.0,130551000.0,11200000.0,4690000.0,,-1940000.0,-19715000.0,-3243000.0,-45796000.0,447000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2009.0,Q4,2009-10-01,2009-12-31,,-92807000.0,,10246000.0,,1664000.0,36797000.0,,21500000.0,-37822000.0,-99827000.0,69459000.0,,-37822000.0,-99827000.0,69459000.0,-66526000.0,24205000.0,24205000.0,-1789000.0,3220000.0,,-479000.0,-7440000.0,-62063000.0,,420000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 13:05:42+00:00,-101024000.0,,35519000.0,,12732000.0,12925000.0,,197500000.0,-12957000.0,-115221000.0,162300000.0,,-12957000.0,-115221000.0,162300000.0,46854000.0,115055000.0,115055000.0,-1199000.0,4438000.0,,-1917000.0,-18288000.0,-193324000.0,-19654000.0,4091000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2009.0,Q3,2009-07-01,2009-09-30,,-3474000.0,,7048000.0,,3728000.0,18402000.0,,104000000.0,80890000.0,-5591000.0,54825000.0,,80890000.0,-5591000.0,54825000.0,133852000.0,27348000.0,27348000.0,2027000.0,934000.0,,-476000.0,-2137000.0,-23568000.0,,20000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 09:44:17+00:00,-8217000.0,,25273000.0,,11068000.0,-23872000.0,,176000000.0,24865000.0,-15394000.0,92841000.0,,24865000.0,-15394000.0,92841000.0,113380000.0,90850000.0,90850000.0,590000.0,1218000.0,,-1438000.0,-10848000.0,-131261000.0,-19654000.0,3671000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 15:05:11+00:00,-4743000.0,,18225000.0,,7340000.0,-42274000.0,,72000000.0,-56025000.0,-9803000.0,38016000.0,,-56025000.0,-9803000.0,38016000.0,-20472000.0,63502000.0,63502000.0,-1437000.0,284000.0,,-962000.0,-8711000.0,-107693000.0,-19654000.0,3651000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,Q4,2010-10-01,2010-12-31,,-42602000.0,,11699000.0,-2368000.0,160000.0,55366000.0,,47000000.0,12176000.0,-53090000.0,100887000.0,,12176000.0,-53090000.0,100887000.0,60133000.0,30980000.0,30980000.0,2842000.0,406000.0,,-485000.0,-8472000.0,-34745000.0,,352000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 13:30:54+00:00,-135830000.0,,38586000.0,,2553000.0,4479000.0,,248400000.0,25848000.0,-156255000.0,176136000.0,,25848000.0,-156255000.0,176136000.0,48282000.0,123099000.0,123099000.0,9972000.0,5826000.0,,-1914000.0,-20843000.0,-218083000.0,-8381000.0,418000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,Q3TTM,2009-10-01,2010-09-30,,-186035000.0,,37133000.0,2368000.0,4057000.0,-14090000.0,,222900000.0,-24150000.0,-202992000.0,144708000.0,,-24150000.0,-202992000.0,144708000.0,-78377000.0,116324000.0,116324000.0,5341000.0,8640000.0,,-1908000.0,-19811000.0,-245401000.0,-8381000.0,486000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,Q3,2010-07-01,2010-09-30,,-53285000.0,,9711000.0,,18027000.0,7257000.0,,35000000.0,49000.0,-58638000.0,50861000.0,,49000.0,-58638000.0,50861000.0,10299000.0,30544000.0,30544000.0,3349000.0,707000.0,,-480000.0,-5364000.0,-33108000.0,-2070000.0,11000.0
