company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 13:05:53+00:00,5092000.0,2.69,2.69,0.04,2.66,73746000.0,130551000.0,130554000.0,-3000.0,130551000.0,,1147563000.0,1574749000.0,292000.0,38981000.0,170597000.0,1147563000.0,427186000.0,8508000.0,214670000.0,212516000.0,-8216000.0,204300000.0,1574749000.0,48500000.0,48232000.0,48847000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 13:05:42+00:00,9849000.0,2.41,2.41,0.04,2.39,48304000.0,115055000.0,115055000.0,,115055000.0,,1008290000.0,1401616000.0,1000.0,42447000.0,160998000.0,1008290000.0,393326000.0,16674000.0,213294000.0,180032000.0,-16673000.0,163359000.0,1401616000.0,47700000.0,47499000.0,47977000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 09:44:17+00:00,1748000.0,0.58,0.58,,0.57,15118000.0,27348000.0,27348000.0,,27348000.0,,235629000.0,330455000.0,394000.0,10157000.0,37162000.0,235629000.0,94826000.0,3687000.0,49067000.0,45759000.0,-3293000.0,42466000.0,330455000.0,47200000.0,47289000.0,47752000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 15:05:11+00:00,2059000.0,0.65,0.65,,0.64,2232000.0,30836000.0,30836000.0,,30836000.0,,242350000.0,334013000.0,-134000.0,10765000.0,42112000.0,242350000.0,91663000.0,3525000.0,54936000.0,36727000.0,-3659000.0,33068000.0,334013000.0,47400000.0,47487000.0,48013000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,Q4,2010-10-01,2010-12-31,,3504000.0,0.65,0.65,0.01,0.65,16812000.0,30980000.0,30980000.0,,30980000.0,,275253000.0,393241000.0,366000.0,9721000.0,53414000.0,275253000.0,117988000.0,3923000.0,66639000.0,51349000.0,-3557000.0,47792000.0,393241000.0,47900000.0,47597000.0,48005000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 13:30:54+00:00,10173000.0,2.57,2.57,0.04,2.56,63728000.0,123099000.0,123099000.0,,123099000.0,,1057934000.0,1507012000.0,-60000.0,40203000.0,195892000.0,1057934000.0,449078000.0,15923000.0,246268000.0,202810000.0,-15983000.0,186827000.0,1507012000.0,47900000.0,47597000.0,48005000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,Q3YTD,2010-01-01,2010-09-30,,6669000.0,1.93,1.93,0.03,1.93,46916000.0,92119000.0,92119000.0,,92119000.0,,782681000.0,1113771000.0,-426000.0,30482000.0,142478000.0,782681000.0,331090000.0,12000000.0,179629000.0,151461000.0,-12426000.0,139035000.0,1113771000.0,47700000.0,47677000.0,48064000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,Q3,2010-07-01,2010-09-30,2011-11-09 12:42:16+00:00,2638000.0,0.64,0.64,,0.63,15302000.0,30544000.0,30544000.0,,30544000.0,,266470000.0,375707000.0,-791000.0,9362000.0,46604000.0,266470000.0,109237000.0,3996000.0,58604000.0,50633000.0,-4787000.0,45846000.0,375707000.0,47700000.0,47677000.0,48064000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,Q2YTD,2010-01-01,2010-06-30,,4031000.0,1.29,1.29,0.02,1.29,31614000.0,61575000.0,61575000.0,,61575000.0,,516211000.0,738064000.0,365000.0,21120000.0,95874000.0,516211000.0,221853000.0,8004000.0,121025000.0,100828000.0,-7639000.0,93189000.0,738064000.0,48000000.0,47725000.0,48089000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,Q2,2010-04-01,2010-06-30,2011-08-04 13:41:08+00:00,2144000.0,0.65,0.65,,0.65,15435000.0,31211000.0,31211000.0,,31211000.0,,260673000.0,374137000.0,1086000.0,10425000.0,51243000.0,260673000.0,113464000.0,4092000.0,63812000.0,49652000.0,-3006000.0,46646000.0,374137000.0,48000000.0,47725000.0,48089000.0
