company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,customerdeposits,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2009.0,FY,,2009-12-31,2011-02-25 13:05:53+00:00,119895000.0,208260000.0,78038000.0,250289000.0,-30546000.0,188659000.0,,330369000.0,44251000.0,40533000.0,30423000.0,,482978000.0,451996000.0,187630000.0,359039000.0,239333000.0,201707000.0,2006000.0,4964000.0,52156000.0,64078000.0,12724000.0,19047000.0,26301000.0,,766221000.0,32741000.0,1585835000.0,776907000.0,689509000.0,305348000.0,776907000.0,778913000.0,806922000.0,1585835000.0,694619000.0,501574000.0,0.0,-289137000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,FY,,2010-12-31,2012-02-24 13:05:42+00:00,170504000.0,258149000.0,74122000.0,271798000.0,-38077000.0,236941000.0,,340523000.0,23810000.0,39573000.0,39870000.0,,545832000.0,478023000.0,216913000.0,382007000.0,253491000.0,206225000.0,3616000.0,3346000.0,76505000.0,60508000.0,13799000.0,28812000.0,32300000.0,,887406000.0,40068000.0,1803081000.0,899771000.0,801953000.0,348374000.0,899771000.0,903387000.0,899694000.0,1803081000.0,794903000.0,551320000.0,0.0,-290081000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,Q3,,2010-09-30,2010-11-08 09:44:17+00:00,129977000.0,264793000.0,82732000.0,264809000.0,-34092000.0,176808000.0,,336784000.0,26064000.0,37716000.0,40290000.0,,518040000.0,467951000.0,205751000.0,369772000.0,248795000.0,203142000.0,3833000.0,8790000.0,56035000.0,56460000.0,15666000.0,26179000.0,31139000.0,,856911000.0,40070000.0,1705680000.0,869308000.0,743778000.0,319133000.0,869308000.0,873141000.0,832539000.0,1705680000.0,758760000.0,513406000.0,0.0,-290295000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2010.0,Q2,,2010-06-30,2010-08-05 15:05:11+00:00,123764000.0,275201000.0,79404000.0,255132000.0,-67985000.0,166509000.0,,333942000.0,,36964000.0,33190000.0,35894000.0,497902000.0,447609000.0,184366000.0,369743000.0,239439000.0,192477000.0,2804000.0,8140000.0,53930000.0,60842000.0,13527000.0,17659000.0,30276000.0,,826847000.0,38201000.0,1632184000.0,804136000.0,731640000.0,310453000.0,804136000.0,806940000.0,825244000.0,1632184000.0,708067000.0,514791000.0,0.0,-288668000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2011.0,FY,,2011-12-31,2013-02-22 13:30:54+00:00,244649000.0,346281000.0,175293000.0,291091000.0,-60897000.0,285615000.0,,361576000.0,72811000.0,57339000.0,48564000.0,,587531000.0,513113000.0,257355000.0,395805000.0,348174000.0,222022000.0,2455000.0,240000.0,74217000.0,63837000.0,18373000.0,36023000.0,36065000.0,,1053706000.0,68000.0,2158953000.0,1045189000.0,1055782000.0,541385000.0,1045189000.0,1047644000.0,1111309000.0,2158953000.0,881149000.0,569924000.0,0.0,-309196000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2011.0,Q3,,2011-09-30,2011-11-09 12:42:16+00:00,179411000.0,346436000.0,114313000.0,285964000.0,-45996000.0,221136000.0,,355379000.0,76448000.0,39028000.0,43353000.0,,566337000.0,495882000.0,236711000.0,366087000.0,324876000.0,209918000.0,3243000.0,2282000.0,82429000.0,50885000.0,18901000.0,39992000.0,38363000.0,,1008886000.0,40068000.0,2005617000.0,1011017000.0,950377000.0,453593000.0,1011017000.0,1014260000.0,991357000.0,2005617000.0,845322000.0,537764000.0,0.0,-307252000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2011.0,Q2,,2011-06-30,2011-08-04 13:41:08+00:00,185871000.0,336673000.0,112053000.0,287398000.0,-10393000.0,221475000.0,,351592000.0,79013000.0,39437000.0,39139000.0,,575676000.0,505842000.0,245703000.0,356190000.0,311169000.0,218444000.0,3500000.0,3294000.0,83175000.0,59704000.0,23178000.0,36429000.0,37949000.0,,963727000.0,40068000.0,2011478000.0,1014816000.0,931932000.0,456144000.0,1014816000.0,1018316000.0,993162000.0,2011478000.0,861102000.0,537018000.0,0.0,-290110000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2011.0,Q1,,2011-03-31,2011-05-09 09:34:49+00:00,174542000.0,305687000.0,91875000.0,281040000.0,-17595000.0,200687000.0,,342370000.0,41670000.0,39260000.0,33316000.0,,575197000.0,497465000.0,227883000.0,360001000.0,284964000.0,216425000.0,3590000.0,3508000.0,80242000.0,60180000.0,14337000.0,29180000.0,45601000.0,,927877000.0,40068000.0,1897128000.0,966043000.0,844935000.0,381471000.0,966043000.0,969633000.0,927495000.0,1897128000.0,835768000.0,546024000.0,0.0,-286609000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2012.0,FY,,2012-12-31,2014-02-21 16:09:45+00:00,248593000.0,389915000.0,168391000.0,311836000.0,-53564000.0,215766000.0,,382671000.0,82810000.0,60894000.0,53222000.0,,666022000.0,555924000.0,308321000.0,317853000.0,407039000.0,244088000.0,5187000.0,183000.0,91176000.0,66388000.0,19324000.0,39990000.0,41049000.0,,1297111000.0,43000.0,2351542000.0,1276830000.0,1092938000.0,553059000.0,1276830000.0,1282017000.0,1069525000.0,2351542000.0,1014516000.0,516466000.0,0.0,-349388000.0
Westinghouse Air Brake Technologies Corp,WAB,06BTX5UWZD0GQ5N5Y745,943452,2012.0,Q3,,2012-09-30,2012-11-02 11:59:06+00:00,235568000.0,430230000.0,151234000.0,305540000.0,-55080000.0,282055000.0,,376637000.0,104404000.0,58592000.0,49443000.0,,656933000.0,534687000.0,284889000.0,432854000.0,391592000.0,229147000.0,5751000.0,41024000.0,91281000.0,59855000.0,21580000.0,,40343000.0,,1235417000.0,43000.0,2396042000.0,1225266000.0,1184049000.0,540692000.0,1225266000.0,1231017000.0,1165025000.0,2396042000.0,982846000.0,624333000.0,,-331708000.0
