company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,employeebenefitassets,goodwill,grossppe,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Fluor Corp,FLR,CQ7WZ4NOFWT7FAE6Q943,1124198,2007.0,FY,,2007-12-31,2009-02-25 00:00:00+00:00,985247000.0,977945000.0,287942000.0,614807000.0,-74172000.0,1175144000.0,0.0,707015000.0,772485000.0,151028000.0,507198000.0,275317000.0,78089000.0,1399194000.0,17704000.0,184973000.0,784387000.0,,309141000.0,946565000.0,269576000.0,0.0,,104772000.0,643922000.0,,1641616000.0,307222000.0,539242000.0,5796179000.0,2274459000.0,4059500000.0,2860094000.0,2274459000.0,2274459000.0,3521720000.0,5796179000.0,952292000.0,661626000.0,0.0
Fluor Corp,FLR,CQ7WZ4NOFWT7FAE6Q943,1124198,2008.0,FY,,2008-12-31,2010-02-25 16:39:17+00:00,1164556000.0,981125000.0,257667000.0,696306000.0,-356969000.0,1834324000.0,,780353000.0,999107000.0,148132000.0,607702000.0,225246000.0,87172000.0,1496142000.0,17722000.0,214846000.0,799836000.0,51862000.0,386613000.0,1227224000.0,204143000.0,,,41346000.0,520445000.0,,2247938000.0,133194000.0,273570000.0,6423577000.0,2671322000.0,4668518000.0,3162226000.0,2671322000.0,2723184000.0,3700393000.0,6423577000.0,955223000.0,538167000.0,0.0
Fluor Corp,FLR,CQ7WZ4NOFWT7FAE6Q943,1124198,2009.0,FY,,2009-12-31,2011-02-23 09:30:23+00:00,1334301000.0,1405785000.0,295678000.0,817976000.0,-220987000.0,1687028000.0,,684092000.0,980437000.0,131101000.0,581193000.0,279852000.0,88056000.0,1655010000.0,17740000.0,520445000.0,837034000.0,28360000.0,247517000.0,988991000.0,305589000.0,,,83491000.0,525452000.0,,2842428000.0,109789000.0,603594000.0,7178483000.0,3305533000.0,5122088000.0,3301398000.0,3305533000.0,3333893000.0,3844590000.0,7178483000.0,1219361000.0,543192000.0,0.0
Fluor Corp,FLR,CQ7WZ4NOFWT7FAE6Q943,1124198,2009.0,Q3,,2009-09-30,2009-11-09 16:24:04+00:00,1329190000.0,1309589000.0,395171000.0,,-282942000.0,1328017000.0,,685936000.0,908744000.0,198808000.0,577171000.0,261870000.0,318314000.0,,17736000.0,340099000.0,832034000.0,47865000.0,345913000.0,1168539000.0,214271000.0,,,56115000.0,551701000.0,,2716168000.0,118577000.0,691748000.0,7065317000.0,3119162000.0,4910972000.0,3328853000.0,3119162000.0,3167027000.0,3898290000.0,7065317000.0,1322311000.0,569437000.0,0.0
Fluor Corp,FLR,CQ7WZ4NOFWT7FAE6Q943,1124198,2009.0,Q2,,2009-06-30,2009-08-10 16:14:50+00:00,1243808000.0,1060881000.0,357456000.0,,-309926000.0,1181894000.0,,729386000.0,1008362000.0,173087000.0,558968000.0,237984000.0,305321000.0,,17731000.0,216501000.0,830971000.0,63984000.0,365461000.0,1268764000.0,296262000.0,,,43683000.0,539819000.0,,2576599000.0,121713000.0,927091000.0,6907900000.0,2996059000.0,4907979000.0,3290307000.0,2996059000.0,3060043000.0,3847857000.0,6907900000.0,1168950000.0,557550000.0,0.0
Fluor Corp,FLR,CQ7WZ4NOFWT7FAE6Q943,1124198,2009.0,Q1,,2009-03-31,2009-05-11 16:17:34+00:00,1190791000.0,1046672000.0,379145000.0,,-358413000.0,1470326000.0,0.0,723679000.0,1078090000.0,149076000.0,568983000.0,216689000.0,291024000.0,0.0,139440000.0,0.0,801885000.0,62756000.0,388647000.0,1452748000.0,262966000.0,0.0,,62430000.0,503023000.0,,2429925000.0,2101000.0,577057000.0,6719520000.0,2795191000.0,4958845000.0,3219110000.0,2795191000.0,2857947000.0,3861573000.0,6719520000.0,958790000.0,642463000.0,0.0
Fluor Corp,FLR,CQ7WZ4NOFWT7FAE6Q943,1124198,2010.0,FY,,2010-12-31,2012-02-22 16:22:32+00:00,1432502000.0,1470897000.0,354498000.0,902675000.0,-176311000.0,2134997000.0,0.0,563353000.0,1074996000.0,134773000.0,564695000.0,313466000.0,87849000.0,1769018000.0,17759000.0,413986000.0,866343000.0,31626000.0,214317000.0,1215007000.0,413872000.0,,,156137000.0,545156000.0,,3109957000.0,96692000.0,193279000.0,7614923000.0,3496999000.0,5562825000.0,3523383000.0,3496999000.0,3528625000.0,4086298000.0,7614923000.0,1185755000.0,562915000.0,0.0
Fluor Corp,FLR,CQ7WZ4NOFWT7FAE6Q943,1124198,2010.0,Q3,,2010-09-30,2010-11-04 16:16:24+00:00,1441347000.0,1848620000.0,527777000.0,,-193261000.0,1977145000.0,,697234000.0,942524000.0,160307000.0,587308000.0,292136000.0,295168000.0,,17754000.0,309277000.0,874555000.0,34050000.0,222429000.0,1092250000.0,296250000.0,,,134731000.0,523250000.0,,3015205000.0,99222000.0,189542000.0,7692410000.0,3519178000.0,5564114000.0,3598178000.0,3519178000.0,3553228000.0,4139182000.0,7692410000.0,1253741000.0,541004000.0,0.0
Fluor Corp,FLR,CQ7WZ4NOFWT7FAE6Q943,1124198,2010.0,Q2,,2010-06-30,2010-07-27 14:20:52+00:00,1335744000.0,1792693000.0,330026000.0,,-247466000.0,1437118000.0,,684832000.0,862017000.0,143841000.0,554669000.0,272168000.0,269410000.0,,17749000.0,323642000.0,838179000.0,32350000.0,250535000.0,1197892000.0,305776000.0,,,112542000.0,506974000.0,,3091348000.0,99642000.0,324089000.0,7267885000.0,3528714000.0,5201409000.0,3182098000.0,3528714000.0,3561064000.0,3706821000.0,7267885000.0,1228297000.0,524723000.0,0.0
Fluor Corp,FLR,CQ7WZ4NOFWT7FAE6Q943,1124198,2010.0,Q1,,2010-03-31,2010-05-10 16:21:35+00:00,1311823000.0,1695805000.0,323993000.0,,-210834000.0,1608989000.0,,670533000.0,958699000.0,146112000.0,562412000.0,288667000.0,268307000.0,,17745000.0,292027000.0,830755000.0,27058000.0,229036000.0,1138132000.0,304164000.0,,,92587000.0,536190000.0,,2956498000.0,99709000.0,359245000.0,7253826000.0,3416197000.0,5252447000.0,3256636000.0,3416197000.0,3443255000.0,3810571000.0,7253826000.0,1170624000.0,553935000.0,0.0
