company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:38:17+00:00,1.73,1.73,0.475,1.7,189100000.0,428900000.0,428900000.0,427200000.0,1700000.0,2691700000.0,5469600000.0,,19700000.0,2089200000.0,2691700000.0,2777900000.0,51000000.0,2108900000.0,669000000.0,-51000000.0,618000000.0,5469600000.0,246900000.0,246800000.0,251800000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 16:38:17+00:00,1.83,1.83,0.53,1.8,202800000.0,448400000.0,448400000.0,448100000.0,300000.0,3141600000.0,6137500000.0,,25900000.0,2257200000.0,3141600000.0,2995900000.0,61600000.0,2283100000.0,712800000.0,-61600000.0,651200000.0,6137500000.0,244900000.0,245400000.0,249300000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 08:24:43+00:00,0.51,0.51,0.13,0.5,59500000.0,125900000.0,125900000.0,126200000.0,-300000.0,834300000.0,1626300000.0,,11800000.0,578800000.0,834300000.0,792000000.0,16000000.0,590600000.0,201400000.0,-16000000.0,185400000.0,1626300000.0,247500000.0,247500000.0,251800000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 08:11:34+00:00,0.56,0.56,0.13,0.55,56200000.0,139000000.0,139000000.0,139000000.0,0.0,798800000.0,1570000000.0,,-19300000.0,580000000.0,798800000.0,771200000.0,15300000.0,560700000.0,210500000.0,-15300000.0,195200000.0,1570000000.0,248200000.0,247100000.0,251400000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q4,2009-10-01,2009-12-31,,0.49,0.49,0.15,0.49,64400000.0,116300000.0,116300000.0,115800000.0,500000.0,781100000.0,1564500000.0,,10200000.0,577400000.0,781100000.0,783400000.0,15100000.0,587600000.0,195800000.0,-15100000.0,180700000.0,1564500000.0,237100000.0,236700000.0,239900000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 17:14:44+00:00,1.76,1.76,0.575,1.74,201400000.0,418700000.0,418700000.0,417300000.0,1400000.0,2978000000.0,5900600000.0,,67100000.0,2174200000.0,2978000000.0,2922600000.0,61200000.0,2241300000.0,681300000.0,-61200000.0,620100000.0,5900600000.0,237100000.0,236700000.0,239900000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q3,2009-07-01,2009-09-30,2009-11-06 08:24:43+00:00,0.61,0.61,0.14,0.6,62700000.0,145200000.0,145200000.0,145000000.0,200000.0,763900000.0,1546400000.0,,5400000.0,554100000.0,763900000.0,782500000.0,15100000.0,559500000.0,223000000.0,-15100000.0,207900000.0,1546400000.0,237700000.0,237000000.0,240600000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.27,1.27,0.42,1.25,137000000.0,302400000.0,302400000.0,301500000.0,900000.0,2196900000.0,4336100000.0,,56900000.0,1596800000.0,2196900000.0,2139200000.0,46100000.0,1653700000.0,485500000.0,-46100000.0,439400000.0,4336100000.0,237700000.0,237000000.0,240600000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q2,2009-04-01,2009-06-30,2009-08-07 08:11:34+00:00,0.42,0.42,0.14,0.41,50300000.0,99500000.0,99500000.0,99100000.0,400000.0,725100000.0,1441500000.0,,25000000.0,526400000.0,725100000.0,716400000.0,15200000.0,551400000.0,165000000.0,-15200000.0,149800000.0,1441500000.0,236000000.0,236500000.0,239500000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.66,0.66,0.28,0.65,74300000.0,157200000.0,157200000.0,156500000.0,700000.0,1433000000.0,2789700000.0,,51500000.0,1042700000.0,1433000000.0,1356700000.0,31000000.0,1094200000.0,262500000.0,-31000000.0,231500000.0,2789700000.0,236000000.0,236500000.0,239500000.0
