company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2008.0,FY,,2008-12-31,2010-02-26 16:38:17+00:00,359600000.0,971000000.0,-359100000.0,,66700000.0,,1418500000.0,94700000.0,46300000.0,261100000.0,1267700000.0,326700000.0,799300000.0,467200000.0,1135200000.0,7400000.0,,680200000.0,91500000.0,436000000.0,,336200000.0,256500000.0,2617000000.0,338900000.0,4756900000.0,1571600000.0,1691100000.0,1441900000.0,1571600000.0,1579000000.0,3177900000.0,4756900000.0,1930600000.0,1736000000.0,-2104800000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,FY,,2009-12-31,2011-02-25 16:27:49+00:00,360900000.0,1016100000.0,-232900000.0,,73600000.0,,1509100000.0,83900000.0,21800000.0,302100000.0,1414100000.0,312500000.0,868800000.0,493400000.0,1176200000.0,8700000.0,,603700000.0,147200000.0,466900000.0,,303900000.0,288600000.0,2898100000.0,98500000.0,5020900000.0,2000900000.0,1814200000.0,1250200000.0,2000900000.0,2009600000.0,3011300000.0,5020900000.0,2030500000.0,1761100000.0,-2173400000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q3,,2009-09-30,2009-11-06 08:24:43+00:00,367300000.0,1013000000.0,-224600000.0,,107500000.0,,1483500000.0,93800000.0,31000000.0,271800000.0,1369800000.0,312200000.0,850000000.0,474800000.0,1149100000.0,8200000.0,,601700000.0,126900000.0,501800000.0,,341700000.0,274200000.0,2819200000.0,121000000.0,4988800000.0,1961800000.0,1816000000.0,1292900000.0,1961800000.0,1970000000.0,3018800000.0,4988800000.0,2023700000.0,1725900000.0,-2116300000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q2,,2009-06-30,2009-08-07 08:11:34+00:00,343700000.0,970600000.0,-244300000.0,,82700000.0,,1446200000.0,97700000.0,37200000.0,235300000.0,1356400000.0,319300000.0,842800000.0,476700000.0,1142900000.0,8000000.0,,665200000.0,122200000.0,481900000.0,,359800000.0,268300000.0,2707400000.0,241800000.0,4928300000.0,1804100000.0,1749900000.0,1339900000.0,1804100000.0,1812100000.0,3116200000.0,4928300000.0,2035500000.0,1776300000.0,-2105200000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2010.0,FY,,2010-12-31,2012-02-28 17:14:44+00:00,349300000.0,999600000.0,-271900000.0,,242300000.0,,1643300000.0,78900000.0,36700000.0,308100000.0,1329300000.0,282500000.0,656400000.0,447600000.0,1148300000.0,3800000.0,,565800000.0,101500000.0,441500000.0,,242200000.0,192200000.0,3279100000.0,189200000.0,4872200000.0,2129200000.0,1869900000.0,1324800000.0,2129200000.0,2133000000.0,2739200000.0,4872200000.0,1854000000.0,1414400000.0,-2521300000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2010.0,Q3,,2010-09-30,2010-11-04 16:33:55+00:00,346900000.0,1019800000.0,-320200000.0,,168400000.0,,1613800000.0,78600000.0,25000000.0,267700000.0,1313800000.0,291200000.0,647300000.0,456500000.0,1137300000.0,3600000.0,,577500000.0,131200000.0,455400000.0,,264700000.0,230300000.0,3188400000.0,343600000.0,4861500000.0,1964200000.0,1854500000.0,1438600000.0,1964200000.0,1967800000.0,2893700000.0,4861500000.0,1869700000.0,1455100000.0,-2517800000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2010.0,Q2,,2010-06-30,2010-08-05 06:03:00+00:00,324000000.0,950100000.0,-380600000.0,,121300000.0,,1563900000.0,84500000.0,22500000.0,228700000.0,1272100000.0,277800000.0,637000000.0,441300000.0,1124000000.0,3300000.0,,566000000.0,138100000.0,438000000.0,,254600000.0,259300000.0,3050100000.0,326700000.0,4663800000.0,1858300000.0,1735300000.0,1339900000.0,1858300000.0,1861600000.0,2802200000.0,4663800000.0,1804500000.0,1462300000.0,-2375100000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2010.0,Q1,,2010-03-31,2010-05-06 07:14:55+00:00,316000000.0,950200000.0,-307700000.0,,85300000.0,,1529200000.0,86200000.0,30900000.0,231900000.0,1342200000.0,295600000.0,677900000.0,468900000.0,1141800000.0,7800000.0,,581200000.0,127700000.0,430100000.0,,271300000.0,271600000.0,2957100000.0,361100000.0,4769200000.0,1860700000.0,1718300000.0,1370000000.0,1860700000.0,1868500000.0,2900700000.0,4769200000.0,1909100000.0,1530700000.0,-2317900000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2011.0,FY,,2011-12-31,2013-02-26 16:44:35+00:00,815700000.0,2095300000.0,-344900000.0,,1843600000.0,,4316900000.0,164000000.0,81700000.0,497200000.0,5855300000.0,4275200000.0,6613200000.0,1069600000.0,2295400000.0,74400000.0,,1173400000.0,223500000.0,748700000.0,,362800000.0,1490700000.0,3559900000.0,1023000000.0,18184700000.0,5666700000.0,5396000000.0,3166300000.0,5666700000.0,5741100000.0,12443600000.0,18184700000.0,10493300000.0,9277300000.0,-1865200000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2011.0,Q3,,2011-09-30,2011-10-31 08:37:30+00:00,413400000.0,1143100000.0,-160700000.0,,207300000.0,,1739900000.0,86500000.0,36500000.0,300000000.0,1504000000.0,418800000.0,700200000.0,504900000.0,1218200000.0,3900000.0,,494800000.0,149200000.0,531000000.0,,273600000.0,222000000.0,3531200000.0,336800000.0,5505600000.0,2467000000.0,2091000000.0,1617700000.0,2467000000.0,2470900000.0,3034700000.0,5505600000.0,2196400000.0,1417000000.0,-2643400000.0
