company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:38:17+00:00,-329400000.0,,161000000.0,75500000.0,291900000.0,19800000.0,1900000.0,23400000.0,279900000.0,-482400000.0,-663700000.0,797600000.0,-482400000.0,-663700000.0,797600000.0,-346600000.0,428900000.0,428900000.0,53400000.0,117300000.0,,,-114000000.0,-361500000.0,-394200000.0,-371400000.0,,7400000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 16:38:17+00:00,-203800000.0,,100400000.0,64300000.0,334700000.0,2200000.0,-7600000.0,-16400000.0,,-235600000.0,-580700000.0,751600000.0,-235600000.0,-580700000.0,753200000.0,-70700000.0,448400000.0,448400000.0,-15100000.0,301800000.0,-21000000.0,,-128500000.0,-394500000.0,-71700000.0,-337200000.0,,36400000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2008.0,Q4,2008-10-01,2008-12-31,,-100000.0,,100400000.0,64300000.0,0.0,,-11800000.0,0.0,-257700000.0,-186500000.0,-94100000.0,257000000.0,-186500000.0,-94100000.0,257000000.0,-35400000.0,80400000.0,80400000.0,176600000.0,258100000.0,,,-32200000.0,-94700000.0,161600000.0,-316300000.0,,700000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2008.0,Q3,2008-07-01,2008-09-30,,-1200000.0,,,,85200000.0,,-2300000.0,42600000.0,9700000.0,-203500000.0,-99600000.0,185500000.0,-203500000.0,-99600000.0,185500000.0,-119900000.0,125900000.0,125900000.0,-68200000.0,17000000.0,,,-32100000.0,-99600000.0,-197400000.0,-700000.0,,1200000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 08:24:43+00:00,-203700000.0,,,,255200000.0,2200000.0,4200000.0,-75000000.0,257700000.0,-49100000.0,-486600000.0,496200000.0,-49100000.0,-486600000.0,496200000.0,-35300000.0,368000000.0,368000000.0,-52000000.0,43700000.0,-21000000.0,,-96300000.0,-299800000.0,-233300000.0,-20900000.0,,35700000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 08:11:34+00:00,-202500000.0,,,,170000000.0,2200000.0,6500000.0,-117600000.0,248000000.0,154400000.0,-387000000.0,310700000.0,154400000.0,-387000000.0,310700000.0,84600000.0,242100000.0,242100000.0,16200000.0,26700000.0,-21000000.0,,-64200000.0,-200200000.0,-35900000.0,-20200000.0,,34500000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q4,2009-10-01,2009-12-31,,-7300000.0,,143500000.0,66400000.0,85700000.0,,5000000.0,45900000.0,,-105000000.0,-97400000.0,163500000.0,-105000000.0,-97400000.0,163500000.0,-33900000.0,116300000.0,116300000.0,-84400000.0,11100000.0,,,-33200000.0,-98600000.0,-25600000.0,-57300000.0,,8500000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 17:14:44+00:00,-14400000.0,,143500000.0,66400000.0,334300000.0,700000.0,9000000.0,56400000.0,,-397800000.0,-299300000.0,695000000.0,-397800000.0,-299300000.0,695000000.0,6900000.0,418700000.0,418700000.0,-114400000.0,54100000.0,,,-132700000.0,-297300000.0,-250400000.0,-68800000.0,,11700000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-11-06 08:24:43+00:00,-7100000.0,,,,248600000.0,700000.0,4000000.0,10500000.0,,-292800000.0,-201900000.0,531500000.0,-292800000.0,-201900000.0,531500000.0,40800000.0,302400000.0,302400000.0,-30000000.0,43000000.0,,,-99500000.0,-198700000.0,-224800000.0,-11500000.0,,3200000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q3TTM,2008-10-01,2009-09-30,,-7200000.0,,100400000.0,64300000.0,328100000.0,700000.0,-7800000.0,69100000.0,-257700000.0,-479300000.0,-296000000.0,786900000.0,-479300000.0,-296000000.0,788500000.0,5400000.0,382800000.0,382800000.0,6900000.0,301100000.0,,,-131700000.0,-293400000.0,-63200000.0,-327800000.0,,3900000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q3,2009-07-01,2009-09-30,,-1900000.0,,,,83600000.0,400000.0,2000000.0,187700000.0,,-136300000.0,-73000000.0,232200000.0,-136300000.0,-73000000.0,232100000.0,24800000.0,145200000.0,145200000.0,-184300000.0,29700000.0,,,-33100000.0,-73700000.0,-121800000.0,-11100000.0,,2200000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q2TTM,2008-07-01,2009-06-30,,-6500000.0,,100400000.0,64300000.0,329700000.0,300000.0,-12100000.0,-76000000.0,-248000000.0,-546500000.0,-322600000.0,740200000.0,-546500000.0,-322600000.0,741900000.0,-139300000.0,363500000.0,363500000.0,123000000.0,288400000.0,,,-130700000.0,-319300000.0,-138800000.0,-317400000.0,,2900000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q2YTD,2009-01-01,2009-06-30,2009-08-07 08:11:34+00:00,-5200000.0,,,,165000000.0,300000.0,2000000.0,-177200000.0,0.0,-156500000.0,-128900000.0,299300000.0,-156500000.0,-128900000.0,299400000.0,16000000.0,157200000.0,157200000.0,154300000.0,13300000.0,0.0,,-66400000.0,-125000000.0,-103000000.0,-400000.0,,1000000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q2,2009-04-01,2009-06-30,,-700000.0,,,,84600000.0,300000.0,2300000.0,-67700000.0,-81800000.0,-205200000.0,-65900000.0,271900000.0,-205200000.0,-65900000.0,272000000.0,3200000.0,99500000.0,99500000.0,155500000.0,11300000.0,,,-33400000.0,-65800000.0,-101000000.0,-300000.0,,300000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 07:14:55+00:00,-4500000.0,,,,80400000.0,,-300000.0,-109500000.0,81800000.0,48700000.0,-63000000.0,27400000.0,48700000.0,-63000000.0,27400000.0,12800000.0,57700000.0,57700000.0,-1200000.0,2000000.0,,,-33000000.0,-59200000.0,-2000000.0,-100000.0,,700000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2010.0,Q4,2010-10-01,2010-12-31,,-3800000.0,0.0,209600000.0,63300000.0,0.0,,2200000.0,0.0,-89900000.0,-176700000.0,-63800000.0,312200000.0,-176700000.0,-63800000.0,312200000.0,73900000.0,131600000.0,131600000.0,180600000.0,20900000.0,20100000.0,,-35900000.0,-81200000.0,-68100000.0,-3700000.0,,1100000.0
Ecolab Inc,ECL,82DYEISM090VG8LTLS26,31462,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 16:44:35+00:00,-43400000.0,41500000.0,209600000.0,63300000.0,306400000.0,16000000.0,-15900000.0,13100000.0,,-462200000.0,-303600000.0,950400000.0,-462200000.0,-303600000.0,950400000.0,168700000.0,531100000.0,531100000.0,58300000.0,106100000.0,18900000.0,,-145500000.0,-297700000.0,-74000000.0,-348800000.0,,2600000.0
