company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2013.0,Q2,,2013-06-30,2013-07-30 08:06:07+00:00,829000000.0,1104000000.0,-432000000.0,1157000000.0,0.0,6756000000.0,281000000.0,89000000.0,6691000000.0,4330000000.0,5920000000.0,535000000.0,47000000.0,167000000.0,951000000.0,276000000.0,555000000.0,280000000.0,-791000000.0,335000000.0,14540000000.0,5533000000.0,2541000000.0,1534000000.0,5533000000.0,5580000000.0,8960000000.0,14540000000.0,11464000000.0,7426000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2013.0,Q1,,2013-03-31,2013-04-25 07:08:46+00:00,848000000.0,1076000000.0,-353000000.0,233000000.0,0.0,6769000000.0,345000000.0,74000000.0,7322000000.0,4519000000.0,5948000000.0,537000000.0,49000000.0,170000000.0,996000000.0,259000000.0,585000000.0,300000000.0,-1217000000.0,372000000.0,14416000000.0,5199000000.0,1609000000.0,1639000000.0,5199000000.0,5248000000.0,9168000000.0,14416000000.0,12270000000.0,7529000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,FY,,2014-12-31,2016-02-19 06:32:40+00:00,1035000000.0,1241000000.0,-777000000.0,273000000.0,0.0,6376000000.0,304000000.0,62000000.0,7671000000.0,4715000000.0,6419000000.0,533000000.0,77000000.0,83000000.0,1025000000.0,313000000.0,955000000.0,497000000.0,-128000000.0,393000000.0,15326000000.0,5056000000.0,2011000000.0,1794000000.0,5056000000.0,5133000000.0,10193000000.0,15326000000.0,12782000000.0,8399000000.0,-415000000.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,Q3,,2014-09-30,2014-10-23 07:00:57+00:00,917000000.0,1189000000.0,-509000000.0,369000000.0,0.0,6413000000.0,312000000.0,201000000.0,7715000000.0,4716000000.0,6508000000.0,525000000.0,85000000.0,96000000.0,839000000.0,327000000.0,772000000.0,424000000.0,-289000000.0,112000000.0,15361000000.0,5615000000.0,1982000000.0,1542000000.0,5615000000.0,5700000000.0,9661000000.0,15361000000.0,12854000000.0,8119000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,Q2,,2014-06-30,2014-07-29 07:09:31+00:00,883000000.0,1266000000.0,-349000000.0,310000000.0,0.0,6491000000.0,339000000.0,145000000.0,7841000000.0,4765000000.0,6556000000.0,530000000.0,82000000.0,119000000.0,859000000.0,314000000.0,794000000.0,411000000.0,-380000000.0,136000000.0,15556000000.0,5762000000.0,1987000000.0,1503000000.0,5762000000.0,5844000000.0,9712000000.0,15556000000.0,13039000000.0,8209000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,Q1,,2014-03-31,2014-04-24 07:01:14+00:00,918000000.0,1186000000.0,-390000000.0,301000000.0,0.0,6560000000.0,345000000.0,83000000.0,7812000000.0,4817000000.0,6461000000.0,530000000.0,81000000.0,116000000.0,871000000.0,265000000.0,813000000.0,446000000.0,-454000000.0,185000000.0,15473000000.0,5716000000.0,1933000000.0,1531000000.0,5716000000.0,5797000000.0,9676000000.0,15473000000.0,13010000000.0,8145000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,FY,,2015-12-31,2017-02-17 06:32:19+00:00,1013000000.0,1235000000.0,-1059000000.0,357000000.0,0.0,5151000000.0,322000000.0,42000000.0,7783000000.0,4772000000.0,7028000000.0,490000000.0,194000000.0,78000000.0,1074000000.0,272000000.0,887000000.0,316000000.0,341000000.0,310000000.0,15303000000.0,4433000000.0,1908000000.0,1687000000.0,4433000000.0,4627000000.0,10676000000.0,15303000000.0,12905000000.0,8989000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,Q3,,2015-09-30,2015-10-21 06:36:17+00:00,918000000.0,1163000000.0,-1046000000.0,358000000.0,0.0,5281000000.0,299000000.0,199000000.0,7588000000.0,4655000000.0,7114000000.0,486000000.0,72000000.0,73000000.0,993000000.0,369000000.0,917000000.0,585000000.0,191000000.0,339000000.0,15277000000.0,4426000000.0,2106000000.0,1755000000.0,4426000000.0,4498000000.0,10779000000.0,15277000000.0,12685000000.0,9024000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,Q2,,2015-06-30,2015-07-28 06:31:15+00:00,831000000.0,1227000000.0,-898000000.0,331000000.0,0.0,6211000000.0,332000000.0,139000000.0,7690000000.0,4702000000.0,7142000000.0,508000000.0,75000000.0,70000000.0,1017000000.0,381000000.0,921000000.0,556000000.0,49000000.0,331000000.0,15465000000.0,4677000000.0,2114000000.0,1633000000.0,4677000000.0,4752000000.0,10713000000.0,15465000000.0,12843000000.0,9080000000.0,-685000000.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,Q1,,2015-03-31,2015-04-22 06:31:03+00:00,858000000.0,1168000000.0,-940000000.0,343000000.0,0.0,6317000000.0,320000000.0,72000000.0,7640000000.0,4737000000.0,7159000000.0,512000000.0,75000000.0,67000000.0,1026000000.0,367000000.0,922000000.0,554000000.0,-65000000.0,188000000.0,15388000000.0,4768000000.0,2065000000.0,1438000000.0,4768000000.0,4843000000.0,10545000000.0,15388000000.0,12811000000.0,9107000000.0,-544000000.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2016.0,FY,,2016-12-31,2018-02-08 06:55:45+00:00,1012000000.0,1171000000.0,-1211000000.0,754000000.0,0.0,4857000000.0,297000000.0,97000000.0,7845000000.0,4736000000.0,7738000000.0,471000000.0,191000000.0,127000000.0,1175000000.0,329000000.0,930000000.0,297000000.0,456000000.0,188000000.0,15730000000.0,4102000000.0,2222000000.0,1594000000.0,4102000000.0,4293000000.0,11437000000.0,15730000000.0,13037000000.0,9843000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2016.0,Q3,,2016-09-30,2016-10-25 06:34:55+00:00,925000000.0,1240000000.0,-1021000000.0,446000000.0,0.0,4859000000.0,301000000.0,207000000.0,7963000000.0,4834000000.0,7379000000.0,485000000.0,189000000.0,96000000.0,1022000000.0,271000000.0,853000000.0,365000000.0,408000000.0,578000000.0,15700000000.0,4246000000.0,2051000000.0,2011000000.0,4246000000.0,4435000000.0,11265000000.0,15700000000.0,13164000000.0,9254000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2016.0,Q2,,2016-06-30,2016-07-26 06:31:46+00:00,868000000.0,1313000000.0,-1011000000.0,346000000.0,0.0,4897000000.0,324000000.0,148000000.0,7971000000.0,4863000000.0,6933000000.0,478000000.0,193000000.0,97000000.0,1038000000.0,274000000.0,864000000.0,376000000.0,389000000.0,1075000000.0,15718000000.0,4275000000.0,2035000000.0,2415000000.0,4275000000.0,4468000000.0,11250000000.0,15718000000.0,13205000000.0,8835000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2016.0,Q1,,2016-03-31,2016-04-20 06:42:56+00:00,915000000.0,1239000000.0,-969000000.0,432000000.0,0.0,5098000000.0,316000000.0,84000000.0,7887000000.0,4799000000.0,7471000000.0,482000000.0,196000000.0,93000000.0,1024000000.0,273000000.0,877000000.0,383000000.0,387000000.0,189000000.0,15588000000.0,4516000000.0,2054000000.0,1504000000.0,4516000000.0,4712000000.0,10876000000.0,15588000000.0,13052000000.0,9372000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2017.0,FY,,2017-12-31,2019-02-28 07:01:24+00:00,1141000000.0,1280000000.0,-940000000.0,656000000.0,0.0,4774000000.0,361000000.0,111000000.0,8495000000.0,5077000000.0,8357000000.0,482000000.0,198000000.0,170000000.0,1435000000.0,360000000.0,934000000.0,346000000.0,411000000.0,84000000.0,16866000000.0,4245000000.0,2282000000.0,1697000000.0,4245000000.0,4443000000.0,12423000000.0,16866000000.0,14102000000.0,10726000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2017.0,Q3,,2017-09-30,2017-10-25 06:32:46+00:00,1015000000.0,1282000000.0,-979000000.0,662000000.0,0.0,4787000000.0,328000000.0,198000000.0,8352000000.0,5042000000.0,8377000000.0,458000000.0,201000000.0,131000000.0,1219000000.0,330000000.0,921000000.0,328000000.0,451000000.0,67000000.0,16585000000.0,4259000000.0,2272000000.0,1608000000.0,4259000000.0,4460000000.0,12125000000.0,16585000000.0,13855000000.0,10517000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2017.0,Q2,,2017-06-30,2017-07-27 06:37:54+00:00,925000000.0,1367000000.0,-1051000000.0,510000000.0,0.0,4816000000.0,352000000.0,135000000.0,8291000000.0,5058000000.0,8360000000.0,454000000.0,200000000.0,133000000.0,1245000000.0,341000000.0,923000000.0,340000000.0,426000000.0,163000000.0,16494000000.0,4191000000.0,2217000000.0,1575000000.0,4191000000.0,4391000000.0,12103000000.0,16494000000.0,13823000000.0,10528000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2017.0,Q1,,2017-03-31,2017-04-25 06:32:34+00:00,933000000.0,1287000000.0,-1134000000.0,451000000.0,0.0,4841000000.0,364000000.0,102000000.0,8212000000.0,5086000000.0,8180000000.0,464000000.0,194000000.0,133000000.0,1272000000.0,336000000.0,928000000.0,363000000.0,416000000.0,236000000.0,16332000000.0,4123000000.0,2101000000.0,1635000000.0,4123000000.0,4317000000.0,12015000000.0,16332000000.0,13767000000.0,10380000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2018.0,FY,,2018-12-31,2020-02-27 06:50:25+00:00,1119000000.0,1118000000.0,-1110000000.0,524000000.0,0.0,4752000000.0,355000000.0,76000000.0,6987000000.0,5024000000.0,8280000000.0,468000000.0,196000000.0,333000000.0,1108000000.0,364000000.0,1091000000.0,361000000.0,-795000000.0,107000000.0,15179000000.0,2847000000.0,2003000000.0,1657000000.0,2847000000.0,3043000000.0,12136000000.0,15179000000.0,12708000000.0,10479000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2018.0,Q3,,2018-09-30,2018-10-25 06:41:34+00:00,996000000.0,1249000000.0,-1010000000.0,446000000.0,0.0,4746000000.0,345000000.0,146000000.0,8454000000.0,5053000000.0,8304000000.0,461000000.0,198000000.0,166000000.0,1406000000.0,454000000.0,916000000.0,352000000.0,281000000.0,307000000.0,16635000000.0,4017000000.0,2047000000.0,1794000000.0,4017000000.0,4215000000.0,12420000000.0,16635000000.0,14127000000.0,10626000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2018.0,Q2,,2018-06-30,2018-07-26 06:41:05+00:00,977000000.0,1320000000.0,-1015000000.0,394000000.0,0.0,4755000000.0,361000000.0,108000000.0,8441000000.0,5068000000.0,8321000000.0,471000000.0,196000000.0,169000000.0,1416000000.0,429000000.0,927000000.0,406000000.0,309000000.0,343000000.0,16698000000.0,4049000000.0,2120000000.0,1789000000.0,4049000000.0,4245000000.0,12453000000.0,16698000000.0,14107000000.0,10664000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2018.0,Q1,,2018-03-31,2018-04-26 06:41:49+00:00,969000000.0,1374000000.0,-886000000.0,462000000.0,0.0,4782000000.0,389000000.0,121000000.0,8524000000.0,5082000000.0,8286000000.0,468000000.0,200000000.0,171000000.0,1423000000.0,414000000.0,917000000.0,428000000.0,362000000.0,360000000.0,16923000000.0,4258000000.0,2264000000.0,1839000000.0,4258000000.0,4458000000.0,12465000000.0,16923000000.0,14191000000.0,10626000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2019.0,FY,,2019-12-31,2020-04-30 16:07:23+00:00,1182000000.0,1103000000.0,-1005000000.0,454000000.0,0.0,4410000000.0,345000000.0,60000000.0,5993000000.0,4881000000.0,7395000000.0,466000000.0,193000000.0,276000000.0,1052000000.0,726000000.0,983000000.0,420000000.0,-1210000000.0,914000000.0,14319000000.0,2195000000.0,1977000000.0,2501000000.0,2195000000.0,2388000000.0,11931000000.0,14319000000.0,11876000000.0,9430000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2019.0,Q3,,2019-09-30,2019-11-07 06:57:04+00:00,1087000000.0,1146000000.0,-1166000000.0,389000000.0,0.0,4422000000.0,316000000.0,74000000.0,5973000000.0,4911000000.0,8189000000.0,423000000.0,198000000.0,322000000.0,1068000000.0,767000000.0,958000000.0,412000000.0,-1101000000.0,298000000.0,14343000000.0,2155000000.0,1947000000.0,1775000000.0,2155000000.0,2353000000.0,11990000000.0,14343000000.0,11973000000.0,10215000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2019.0,Q2,,2019-06-30,2019-07-31 07:18:03+00:00,1024000000.0,1227000000.0,-1115000000.0,393000000.0,0.0,4533000000.0,363000000.0,90000000.0,7017000000.0,4981000000.0,8233000000.0,450000000.0,199000000.0,329000000.0,1078000000.0,785000000.0,1400000000.0,406000000.0,-629000000.0,412000000.0,15588000000.0,2789000000.0,2026000000.0,1889000000.0,2789000000.0,2988000000.0,12600000000.0,15588000000.0,13112000000.0,10711000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2019.0,Q1,,2019-03-31,2019-04-30 07:08:10+00:00,1071000000.0,1221000000.0,-1104000000.0,402000000.0,0.0,4646000000.0,376000000.0,85000000.0,7009000000.0,5020000000.0,8242000000.0,473000000.0,199000000.0,334000000.0,1100000000.0,859000000.0,1494000000.0,424000000.0,-752000000.0,385000000.0,15742000000.0,2790000000.0,2047000000.0,1917000000.0,2790000000.0,2989000000.0,12753000000.0,15742000000.0,13222000000.0,10836000000.0,
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2020.0,Q1,,2020-03-31,2020-04-30 16:07:23+00:00,1077000000.0,1182000000.0,-1130000000.0,359000000.0,0.0,4402000000.0,402000000.0,35000000.0,5979000000.0,4806000000.0,7359000000.0,426000000.0,187000000.0,267000000.0,1031000000.0,701000000.0,1004000000.0,473000000.0,-1228000000.0,1054000000.0,14193000000.0,2044000000.0,2014000000.0,2568000000.0,2044000000.0,2231000000.0,11962000000.0,14193000000.0,11753000000.0,9394000000.0,
