company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2012.0,Q2TTM,2011-07-01,2012-06-30,,0.96,0.96,,480000000.0,0.94,,146000000.0,329000000.0,301000000.0,28000000.0,326000000.0,3000000.0,2182000000.0,5306000000.0,4000000.0,-3000000.0,90000000.0,1711000000.0,2182000000.0,3124000000.0,402000000.0,5000000.0,2281000000.0,843000000.0,-400000000.0,443000000.0,5306000000.0,358600000.0,361528675.0,365875719.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2012.0,Q2,2012-04-01,2012-06-30,2013-07-30 08:06:07+00:00,0.29,0.29,,120000000.0,0.28,,37000000.0,105000000.0,102000000.0,3000000.0,104000000.0,1000000.0,549000000.0,1342000000.0,4000000.0,6000000.0,16000000.0,428000000.0,549000000.0,793000000.0,101000000.0,1000000.0,564000000.0,229000000.0,-94000000.0,135000000.0,1342000000.0,358600000.0,361528675.0,365875719.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2012.0,Q1TTM,2011-04-01,2012-03-31,,0.86,0.86,,495000000.0,0.85,,148000000.0,293000000.0,268000000.0,25000000.0,291000000.0,2000000.0,2203000000.0,5360000000.0,3000000.0,-10000000.0,97000000.0,1733000000.0,2203000000.0,3157000000.0,415000000.0,6000000.0,2325000000.0,832000000.0,-419000000.0,413000000.0,5360000000.0,357100000.0,360881693.0,365721058.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2012.0,Q1,2012-01-01,2012-03-31,2013-04-25 07:08:46+00:00,0.07,0.07,,129000000.0,0.07,,8000000.0,25000000.0,27000000.0,-2000000.0,25000000.0,,564000000.0,1334000000.0,-2000000.0,-15000000.0,37000000.0,447000000.0,564000000.0,770000000.0,106000000.0,1000000.0,613000000.0,157000000.0,-120000000.0,37000000.0,1334000000.0,357100000.0,360881693.0,365721058.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2013.0,FY,2013-01-01,2013-12-31,2016-02-19 06:32:40+00:00,1.97,1.97,0.72,510000000.0,1.94,,91000000.0,736000000.0,431000000.0,305000000.0,740000000.0,-4000000.0,2398000000.0,5703000000.0,2000000.0,-34000000.0,119000000.0,1815000000.0,2398000000.0,3305000000.0,309000000.0,2000000.0,2444000000.0,861000000.0,-341000000.0,520000000.0,5703000000.0,375600000.0,375797629.0,380927966.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2013.0,Q4,2013-10-01,2013-12-31,,0.39,0.39,0.2,146000000.0,0.38,,-13000000.0,145000000.0,159000000.0,-14000000.0,145000000.0,,666000000.0,1611000000.0,-1000000.0,-11000000.0,56000000.0,505000000.0,666000000.0,945000000.0,80000000.0,,707000000.0,238000000.0,-91000000.0,147000000.0,1611000000.0,375600000.0,375797629.0,380927966.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2013.0,Q3YTD,2013-01-01,2013-09-30,,1.58,1.58,0.52,364000000.0,1.56,,104000000.0,591000000.0,272000000.0,319000000.0,595000000.0,-4000000.0,1732000000.0,4092000000.0,3000000.0,-23000000.0,63000000.0,1310000000.0,1732000000.0,2360000000.0,229000000.0,2000000.0,1737000000.0,623000000.0,-250000000.0,373000000.0,4092000000.0,382900000.0,377590584.0,382302017.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.68,1.68,0.52,484000000.0,1.67,,123000000.0,627000000.0,299000000.0,328000000.0,634000000.0,-7000000.0,2294000000.0,5472000000.0,7000000.0,-149000000.0,91000000.0,1730000000.0,2294000000.0,3178000000.0,312000000.0,3000000.0,2305000000.0,873000000.0,-458000000.0,415000000.0,5472000000.0,382900000.0,377590584.0,382302017.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2013.0,Q3,2013-07-01,2013-09-30,2014-10-23 07:00:57+00:00,0.35,0.35,0.2,117000000.0,0.35,,40000000.0,131000000.0,131000000.0,,134000000.0,-3000000.0,573000000.0,1387000000.0,,5000000.0,20000000.0,434000000.0,573000000.0,814000000.0,78000000.0,1000000.0,571000000.0,243000000.0,-72000000.0,171000000.0,1387000000.0,382900000.0,377590584.0,382302017.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.23,1.23,0.32,247000000.0,1.21,,64000000.0,460000000.0,141000000.0,319000000.0,461000000.0,-1000000.0,1159000000.0,2705000000.0,3000000.0,-28000000.0,43000000.0,876000000.0,1159000000.0,1546000000.0,151000000.0,1000000.0,1166000000.0,380000000.0,-178000000.0,202000000.0,2705000000.0,373700000.0,376580064.0,381559390.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2013.0,Q2TTM,2012-07-01,2013-06-30,,1.62,1.62,0.32,491000000.0,1.61,,141000000.0,602000000.0,254000000.0,348000000.0,605000000.0,-3000000.0,2271000000.0,5436000000.0,6000000.0,-154000000.0,75000000.0,1725000000.0,2271000000.0,3165000000.0,334000000.0,3000000.0,2291000000.0,874000000.0,-485000000.0,389000000.0,5436000000.0,373700000.0,376580064.0,381559390.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2013.0,Q2,2013-04-01,2013-06-30,2014-07-29 07:09:31+00:00,1.14,1.14,0.16,126000000.0,1.12,,46000000.0,426000000.0,119000000.0,307000000.0,426000000.0,,580000000.0,1386000000.0,4000000.0,-4000000.0,8000000.0,434000000.0,580000000.0,806000000.0,73000000.0,,568000000.0,238000000.0,-77000000.0,161000000.0,1386000000.0,373700000.0,376580064.0,381559390.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2013.0,Q1TTM,2012-04-01,2013-03-31,,0.77,0.77,0.16,485000000.0,0.77,,132000000.0,281000000.0,237000000.0,44000000.0,283000000.0,-2000000.0,2240000000.0,5392000000.0,6000000.0,-144000000.0,83000000.0,1719000000.0,2240000000.0,3152000000.0,362000000.0,4000000.0,2287000000.0,865000000.0,-502000000.0,363000000.0,5392000000.0,388900000.0,370583217.0,375557021.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2013.0,Q1,2013-01-01,2013-03-31,2014-04-24 07:01:14+00:00,0.09,0.09,0.16,121000000.0,0.09,,18000000.0,34000000.0,22000000.0,12000000.0,35000000.0,-1000000.0,579000000.0,1319000000.0,-1000000.0,-24000000.0,35000000.0,442000000.0,579000000.0,740000000.0,78000000.0,1000000.0,598000000.0,142000000.0,-101000000.0,41000000.0,1319000000.0,388900000.0,370583217.0,375557021.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 06:32:19+00:00,1.01,1.01,0.95,573000000.0,1.0,,236000000.0,381000000.0,381000000.0,,384000000.0,-3000000.0,2620000000.0,6288000000.0,-4000000.0,-171000000.0,89000000.0,1917000000.0,2620000000.0,3668000000.0,300000000.0,3000000.0,2579000000.0,1089000000.0,-468000000.0,621000000.0,6288000000.0,380200000.0,379333037.0,384371452.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,Q4,2014-10-01,2014-12-31,,0.43,0.43,0.25,148000000.0,0.42,,34000000.0,158000000.0,158000000.0,,161000000.0,-3000000.0,653000000.0,1633000000.0,-6000000.0,-39000000.0,46000000.0,478000000.0,653000000.0,980000000.0,71000000.0,,672000000.0,308000000.0,-110000000.0,198000000.0,1633000000.0,380200000.0,379333037.0,384371452.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,Q3,2014-07-01,2014-09-30,2015-10-21 06:36:17+00:00,0.24,0.24,0.25,139000000.0,0.24,,95000000.0,92000000.0,92000000.0,,91000000.0,1000000.0,648000000.0,1572000000.0,,-51000000.0,6000000.0,468000000.0,648000000.0,924000000.0,74000000.0,1000000.0,613000000.0,311000000.0,-124000000.0,187000000.0,1572000000.0,379200000.0,380884561.0,385891391.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.58,0.58,0.7,425000000.0,0.58,,202000000.0,223000000.0,223000000.0,,223000000.0,,1967000000.0,4655000000.0,2000000.0,-132000000.0,43000000.0,1439000000.0,1967000000.0,2688000000.0,229000000.0,3000000.0,1907000000.0,781000000.0,-358000000.0,423000000.0,4655000000.0,379200000.0,380884561.0,385891391.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,Q3TTM,2013-10-01,2014-09-30,,0.97,0.97,0.9,571000000.0,0.96,,189000000.0,368000000.0,382000000.0,-14000000.0,368000000.0,,2633000000.0,6266000000.0,1000000.0,-143000000.0,99000000.0,1944000000.0,2633000000.0,3633000000.0,309000000.0,3000000.0,2614000000.0,1019000000.0,-449000000.0,570000000.0,6266000000.0,379200000.0,380884561.0,385891391.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.34,0.34,0.45,286000000.0,0.34,,107000000.0,131000000.0,131000000.0,,132000000.0,-1000000.0,1319000000.0,3083000000.0,2000000.0,-81000000.0,37000000.0,971000000.0,1319000000.0,1764000000.0,155000000.0,2000000.0,1294000000.0,470000000.0,-234000000.0,236000000.0,3083000000.0,389500000.0,379755766.0,385356813.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,Q2TTM,2013-07-01,2014-06-30,,1.08,1.08,0.85,549000000.0,1.07,,134000000.0,407000000.0,421000000.0,-14000000.0,411000000.0,-4000000.0,2558000000.0,6081000000.0,1000000.0,-87000000.0,113000000.0,1910000000.0,2558000000.0,3523000000.0,313000000.0,3000000.0,2572000000.0,951000000.0,-397000000.0,554000000.0,6081000000.0,389500000.0,379755766.0,385356813.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,Q2,2014-04-01,2014-06-30,2015-07-28 06:31:15+00:00,0.19,0.19,0.25,145000000.0,0.19,,74000000.0,76000000.0,76000000.0,,74000000.0,2000000.0,677000000.0,1594000000.0,1000000.0,-51000000.0,13000000.0,482000000.0,677000000.0,917000000.0,78000000.0,1000000.0,640000000.0,277000000.0,-128000000.0,149000000.0,1594000000.0,389500000.0,379755766.0,385356813.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,Q1TTM,2013-04-01,2014-03-31,,2.03,2.03,0.76,530000000.0,2.0,,106000000.0,757000000.0,464000000.0,293000000.0,763000000.0,-6000000.0,2461000000.0,5873000000.0,4000000.0,-40000000.0,108000000.0,1862000000.0,2461000000.0,3412000000.0,308000000.0,2000000.0,2500000000.0,912000000.0,-346000000.0,566000000.0,5873000000.0,386700000.0,379012826.0,384739599.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2014.0,Q1,2014-01-01,2014-03-31,2015-04-22 06:31:03+00:00,0.15,0.15,0.2,141000000.0,0.15,,33000000.0,55000000.0,55000000.0,,58000000.0,-3000000.0,642000000.0,1489000000.0,1000000.0,-30000000.0,24000000.0,489000000.0,642000000.0,847000000.0,77000000.0,1000000.0,654000000.0,193000000.0,-106000000.0,87000000.0,1489000000.0,386700000.0,379012826.0,384739599.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,FY,2015-01-01,2015-12-31,2018-02-08 06:55:45+00:00,1.55,1.55,1.09,574000000.0,1.54,,383000000.0,575000000.0,575000000.0,,570000000.0,5000000.0,2539000000.0,6172000000.0,-3000000.0,175000000.0,51000000.0,1915000000.0,2539000000.0,3633000000.0,311000000.0,4000000.0,2540000000.0,1093000000.0,-132000000.0,961000000.0,6172000000.0,367700000.0,366996788.0,370957804.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,Q4,2015-10-01,2015-12-31,,0.68,0.68,0.28,142000000.0,0.68,,177000000.0,254000000.0,254000000.0,,251000000.0,3000000.0,654000000.0,1624000000.0,-2000000.0,202000000.0,8000000.0,510000000.0,654000000.0,970000000.0,80000000.0,1000000.0,660000000.0,310000000.0,123000000.0,433000000.0,1624000000.0,367700000.0,366996788.0,370957804.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,Q3,2015-07-01,2015-09-30,2016-10-25 06:34:55+00:00,0.39,0.39,0.28,144000000.0,0.38,,82000000.0,142000000.0,142000000.0,,142000000.0,,615000000.0,1531000000.0,-1000000.0,5000000.0,15000000.0,459000000.0,615000000.0,916000000.0,79000000.0,1000000.0,618000000.0,298000000.0,-73000000.0,225000000.0,1531000000.0,364100000.0,365498696.0,369497939.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,Q3YTD,2015-01-01,2015-09-30,,0.87,0.87,0.81,432000000.0,0.86,,206000000.0,321000000.0,321000000.0,,319000000.0,2000000.0,1885000000.0,4548000000.0,-1000000.0,-27000000.0,43000000.0,1405000000.0,1885000000.0,2663000000.0,231000000.0,3000000.0,1880000000.0,783000000.0,-255000000.0,528000000.0,4548000000.0,364100000.0,365498696.0,369497939.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,Q3TTM,2014-10-01,2015-09-30,,1.3,1.3,1.06,580000000.0,1.28,,240000000.0,479000000.0,479000000.0,,480000000.0,-1000000.0,2538000000.0,6181000000.0,-7000000.0,-66000000.0,89000000.0,1883000000.0,2538000000.0,3643000000.0,302000000.0,3000000.0,2552000000.0,1091000000.0,-365000000.0,726000000.0,6181000000.0,364100000.0,365498696.0,369497939.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,Q2,2015-04-01,2015-06-30,2016-07-26 06:31:46+00:00,0.31,0.31,0.28,146000000.0,0.31,,86000000.0,116000000.0,116000000.0,,114000000.0,2000000.0,648000000.0,1559000000.0,,-6000000.0,14000000.0,465000000.0,648000000.0,911000000.0,79000000.0,1000000.0,625000000.0,286000000.0,-84000000.0,202000000.0,1559000000.0,367700000.0,368364597.0,372581033.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.48,0.48,0.53,288000000.0,0.48,,124000000.0,179000000.0,179000000.0,,177000000.0,2000000.0,1270000000.0,3017000000.0,,-32000000.0,28000000.0,946000000.0,1270000000.0,1747000000.0,152000000.0,2000000.0,1262000000.0,485000000.0,-182000000.0,303000000.0,3017000000.0,367700000.0,368364597.0,372581033.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,Q2TTM,2014-07-01,2015-06-30,,1.15,1.15,1.03,575000000.0,1.14,,253000000.0,429000000.0,429000000.0,,429000000.0,,2571000000.0,6222000000.0,-6000000.0,-122000000.0,80000000.0,1892000000.0,2571000000.0,3651000000.0,297000000.0,3000000.0,2547000000.0,1104000000.0,-416000000.0,688000000.0,6222000000.0,367700000.0,368364597.0,372581033.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,Q1,2015-01-01,2015-03-31,2016-04-20 06:42:56+00:00,0.17,0.17,0.25,142000000.0,0.17,,38000000.0,63000000.0,63000000.0,,63000000.0,,622000000.0,1458000000.0,,-26000000.0,14000000.0,481000000.0,622000000.0,836000000.0,73000000.0,1000000.0,637000000.0,199000000.0,-98000000.0,101000000.0,1458000000.0,370600000.0,371169651.0,375361957.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2015.0,Q1TTM,2014-04-01,2015-03-31,,1.03,1.03,1.0,574000000.0,1.02,,241000000.0,389000000.0,389000000.0,,389000000.0,,2600000000.0,6257000000.0,-5000000.0,-167000000.0,79000000.0,1909000000.0,2600000000.0,3657000000.0,296000000.0,3000000.0,2562000000.0,1095000000.0,-460000000.0,635000000.0,6257000000.0,370600000.0,371169651.0,375361957.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2016.0,FY,2016-01-01,2016-12-31,2019-02-28 07:01:24+00:00,1.4,1.4,1.21,603000000.0,1.39,,309000000.0,507000000.0,507000000.0,,502000000.0,5000000.0,2607000000.0,6309000000.0,,15000000.0,105000000.0,1864000000.0,2607000000.0,3702000000.0,333000000.0,4000000.0,2572000000.0,1130000000.0,-314000000.0,816000000.0,6309000000.0,358600000.0,358830080.0,362167129.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2016.0,Q4,2016-10-01,2016-12-31,,0.45,0.45,0.31,153000000.0,0.45,,101000000.0,160000000.0,160000000.0,,159000000.0,1000000.0,670000000.0,1656000000.0,,18000000.0,32000000.0,473000000.0,670000000.0,986000000.0,86000000.0,1000000.0,658000000.0,328000000.0,-67000000.0,261000000.0,1656000000.0,358600000.0,358830080.0,362167129.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2016.0,Q3,2016-07-01,2016-09-30,2017-10-25 06:32:46+00:00,0.36,0.36,0.31,151000000.0,0.36,,82000000.0,132000000.0,132000000.0,,130000000.0,2000000.0,642000000.0,1570000000.0,,2000000.0,29000000.0,452000000.0,642000000.0,928000000.0,85000000.0,1000000.0,632000000.0,296000000.0,-82000000.0,214000000.0,1570000000.0,361100000.0,357088498.0,360574807.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2016.0,Q3YTD,2016-01-01,2016-09-30,,0.95,0.95,0.9,450000000.0,0.94,,208000000.0,347000000.0,347000000.0,,343000000.0,4000000.0,1937000000.0,4653000000.0,,-3000000.0,73000000.0,1391000000.0,1937000000.0,2716000000.0,247000000.0,3000000.0,1914000000.0,802000000.0,-247000000.0,555000000.0,4653000000.0,361100000.0,357088498.0,360574807.0
Nielsen Holdings PLC,NLSN,54930062JS29A5N4GO82,1492633,2016.0,Q3TTM,2015-10-01,2016-09-30,,1.63,1.63,1.18,592000000.0,1.62,,385000000.0,601000000.0,601000000.0,,594000000.0,7000000.0,2591000000.0,6277000000.0,-2000000.0,199000000.0,81000000.0,1901000000.0,2591000000.0,3686000000.0,327000000.0,4000000.0,2574000000.0,1112000000.0,-124000000.0,988000000.0,6277000000.0,361100000.0,357088498.0,360574807.0
