company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,deferredacquisitioncost,intangibleassets,interestbearingdeposits,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Vornado Realty Trust,VNO,,899689,2008.0,FY,,2008-12-31,2010-02-23 08:44:20+00:00,-6899000.0,1526853000.0,,6032171000.0,13185000.0,,304125000.0,,12079455000.0,15652276000.0,412913000.0,3211399000.0,,1071888000.0,515607000.0,1177978000.0,375888000.0,-1047340000.0,358468000.0,21418048000.0,4977932000.0,5801739000.0,6214652000.0,14025418000.0,21418048000.0,823807000.0,334322000.0
Vornado Realty Trust,VNO,,899689,2009.0,FY,,2009-12-31,2011-02-23 08:46:57+00:00,28449000.0,535479000.0,,6968225000.0,13150000.0,,750433000.0,282770000.0,9833485000.0,15132901000.0,406637000.0,3078907000.0,,840723000.0,475242000.0,1251628000.0,293950000.0,-1577591000.0,852218000.0,20185472000.0,5419083000.0,6242769000.0,6649406000.0,12284438000.0,20185472000.0,823686000.0,380652000.0
Vornado Realty Trust,VNO,,899689,2009.0,Q3,,2009-09-30,2009-11-03 08:35:40+00:00,16489000.0,2560011000.0,,7000282000.0,13148000.0,,301339000.0,,12079762000.0,15671638000.0,406146000.0,3203444000.0,,893281000.0,548407000.0,1212765000.0,287575000.0,-1278727000.0,648250000.0,22350373000.0,5738044000.0,6561762000.0,6967908000.0,14169700000.0,22350373000.0,823718000.0,313218000.0
Vornado Realty Trust,VNO,,899689,2009.0,Q2,,2009-06-30,2009-08-21 17:11:23+00:00,-35851000.0,2068498000.0,0.0,7218090000.0,13151000.0,,306188000.0,,11737504000.0,15796325000.0,405127000.0,3013040000.0,,902123000.0,485706000.0,936099000.0,307984000.0,-1288909000.0,648250000.0,21831857000.0,5893330000.0,6717048000.0,7122175000.0,13773583000.0,21831857000.0,823718000.0,326671000.0
Vornado Realty Trust,VNO,,899689,2010.0,FY,,2010-12-31,2011-08-01 16:09:44+00:00,73453000.0,690789000.0,0.0,6940045000.0,13187000.0,,717059000.0,255922000.0,10019639000.0,14910925000.0,514695000.0,3218573000.0,,771052000.0,438479000.0,1327974000.0,200822000.0,-1480876000.0,874000000.0,20517471000.0,5532622000.0,6315710000.0,6830405000.0,12359092000.0,20517471000.0,783088000.0,766116000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q3,,2010-09-30,2010-11-02 08:33:44+00:00,45272000.0,846254000.0,,6817182000.0,13182000.0,,739184000.0,,11110047000.0,15270970000.0,446683000.0,3260492000.0,,1111329000.0,507755000.0,1417222000.0,148246000.0,-1604889000.0,0.0,20634128000.0,5257565000.0,6041092000.0,6487775000.0,12729131000.0,20634128000.0,783527000.0,355800000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q1,,2010-03-31,2010-05-04 08:29:43+00:00,29953000.0,788940000.0,,6884776000.0,13182000.0,,326743000.0,,10590645000.0,15390245000.0,406791000.0,3178780000.0,,873240000.0,491464000.0,1339748000.0,307849000.0,-1520690000.0,500217000.0,20419693000.0,5394039000.0,6217588000.0,6624379000.0,12455566000.0,20419693000.0,823549000.0,413954000.0
Vornado Realty Trust,VNO,,899689,2011.0,FY,,2011-12-31,2013-02-26 16:44:13+00:00,73729000.0,606553000.0,0.0,7134631000.0,13127000.0,,652597000.0,506960000.0,9938607000.0,13809383000.0,680131000.0,4525438000.0,,770284000.0,423512000.0,1160677000.0,98068000.0,-1401704000.0,138000000.0,20446487000.0,5806656000.0,6828316000.0,7508447000.0,11777363000.0,20446487000.0,1021660000.0,741321000.0
Vornado Realty Trust,VNO,,899689,2011.0,Q2,,2011-06-30,2011-08-01 16:09:44+00:00,114479000.0,591515000.0,0.0,6892570000.0,13183000.0,,683678000.0,0.0,10240048000.0,14767232000.0,607283000.0,3536260000.0,,773596000.0,436229000.0,1421467000.0,155320000.0,-1244254000.0,300000000.0,20538864000.0,5762795000.0,6760241000.0,7367524000.0,11749873000.0,20538864000.0,997446000.0,791676000.0
Vornado Realty Trust,VNO,,899689,2011.0,Q1,,2011-03-31,2011-05-03 08:25:07+00:00,130614000.0,618361000.0,,6943075000.0,13181000.0,,692947000.0,0.0,10257396000.0,14822437000.0,597215000.0,3289281000.0,,780197000.0,469443000.0,1366520000.0,234273000.0,-1208993000.0,374000000.0,20492400000.0,5864696000.0,6647629000.0,7244844000.0,11881036000.0,20492400000.0,782933000.0,821920000.0
