company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Vornado Realty Trust,VNO,,899689,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-02 08:33:44+00:00,,61694000.0,6880000.0,461802000.0,413697000.0,1000000.0,-155975000.0,710248000.0,1208204000.0,,621471000.0,-77800000.0,489487000.0,621471000.0,-77800000.0,489487000.0,1033158000.0,271900000.0,271900000.0,-101829000.0,,94307000.0,,-267187000.0,,-40335000.0,-530636000.0,-1005464000.0,,-24330000.0,397864000.0
Vornado Realty Trust,VNO,,899689,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-23 16:52:23+00:00,,32588000.0,3840000.0,321065000.0,277806000.0,991000.0,-57591000.0,710226000.0,520137000.0,,381516000.0,-219310000.0,379439000.0,381516000.0,-219310000.0,379439000.0,541645000.0,116056000.0,116056000.0,10580000.0,,70422000.0,,-175645000.0,,-37309000.0,-351874000.0,-648349000.0,-522000.0,-24331000.0,98460000.0
Vornado Realty Trust,VNO,,899689,2009.0,Q2TTM,2008-07-01,2009-06-30,,9185000.0,32588000.0,21767000.0,662799000.0,563455000.0,991000.0,-14226000.0,710226000.0,1026611000.0,,320435000.0,-707704000.0,744103000.0,320435000.0,-707704000.0,743735000.0,356466000.0,-68064000.0,-68064000.0,230350000.0,17237000.0,177064000.0,,-556596000.0,,-270163000.0,-807484000.0,-849559000.0,-31720000.0,4236000.0,182703000.0
Vornado Realty Trust,VNO,,899689,2009.0,Q2,2009-04-01,2009-06-30,,9000.0,,2690000.0,188857000.0,141628000.0,991000.0,-5927000.0,710226000.0,166281000.0,,274305000.0,-40884000.0,209627000.0,274305000.0,-40884000.0,209627000.0,443048000.0,-40375000.0,-40375000.0,114301000.0,,90216000.0,,-91747000.0,,-17845000.0,-180429000.0,-509964000.0,-490000.0,-1000.0,66174000.0
Vornado Realty Trust,VNO,,899689,2009.0,Q1,2009-01-01,2009-03-31,2010-05-04 08:29:43+00:00,-9000.0,32588000.0,1150000.0,132208000.0,136178000.0,,-51664000.0,,353856000.0,,107211000.0,-178426000.0,169812000.0,107211000.0,-178426000.0,169812000.0,98597000.0,156431000.0,156431000.0,-103721000.0,,-19794000.0,,-83898000.0,,-19464000.0,-171445000.0,-138385000.0,-32000.0,-24330000.0,32286000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q4,2010-10-01,2010-12-31,,10000000.0,,18612000.0,139374000.0,136674000.0,,23476000.0,,878524000.0,,278979000.0,-571458000.0,177225000.0,278979000.0,-571458000.0,177225000.0,-115254000.0,282144000.0,282144000.0,-265069000.0,130824000.0,6946000.0,,-145718000.0,,-666848000.0,-115909000.0,-542104000.0,-12193000.0,-30354000.0,194353000.0
Vornado Realty Trust,VNO,,899689,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 16:44:13+00:00,,,23960000.0,549327000.0,556312000.0,,-36150000.0,,2481883000.0,0.0,-95415000.0,-520361000.0,771086000.0,-95415000.0,-520361000.0,771086000.0,155310000.0,708031000.0,708031000.0,-457107000.0,130824000.0,177763000.0,,-583810000.0,,-915515000.0,-301569000.0,-2019698000.0,-25660000.0,-78954000.0,518960000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-02 08:33:44+00:00,-10000000.0,0.0,5348000.0,409953000.0,419638000.0,,-59626000.0,0.0,1603359000.0,,-374394000.0,51097000.0,593861000.0,-374394000.0,51097000.0,593861000.0,270564000.0,425887000.0,425887000.0,-192038000.0,,170817000.0,,-438092000.0,,-248667000.0,-185660000.0,-1477594000.0,-13467000.0,-48600000.0,324607000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q3TTM,2009-10-01,2010-09-30,,-10000000.0,-29106000.0,20243000.0,596980000.0,564994000.0,-1000000.0,195927000.0,-22000.0,3043330000.0,,-2378617000.0,-113304000.0,737953000.0,-2378617000.0,-113304000.0,737953000.0,-1753968000.0,282437000.0,282437000.0,-276299000.0,3930000.0,205088000.0,,-532829000.0,,-391687000.0,-336898000.0,-4798756000.0,-45670000.0,-48600000.0,421193000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q3,2010-07-01,2010-09-30,,-10000000.0,,1487000.0,138956000.0,139580000.0,,-126140000.0,,702319000.0,,248688000.0,-156262000.0,61496000.0,248688000.0,-156262000.0,61496000.0,153922000.0,116132000.0,116132000.0,-68076000.0,-9827000.0,24291000.0,,-145615000.0,,-129363000.0,-48236000.0,-274345000.0,11756000.0,-35600000.0,7046000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-01 16:09:44+00:00,0.0,0.0,3861000.0,270997000.0,280058000.0,,66514000.0,0.0,901040000.0,0.0,-623082000.0,207359000.0,532365000.0,-623082000.0,207359000.0,532365000.0,116642000.0,309755000.0,309755000.0,-123962000.0,9827000.0,146526000.0,,-292477000.0,,-119304000.0,-137424000.0,-1203249000.0,-25223000.0,-13000000.0,317561000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q2TTM,2009-07-01,2010-06-30,,,,21796000.0,598761000.0,561305000.0,-991000.0,223683000.0,,3029078000.0,,-2387350000.0,184468000.0,786505000.0,-2387350000.0,184468000.0,786505000.0,-1416377000.0,322149000.0,322149000.0,-320632000.0,13757000.0,204682000.0,,-478756000.0,,-265350000.0,-467424000.0,-4881526000.0,-56904000.0,-12999000.0,713551000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q2,2010-04-01,2010-06-30,,,,2160000.0,149424000.0,139808000.0,,4209000.0,,240705000.0,,-581153000.0,200017000.0,244317000.0,-581153000.0,200017000.0,244317000.0,-136819000.0,77211000.0,77211000.0,23089000.0,8864000.0,152808000.0,,-147170000.0,,-34770000.0,-69579000.0,-674652000.0,100000.0,-9000000.0,151558000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q1TTM,2009-04-01,2010-03-31,,9000.0,,22326000.0,638194000.0,563125000.0,,213547000.0,710226000.0,2954654000.0,,-1531892000.0,-56433000.0,751815000.0,-1531892000.0,-56433000.0,751815000.0,-836510000.0,204563000.0,204563000.0,-229420000.0,4893000.0,142090000.0,,-423333000.0,,-248425000.0,-578274000.0,-4716838000.0,-57494000.0,-4000000.0,628167000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q1,2010-01-01,2010-03-31,2011-05-03 08:25:07+00:00,,,1701000.0,121573000.0,140250000.0,,62305000.0,,660335000.0,,-41929000.0,7342000.0,288048000.0,-41929000.0,7342000.0,288048000.0,253461000.0,232544000.0,232544000.0,-147051000.0,963000.0,-6282000.0,,-145307000.0,,-84534000.0,-67845000.0,-528597000.0,-25323000.0,-4000000.0,166003000.0
Vornado Realty Trust,VNO,,899689,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 16:35:59+00:00,0.0,,26187000.0,531174000.0,580990000.0,0.0,-204305000.0,0.0,3412897000.0,238842000.0,-621974000.0,-164761000.0,702499000.0,-621974000.0,-164761000.0,702499000.0,-84236000.0,740000000.0,740000000.0,-414186000.0,229692000.0,457846000.0,,-686719000.0,,-761759000.0,-258746000.0,-3787722000.0,-964000.0,-28000000.0,397898000.0
Vornado Realty Trust,VNO,,899689,2011.0,Q2YTD,2011-01-01,2011-06-30,2011-08-01 16:09:44+00:00,0.0,0.0,5416000.0,256776000.0,273980000.0,,-219175000.0,0.0,1284167000.0,214538000.0,-382571000.0,23257000.0,260040000.0,-382571000.0,23257000.0,260040000.0,-99274000.0,576790000.0,576790000.0,-371555000.0,130935000.0,362502000.0,,-343327000.0,,-469892000.0,-119433000.0,-1660136000.0,-748000.0,-8000000.0,250080000.0
Vornado Realty Trust,VNO,,899689,2011.0,Q2TTM,2010-07-01,2011-06-30,,,,25515000.0,535106000.0,550234000.0,,-321839000.0,,2865010000.0,214538000.0,145096000.0,-704463000.0,498761000.0,145096000.0,-704463000.0,498761000.0,-60606000.0,975066000.0,975066000.0,-704700000.0,251932000.0,393739000.0,,-634660000.0,,-1266103000.0,-283578000.0,-2476585000.0,-1185000.0,-73954000.0,451479000.0
Vornado Realty Trust,VNO,,899689,2011.0,Q2,2011-04-01,2011-06-30,,,,2907000.0,148318000.0,410840000.0,,-214106000.0,,346649000.0,214538000.0,-53620000.0,-37164000.0,63938000.0,-53620000.0,-37164000.0,63938000.0,-26846000.0,130969000.0,130969000.0,-263765000.0,23227000.0,157805000.0,,-179193000.0,,-150922000.0,-78158000.0,-450663000.0,-178000.0,-8000000.0,34111000.0
Vornado Realty Trust,VNO,,899689,2011.0,Q1,2011-01-01,2011-03-31,2011-05-03 08:25:07+00:00,,,2509000.0,108458000.0,-136860000.0,,-5069000.0,,937518000.0,,-328951000.0,60421000.0,196102000.0,-328951000.0,60421000.0,196102000.0,-72428000.0,445821000.0,445821000.0,-107790000.0,107708000.0,204697000.0,,-164134000.0,,-318970000.0,-41275000.0,-1209473000.0,-570000.0,0.0,215969000.0
Vornado Realty Trust,VNO,,899689,2011.0,Q1TTM,2010-04-01,2011-03-31,,,,24768000.0,536212000.0,279202000.0,,-103524000.0,,2759066000.0,,-382437000.0,-467282000.0,679140000.0,-382437000.0,-467282000.0,679140000.0,-170579000.0,921308000.0,921308000.0,-417846000.0,237569000.0,388742000.0,,-602637000.0,,-1149951000.0,-274999000.0,-2700574000.0,-907000.0,-74954000.0,568926000.0
Vornado Realty Trust,VNO,,899689,2012.0,FY,2012-01-01,2012-12-31,2014-02-24 16:35:59+00:00,0.0,,21709000.0,491869000.0,557888000.0,0.0,-48843000.0,0.0,3593000000.0,290971000.0,170979000.0,-642262000.0,825049000.0,170979000.0,-642262000.0,825049000.0,353766000.0,694541000.0,694541000.0,-378537000.0,224985000.0,26107000.0,,-877742000.0,,-902772000.0,-362525000.0,-2786767000.0,-30168000.0,-243300000.0,596928000.0
Vornado Realty Trust,VNO,,899689,2012.0,Q4,2012-10-01,2012-12-31,,,,2487000.0,123851000.0,138881000.0,,14715000.0,,1820000000.0,-173000.0,856306000.0,-676274000.0,314403000.0,856306000.0,-676274000.0,314403000.0,494435000.0,91893000.0,91893000.0,68914000.0,94029000.0,80399000.0,,-358361000.0,,-713439000.0,-117963000.0,-699055000.0,-134000.0,,74729000.0
Vornado Realty Trust,VNO,,899689,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-04 16:30:49+00:00,,,19222000.0,368018000.0,419007000.0,0.0,-63558000.0,,1773000000.0,291144000.0,-685327000.0,34012000.0,510646000.0,-685327000.0,34012000.0,510646000.0,-140669000.0,602648000.0,602648000.0,-447451000.0,130956000.0,-54292000.0,,-519381000.0,,-189333000.0,-244562000.0,-2087712000.0,-30034000.0,-243300000.0,522199000.0
Vornado Realty Trust,VNO,,899689,2012.0,Q3,2012-07-01,2012-09-30,,,,12728000.0,116584000.0,133390000.0,,32991000.0,,548000000.0,291144000.0,-115379000.0,-136882000.0,246782000.0,-115379000.0,-136882000.0,246782000.0,-5479000.0,264156000.0,264156000.0,-183755000.0,12940000.0,-25670000.0,,-158319000.0,,-99795000.0,-103125000.0,-565844000.0,,-243300000.0,91708000.0
Vornado Realty Trust,VNO,,899689,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-05 16:43:06+00:00,,,6494000.0,251434000.0,285617000.0,0.0,-96549000.0,,1225000000.0,0.0,-569948000.0,170894000.0,263864000.0,-569948000.0,170894000.0,263864000.0,-135190000.0,338492000.0,338492000.0,-263696000.0,118016000.0,-28622000.0,,-361062000.0,,-89538000.0,-141437000.0,-1521868000.0,-30034000.0,0.0,430491000.0
Vornado Realty Trust,VNO,,899689,2012.0,Q2TTM,2011-07-01,2012-06-30,,,,27265000.0,525832000.0,592627000.0,,-81679000.0,,3353730000.0,24304000.0,-809351000.0,-17124000.0,706323000.0,-809351000.0,-17124000.0,706323000.0,-120152000.0,501702000.0,501702000.0,-306327000.0,216773000.0,66722000.0,,-704454000.0,,-381405000.0,-280750000.0,-3649454000.0,-30250000.0,-20000000.0,578309000.0
Vornado Realty Trust,VNO,,899689,2012.0,Q2,2012-04-01,2012-06-30,,,,3931000.0,134152000.0,140313000.0,,-162573000.0,,600000000.0,,-98556000.0,-1201000.0,-43239000.0,-98556000.0,-1201000.0,-43239000.0,-142996000.0,58228000.0,58228000.0,-79207000.0,110019000.0,-26593000.0,,-181208000.0,,-21752000.0,-76771000.0,-627367000.0,,,123915000.0
Vornado Realty Trust,VNO,,899689,2012.0,Q1TTM,2011-04-01,2012-03-31,,,,26241000.0,539998000.0,863154000.0,,-133212000.0,,3100379000.0,238842000.0,-764415000.0,-53087000.0,813500000.0,-764415000.0,-53087000.0,813500000.0,-4002000.0,574443000.0,574443000.0,-490885000.0,129981000.0,251120000.0,,-702439000.0,,-510575000.0,-282137000.0,-3472750000.0,-30428000.0,-28000000.0,488505000.0
Vornado Realty Trust,VNO,,899689,2013.0,FY,2013-01-01,2013-12-31,2016-02-16 16:23:29+00:00,,,9023000.0,465260000.0,561998000.0,240474000.0,-23471000.0,,2262245000.0,290306000.0,-2139894000.0,722076000.0,1042886000.0,-2139894000.0,722076000.0,1040789000.0,-377029000.0,564740000.0,564740000.0,-60381000.0,51729000.0,178583000.0,,-844348000.0,,-424107000.0,-729760000.0,-3599983000.0,-443000.0,-299400000.0,1456886000.0
Vornado Realty Trust,VNO,,899689,2013.0,Q4,2013-10-01,2013-12-31,,,,1494000.0,114361000.0,0.0,,0.0,,661888000.0,-230000.0,-241906000.0,-298324000.0,251197000.0,-241906000.0,-298324000.0,251197000.0,-289033000.0,-38759000.0,-38759000.0,289956000.0,6657000.0,-46315000.0,,-171529000.0,,-136014000.0,-410326000.0,-738581000.0,-111000.0,,294331000.0
Vornado Realty Trust,VNO,,899689,2013.0,Q3YTD,2013-01-01,2013-09-30,2013-11-04 16:30:49+00:00,,,7529000.0,350899000.0,419249000.0,240474000.0,-61269000.0,,1600357000.0,290536000.0,-1897988000.0,1020400000.0,789592000.0,-1897988000.0,1020400000.0,789592000.0,-87996000.0,603499000.0,603499000.0,-171887000.0,45072000.0,224898000.0,,-672819000.0,,-288093000.0,-319434000.0,-2861402000.0,-332000.0,-299400000.0,1162555000.0
Vornado Realty Trust,VNO,,899689,2013.0,Q3TTM,2012-10-01,2013-09-30,,,,10016000.0,474750000.0,558130000.0,240474000.0,-46554000.0,,3420357000.0,290363000.0,-1041682000.0,344126000.0,1103995000.0,-1041682000.0,344126000.0,1103995000.0,406439000.0,695392000.0,695392000.0,-102973000.0,139101000.0,305297000.0,,-1031180000.0,,-1001532000.0,-437397000.0,-3560457000.0,-466000.0,-299400000.0,1237284000.0
Vornado Realty Trust,VNO,,899689,2013.0,Q3,2013-07-01,2013-09-30,,,,2797000.0,115311000.0,129606000.0,,75914000.0,,17000000.0,,-203839000.0,-50285000.0,344792000.0,-203839000.0,-50285000.0,344792000.0,90668000.0,132251000.0,132251000.0,7021000.0,6635000.0,-60692000.0,,-176033000.0,,-174492000.0,-120824000.0,-51441000.0,,,305723000.0
Vornado Realty Trust,VNO,,899689,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-04 16:42:52+00:00,0.0,,4732000.0,235588000.0,289643000.0,240474000.0,-137183000.0,0.0,1583357000.0,290536000.0,-1694149000.0,1070685000.0,444800000.0,-1694149000.0,1070685000.0,444800000.0,-178664000.0,471248000.0,471248000.0,-178908000.0,38437000.0,285590000.0,,-496786000.0,,-113601000.0,-198610000.0,-2809961000.0,-332000.0,-299400000.0,856832000.0
Vornado Realty Trust,VNO,,899689,2013.0,Q2TTM,2012-07-01,2013-06-30,,,,19947000.0,476023000.0,561914000.0,240474000.0,-89477000.0,,3951357000.0,581507000.0,-953222000.0,257529000.0,1005985000.0,-953222000.0,257529000.0,1005985000.0,310292000.0,827297000.0,827297000.0,-293749000.0,145406000.0,340319000.0,,-1013466000.0,,-926835000.0,-419698000.0,-4074860000.0,-466000.0,-542700000.0,1023269000.0
Vornado Realty Trust,VNO,,899689,2013.0,Q2,2013-04-01,2013-06-30,,,,2907000.0,119447000.0,140725000.0,240474000.0,-215861000.0,,83982000.0,-174000.0,-377041000.0,543000000.0,29873000.0,-377041000.0,543000000.0,29873000.0,195832000.0,182321000.0,182321000.0,-77312000.0,12262000.0,285519000.0,,-165141000.0,,-73709000.0,-105816000.0,-271045000.0,-25000.0,-36900000.0,196532000.0
Vornado Realty Trust,VNO,,899689,2013.0,Q1,2013-01-01,2013-03-31,2014-05-05 16:28:52+00:00,0.0,,1825000.0,116141000.0,148918000.0,0.0,78678000.0,0.0,1499375000.0,290710000.0,-1317108000.0,527685000.0,414927000.0,-1317108000.0,527685000.0,414927000.0,-374496000.0,288927000.0,288927000.0,-101596000.0,26175000.0,71000.0,,-331645000.0,,-39892000.0,-92794000.0,-2538916000.0,-307000.0,-262500000.0,660300000.0
Vornado Realty Trust,VNO,,899689,2013.0,Q1TTM,2012-04-01,2013-03-31,,,,20971000.0,490728000.0,561502000.0,,-36189000.0,,4467375000.0,581681000.0,-674737000.0,-286672000.0,932873000.0,-674737000.0,-286672000.0,932873000.0,-28536000.0,703204000.0,703204000.0,-295644000.0,243163000.0,28207000.0,,-1029533000.0,,-874878000.0,-390653000.0,-4431182000.0,-441000.0,-505800000.0,950652000.0
Vornado Realty Trust,VNO,,899689,2014.0,FY,2014-01-01,2014-12-31,2017-02-13 16:19:12+00:00,,,11696000.0,443538000.0,583408000.0,,-92750000.0,,2428285000.0,,54342000.0,-574465000.0,1135310000.0,54342000.0,-574465000.0,1135310000.0,615187000.0,1009026000.0,1009026000.0,-364374000.0,-149344000.0,125407000.0,,-850194000.0,,-362168000.0,-823393000.0,-1370594000.0,-3811000.0,0.0,485689000.0
Vornado Realty Trust,VNO,,899689,2014.0,Q4,2014-10-01,2014-12-31,,,,2289000.0,126376000.0,159449000.0,,30471000.0,,715000000.0,,-414080000.0,-377326000.0,305491000.0,-414080000.0,-377326000.0,306741000.0,-484665000.0,575986000.0,575986000.0,-460415000.0,30505000.0,15685000.0,,-169595000.0,,-163545000.0,-283162000.0,-986816000.0,-3174000.0,,53696000.0
Vornado Realty Trust,VNO,,899689,2014.0,Q3TTM,2013-10-01,2014-09-30,,,,10901000.0,431523000.0,566708000.0,,-85423000.0,,2375173000.0,-230000.0,226516000.0,-495463000.0,1083113000.0,226516000.0,-495463000.0,1079766000.0,810819000.0,394281000.0,394281000.0,207547000.0,-173192000.0,63407000.0,,-852128000.0,,-334637000.0,-950557000.0,-1122359000.0,-748000.0,,726324000.0
Vornado Realty Trust,VNO,,899689,2014.0,Q3,2014-07-01,2014-09-30,,,,2681000.0,102923000.0,135772000.0,,66140000.0,,315000000.0,,61615000.0,-130625000.0,382176000.0,61615000.0,-130625000.0,380926000.0,311916000.0,169197000.0,169197000.0,11067000.0,3613000.0,5844000.0,,-216224000.0,,-126766000.0,-220500000.0,-40774000.0,,,210797000.0
Vornado Realty Trust,VNO,,899689,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-02 16:34:18+00:00,,,9407000.0,317162000.0,423959000.0,,-123221000.0,,1713285000.0,,468422000.0,-197139000.0,829819000.0,468422000.0,-197139000.0,828569000.0,1099852000.0,433040000.0,433040000.0,96041000.0,-179849000.0,109722000.0,,-680599000.0,,-198623000.0,-540231000.0,-383778000.0,-637000.0,,431993000.0
Vornado Realty Trust,VNO,,899689,2014.0,Q2TTM,2013-07-01,2014-06-30,,,,11017000.0,443911000.0,560542000.0,,-75649000.0,,2077173000.0,-230000.0,-38938000.0,-415123000.0,1045729000.0,-38938000.0,-415123000.0,1043632000.0,589571000.0,357335000.0,357335000.0,203501000.0,-170170000.0,-3129000.0,,-811937000.0,,-382363000.0,-850881000.0,-1133026000.0,-748000.0,,821250000.0
Vornado Realty Trust,VNO,,899689,2014.0,Q2,2014-04-01,2014-06-30,,,,5512000.0,114030000.0,134318000.0,,-252060000.0,,798285000.0,,225262000.0,-149275000.0,138512000.0,225262000.0,-149275000.0,138512000.0,214499000.0,165687000.0,165687000.0,90567000.0,-187138000.0,50345000.0,,-296772000.0,,-55224000.0,-175975000.0,-89054000.0,-59000.0,,31579000.0
Vornado Realty Trust,VNO,,899689,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-03 16:21:45+00:00,,,6726000.0,214239000.0,288187000.0,,-189361000.0,,1398285000.0,,406807000.0,-66514000.0,447643000.0,406807000.0,-66514000.0,447643000.0,787936000.0,263843000.0,263843000.0,84974000.0,-183462000.0,103878000.0,,-464375000.0,,-71857000.0,-319731000.0,-343004000.0,-637000.0,,221196000.0
Vornado Realty Trust,VNO,,899689,2014.0,Q1TTM,2013-04-01,2014-03-31,,,,8412000.0,449328000.0,566949000.0,240474000.0,-39450000.0,,1362870000.0,-404000.0,-641241000.0,277152000.0,937090000.0,-641241000.0,277152000.0,934993000.0,570904000.0,373969000.0,373969000.0,35622000.0,29230000.0,232045000.0,,-680306000.0,,-400848000.0,-780722000.0,-1315017000.0,-714000.0,-36900000.0,986203000.0
Vornado Realty Trust,VNO,,899689,2014.0,Q1,2014-01-01,2014-03-31,2015-05-04 16:22:06+00:00,,,1214000.0,100209000.0,153869000.0,,62699000.0,,600000000.0,,181545000.0,82761000.0,309131000.0,181545000.0,82761000.0,309131000.0,573437000.0,98156000.0,98156000.0,-5593000.0,3676000.0,53533000.0,,-167603000.0,,-16633000.0,-143756000.0,-253950000.0,-578000.0,,189617000.0
Vornado Realty Trust,VNO,,899689,2015.0,FY,2015-01-01,2015-12-31,2018-02-12 16:29:00+00:00,,,8287000.0,376620000.0,566207000.0,,-258982000.0,,4468872000.0,0.0,618859000.0,-732424000.0,672091000.0,618859000.0,-732424000.0,672091000.0,558526000.0,859430000.0,859430000.0,-494564000.0,-166213000.0,36017000.0,,-658195000.0,,-794923000.0,-777232000.0,-3018132000.0,-7473000.0,0.0,803714000.0
