company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstonetincometocommon,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,restructuringcharge,salariesandemployeebenefitsexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Vornado Realty Trust,VNO,,899689,2007.0,FY,2007-01-01,2007-12-31,2010-02-23 08:44:20+00:00,3.18,3.18,,440224000.0,3.05,10375000.0,9179000.0,226425000.0,599804000.0,,607833000.0,540211000.0,67622000.0,484362000.0,66294000.0,-373379000.0,107636000.0,,,2295305000.0,1139511000.0,109938000.0,,57177000.0,,,599804000.0,226425000.0,1590110000.0,2512879000.0,549390000.0,2139500000.0,,152300000.0,151949000.0,158558000.0
Vornado Realty Trust,VNO,,899689,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 08:46:57+00:00,1.96,1.96,,529134000.0,1.91,81447000.0,-204644000.0,-2747000.0,619531000.0,,411445000.0,230520000.0,180925000.0,302206000.0,52148000.0,-622278000.0,-139250000.0,,,2513675000.0,1242506000.0,126816000.0,,57091000.0,,,619531000.0,-2747000.0,1853087000.0,2501241000.0,25876000.0,1878963000.0,,154200000.0,153900000.0,158119000.0
Vornado Realty Trust,VNO,,899689,2008.0,Q3,2008-07-01,2008-09-30,2009-11-03 08:35:40+00:00,0.14,0.14,0.9,136550000.0,0.14,,5244000.0,9638000.0,157646000.0,,43547000.0,42701000.0,846000.0,22736000.0,6540000.0,-148008000.0,-12956000.0,,,645313000.0,325609000.0,30755000.0,,14271000.0,5000000.0,,157646000.0,9638000.0,467159000.0,663112000.0,47945000.0,515104000.0,,162400000.0,162400000.0,162400000.0
Vornado Realty Trust,VNO,,899689,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:53:28+00:00,0.28,0.28,0.0,519534000.0,0.28,73763000.0,20642000.0,-116350000.0,617768000.0,0.0,128450000.0,78521000.0,49929000.0,49093000.0,22281000.0,-734118000.0,52116000.0,,,2500265000.0,230584000.0,155326000.0,1050545000.0,57076000.0,,,617768000.0,-116350000.0,1874426000.0,2707707000.0,99163000.0,1973589000.0,0.0,175300000.0,171595000.0,173503000.0
Vornado Realty Trust,VNO,,899689,2009.0,Q4,2009-10-01,2009-12-31,,-0.94,-0.94,-2.55,120689000.0,-0.92,73763000.0,4869000.0,-52742000.0,142740000.0,,-143450000.0,-144103000.0,653000.0,-151192000.0,-6527000.0,-195482000.0,-95129000.0,,,574974000.0,-764358000.0,57042000.0,1050545000.0,14269000.0,,,142740000.0,-52742000.0,480639000.0,536887000.0,-139234000.0,341405000.0,,175300000.0,171595000.0,173503000.0
Vornado Realty Trust,VNO,,899689,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.22,1.22,2.55,398845000.0,1.2,,15773000.0,-63608000.0,475028000.0,,271900000.0,222624000.0,49276000.0,200285000.0,28808000.0,-538636000.0,147245000.0,,,1925291000.0,994942000.0,98284000.0,,42807000.0,,,475028000.0,-63608000.0,1393787000.0,2170820000.0,238397000.0,1632184000.0,,178000000.0,178689000.0,180977000.0
Vornado Realty Trust,VNO,,899689,2009.0,Q3,2009-07-01,2009-09-30,2010-11-02 08:33:44+00:00,0.71,0.71,0.65,130503000.0,0.7,0.0,5267000.0,20486000.0,158205000.0,,155844000.0,112523000.0,43321000.0,126348000.0,15227000.0,-137719000.0,32429000.0,,,639584000.0,317636000.0,31635000.0,,14269000.0,,,158205000.0,20486000.0,448139000.0,703648000.0,117790000.0,565929000.0,,178000000.0,178689000.0,180977000.0
Vornado Realty Trust,VNO,,899689,2009.0,Q2,2009-04-01,2009-06-30,2010-08-23 16:52:23+00:00,-0.3,-0.3,0.95,136686000.0,-0.3,0.0,5457000.0,-98153000.0,159063000.0,,-40375000.0,-43738000.0,3363000.0,-51904000.0,-2740000.0,-257216000.0,1174000.0,,,637891000.0,319343000.0,35899000.0,,14269000.0,,,159063000.0,-98153000.0,456029000.0,674964000.0,-38281000.0,417748000.0,,173000000.0,171530000.0,171530000.0
Vornado Realty Trust,VNO,,899689,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.51,0.51,1.9,268342000.0,0.5,,10506000.0,-84094000.0,316823000.0,,116056000.0,110101000.0,5955000.0,73937000.0,13581000.0,-400917000.0,114816000.0,,,1285707000.0,677306000.0,66649000.0,,28538000.0,,,316823000.0,-84094000.0,945648000.0,1467172000.0,120607000.0,1066255000.0,,173000000.0,171530000.0,171530000.0
Vornado Realty Trust,VNO,,899689,2009.0,Q1,2009-01-01,2009-03-31,2010-05-04 08:29:43+00:00,0.81,0.81,0.95,131656000.0,0.8,,5049000.0,14059000.0,157760000.0,,156431000.0,153839000.0,2592000.0,125841000.0,16321000.0,-143701000.0,113642000.0,,,647816000.0,357963000.0,30750000.0,,14269000.0,,,157760000.0,14059000.0,489619000.0,792208000.0,158888000.0,648507000.0,,155400000.0,155991000.0,157103000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q4,2010-10-01,2010-12-31,,1.33,1.33,-1.95,97229000.0,1.32,106607000.0,6144000.0,169591000.0,115907000.0,,282144000.0,258394000.0,23750000.0,243414000.0,25171000.0,53684000.0,142749000.0,,,460174000.0,-216664000.0,41605000.0,446502000.0,13559000.0,,,115907000.0,169591000.0,433674000.0,644528000.0,264538000.0,698212000.0,,182500000.0,182340000.0,184159000.0
Vornado Realty Trust,VNO,,899689,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 16:44:13+00:00,3.27,3.27,,494898000.0,3.24,109458000.0,22137000.0,235267000.0,539370000.0,0.0,708031000.0,701199000.0,6832000.0,596731000.0,60148000.0,-304103000.0,268411000.0,,,2411252000.0,211399000.0,146955000.0,983424000.0,51152000.0,,,539370000.0,235267000.0,1799179000.0,2826618000.0,723336000.0,2522515000.0,0.0,182500000.0,182340000.0,184159000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 16:48:32+00:00,0.52,0.52,0.65,130599000.0,0.52,921000.0,5449000.0,47096000.0,145561000.0,0.0,116132000.0,119799000.0,-3667000.0,95192000.0,11880000.0,-98465000.0,-1615000.0,,,654859000.0,55200000.0,32266000.0,275077000.0,9060000.0,,,145561000.0,47096000.0,461797000.0,685510000.0,125248000.0,587045000.0,0.0,183100000.0,182462000.0,184168000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.94,1.94,1.95,397669000.0,1.92,2851000.0,15993000.0,65676000.0,423463000.0,,425887000.0,442805000.0,-16918000.0,353317000.0,34977000.0,-357787000.0,125662000.0,,,1951078000.0,428063000.0,105350000.0,536922000.0,37593000.0,,,423463000.0,65676000.0,1365505000.0,2182090000.0,458798000.0,1824303000.0,,183100000.0,182462000.0,184168000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q3TTM,2009-10-01,2010-09-30,,1.0,1.0,-0.6,518358000.0,1.0,76614000.0,20862000.0,12934000.0,566203000.0,,282437000.0,298702000.0,-16265000.0,202125000.0,28450000.0,-553269000.0,30533000.0,,,2526052000.0,-336295000.0,162392000.0,1587467000.0,51862000.0,,,566203000.0,12934000.0,1846144000.0,2718977000.0,319564000.0,2165708000.0,,183100000.0,182462000.0,184168000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q2,2010-04-01,2010-06-30,2011-08-01 16:09:44+00:00,0.32,0.32,0.65,133277000.0,0.31,1930000.0,4964000.0,3876000.0,142175000.0,0.0,77211000.0,80892000.0,-3681000.0,57840000.0,5105000.0,-138299000.0,-13242000.0,,,651832000.0,49540000.0,32157000.0,261845000.0,14266000.0,,,142175000.0,3876000.0,446592000.0,670747000.0,85856000.0,532448000.0,0.0,180800000.0,182027000.0,183644000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.42,1.42,1.3,267070000.0,1.4,1930000.0,10544000.0,18580000.0,277902000.0,,309755000.0,323006000.0,-13251000.0,258125000.0,23097000.0,-259322000.0,127277000.0,,,1296219000.0,372863000.0,73084000.0,261845000.0,28533000.0,,,277902000.0,18580000.0,903708000.0,1496580000.0,333550000.0,1237258000.0,,180800000.0,182027000.0,183644000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q2TTM,2009-07-01,2010-06-30,,1.19,1.19,-0.6,518262000.0,1.18,75693000.0,20680000.0,-13676000.0,578847000.0,,322149000.0,291426000.0,30723000.0,233281000.0,31797000.0,-592523000.0,64577000.0,,,2510777000.0,-73859000.0,161761000.0,1312390000.0,57071000.0,,,578847000.0,-13676000.0,1832486000.0,2737115000.0,312106000.0,2144592000.0,,180800000.0,182027000.0,183644000.0
Vornado Realty Trust,VNO,,899689,2010.0,Q1TTM,2009-04-01,2010-03-31,,0.57,0.57,-0.3,521671000.0,0.57,73763000.0,21173000.0,-115705000.0,595735000.0,,204563000.0,166796000.0,37767000.0,123537000.0,23952000.0,-711440000.0,78993000.0,,,2496836000.0,195944000.0,165503000.0,1050545000.0,57074000.0,,,595735000.0,-115705000.0,1841923000.0,2741332000.0,187969000.0,2029892000.0,,182100000.0,181542000.0,183445000.0
