company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,employeebenefitassets,grossppe,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
J C Penney Company Inc,JCP,,1166126,2010.0,Q1,,2010-05-01,2010-06-09 16:22:09+00:00,1303000000.0,,1350000000.0,-1165000000.0,2378000000.0,3999000000.0,357000000.0,,,2999000000.0,3214000000.0,5307000000.0,833000000.0,199000000.0,,626000000.0,726000000.0,2036000000.0,0.0,12081000000.0,4870000000.0,6148000000.0,2653000000.0,4870000000.0,4870000000.0,7211000000.0,12081000000.0,626000000.0,4558000000.0
J C Penney Company Inc,JCP,,1166126,2011.0,FY,,2012-01-28,2013-03-20 17:11:32+00:00,1022000000.0,,1503000000.0,-1209000000.0,1507000000.0,3807000000.0,413000000.0,,,2871000000.0,2916000000.0,5176000000.0,888000000.0,245000000.0,,1167000000.0,899000000.0,1412000000.0,231000000.0,11424000000.0,4010000000.0,5081000000.0,2756000000.0,4010000000.0,4010000000.0,7414000000.0,11424000000.0,1167000000.0,4658000000.0
J C Penney Company Inc,JCP,,1166126,2011.0,Q3,,2011-10-29,2011-12-07 16:11:46+00:00,1831000000.0,364000000.0,1404000000.0,-745000000.0,1085000000.0,3726000000.0,,668000000.0,,2871000000.0,4376000000.0,5242000000.0,1152000000.0,285000000.0,231000000.0,731000000.0,740000000.0,1541000000.0,,12751000000.0,4522000000.0,6110000000.0,3466000000.0,4522000000.0,4522000000.0,8229000000.0,12751000000.0,1399000000.0,4763000000.0
J C Penney Company Inc,JCP,,1166126,2011.0,Q2,,2011-07-30,2011-09-07 16:38:44+00:00,1386000000.0,334000000.0,1381000000.0,-737000000.0,1551000000.0,3712000000.0,,788000000.0,,3099000000.0,3572000000.0,5237000000.0,1216000000.0,194000000.0,,753000000.0,644000000.0,1728000000.0,,12429000000.0,4703000000.0,5651000000.0,2767000000.0,4703000000.0,4703000000.0,7726000000.0,12429000000.0,1541000000.0,4959000000.0
J C Penney Company Inc,JCP,,1166126,2011.0,Q1,,2011-04-30,2011-06-08 11:48:21+00:00,1274000000.0,,1396000000.0,-763000000.0,1767000000.0,3695000000.0,269000000.0,,,3099000000.0,3408000000.0,5226000000.0,1208000000.0,189000000.0,,1515000000.0,646000000.0,1819000000.0,,12374000000.0,4751000000.0,5633000000.0,2670000000.0,4751000000.0,4751000000.0,7623000000.0,12374000000.0,1515000000.0,4953000000.0
J C Penney Company Inc,JCP,,1166126,2012.0,FY,,2013-02-02,2014-03-21 16:03:55+00:00,1162000000.0,,1380000000.0,-1118000000.0,930000000.0,3909000000.0,163000000.0,0.0,,2956000000.0,2341000000.0,5353000000.0,388000000.0,249000000.0,,745000000.0,698000000.0,380000000.0,26000000.0,9781000000.0,3171000000.0,3683000000.0,2568000000.0,3171000000.0,3171000000.0,6610000000.0,9781000000.0,745000000.0,4042000000.0
J C Penney Company Inc,JCP,,1166126,2012.0,Q3,,2012-10-27,2012-12-04 16:51:18+00:00,1408000000.0,,1344000000.0,-1329000000.0,525000000.0,3899000000.0,478000000.0,,,2943000000.0,3362000000.0,5493000000.0,786000000.0,265000000.0,,767000000.0,885000000.0,932000000.0,22000000.0,10890000000.0,3502000000.0,4630000000.0,2774000000.0,3502000000.0,3502000000.0,7388000000.0,10890000000.0,767000000.0,4614000000.0
J C Penney Company Inc,JCP,,1166126,2012.0,Q2,,2012-07-28,2012-09-04 17:27:34+00:00,1015000000.0,,1219000000.0,-1277000000.0,888000000.0,3891000000.0,616000000.0,,,2901000000.0,2993000000.0,5153000000.0,904000000.0,239000000.0,250000000.0,923000000.0,852000000.0,1057000000.0,,10812000000.0,3671000000.0,4736000000.0,2484000000.0,3671000000.0,3671000000.0,7141000000.0,10812000000.0,923000000.0,4657000000.0
J C Penney Company Inc,JCP,,1166126,2012.0,Q1,,2012-04-28,2012-06-05 17:40:15+00:00,984000000.0,,1222000000.0,-1144000000.0,839000000.0,3876000000.0,542000000.0,,,2871000000.0,3084000000.0,5126000000.0,924000000.0,217000000.0,231000000.0,1231000000.0,871000000.0,1204000000.0,,11039000000.0,3936000000.0,4682000000.0,2437000000.0,3936000000.0,3936000000.0,7103000000.0,11039000000.0,1231000000.0,4666000000.0
J C Penney Company Inc,JCP,,1166126,2013.0,FY,,2014-02-01,2015-03-23 16:16:27+00:00,948000000.0,,1198000000.0,-628000000.0,1515000000.0,4723000000.0,193000000.0,663000000.0,,4901000000.0,2935000000.0,5619000000.0,335000000.0,190000000.0,,686000000.0,632000000.0,-1008000000.0,700000000.0,11801000000.0,3087000000.0,4833000000.0,2846000000.0,3087000000.0,3087000000.0,8714000000.0,11801000000.0,1349000000.0,5868000000.0
J C Penney Company Inc,JCP,,1166126,2013.0,Q3,,2013-11-02,2013-12-05 17:25:04+00:00,1409000000.0,,1269000000.0,-1038000000.0,1227000000.0,4728000000.0,119000000.0,36000000.0,,4912000000.0,3747000000.0,5753000000.0,250000000.0,249000000.0,,744000000.0,688000000.0,-1043000000.0,700000000.0,11875000000.0,2647000000.0,5342000000.0,3378000000.0,2647000000.0,2647000000.0,9228000000.0,11875000000.0,780000000.0,5850000000.0
J C Penney Company Inc,JCP,,1166126,2013.0,Q2,,2013-08-03,2013-09-10 16:56:08+00:00,1276000000.0,,1350000000.0,-1064000000.0,1535000000.0,3938000000.0,115000000.0,,,4921000000.0,3155000000.0,5820000000.0,242000000.0,209000000.0,850000000.0,798000000.0,645000000.0,-554000000.0,50000000.0,11654000000.0,2320000000.0,5014000000.0,3526000000.0,2320000000.0,2320000000.0,9334000000.0,11654000000.0,798000000.0,5808000000.0
J C Penney Company Inc,JCP,,1166126,2013.0,Q1,,2013-05-04,2013-06-11 16:33:20+00:00,1248000000.0,,1524000000.0,-1088000000.0,821000000.0,3922000000.0,114000000.0,,,2950000000.0,2798000000.0,5690000000.0,250000000.0,199000000.0,850000000.0,743000000.0,658000000.0,32000000.0,26000000.0,10372000000.0,2866000000.0,3932000000.0,3648000000.0,2866000000.0,2866000000.0,7506000000.0,10372000000.0,743000000.0,3858000000.0
J C Penney Company Inc,JCP,,1166126,2014.0,FY,,2015-01-31,2016-03-16 16:26:45+00:00,997000000.0,,1103000000.0,-350000000.0,1318000000.0,4758000000.0,172000000.0,220000000.0,,5265000000.0,2652000000.0,5148000000.0,363000000.0,189000000.0,,610000000.0,611000000.0,-2494000000.0,56000000.0,10309000000.0,1914000000.0,4331000000.0,2156000000.0,1914000000.0,1914000000.0,8395000000.0,10309000000.0,830000000.0,6239000000.0
J C Penney Company Inc,JCP,,1166126,2014.0,Q3,,2014-11-01,2015-12-09 16:19:53+00:00,1289000000.0,,1079000000.0,-599000000.0,684000000.0,4749000000.0,175000000.0,695000000.0,,5269000000.0,3358000000.0,5312000000.0,357000000.0,223000000.0,,618000000.0,583000000.0,-1720000000.0,58000000.0,11065000000.0,2430000000.0,4440000000.0,2426000000.0,2430000000.0,2430000000.0,8635000000.0,11065000000.0,1313000000.0,6209000000.0
J C Penney Company Inc,JCP,,1166126,2014.0,Q2,,2014-08-02,2015-09-08 16:22:02+00:00,984000000.0,,1094000000.0,-608000000.0,1036000000.0,4740000000.0,182000000.0,701000000.0,,5271000000.0,2848000000.0,5415000000.0,364000000.0,207000000.0,,627000000.0,645000000.0,-1532000000.0,58000000.0,11016000000.0,2600000000.0,4273000000.0,2136000000.0,2600000000.0,2600000000.0,8416000000.0,11016000000.0,1328000000.0,6280000000.0
J C Penney Company Inc,JCP,,1166126,2014.0,Q1,,2014-05-03,2015-06-04 16:13:35+00:00,841000000.0,,1087000000.0,-618000000.0,1170000000.0,4731000000.0,178000000.0,682000000.0,,4891000000.0,2835000000.0,5510000000.0,365000000.0,212000000.0,,705000000.0,652000000.0,-1360000000.0,703000000.0,11292000000.0,2753000000.0,4395000000.0,2631000000.0,2753000000.0,2753000000.0,8539000000.0,11292000000.0,1387000000.0,5908000000.0
J C Penney Company Inc,JCP,,1166126,2015.0,FY,,2016-01-30,2017-03-24 16:36:52+00:00,925000000.0,,1360000000.0,-491000000.0,900000000.0,4807000000.0,231000000.0,,,4678000000.0,2721000000.0,4816000000.0,425000000.0,166000000.0,,608000000.0,618000000.0,-3007000000.0,127000000.0,9442000000.0,1309000000.0,4018000000.0,2412000000.0,1309000000.0,1309000000.0,8133000000.0,9442000000.0,608000000.0,5721000000.0
J C Penney Company Inc,JCP,,1166126,2015.0,Q3,,2015-10-31,2016-11-30 17:15:27+00:00,1453000000.0,,1246000000.0,-369000000.0,638000000.0,4792000000.0,208000000.0,289000000.0,,5161000000.0,3669000000.0,4905000000.0,395000000.0,218000000.0,,623000000.0,616000000.0,-2876000000.0,132000000.0,10550000000.0,1547000000.0,4733000000.0,2831000000.0,1547000000.0,1547000000.0,9003000000.0,10550000000.0,912000000.0,6172000000.0
J C Penney Company Inc,JCP,,1166126,2015.0,Q2,,2015-08-01,2016-08-30 16:06:42+00:00,1122000000.0,,1170000000.0,-359000000.0,973000000.0,4780000000.0,184000000.0,266000000.0,,5243000000.0,3005000000.0,4989000000.0,378000000.0,200000000.0,,615000000.0,604000000.0,-2761000000.0,55000000.0,10232000000.0,1660000000.0,4362000000.0,2347000000.0,1660000000.0,1660000000.0,8572000000.0,10232000000.0,881000000.0,6225000000.0
J C Penney Company Inc,JCP,,1166126,2015.0,Q1,,2015-05-02,2016-05-31 16:18:01+00:00,1063000000.0,,1028000000.0,-350000000.0,1044000000.0,4769000000.0,176000000.0,243000000.0,,5248000000.0,2811000000.0,5049000000.0,369000000.0,226000000.0,,601000000.0,599000000.0,-2644000000.0,68000000.0,10150000000.0,1775000000.0,4257000000.0,2159000000.0,1775000000.0,1775000000.0,8375000000.0,10150000000.0,844000000.0,6216000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,FY,,2017-01-28,2017-11-29 16:36:18+00:00,977000000.0,,1164000000.0,-473000000.0,887000000.0,4833000000.0,,0.0,,4558000000.0,2854000000.0,4599000000.0,204000000.0,160000000.0,,618000000.0,583000000.0,-3006000000.0,278000000.0,9118000000.0,1354000000.0,3901000000.0,2419000000.0,1354000000.0,1354000000.0,7764000000.0,9118000000.0,618000000.0,5345000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,Q3,,2016-10-29,2017-11-29 16:36:18+00:00,1493000000.0,,1170000000.0,-492000000.0,183000000.0,4830000000.0,,0.0,,4518000000.0,3691000000.0,4651000000.0,198000000.0,254000000.0,,608000000.0,590000000.0,-3198000000.0,278000000.0,9387000000.0,1140000000.0,4128000000.0,2941000000.0,1140000000.0,1140000000.0,8247000000.0,9387000000.0,608000000.0,5306000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,Q2,,2016-07-30,2017-08-30 16:14:54+00:00,1094000000.0,,1121000000.0,-494000000.0,429000000.0,4822000000.0,,,,4366000000.0,2981000000.0,4686000000.0,194000000.0,235000000.0,,604000000.0,604000000.0,-3131000000.0,359000000.0,8935000000.0,1197000000.0,3645000000.0,2574000000.0,1197000000.0,1197000000.0,7738000000.0,8935000000.0,604000000.0,5164000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,Q1,,2016-04-30,2017-06-07 16:42:08+00:00,995000000.0,,1125000000.0,-488000000.0,415000000.0,4813000000.0,,,,4395000000.0,2925000000.0,4735000000.0,194000000.0,227000000.0,,593000000.0,598000000.0,-3075000000.0,338000000.0,8895000000.0,1250000000.0,3567000000.0,2458000000.0,1250000000.0,1250000000.0,7645000000.0,8895000000.0,593000000.0,5187000000.0
J C Penney Company Inc,JCP,,1166126,2017.0,FY,,2018-02-03,2019-03-19 16:59:02+00:00,973000000.0,,1156000000.0,-360000000.0,458000000.0,4861000000.0,,61000000.0,,3992000000.0,2803000000.0,4281000000.0,143000000.0,190000000.0,,661000000.0,567000000.0,-3118000000.0,240000000.0,8454000000.0,1383000000.0,3451000000.0,2369000000.0,1383000000.0,1383000000.0,7071000000.0,8454000000.0,722000000.0,4702000000.0
J C Penney Company Inc,JCP,,1166126,2017.0,Q3,,2017-10-28,2018-11-28 16:29:16+00:00,1342000000.0,,1081000000.0,-403000000.0,185000000.0,4857000000.0,,3000000.0,,4253000000.0,3406000000.0,4316000000.0,201000000.0,243000000.0,,632000000.0,574000000.0,-3360000000.0,240000000.0,8785000000.0,1094000000.0,3834000000.0,2663000000.0,1094000000.0,1094000000.0,7691000000.0,8785000000.0,635000000.0,5028000000.0
J C Penney Company Inc,JCP,,1166126,2017.0,Q2,,2017-07-29,2018-09-05 16:29:30+00:00,950000000.0,,1121000000.0,-446000000.0,314000000.0,4849000000.0,,0.0,,4052000000.0,2820000000.0,4390000000.0,202000000.0,223000000.0,,622000000.0,635000000.0,-3235000000.0,241000000.0,8369000000.0,1168000000.0,3357000000.0,2312000000.0,1168000000.0,1168000000.0,7201000000.0,8369000000.0,622000000.0,4889000000.0
J C Penney Company Inc,JCP,,1166126,2017.0,Q1,,2017-04-29,2018-05-30 16:46:13+00:00,893000000.0,,1078000000.0,-448000000.0,363000000.0,4839000000.0,,0.0,,4283000000.0,2991000000.0,4437000000.0,203000000.0,228000000.0,,610000000.0,649000000.0,-3187000000.0,319000000.0,8629000000.0,1204000000.0,3582000000.0,2290000000.0,1204000000.0,1204000000.0,7425000000.0,8629000000.0,610000000.0,5135000000.0
J C Penney Company Inc,JCP,,1166126,2018.0,FY,,2019-02-02,2020-03-20 08:08:49+00:00,847000000.0,,995000000.0,-328000000.0,333000000.0,4871000000.0,,147000000.0,,3920000000.0,2437000000.0,3938000000.0,131000000.0,189000000.0,0.0,677000000.0,558000000.0,-3373000000.0,100000000.0,7721000000.0,1170000000.0,2959000000.0,1942000000.0,1170000000.0,1170000000.0,6551000000.0,7721000000.0,824000000.0,4609000000.0
J C Penney Company Inc,JCP,,1166126,2018.0,Q3,,2018-11-03,2019-12-04 16:30:46+00:00,1234000000.0,,960000000.0,-347000000.0,168000000.0,4869000000.0,,100000000.0,,4367000000.0,3223000000.0,4005000000.0,138000000.0,224000000.0,0.0,695000000.0,542000000.0,-3448000000.0,100000000.0,8415000000.0,1074000000.0,3615000000.0,2294000000.0,1074000000.0,1074000000.0,7341000000.0,8415000000.0,795000000.0,5047000000.0
J C Penney Company Inc,JCP,,1166126,2018.0,Q2,,2018-08-04,2019-08-28 16:57:27+00:00,910000000.0,,1025000000.0,-353000000.0,182000000.0,4866000000.0,,87000000.0,,4168000000.0,2824000000.0,4058000000.0,144000000.0,221000000.0,0.0,686000000.0,546000000.0,-3297000000.0,49000000.0,8058000000.0,1216000000.0,3227000000.0,1984000000.0,1216000000.0,1216000000.0,6842000000.0,8058000000.0,773000000.0,4858000000.0
J C Penney Company Inc,JCP,,1166126,2018.0,Q1,,2018-05-05,2019-05-29 16:31:20+00:00,933000000.0,,957000000.0,-354000000.0,181000000.0,4865000000.0,,74000000.0,,4352000000.0,2948000000.0,4200000000.0,142000000.0,223000000.0,0.0,679000000.0,557000000.0,-3196000000.0,49000000.0,8305000000.0,1315000000.0,3352000000.0,1939000000.0,1315000000.0,1315000000.0,6990000000.0,8305000000.0,753000000.0,5051000000.0
J C Penney Company Inc,JCP,,1166126,2019.0,FY,,2020-02-01,2020-07-21 16:24:31+00:00,786000000.0,,931000000.0,-387000000.0,386000000.0,4883000000.0,,120000000.0,3488000000.0,3574000000.0,2166000000.0,3488000000.0,116000000.0,174000000.0,68000000.0,1655000000.0,1538000000.0,-3667000000.0,147000000.0,7989000000.0,829000000.0,2726000000.0,1932000000.0,829000000.0,829000000.0,7160000000.0,7989000000.0,1775000000.0,5228000000.0
J C Penney Company Inc,JCP,,1166126,2019.0,Q3,,2019-11-02,2019-12-04 16:30:46+00:00,1105000000.0,,899000000.0,-318000000.0,157000000.0,4880000000.0,,175000000.0,,4012000000.0,2934000000.0,3548000000.0,117000000.0,285000000.0,77000000.0,1600000000.0,1473000000.0,-3694000000.0,148000000.0,8699000000.0,868000000.0,3376000000.0,2229000000.0,868000000.0,868000000.0,7831000000.0,8699000000.0,1775000000.0,5602000000.0
J C Penney Company Inc,JCP,,1166126,2019.0,Q2,,2019-08-03,2019-08-28 16:57:27+00:00,878000000.0,,970000000.0,-314000000.0,175000000.0,4878000000.0,,166000000.0,,3590000000.0,2471000000.0,3591000000.0,121000000.0,275000000.0,82000000.0,1582000000.0,1457000000.0,-3601000000.0,199000000.0,8260000000.0,963000000.0,2921000000.0,2129000000.0,963000000.0,963000000.0,7297000000.0,8260000000.0,1748000000.0,5168000000.0
J C Penney Company Inc,JCP,,1166126,2019.0,Q1,,2019-05-04,2019-05-29 16:31:20+00:00,842000000.0,,925000000.0,-286000000.0,171000000.0,4873000000.0,,156000000.0,,3827000000.0,2477000000.0,3669000000.0,119000000.0,287000000.0,84000000.0,1582000000.0,1417000000.0,-3553000000.0,94000000.0,8342000000.0,1034000000.0,2935000000.0,1945000000.0,1034000000.0,1034000000.0,7308000000.0,8342000000.0,1738000000.0,5363000000.0
J C Penney Company Inc,JCP,,1166126,2020.0,Q1,,2020-05-02,2020-07-21 16:24:31+00:00,579000000.0,,829000000.0,-323000000.0,698000000.0,4886000000.0,,138000000.0,3344000000.0,0.0,2221000000.0,3344000000.0,48000000.0,272000000.0,84000000.0,1550000000.0,1451000000.0,-4215000000.0,4884000000.0,8223000000.0,348000000.0,3191000000.0,6376000000.0,348000000.0,348000000.0,7875000000.0,8223000000.0,1688000000.0,1499000000.0
