company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredrevenue,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2009.0,FY,,2010-01-31,2011-03-30 14:22:54+00:00,108494000.0,196603000.0,215413000.0,-80448000.0,480882000.0,653483000.0,38974000.0,419179000.0,,739191000.0,399584000.0,263788000.0,167474000.0,12572000.0,0.0,,,18952000.0,408661000.0,41038000.0,,796282000.0,,2339679000.0,1168553000.0,994883000.0,362881000.0,1168553000.0,1168553000.0,1171126000.0,2339679000.0,1177322000.0,808245000.0,0.0,-200764000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2009.0,Q3,,2009-11-01,2010-12-09 16:00:31+00:00,101391000.0,282427000.0,222456000.0,-70495000.0,356614000.0,643458000.0,32447000.0,407690000.0,,740061000.0,399580000.0,281856000.0,172115000.0,15786000.0,,,,26325000.0,404659000.0,21111000.0,,771224000.0,,2303985000.0,1143452000.0,957794000.0,356294000.0,1143452000.0,1143452000.0,1160533000.0,2303985000.0,1174076000.0,804239000.0,0.0,-200735000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2009.0,Q2,,2009-08-02,2010-10-06 16:58:07+00:00,98703000.0,173183000.0,224421000.0,-71276000.0,369596000.0,637305000.0,35266000.0,396184000.0,,740966000.0,399576000.0,302286000.0,183530000.0,16260000.0,0.0,,,26917000.0,420326000.0,24266000.0,,689566000.0,,2233188000.0,1054896000.0,885591000.0,358390000.0,1054896000.0,1054896000.0,1178292000.0,2233188000.0,1164067000.0,819902000.0,0.0,-200699000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,FY,,2011-01-30,2012-03-28 15:00:15+00:00,335482000.0,447161000.0,539670000.0,55744000.0,498718000.0,1368882000.0,51235000.0,1820487000.0,,2601029000.0,2364002000.0,710868000.0,404577000.0,97568000.0,4868000.0,,,122968000.0,1046549000.0,80974000.0,,840072000.0,0.0,6784350000.0,2253949000.0,1835289000.0,931255000.0,2442544000.0,2442544000.0,4341806000.0,6784350000.0,4544484000.0,3410551000.0,188595000.0,-10749000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q3,,2010-10-31,2011-12-08 16:25:55+00:00,307543000.0,558445000.0,518030000.0,92777000.0,491437000.0,1353589000.0,41286000.0,1832444000.0,,2623833000.0,2523916000.0,688556000.0,399461000.0,64110000.0,0.0,,,120594000.0,1067214000.0,93873000.0,,790550000.0,0.0,6872753000.0,2226169000.0,1896421000.0,866859000.0,2414764000.0,2414764000.0,4457989000.0,6872753000.0,4576871000.0,3591130000.0,188595000.0,-10747000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q2,,2010-08-01,2011-09-30 12:02:15+00:00,315432000.0,311613000.0,428947000.0,-31993000.0,475340000.0,1319695000.0,46957000.0,1745847000.0,,2564289000.0,2491635000.0,693872000.0,394929000.0,62229000.0,4617000.0,,,116871000.0,1037544000.0,123605000.0,,693393000.0,0.0,6488595000.0,1974868000.0,1666659000.0,795953000.0,2163463000.0,2163463000.0,4325132000.0,6488595000.0,4427007000.0,3529179000.0,188595000.0,-6227000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q1,,2010-05-02,2011-06-09 13:44:07+00:00,99971000.0,241496000.0,262375000.0,-79870000.0,791595000.0,829501000.0,35122000.0,428191000.0,,738393000.0,399588000.0,284840000.0,161452000.0,13330000.0,0.0,,,25594000.0,419713000.0,45126000.0,,764495000.0,0.0,2730017000.0,1515004000.0,1376387000.0,397468000.0,1513248000.0,1513248000.0,1216769000.0,2730017000.0,1192178000.0,819301000.0,0.0,878000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2011.0,FY,,2012-01-29,2013-04-03 17:10:17+00:00,366138000.0,480965000.0,556366000.0,73835000.0,233197000.0,1446220000.0,38376000.0,1822475000.0,,2558378000.0,1832925000.0,809009000.0,458891000.0,104836000.0,,,,173382000.0,1160116000.0,111228000.0,,1022818000.0,82991000.0,6752361000.0,2526854000.0,1739235000.0,1043871000.0,2715449000.0,2715449000.0,4036912000.0,6752361000.0,4554235000.0,2993041000.0,188595000.0,-16019000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2011.0,Q3,,2011-10-30,2012-11-28 16:31:45+00:00,310217000.0,621593000.0,583840000.0,117050000.0,159981000.0,1416700000.0,27474000.0,1884699000.0,,2635190000.0,2030445000.0,841928000.0,436286000.0,103720000.0,,,,173514000.0,1121379000.0,65268000.0,,1068554000.0,73931000.0,6922179000.0,2586298000.0,1792490000.0,995462000.0,2774893000.0,2774893000.0,4147286000.0,6922179000.0,4693403000.0,3151824000.0,188595000.0,-16006000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2011.0,Q2,,2011-07-31,2012-09-06 16:21:54+00:00,387286000.0,413846000.0,517463000.0,174386000.0,287691000.0,1405126000.0,38159000.0,1904388000.0,,2665349000.0,2090062000.0,912988000.0,426367000.0,97728000.0,,,,140786000.0,1111132000.0,70986000.0,,959034000.0,64822000.0,6920129000.0,2522610000.0,1783239000.0,1007730000.0,2711205000.0,2711205000.0,4208924000.0,6920129000.0,4710523000.0,3201194000.0,188595000.0,-15936000.0
