company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2009.0,Q4,2009-11-02,2010-01-31,,-7650000.0,12193000.0,,38000.0,88983000.0,4309000.0,,,3055000.0,-12111000.0,133286000.0,3055000.0,-12111000.0,133286000.0,124268000.0,27023000.0,27023000.0,5087000.0,740000.0,,,-1965000.0,,-4461000.0,,-29000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2009.0,FY,2009-02-02,2010-01-31,2012-03-28 15:00:15+00:00,-39017000.0,49889000.0,,38000.0,-19131000.0,8078000.0,0.0,0.0,1136000.0,-62873000.0,214414000.0,1136000.0,-62873000.0,214414000.0,152715000.0,161910000.0,161910000.0,21746000.0,1269000.0,,,-7811000.0,0.0,-23856000.0,0.0,-400000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2009.0,Q3,2009-08-03,2009-11-01,,-7077000.0,12493000.0,,,-105380000.0,2076000.0,,,349000.0,-13606000.0,275000.0,349000.0,-13606000.0,275000.0,-12982000.0,83619000.0,83619000.0,9543000.0,270000.0,,,-1961000.0,,-6529000.0,,-36000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2009.0,Q3YTD,2009-02-02,2009-11-01,2010-12-09 16:00:31+00:00,-31367000.0,37696000.0,,0.0,-108114000.0,3769000.0,0.0,0.0,-1919000.0,-50762000.0,81128000.0,-1919000.0,-50762000.0,81128000.0,28447000.0,134887000.0,134887000.0,16659000.0,529000.0,,,-5846000.0,,-19395000.0,0.0,-371000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2009.0,Q2YTD,2009-02-02,2009-08-02,2010-10-06 16:58:07+00:00,-24290000.0,25203000.0,,0.0,-2734000.0,1693000.0,0.0,0.0,-2268000.0,-37156000.0,80853000.0,-2268000.0,-37156000.0,80853000.0,41429000.0,51268000.0,51268000.0,7116000.0,259000.0,,,-3885000.0,,-12866000.0,0.0,-335000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q4,2010-11-01,2011-01-30,,-14135000.0,33527000.0,,-5254000.0,101774000.0,3278000.0,4206000.0,,-146065000.0,-59731000.0,218331000.0,-146065000.0,-59731000.0,218331000.0,7281000.0,52766000.0,52766000.0,30264000.0,1574000.0,,,-2672000.0,,-45596000.0,-152448000.0,-3000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,FY,2010-02-01,2011-01-30,2013-04-03 17:10:17+00:00,-2536780000.0,147137000.0,,10404000.0,-45355000.0,388468000.0,2413215000.0,188595000.0,2426526000.0,-2778265000.0,359171000.0,2426526000.0,-2778265000.0,359171000.0,17836000.0,54377000.0,54377000.0,203012000.0,9333000.0,,,-10015000.0,-140490000.0,-100995000.0,-560589000.0,-2481000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q3TTM,2009-11-02,2010-10-31,,-2530295000.0,125803000.0,,15696000.0,-58146000.0,389499000.0,2409009000.0,188595000.0,2575646000.0,-2730645000.0,274126000.0,2575646000.0,-2730645000.0,274126000.0,134823000.0,28634000.0,28634000.0,177835000.0,8499000.0,,,-9308000.0,-140490000.0,-59860000.0,-408141000.0,-2507000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q3,2010-08-02,2010-10-31,,-10586000.0,51370000.0,,3487000.0,-120693000.0,13598000.0,-4976000.0,,5672000.0,-36971000.0,43909000.0,5672000.0,-36971000.0,43909000.0,16097000.0,99848000.0,99848000.0,13384000.0,4277000.0,,,-2691000.0,,-26385000.0,-4496000.0,-40000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q3YTD,2010-02-01,2010-10-31,2011-12-08 16:25:55+00:00,-2522645000.0,113610000.0,,15658000.0,-147129000.0,385190000.0,2409009000.0,188595000.0,2572591000.0,-2718534000.0,140840000.0,2572591000.0,-2718534000.0,140840000.0,10555000.0,1611000.0,1611000.0,172748000.0,7759000.0,,,-7343000.0,-140490000.0,-55399000.0,-408141000.0,-2478000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q2TTM,2009-08-03,2010-08-01,,-2526786000.0,86926000.0,,12209000.0,-42833000.0,377977000.0,2413985000.0,188595000.0,2570323000.0,-2707280000.0,230492000.0,2570323000.0,-2707280000.0,230492000.0,105744000.0,12405000.0,12405000.0,173994000.0,4492000.0,,,-8578000.0,-140490000.0,-40004000.0,-403645000.0,-2503000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q2,2010-05-03,2010-08-01,,-2500814000.0,50174000.0,,12190000.0,55103000.0,1375000.0,2413985000.0,188595000.0,2199514000.0,-2665496000.0,137537000.0,2199514000.0,-2665496000.0,137537000.0,-316255000.0,-70624000.0,-70624000.0,102884000.0,550000.0,,,-478000.0,-140490000.0,-24192000.0,-403645000.0,-868000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q2YTD,2010-02-01,2010-08-01,2011-09-30 12:02:15+00:00,-2512059000.0,62240000.0,,12171000.0,-26436000.0,371592000.0,2413985000.0,188595000.0,2566919000.0,-2681563000.0,96931000.0,2566919000.0,-2681563000.0,96931000.0,-5542000.0,-98237000.0,-98237000.0,159364000.0,3482000.0,,,-4652000.0,-140490000.0,-29014000.0,-403645000.0,-2438000.0,
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q1,2010-02-01,2010-05-02,2011-06-09 13:44:07+00:00,-11245000.0,12066000.0,,-19000.0,-81539000.0,370217000.0,0.0,,367405000.0,-16067000.0,-40606000.0,367405000.0,-16067000.0,-40606000.0,310713000.0,-27613000.0,-27613000.0,56480000.0,2932000.0,,,-4174000.0,,-4822000.0,0.0,-1570000.0,
