company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2008.0,FY,2008-02-04,2009-02-01,2011-03-30 14:22:54+00:00,1.78,1.78,,1.76,54533000.0,91771000.0,91771000.0,91771000.0,,1291267000.0,2491935000.0,,,1028784000.0,1291267000.0,1200668000.0,33639000.0,8059000.0,1028784000.0,171884000.0,-25580000.0,146304000.0,2491935000.0,51600000.0,51600000.0,52100000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2009.0,FY,2009-02-02,2010-01-31,2012-03-28 15:00:15+00:00,3.14,3.14,0.0375,3.08,49673000.0,161910000.0,161910000.0,161910000.0,,1216128000.0,2398731000.0,,,938791000.0,1216128000.0,1182603000.0,33524000.0,1295000.0,938791000.0,243812000.0,-32229000.0,211583000.0,2398731000.0,51639000.0,51639000.0,51639000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2009.0,Q3,2009-08-03,2009-11-01,2010-12-09 16:00:31+00:00,1.62,1.62,0.0375,1.58,-1316000.0,83619000.0,83619000.0,83619000.0,,359766000.0,697440000.0,,,247238000.0,359766000.0,337674000.0,8370000.0,237000.0,247238000.0,90436000.0,-8133000.0,82303000.0,697440000.0,51600000.0,51600000.0,52900000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2009.0,Q2,2009-05-04,2009-08-02,2010-10-06 16:58:07+00:00,0.51,0.51,0.0,0.51,16907000.0,26557000.0,26557000.0,26557000.0,,263527000.0,529283000.0,,,214307000.0,263527000.0,265756000.0,8378000.0,393000.0,214307000.0,51449000.0,-7985000.0,43464000.0,529283000.0,52100000.0,52100000.0,52100000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q4,2010-11-01,2011-01-30,,1.0,1.01,-0.08,1.02,579000.0,52766000.0,52766000.0,52766000.0,,661907000.0,1398117000.0,,,644768000.0,661907000.0,736210000.0,38739000.0,642000.0,644768000.0,91442000.0,-38097000.0,53345000.0,1398117000.0,66300000.0,62744000.0,67100000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,FY,2010-02-01,2011-01-30,2013-04-03 17:10:17+00:00,0.82,0.83,0.0375,0.81,21831000.0,54377000.0,54377000.0,54377000.0,,2214897000.0,4636848000.0,-140490000.0,,2071781000.0,2214897000.0,2421951000.0,135211000.0,1739000.0,2071781000.0,350170000.0,-273962000.0,76208000.0,4636848000.0,66300000.0,62744000.0,67100000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q3YTD,2010-02-01,2010-10-31,,-0.18,-0.18,0.11,-0.21,21252000.0,1611000.0,1611000.0,1611000.0,,1552990000.0,3238731000.0,-140490000.0,,1427013000.0,1552990000.0,1685741000.0,96472000.0,1097000.0,1427013000.0,258728000.0,-235865000.0,22863000.0,3238731000.0,70300000.0,70300000.0,71800000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q3,2010-08-02,2010-10-31,2011-12-08 16:25:55+00:00,1.42,1.42,0.0375,1.39,37218000.0,99848000.0,99848000.0,99848000.0,,722952000.0,1516419000.0,,,615176000.0,722952000.0,793467000.0,41734000.0,509000.0,615176000.0,178291000.0,-41225000.0,137066000.0,1516419000.0,70300000.0,70300000.0,71800000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q2YTD,2010-02-01,2010-08-01,,-1.6,-1.6,0.08,-1.6,-15966000.0,-98237000.0,-98237000.0,-98237000.0,,830038000.0,1722312000.0,-140490000.0,,811837000.0,830038000.0,892274000.0,54738000.0,588000.0,811837000.0,80437000.0,-194640000.0,-114203000.0,1722312000.0,65875000.0,65875000.0,65875000.0
PVH Corp,PVH,123WALMHY1GZXG2YDL90,78239,2010.0,Q2,2010-05-03,2010-08-01,2011-09-30 12:02:15+00:00,-1.07,-1.07,0.0,-1.07,-12747000.0,-70624000.0,-70624000.0,-70624000.0,,528027000.0,1103268000.0,-88100000.0,,524637000.0,528027000.0,575241000.0,46356000.0,481000.0,524637000.0,50604000.0,-133975000.0,-83371000.0,1103268000.0,65875000.0,65875000.0,65875000.0
