company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2008.0,FY,,2008-12-31,2010-02-26 10:05:13+00:00,441000000.0,369500000.0,3312900000.0,,1141700000.0,32500000.0,,3336900000.0,,,,,441900000.0,11815500000.0,4074700000.0,317900000.0,344700000.0,8502600000.0,545400000.0,855600000.0,635000000.0,423700000.0,630000000.0,,1475500000.0,263000000.0,172400000.0,323000000.0,,214100000.0,,664100000.0,12617800000.0,3336900000.0,1707500000.0,1735100000.0,3367300000.0,3367300000.0,9250500000.0,12617800000.0,2407700000.0,7515400000.0,30400000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2009.0,FY,,2009-12-31,2011-02-25 11:08:30+00:00,290600000.0,298700000.0,3431900000.0,,933900000.0,20200000.0,,3566900000.0,,,,,441900000.0,12447700000.0,3875800000.0,358700000.0,378100000.0,9015800000.0,739100000.0,1055600000.0,318700000.0,347600000.0,482700000.0,,1352200000.0,283400000.0,,290200000.0,,194500000.0,,1120800000.0,12697900000.0,3566900000.0,1529300000.0,1894100000.0,3597300000.0,3597300000.0,9100600000.0,12697900000.0,2152800000.0,7206500000.0,30400000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2009.0,Q3,,2009-09-30,2009-10-29 17:39:04+00:00,263800000.0,309500000.0,3465600000.0,,949200000.0,10700000.0,,3486900000.0,,,,,441900000.0,12369300000.0,3631200000.0,341000000.0,388900000.0,8903700000.0,687900000.0,950000000.0,316900000.0,217400000.0,495600000.0,,1349000000.0,358300000.0,56500000.0,221600000.0,,180500000.0,,1250500000.0,12420700000.0,3486900000.0,1328600000.0,2009900000.0,3517300000.0,3517300000.0,8903400000.0,12420700000.0,2188400000.0,6893500000.0,30400000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2009.0,Q2,,2009-06-30,2009-08-04 09:56:02+00:00,279300000.0,354300000.0,3409500000.0,,1014500000.0,12500000.0,,3467100000.0,,,,,441900000.0,12161300000.0,3820100000.0,332400000.0,314500000.0,8751800000.0,639000000.0,839700000.0,317600000.0,254900000.0,488500000.0,,1362200000.0,348900000.0,109900000.0,190400000.0,,173500000.0,,1053200000.0,12298300000.0,3467100000.0,1300100000.0,1821000000.0,3497500000.0,3497500000.0,8800800000.0,12298300000.0,2246400000.0,6979800000.0,30400000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2010.0,FY,,2010-12-31,2012-02-28 11:15:52+00:00,315400000.0,344600000.0,3624000000.0,,883800000.0,24500000.0,0.0,3802100000.0,83700000.0,,88300000.0,,441900000.0,13225500000.0,3932000000.0,376300000.0,379100000.0,9601500000.0,805500000.0,1154800000.0,353200000.0,365300000.0,186100000.0,,1309000000.0,376900000.0,,125600000.0,,8300000.0,,1131300000.0,13059800000.0,3802100000.0,1331100000.0,1721100000.0,3832500000.0,3832500000.0,9227300000.0,13059800000.0,2127200000.0,7506200000.0,30400000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2010.0,Q3,,2010-09-30,2010-10-26 17:41:58+00:00,254300000.0,300300000.0,3581500000.0,,880100000.0,11200000.0,,3727700000.0,,,,,441900000.0,12981400000.0,3935700000.0,365200000.0,422300000.0,9399900000.0,791800000.0,1047600000.0,335300000.0,212200000.0,363800000.0,,1322900000.0,360500000.0,,179900000.0,,62700000.0,,991300000.0,12718500000.0,3727700000.0,1188600000.0,1609400000.0,3758100000.0,3758100000.0,8960400000.0,12718500000.0,2130000000.0,7351000000.0,30400000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2010.0,Q2,,2010-06-30,2010-07-30 10:58:45+00:00,270500000.0,317300000.0,3538900000.0,,890700000.0,10500000.0,,3677100000.0,,,,,441900000.0,12828900000.0,3942600000.0,362800000.0,390200000.0,9290000000.0,778100000.0,1039600000.0,329400000.0,231600000.0,368500000.0,,1325800000.0,352900000.0,,210700000.0,,112700000.0,,1013700000.0,12693500000.0,3677100000.0,1273000000.0,1652700000.0,3707500000.0,3707500000.0,8986000000.0,12693500000.0,2130500000.0,7333300000.0,30400000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2010.0,Q1,,2010-03-31,2010-05-06 12:34:53+00:00,279000000.0,407300000.0,3524500000.0,,896000000.0,12800000.0,,3641800000.0,,,,,441900000.0,12761700000.0,4396100000.0,358900000.0,337000000.0,9237200000.0,764600000.0,1038900000.0,324400000.0,246700000.0,455600000.0,,1363600000.0,374000000.0,,165100000.0,,151000000.0,,520700000.0,12721500000.0,3641800000.0,1319900000.0,1255300000.0,3672200000.0,3672200000.0,9049300000.0,12721500000.0,2164400000.0,7794000000.0,30400000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2011.0,FY,,2011-12-31,2013-02-27 15:53:44+00:00,325700000.0,349400000.0,3797800000.0,,902000000.0,14100000.0,0.0,3963300000.0,155100000.0,,105900000.0,,441900000.0,13958200000.0,4614300000.0,393300000.0,382000000.0,10160400000.0,754500000.0,1696100000.0,222700000.0,339800000.0,230400000.0,,1440300000.0,314300000.0,,140300000.0,,45500000.0,,702500000.0,13862100000.0,3963300000.0,1426200000.0,1364500000.0,3993700000.0,3993700000.0,9868400000.0,13862100000.0,2275500000.0,8503900000.0,30400000.0
WEC Energy Group Inc,WEC,549300IGLYTZUK3PVP70,783325,2011.0,Q3,,2011-09-30,2011-11-01 09:42:23+00:00,274600000.0,314000000.0,3741100000.0,,918000000.0,15100000.0,,3940700000.0,,,,,441900000.0,13740200000.0,4618900000.0,382800000.0,368100000.0,9999100000.0,767700000.0,1447300000.0,100800000.0,162200000.0,286300000.0,,1293300000.0,336300000.0,,227500000.0,,45500000.0,,528500000.0,13249500000.0,3940700000.0,1132400000.0,1089400000.0,3971100000.0,3971100000.0,9278400000.0,13249500000.0,2118000000.0,8189000000.0,30400000.0
