company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,saleofinvestments
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-04 08:00:58+00:00,,20000000.0,55000000.0,298000000.0,354000000.0,1000000.0,-82000000.0,188000000.0,501000000.0,,-568000000.0,-504000000.0,1056000000.0,-568000000.0,-504000000.0,1056000000.0,-16000000.0,153000000.0,153000000.0,611000000.0,,-1000000.0,-133000000.0,,-504000000.0,-1124000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 08:01:15+00:00,,10000000.0,26000000.0,182000000.0,166000000.0,2000000.0,20000000.0,30000000.0,582000000.0,,-274000000.0,-261000000.0,433000000.0,-274000000.0,-261000000.0,433000000.0,-102000000.0,67000000.0,67000000.0,170000000.0,,-3000000.0,-66000000.0,,-260000000.0,-820000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q4,2010-10-01,2010-12-31,,3000000.0,6000000.0,-3000000.0,104000000.0,204000000.0,,401000000.0,24000000.0,164000000.0,,103000000.0,-406000000.0,403000000.0,103000000.0,-406000000.0,403000000.0,100000000.0,124000000.0,124000000.0,-332000000.0,,47000000.0,-83000000.0,,-456000000.0,-2000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 08:17:23+00:00,-18000000.0,27000000.0,207000000.0,609000000.0,864000000.0,,70000000.0,416000000.0,183000000.0,,-507000000.0,-1420000000.0,1386000000.0,-507000000.0,-1420000000.0,1386000000.0,-541000000.0,442000000.0,442000000.0,-17000000.0,,107000000.0,-319000000.0,,-1509000000.0,-787000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q3TTM,2009-10-01,2010-09-30,,-25000000.0,29000000.0,144000000.0,622000000.0,841000000.0,,212000000.0,407000000.0,675000000.0,,-21000000.0,-1328000000.0,1387000000.0,-21000000.0,-1328000000.0,1387000000.0,38000000.0,423000000.0,423000000.0,-118000000.0,,101000000.0,-310000000.0,,-1404000000.0,-793000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q3,2010-07-01,2010-09-30,,1000000.0,7000000.0,66000000.0,213000000.0,243000000.0,,-208000000.0,22000000.0,18000000.0,,-354000000.0,-295000000.0,165000000.0,-354000000.0,-295000000.0,165000000.0,-484000000.0,123000000.0,123000000.0,,,30000000.0,-82000000.0,,-326000000.0,-312000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-02 08:00:25+00:00,-21000000.0,21000000.0,210000000.0,505000000.0,660000000.0,,-331000000.0,392000000.0,19000000.0,,-610000000.0,-1014000000.0,983000000.0,-610000000.0,-1014000000.0,983000000.0,-641000000.0,318000000.0,318000000.0,315000000.0,,60000000.0,-236000000.0,,-1053000000.0,-785000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q2TTM,2009-07-01,2010-06-30,,-137000000.0,0.0,80000000.0,618000000.0,0.0,-1000000.0,0.0,686000000.0,671000000.0,,-60000000.0,-1111000000.0,1603000000.0,-60000000.0,-1111000000.0,1603000000.0,432000000.0,414000000.0,567000000.0,1036000000.0,,410000000.0,-297000000.0,,-1383000000.0,-1120000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q2,2010-04-01,2010-06-30,,-2000000.0,7000000.0,152000000.0,101000000.0,217000000.0,,-268000000.0,341000000.0,,,287000000.0,-416000000.0,383000000.0,287000000.0,-416000000.0,383000000.0,254000000.0,81000000.0,81000000.0,346000000.0,,55000000.0,-77000000.0,,-469000000.0,23000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-04 08:00:58+00:00,-22000000.0,14000000.0,144000000.0,292000000.0,417000000.0,,-123000000.0,370000000.0,1000000.0,,-256000000.0,-719000000.0,818000000.0,-256000000.0,-719000000.0,818000000.0,-157000000.0,195000000.0,195000000.0,315000000.0,,30000000.0,-154000000.0,,-727000000.0,-473000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q1TTM,2009-04-01,2010-03-31,,-135000000.0,34000000.0,-43000000.0,633000000.0,777000000.0,-2000000.0,467000000.0,503000000.0,590000000.0,,-641000000.0,-938000000.0,1843000000.0,-641000000.0,-938000000.0,1843000000.0,264000000.0,419000000.0,419000000.0,146000000.0,,357000000.0,-287000000.0,,-1158000000.0,-1447000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 08:01:00+00:00,-20000000.0,7000000.0,-8000000.0,191000000.0,200000000.0,,145000000.0,29000000.0,1000000.0,,-543000000.0,-303000000.0,435000000.0,-543000000.0,-303000000.0,435000000.0,-411000000.0,114000000.0,114000000.0,-31000000.0,,-25000000.0,-77000000.0,,-258000000.0,-496000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q4,2011-10-01,2011-12-31,,-3000000.0,8000000.0,-1000000.0,95000000.0,209000000.0,,396000000.0,1000000.0,80000000.0,,36000000.0,-358000000.0,439000000.0,36000000.0,-358000000.0,439000000.0,117000000.0,117000000.0,117000000.0,-291000000.0,,-12000000.0,-85000000.0,,-343000000.0,40000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 08:16:34+00:00,-12000000.0,30000000.0,-205000000.0,565000000.0,886000000.0,,589000000.0,6000000.0,661000000.0,,-661000000.0,-1206000000.0,1888000000.0,-661000000.0,-1206000000.0,1888000000.0,21000000.0,1357000000.0,1357000000.0,-974000000.0,,109000000.0,-337000000.0,,-1303000000.0,-991000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q3TTM,2010-10-01,2011-09-30,,-6000000.0,28000000.0,-207000000.0,574000000.0,881000000.0,,594000000.0,29000000.0,745000000.0,,-594000000.0,-1254000000.0,1852000000.0,-594000000.0,-1254000000.0,1852000000.0,4000000.0,1364000000.0,1364000000.0,-1015000000.0,,168000000.0,-335000000.0,,-1416000000.0,-1033000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q3,2011-07-01,2011-09-30,,-2000000.0,7000000.0,2000000.0,194000000.0,253000000.0,,-13000000.0,1000000.0,31000000.0,,-123000000.0,-276000000.0,312000000.0,-123000000.0,-276000000.0,312000000.0,-87000000.0,973000000.0,973000000.0,-908000000.0,,53000000.0,-84000000.0,,-327000000.0,-71000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-07 08:15:48+00:00,,22000000.0,-204000000.0,470000000.0,677000000.0,,474000000.0,5000000.0,581000000.0,,-697000000.0,-848000000.0,1449000000.0,-697000000.0,-848000000.0,1449000000.0,-96000000.0,1240000000.0,1240000000.0,-964000000.0,,121000000.0,-252000000.0,-9000000.0,-960000000.0,-1031000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q2TTM,2010-07-01,2011-06-30,,-3000000.0,28000000.0,-143000000.0,593000000.0,871000000.0,,399000000.0,50000000.0,732000000.0,,-825000000.0,-1273000000.0,1705000000.0,-825000000.0,-1273000000.0,1705000000.0,-393000000.0,514000000.0,514000000.0,-107000000.0,,145000000.0,-333000000.0,,-1415000000.0,-1274000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q2,2011-04-01,2011-06-30,,-4000000.0,8000000.0,-46000000.0,90000000.0,223000000.0,,-52000000.0,2000000.0,,,-151000000.0,-264000000.0,510000000.0,-151000000.0,-264000000.0,510000000.0,95000000.0,119000000.0,119000000.0,212000000.0,,40000000.0,-84000000.0,,-300000000.0,-69000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-02 08:01:39+00:00,-7000000.0,15000000.0,-206000000.0,276000000.0,424000000.0,,206000000.0,4000000.0,550000000.0,,-574000000.0,-572000000.0,1137000000.0,-574000000.0,-572000000.0,1137000000.0,-9000000.0,267000000.0,267000000.0,225000000.0,,68000000.0,-168000000.0,,-633000000.0,-960000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q1TTM,2010-04-01,2011-03-31,,-1000000.0,27000000.0,55000000.0,604000000.0,865000000.0,,183000000.0,389000000.0,732000000.0,,-387000000.0,-1425000000.0,1578000000.0,-387000000.0,-1425000000.0,1578000000.0,-234000000.0,476000000.0,476000000.0,27000000.0,,160000000.0,-326000000.0,,-1584000000.0,-1182000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q1,2011-01-01,2011-03-31,2012-05-03 08:01:32+00:00,-3000000.0,7000000.0,-160000000.0,186000000.0,201000000.0,,258000000.0,2000000.0,550000000.0,,-423000000.0,-308000000.0,627000000.0,-423000000.0,-308000000.0,627000000.0,-104000000.0,148000000.0,148000000.0,13000000.0,,28000000.0,-84000000.0,,-333000000.0,-891000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,Q4,2012-10-01,2012-12-31,,-365000000.0,9000000.0,,110000000.0,250000000.0,,97000000.0,1000000.0,,,-163000000.0,-394000000.0,481000000.0,-163000000.0,-394000000.0,481000000.0,-76000000.0,134000000.0,134000000.0,-9000000.0,,11000000.0,-87000000.0,,-34000000.0,-77000000.0,-6000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 08:15:35+00:00,-365000000.0,32000000.0,46000000.0,556000000.0,1050000000.0,,316000000.0,4000000.0,2495000000.0,,169000000.0,-1603000000.0,1860000000.0,169000000.0,-1603000000.0,1860000000.0,426000000.0,417000000.0,417000000.0,45000000.0,,-26000000.0,-346000000.0,,-1212000000.0,-1984000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,Q3TTM,2011-10-01,2012-09-30,,-3000000.0,31000000.0,45000000.0,541000000.0,1009000000.0,,615000000.0,4000000.0,2575000000.0,,368000000.0,-1567000000.0,1818000000.0,368000000.0,-1567000000.0,1818000000.0,619000000.0,400000000.0,400000000.0,-237000000.0,,-49000000.0,-344000000.0,,-1521000000.0,-1867000000.0,6000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,Q3,2012-07-01,2012-09-30,,4000000.0,8000000.0,7000000.0,187000000.0,301000000.0,,312000000.0,1000000.0,793000000.0,,-301000000.0,-552000000.0,452000000.0,-301000000.0,-552000000.0,452000000.0,-401000000.0,10000000.0,10000000.0,-179000000.0,,3000000.0,-86000000.0,,-565000000.0,-1009000000.0,6000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-06 08:15:57+00:00,,23000000.0,46000000.0,446000000.0,800000000.0,,219000000.0,3000000.0,2495000000.0,,332000000.0,-1209000000.0,1379000000.0,332000000.0,-1209000000.0,1379000000.0,502000000.0,283000000.0,283000000.0,54000000.0,,-37000000.0,-259000000.0,,-1178000000.0,-1907000000.0,6000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,Q2TTM,2011-07-01,2012-06-30,,-9000000.0,30000000.0,40000000.0,548000000.0,961000000.0,,290000000.0,4000000.0,1813000000.0,,546000000.0,-1291000000.0,1678000000.0,546000000.0,-1291000000.0,1678000000.0,933000000.0,1363000000.0,1363000000.0,-966000000.0,,1000000.0,-342000000.0,,-1283000000.0,-929000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,Q2,2012-04-01,2012-06-30,,,7000000.0,47000000.0,81000000.0,275000000.0,,-25000000.0,,1000000.0,,-111000000.0,-365000000.0,503000000.0,-111000000.0,-365000000.0,503000000.0,27000000.0,126000000.0,126000000.0,120000000.0,,-16000000.0,-86000000.0,,-349000000.0,-26000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-01 08:15:49+00:00,-4000000.0,15000000.0,39000000.0,259000000.0,499000000.0,,171000000.0,2000000.0,1702000000.0,,633000000.0,-657000000.0,927000000.0,633000000.0,-657000000.0,927000000.0,903000000.0,273000000.0,273000000.0,-31000000.0,,-40000000.0,-173000000.0,,-613000000.0,-898000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,Q1TTM,2011-04-01,2012-03-31,,-13000000.0,31000000.0,-53000000.0,557000000.0,909000000.0,,263000000.0,6000000.0,1812000000.0,,506000000.0,-1190000000.0,1685000000.0,506000000.0,-1190000000.0,1685000000.0,1001000000.0,1356000000.0,1356000000.0,-874000000.0,,57000000.0,-340000000.0,,-1234000000.0,-972000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,Q1,2012-01-01,2012-03-31,2013-05-02 08:15:51+00:00,,8000000.0,-8000000.0,178000000.0,224000000.0,,52000000.0,2000000.0,1701000000.0,,744000000.0,-292000000.0,424000000.0,744000000.0,-292000000.0,424000000.0,876000000.0,147000000.0,147000000.0,-7000000.0,,-24000000.0,-87000000.0,-4000000.0,-264000000.0,-872000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,Q4,2013-10-01,2013-12-31,,,7000000.0,-42000000.0,81000000.0,213000000.0,,146000000.0,4000000.0,90000000.0,,-118000000.0,-374000000.0,481000000.0,-118000000.0,-374000000.0,481000000.0,-11000000.0,113000000.0,113000000.0,2000000.0,,,-88000000.0,,-374000000.0,-124000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,FY,2013-01-01,2013-12-31,2015-02-26 08:15:35+00:00,0.0,30000000.0,35000000.0,475000000.0,954000000.0,,415000000.0,4000000.0,1191000000.0,,-751000000.0,-1300000000.0,1613000000.0,-751000000.0,-1300000000.0,1613000000.0,-438000000.0,311000000.0,311000000.0,-97000000.0,,-23000000.0,-355000000.0,,-1286000000.0,-1591000000.0,9000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-05 08:15:51+00:00,,23000000.0,77000000.0,394000000.0,741000000.0,,269000000.0,,1101000000.0,,-633000000.0,-926000000.0,1132000000.0,-633000000.0,-926000000.0,1132000000.0,-427000000.0,198000000.0,198000000.0,-99000000.0,,-23000000.0,-267000000.0,,-912000000.0,-1467000000.0,9000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,Q3TTM,2012-10-01,2013-09-30,,-365000000.0,32000000.0,77000000.0,504000000.0,991000000.0,,366000000.0,1000000.0,1101000000.0,,-796000000.0,-1320000000.0,1613000000.0,-796000000.0,-1320000000.0,1613000000.0,-503000000.0,332000000.0,332000000.0,-108000000.0,,-12000000.0,-354000000.0,,-946000000.0,-1544000000.0,3000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,Q3,2013-07-01,2013-09-30,,,7000000.0,10000000.0,147000000.0,248000000.0,,-19000000.0,-1000000.0,34000000.0,,-319000000.0,-301000000.0,342000000.0,-319000000.0,-301000000.0,342000000.0,-278000000.0,151000000.0,151000000.0,-45000000.0,,25000000.0,-89000000.0,,-326000000.0,-263000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,Q2TTM,2012-07-01,2013-06-30,,-361000000.0,33000000.0,74000000.0,544000000.0,1044000000.0,,697000000.0,3000000.0,1860000000.0,,-778000000.0,-1571000000.0,1723000000.0,-778000000.0,-1571000000.0,1723000000.0,-626000000.0,191000000.0,191000000.0,-242000000.0,,-34000000.0,-351000000.0,,-1185000000.0,-2290000000.0,9000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,Q2,2013-04-01,2013-06-30,,,8000000.0,70000000.0,100000000.0,253000000.0,,131000000.0,,989000000.0,,346000000.0,-351000000.0,257000000.0,346000000.0,-351000000.0,257000000.0,252000000.0,-100000000.0,-100000000.0,-35000000.0,,-45000000.0,-89000000.0,,-315000000.0,-554000000.0,9000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-06 08:18:30+00:00,,16000000.0,67000000.0,247000000.0,493000000.0,,282000000.0,,1068000000.0,,-314000000.0,-625000000.0,790000000.0,-314000000.0,-625000000.0,790000000.0,-149000000.0,47000000.0,47000000.0,-48000000.0,,-48000000.0,-178000000.0,0.0,-586000000.0,-1204000000.0,9000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,Q1TTM,2012-04-01,2013-03-31,,-361000000.0,32000000.0,51000000.0,525000000.0,1066000000.0,,541000000.0,3000000.0,872000000.0,,-1235000000.0,-1585000000.0,1969000000.0,-1235000000.0,-1585000000.0,1969000000.0,-851000000.0,417000000.0,417000000.0,-87000000.0,,-5000000.0,-348000000.0,,-1219000000.0,-1762000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,Q1,2013-01-01,2013-03-31,2014-05-01 08:16:09+00:00,,8000000.0,-3000000.0,147000000.0,240000000.0,,157000000.0,1000000.0,78000000.0,,-660000000.0,-274000000.0,533000000.0,-660000000.0,-274000000.0,533000000.0,-401000000.0,147000000.0,147000000.0,-19000000.0,,-3000000.0,-89000000.0,,-271000000.0,-650000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 06:22:13+00:00,-1000000.0,28000000.0,192000000.0,434000000.0,1013000000.0,,-184000000.0,,1030000000.0,,77000000.0,-1384000000.0,1397000000.0,77000000.0,-1384000000.0,1397000000.0,90000000.0,611000000.0,611000000.0,-71000000.0,0.0,-11000000.0,-408000000.0,0.0,-1372000000.0,-545000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2014.0,Q4,2014-10-01,2014-12-31,,-1000000.0,7000000.0,35000000.0,96000000.0,229000000.0,,-116000000.0,,315000000.0,,153000000.0,-358000000.0,273000000.0,153000000.0,-358000000.0,273000000.0,68000000.0,176000000.0,176000000.0,-23000000.0,,17000000.0,-102000000.0,,-374000000.0,-60000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-05 06:26:15+00:00,,21000000.0,157000000.0,338000000.0,784000000.0,,-68000000.0,,715000000.0,,-76000000.0,-1026000000.0,1124000000.0,-76000000.0,-1026000000.0,1124000000.0,22000000.0,435000000.0,435000000.0,-48000000.0,0.0,-28000000.0,-306000000.0,,-998000000.0,-485000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2014.0,Q3TTM,2013-10-01,2014-09-30,,,28000000.0,115000000.0,419000000.0,997000000.0,,78000000.0,4000000.0,805000000.0,,-194000000.0,-1400000000.0,1605000000.0,-194000000.0,-1400000000.0,1605000000.0,11000000.0,548000000.0,548000000.0,-46000000.0,,-28000000.0,-394000000.0,,-1372000000.0,-609000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2014.0,Q3,2014-07-01,2014-09-30,,1000000.0,7000000.0,17000000.0,135000000.0,293000000.0,,-16000000.0,,109000000.0,,-21000000.0,-367000000.0,412000000.0,-21000000.0,-367000000.0,412000000.0,24000000.0,143000000.0,143000000.0,-15000000.0,,5000000.0,-102000000.0,,-373000000.0,-28000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2014.0,Q2TTM,2013-07-01,2014-06-30,,-1000000.0,28000000.0,108000000.0,431000000.0,952000000.0,,75000000.0,3000000.0,730000000.0,,-492000000.0,-1334000000.0,1535000000.0,-492000000.0,-1334000000.0,1535000000.0,-291000000.0,556000000.0,556000000.0,-76000000.0,,-8000000.0,-381000000.0,,-1325000000.0,-844000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2014.0,Q2,2014-04-01,2014-06-30,,-1000000.0,7000000.0,141000000.0,81000000.0,256000000.0,,-40000000.0,-1000000.0,,,-162000000.0,-343000000.0,332000000.0,-162000000.0,-343000000.0,332000000.0,-173000000.0,107000000.0,107000000.0,2000000.0,,-18000000.0,-102000000.0,,-324000000.0,-59000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-10 08:15:54+00:00,-1000000.0,14000000.0,140000000.0,203000000.0,491000000.0,,-52000000.0,,606000000.0,,-55000000.0,-659000000.0,712000000.0,-55000000.0,-659000000.0,712000000.0,-2000000.0,292000000.0,292000000.0,-33000000.0,,-33000000.0,-204000000.0,,-625000000.0,-457000000.0,0.0
