company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,extraordinaryincome,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,preferreddividends,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 08:01:27+00:00,1.23,1.23,,631000000.0,1.15,,,193000000.0,,395000000.0,395000000.0,,395000000.0,5995000000.0,9623000000.0,-65000000.0,1812000000.0,,5995000000.0,3628000000.0,548000000.0,16000000.0,2443000000.0,1185000000.0,-597000000.0,588000000.0,9623000000.0,321100000.0,321100000.0,343500000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2008.0,FY,2008-01-01,2008-12-31,2011-03-30 08:06:05+00:00,1.32,1.32,0.73,708000000.0,1.3,,,277000000.0,,446000000.0,446000000.0,,446000000.0,7466000000.0,11322000000.0,-125000000.0,1875000000.0,,7466000000.0,3856000000.0,476000000.0,51000000.0,2583000000.0,1273000000.0,-550000000.0,723000000.0,11322000000.0,337900000.0,336387000.0,343555000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2008.0,Q3,2008-07-01,2008-09-30,2009-10-28 08:00:56+00:00,0.4,0.4,,194000000.0,0.39,,,77000000.0,81000000.0,136000000.0,136000000.0,,136000000.0,1532000000.0,2515000000.0,-30000000.0,371000000.0,,1532000000.0,983000000.0,117000000.0,23000000.0,646000000.0,337000000.0,-124000000.0,213000000.0,2515000000.0,340000000.0,340000000.0,348700000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2009.0,Q4,2009-10-01,2009-12-31,,0.28,0.28,0.19,181000000.0,0.27,,,47000000.0,,105000000.0,105000000.0,,105000000.0,1290000000.0,2299000000.0,22000000.0,529000000.0,,1290000000.0,1009000000.0,176000000.0,7000000.0,710000000.0,299000000.0,-147000000.0,152000000.0,2299000000.0,364700000.0,365229000.0,367681000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 08:02:43+00:00,1.02,1.02,0.76,743000000.0,1.01,0.0,,176000000.0,,372000000.0,372000000.0,,372000000.0,4371000000.0,8281000000.0,121000000.0,2043000000.0,,4371000000.0,3910000000.0,712000000.0,15000000.0,2786000000.0,1124000000.0,-576000000.0,548000000.0,8281000000.0,364700000.0,365229000.0,367681000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.74,0.74,0.57,562000000.0,0.74,,,129000000.0,,267000000.0,267000000.0,,267000000.0,3081000000.0,5982000000.0,99000000.0,1514000000.0,,3081000000.0,2901000000.0,536000000.0,8000000.0,2076000000.0,825000000.0,-429000000.0,396000000.0,5982000000.0,367700000.0,370000000.0,372000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2009.0,Q3,2009-07-01,2009-09-30,2010-10-28 08:00:44+00:00,0.31,0.31,0.19,208000000.0,0.31,,,38000000.0,,114000000.0,114000000.0,,114000000.0,582000000.0,1576000000.0,56000000.0,499000000.0,,582000000.0,994000000.0,188000000.0,-3000000.0,707000000.0,287000000.0,-135000000.0,152000000.0,1576000000.0,367700000.0,370000000.0,372000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.43,0.43,0.38,354000000.0,0.43,,,91000000.0,,153000000.0,153000000.0,,153000000.0,2499000000.0,4406000000.0,43000000.0,1015000000.0,,2499000000.0,1907000000.0,348000000.0,11000000.0,1369000000.0,538000000.0,-294000000.0,244000000.0,4406000000.0,358300000.0,352000000.0,354000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 08:00:58+00:00,0.24,0.24,0.19,188000000.0,0.24,,,43000000.0,,86000000.0,86000000.0,,86000000.0,710000000.0,1640000000.0,73000000.0,489000000.0,,710000000.0,930000000.0,208000000.0,11000000.0,677000000.0,253000000.0,-124000000.0,129000000.0,1640000000.0,358300000.0,352000000.0,354000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 08:01:15+00:00,0.19,0.19,0.19,166000000.0,0.19,,,48000000.0,,67000000.0,67000000.0,,67000000.0,1789000000.0,2766000000.0,-30000000.0,526000000.0,,1789000000.0,977000000.0,140000000.0,0.0,692000000.0,285000000.0,-170000000.0,115000000.0,2766000000.0,352600000.0,347000000.0,349000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q4,2010-10-01,2010-12-31,,0.3,0.3,0.19,204000000.0,0.29,,,40000000.0,,124000000.0,124000000.0,,124000000.0,1053000000.0,2098000000.0,2172000000.0,2098000000.0,,1053000000.0,1045000000.0,758000000.0,7000000.0,2302000000.0,-1257000000.0,1421000000.0,164000000.0,2098000000.0,409300000.0,409721000.0,412776000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 08:17:23+00:00,1.08,1.08,0.78,864000000.0,1.07,0.0,0.0,263000000.0,,442000000.0,442000000.0,,442000000.0,4574000000.0,8785000000.0,79000000.0,2098000000.0,,4574000000.0,4211000000.0,652000000.0,29000000.0,2962000000.0,1249000000.0,-544000000.0,705000000.0,8785000000.0,409300000.0,409721000.0,412776000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.78,0.78,0.59,660000000.0,0.78,,,223000000.0,,318000000.0,318000000.0,,318000000.0,3965000000.0,6687000000.0,42000000.0,1115000000.0,,3965000000.0,2722000000.0,470000000.0,22000000.0,1775000000.0,947000000.0,-406000000.0,541000000.0,6687000000.0,424100000.0,422178000.0,424968000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q3TTM,2009-10-01,2010-09-30,,1.06,1.06,0.78,841000000.0,1.05,,,270000000.0,,423000000.0,423000000.0,,423000000.0,5255000000.0,8986000000.0,64000000.0,1644000000.0,,5255000000.0,3731000000.0,646000000.0,29000000.0,2485000000.0,1246000000.0,-553000000.0,693000000.0,8986000000.0,424100000.0,422178000.0,424968000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q3,2010-07-01,2010-09-30,2011-11-02 08:00:25+00:00,0.29,0.29,0.195,243000000.0,0.29,0.0,,76000000.0,,123000000.0,123000000.0,,123000000.0,1252000000.0,1908000000.0,22000000.0,86000000.0,,1252000000.0,656000000.0,160000000.0,10000000.0,329000000.0,327000000.0,-128000000.0,199000000.0,1908000000.0,424100000.0,422178000.0,424968000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.49,0.49,0.39,417000000.0,0.49,,,147000000.0,,195000000.0,195000000.0,,195000000.0,2713000000.0,4779000000.0,20000000.0,1029000000.0,,2713000000.0,2066000000.0,310000000.0,12000000.0,1446000000.0,620000000.0,-278000000.0,342000000.0,4779000000.0,405000000.0,399515000.0,401993000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q2TTM,2009-07-01,2010-06-30,,1.08,1.08,0.77,806000000.0,1.07,,,232000000.0,,414000000.0,414000000.0,,414000000.0,4585000000.0,8654000000.0,98000000.0,2057000000.0,,4585000000.0,4069000000.0,674000000.0,16000000.0,2863000000.0,1206000000.0,-560000000.0,646000000.0,8654000000.0,405000000.0,399515000.0,401993000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q2,2010-04-01,2010-06-30,2011-08-04 08:00:58+00:00,0.2,0.2,0.195,217000000.0,0.2,,,45000000.0,,81000000.0,81000000.0,,81000000.0,778000000.0,1756000000.0,-19000000.0,498000000.0,,778000000.0,978000000.0,125000000.0,7000000.0,715000000.0,263000000.0,-137000000.0,126000000.0,1756000000.0,405000000.0,399515000.0,401993000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q1TTM,2009-04-01,2010-03-31,,1.12,1.12,0.77,777000000.0,1.11,,,230000000.0,,419000000.0,419000000.0,,419000000.0,4517000000.0,8538000000.0,190000000.0,2048000000.0,,4517000000.0,4021000000.0,757000000.0,20000000.0,2825000000.0,1196000000.0,-547000000.0,649000000.0,8538000000.0,393100000.0,392855000.0,395078000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 08:01:00+00:00,0.29,0.29,0.195,200000000.0,0.29,,,102000000.0,,114000000.0,114000000.0,,114000000.0,1935000000.0,3023000000.0,39000000.0,531000000.0,,1935000000.0,1088000000.0,185000000.0,5000000.0,731000000.0,357000000.0,-141000000.0,216000000.0,3023000000.0,393100000.0,392855000.0,395078000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q4,2011-10-01,2011-12-31,,0.28,0.28,0.2,209000000.0,0.27,,,42000000.0,,117000000.0,117000000.0,,117000000.0,618000000.0,2145000000.0,1359000000.0,2123000000.0,,618000000.0,1527000000.0,403000000.0,8000000.0,2332000000.0,-805000000.0,964000000.0,159000000.0,2145000000.0,425400000.0,425636000.0,428724000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 08:16:34+00:00,3.19,3.19,0.79,886000000.0,3.17,587000000.0,0.0,404000000.0,,1357000000.0,770000000.0,,1357000000.0,4055000000.0,8450000000.0,394000000.0,2211000000.0,,4055000000.0,4395000000.0,548000000.0,30000000.0,3097000000.0,1298000000.0,-124000000.0,1174000000.0,8450000000.0,425400000.0,425636000.0,428724000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.91,2.91,0.59,677000000.0,2.9,587000000.0,,362000000.0,,1240000000.0,653000000.0,,1240000000.0,3437000000.0,6305000000.0,-965000000.0,88000000.0,,3437000000.0,2868000000.0,145000000.0,22000000.0,765000000.0,2103000000.0,-1088000000.0,1015000000.0,6305000000.0,426800000.0,425885000.0,428842000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.21,3.21,0.79,881000000.0,3.19,587000000.0,,402000000.0,,1364000000.0,777000000.0,,1364000000.0,4490000000.0,8403000000.0,1207000000.0,2186000000.0,,4490000000.0,3913000000.0,903000000.0,29000000.0,3067000000.0,846000000.0,333000000.0,1179000000.0,8403000000.0,426800000.0,425885000.0,428842000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q3,2011-07-01,2011-09-30,2012-11-07 08:15:48+00:00,2.28,2.28,0.1975,253000000.0,2.27,587000000.0,0.0,204000000.0,,973000000.0,386000000.0,,973000000.0,735000000.0,1881000000.0,282000000.0,536000000.0,,735000000.0,1146000000.0,57000000.0,8000000.0,789000000.0,357000000.0,233000000.0,590000000.0,1881000000.0,426800000.0,425885000.0,428842000.0
