company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2011.0,Q1,,2011-03-31,2011-05-05 08:01:00+00:00,449000000.0,1084000000.0,4378000000.0,-115000000.0,1015000000.0,95000000.0,,4106000000.0,4000000.0,548000000.0,,,1696000000.0,16235000000.0,,8732000000.0,474000000.0,194000000.0,11857000000.0,2998000000.0,905000000.0,,238000000.0,400000000.0,,128000000.0,,3553000000.0,477000000.0,,,,-725000000.0,676000000.0,399000000.0,19594000000.0,3266000000.0,2014000000.0,2201000000.0,3266000000.0,3266000000.0,16328000000.0,19594000000.0,5723000000.0,14127000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,FY,,2012-12-31,2014-02-26 08:16:34+00:00,561000000.0,1107000000.0,,,1093000000.0,646000000.0,,4301000000.0,7000000.0,764000000.0,,,1468000000.0,,,8357000000.0,405000000.0,322000000.0,13597000000.0,4153000000.0,1143000000.0,,36000000.0,394000000.0,,150000000.0,,4527000000.0,249000000.0,,,216000000.0,,1706000000.0,540000000.0,22871000000.0,4301000000.0,2874000000.0,3575000000.0,4301000000.0,4301000000.0,18570000000.0,22871000000.0,6400000000.0,14995000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,Q3,,2012-09-30,2012-11-07 08:15:48+00:00,371000000.0,865000000.0,4673000000.0,-125000000.0,1095000000.0,722000000.0,0.0,4127000000.0,5000000.0,768000000.0,,,1468000000.0,18010000000.0,,8415000000.0,408000000.0,352000000.0,13337000000.0,4070000000.0,994000000.0,,41000000.0,367000000.0,,130000000.0,,4512000000.0,282000000.0,,,245000000.0,255000000.0,1728000000.0,522000000.0,22477000000.0,4257000000.0,2752000000.0,3364000000.0,4257000000.0,4257000000.0,18220000000.0,22477000000.0,6388000000.0,14856000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,Q2,,2012-06-30,2012-08-02 08:01:39+00:00,331000000.0,798000000.0,4611000000.0,-128000000.0,1083000000.0,1123000000.0,0.0,4129000000.0,,701000000.0,,,1696000000.0,17350000000.0,,8583000000.0,476000000.0,269000000.0,12739000000.0,3974000000.0,1020000000.0,,67000000.0,354000000.0,,181000000.0,,4609000000.0,277000000.0,,,253000000.0,331000000.0,1639000000.0,445000000.0,22475000000.0,4332000000.0,2955000000.0,3206000000.0,4332000000.0,4332000000.0,18143000000.0,22475000000.0,6781000000.0,14937000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2012.0,Q1,,2012-03-31,2012-05-03 08:01:32+00:00,366000000.0,881000000.0,4561000000.0,-131000000.0,1071000000.0,1096000000.0,0.0,4126000000.0,,696000000.0,,,1696000000.0,17073000000.0,,9005000000.0,474000000.0,255000000.0,12512000000.0,3944000000.0,1066000000.0,,84000000.0,299000000.0,,126000000.0,,4701000000.0,244000000.0,,,220000000.0,291000000.0,1248000000.0,432000000.0,22351000000.0,4286000000.0,2968000000.0,2735000000.0,4286000000.0,4286000000.0,18065000000.0,22351000000.0,6871000000.0,15330000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,FY,,2013-12-31,2015-02-26 08:15:35+00:00,689000000.0,1249000000.0,,,1152000000.0,208000000.0,,4329000000.0,0.0,792000000.0,,,840000000.0,,,7817000000.0,4518000000.0,285000000.0,9593000000.0,4542000000.0,802000000.0,363000000.0,24000000.0,419000000.0,,124000000.0,,3898000000.0,209000000.0,,,125000000.0,,995000000.0,767000000.0,21870000000.0,4329000000.0,2658000000.0,3019000000.0,4329000000.0,4329000000.0,17541000000.0,21870000000.0,9619000000.0,14522000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,Q3,,2013-09-30,2013-11-06 08:15:57+00:00,364000000.0,810000000.0,4523000000.0,-127000000.0,1153000000.0,219000000.0,0.0,4155000000.0,89000000.0,755000000.0,,,840000000.0,13909000000.0,,7758000000.0,4525000000.0,374000000.0,9386000000.0,4504000000.0,1052000000.0,,26000000.0,371000000.0,,100000000.0,,4505000000.0,252000000.0,,,112000000.0,233000000.0,1005000000.0,689000000.0,21575000000.0,4261000000.0,2319000000.0,2595000000.0,4261000000.0,4261000000.0,17314000000.0,21575000000.0,9870000000.0,14719000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,Q2,,2013-06-30,2013-08-01 08:15:49+00:00,404000000.0,901000000.0,4439000000.0,-130000000.0,1130000000.0,497000000.0,0.0,4150000000.0,28000000.0,717000000.0,,,840000000.0,13623000000.0,,7919000000.0,4485000000.0,276000000.0,9184000000.0,4408000000.0,1102000000.0,,27000000.0,391000000.0,,138000000.0,,4669000000.0,233000000.0,,,116000000.0,171000000.0,1025000000.0,635000000.0,21658000000.0,4191000000.0,2480000000.0,2675000000.0,4191000000.0,4191000000.0,17467000000.0,21658000000.0,9994000000.0,14792000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2013.0,Q1,,2013-03-31,2013-05-02 08:15:51+00:00,510000000.0,1136000000.0,4890000000.0,-132000000.0,1135000000.0,245000000.0,0.0,4143000000.0,10000000.0,732000000.0,,,1468000000.0,18598000000.0,,8130000000.0,400000000.0,203000000.0,13708000000.0,4211000000.0,1137000000.0,,18000000.0,357000000.0,,128000000.0,,4431000000.0,260000000.0,,,137000000.0,360000000.0,1399000000.0,614000000.0,22370000000.0,4371000000.0,2363000000.0,3126000000.0,4371000000.0,4371000000.0,17999000000.0,22370000000.0,6299000000.0,14873000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2014.0,FY,,2014-12-31,2015-11-05 06:26:15+00:00,716000000.0,1194000000.0,4856000000.0,-86000000.0,1206000000.0,298000000.0,0.0,4173000000.0,190000000.0,844000000.0,,,840000000.0,15358000000.0,,8009000000.0,4521000000.0,379000000.0,10502000000.0,4757000000.0,953000000.0,363000000.0,99000000.0,402000000.0,,124000000.0,,3706000000.0,252000000.0,,,178000000.0,461000000.0,1389000000.0,930000000.0,23200000000.0,4548000000.0,3268000000.0,3475000000.0,4548000000.0,4548000000.0,18652000000.0,23200000000.0,9430000000.0,15177000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2014.0,Q3,,2014-09-30,2014-11-05 08:15:51+00:00,441000000.0,886000000.0,4770000000.0,-85000000.0,1237000000.0,230000000.0,0.0,4171000000.0,,788000000.0,,,840000000.0,14975000000.0,,7797000000.0,4525000000.0,409000000.0,10205000000.0,4606000000.0,718000000.0,363000000.0,34000000.0,384000000.0,,110000000.0,,3539000000.0,209000000.0,,,177000000.0,387000000.0,1285000000.0,840000000.0,22048000000.0,4473000000.0,2576000000.0,3008000000.0,4473000000.0,4473000000.0,17575000000.0,22048000000.0,9267000000.0,14567000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2014.0,Q2,,2014-06-30,2014-08-06 08:18:30+00:00,519000000.0,1020000000.0,4695000000.0,-87000000.0,1225000000.0,206000000.0,0.0,4166000000.0,,791000000.0,,,840000000.0,14674000000.0,,7755000000.0,4517000000.0,295000000.0,9979000000.0,4508000000.0,773000000.0,,26000000.0,367000000.0,,135000000.0,,4055000000.0,208000000.0,,,173000000.0,346000000.0,1214000000.0,809000000.0,21920000000.0,4425000000.0,2529000000.0,3026000000.0,4425000000.0,4425000000.0,17495000000.0,21920000000.0,9412000000.0,14469000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2014.0,Q1,,2014-03-31,2014-05-01 08:16:09+00:00,802000000.0,1485000000.0,4605000000.0,-89000000.0,1200000000.0,379000000.0,,4162000000.0,,849000000.0,,,840000000.0,14368000000.0,,8056000000.0,4540000000.0,172000000.0,9763000000.0,4528000000.0,802000000.0,,24000000.0,382000000.0,,107000000.0,,4166000000.0,205000000.0,,,158000000.0,341000000.0,919000000.0,737000000.0,22264000000.0,4414000000.0,2955000000.0,3059000000.0,4414000000.0,4414000000.0,17850000000.0,22264000000.0,9546000000.0,14791000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2015.0,FY,,2015-12-31,2017-02-28 06:22:13+00:00,483000000.0,872000000.0,,-66000000.0,1276000000.0,264000000.0,0.0,4184000000.0,172000000.0,158000000.0,,,840000000.0,,,7866000000.0,2594000000.0,347000000.0,11537000000.0,5047000000.0,904000000.0,363000000.0,89000000.0,354000000.0,,117000000.0,,3267000000.0,278000000.0,,,140000000.0,-657000000.0,1346000000.0,805000000.0,21290000000.0,3461000000.0,2689000000.0,2458000000.0,3461000000.0,3461000000.0,17829000000.0,21290000000.0,7064000000.0,15371000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2015.0,Q3,,2015-09-30,2015-11-05 06:26:15+00:00,367000000.0,748000000.0,5079000000.0,-81000000.0,1269000000.0,227000000.0,0.0,4180000000.0,68000000.0,869000000.0,,,840000000.0,16264000000.0,,7662000000.0,3604000000.0,342000000.0,11185000000.0,4445000000.0,889000000.0,363000000.0,78000000.0,396000000.0,,118000000.0,,3386000000.0,264000000.0,,,111000000.0,-41000000.0,1441000000.0,826000000.0,21778000000.0,4058000000.0,2400000000.0,3191000000.0,4058000000.0,4058000000.0,17720000000.0,21778000000.0,8193000000.0,14529000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2015.0,Q2,,2015-06-30,2015-08-10 08:15:54+00:00,367000000.0,823000000.0,5056000000.0,-82000000.0,1269000000.0,245000000.0,0.0,4176000000.0,38000000.0,671000000.0,,,840000000.0,15967000000.0,,7614000000.0,4471000000.0,274000000.0,10911000000.0,4863000000.0,925000000.0,363000000.0,64000000.0,392000000.0,,161000000.0,,3508000000.0,256000000.0,,,105000000.0,456000000.0,1534000000.0,960000000.0,22602000000.0,4550000000.0,2509000000.0,3125000000.0,4550000000.0,4550000000.0,18052000000.0,22602000000.0,9182000000.0,14927000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2015.0,Q1,,2015-03-31,2015-05-11 08:14:51+00:00,476000000.0,1132000000.0,4963000000.0,-84000000.0,1243000000.0,234000000.0,0.0,4172000000.0,0.0,870000000.0,,,840000000.0,15633000000.0,,7767000000.0,4501000000.0,198000000.0,10670000000.0,4716000000.0,928000000.0,363000000.0,82000000.0,403000000.0,,116000000.0,,3605000000.0,255000000.0,,,132000000.0,486000000.0,1322000000.0,913000000.0,22670000000.0,4574000000.0,2691000000.0,3187000000.0,4574000000.0,4574000000.0,18096000000.0,22670000000.0,9309000000.0,14909000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2016.0,FY,,2016-12-31,2018-02-22 06:24:04+00:00,657000000.0,1075000000.0,,-71000000.0,1298000000.0,341000000.0,0.0,4199000000.0,30000000.0,172000000.0,,0.0,862000000.0,,,7532000000.0,2868000000.0,312000000.0,12307000000.0,5263000000.0,913000000.0,,51000000.0,366000000.0,,108000000.0,,2869000000.0,283000000.0,,,161000000.0,-668000000.0,1777000000.0,953000000.0,21829000000.0,3460000000.0,2923000000.0,3080000000.0,3460000000.0,3460000000.0,18369000000.0,21829000000.0,6599000000.0,15289000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2016.0,Q3,,2016-09-30,2016-11-04 06:31:12+00:00,422000000.0,868000000.0,5417000000.0,-64000000.0,1279000000.0,270000000.0,0.0,4194000000.0,23000000.0,134000000.0,,,862000000.0,17500000000.0,,7736000000.0,2898000000.0,351000000.0,12083000000.0,5206000000.0,909000000.0,0.0,49000000.0,372000000.0,,93000000.0,,2914000000.0,286000000.0,,,154000000.0,-658000000.0,1377000000.0,814000000.0,21286000000.0,3472000000.0,2529000000.0,2398000000.0,3472000000.0,3472000000.0,17814000000.0,21286000000.0,6674000000.0,15416000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2016.0,Q2,,2016-06-30,2016-08-05 06:31:36+00:00,407000000.0,783000000.0,5320000000.0,-67000000.0,1284000000.0,271000000.0,0.0,4190000000.0,16000000.0,92000000.0,,,861000000.0,17218000000.0,,7780000000.0,2899000000.0,283000000.0,11898000000.0,5121000000.0,904000000.0,0.0,47000000.0,353000000.0,,119000000.0,,3082000000.0,285000000.0,,,135000000.0,-726000000.0,1270000000.0,737000000.0,21012000000.0,3397000000.0,2272000000.0,2241000000.0,3397000000.0,3397000000.0,17615000000.0,21012000000.0,6842000000.0,15374000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2016.0,Q1,,2016-03-31,2016-05-10 06:32:18+00:00,378000000.0,784000000.0,5182000000.0,-65000000.0,1306000000.0,218000000.0,0.0,4184000000.0,3000000.0,101000000.0,,,840000000.0,16900000000.0,,7354000000.0,2943000000.0,234000000.0,11718000000.0,5116000000.0,909000000.0,0.0,75000000.0,325000000.0,,108000000.0,,3168000000.0,279000000.0,,,127000000.0,-613000000.0,1622000000.0,894000000.0,21004000000.0,3506000000.0,2335000000.0,2534000000.0,3506000000.0,3506000000.0,17498000000.0,21004000000.0,6951000000.0,14964000000.0,
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2017.0,FY,,2017-12-31,2019-02-28 06:29:10+00:00,963000000.0,1427000000.0,,-68000000.0,2464000000.0,272000000.0,0.0,4213000000.0,,181000000.0,,120000000.0,867000000.0,,,8195000000.0,2835000000.0,397000000.0,17909000000.0,3174000000.0,785000000.0,,110000000.0,388000000.0,,104000000.0,,-2270000000.0,361000000.0,,,241000000.0,543000000.0,1313000000.0,960000000.0,22736000000.0,4688000000.0,3395000000.0,3069000000.0,4688000000.0,4688000000.0,18048000000.0,22736000000.0,1432000000.0,14979000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2017.0,Q3,,2017-09-30,2017-11-03 06:21:53+00:00,657000000.0,996000000.0,5881000000.0,-72000000.0,1127000000.0,201000000.0,0.0,4208000000.0,0.0,199000000.0,,,867000000.0,18581000000.0,,7531000000.0,2844000000.0,442000000.0,12700000000.0,5458000000.0,886000000.0,,64000000.0,356000000.0,,83000000.0,,2789000000.0,294000000.0,,,175000000.0,-518000000.0,1926000000.0,1057000000.0,22135000000.0,3618000000.0,2935000000.0,3221000000.0,3618000000.0,3618000000.0,18517000000.0,22135000000.0,6500000000.0,15296000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2017.0,Q2,,2017-06-30,2017-08-03 06:25:46+00:00,631000000.0,953000000.0,5730000000.0,-70000000.0,1289000000.0,248000000.0,0.0,4204000000.0,0.0,153000000.0,,,867000000.0,18374000000.0,,7587000000.0,2850000000.0,410000000.0,12644000000.0,5364000000.0,908000000.0,,67000000.0,290000000.0,,110000000.0,,2819000000.0,296000000.0,,,167000000.0,-571000000.0,1854000000.0,1020000000.0,22045000000.0,3563000000.0,2865000000.0,3038000000.0,3563000000.0,3563000000.0,18482000000.0,22045000000.0,6536000000.0,15444000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2017.0,Q1,,2017-03-31,2017-05-05 06:25:56+00:00,634000000.0,1067000000.0,5618000000.0,-71000000.0,1298000000.0,254000000.0,0.0,4199000000.0,14000000.0,108000000.0,,,867000000.0,18070000000.0,,7892000000.0,2865000000.0,316000000.0,12452000000.0,5351000000.0,916000000.0,,64000000.0,296000000.0,,90000000.0,,2851000000.0,295000000.0,,,184000000.0,-591000000.0,1514000000.0,997000000.0,21931000000.0,3537000000.0,2896000000.0,2642000000.0,3537000000.0,3537000000.0,18394000000.0,21931000000.0,6583000000.0,15752000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2018.0,FY,,2018-12-31,2020-02-27 06:29:09+00:00,2486000000.0,3263000000.0,,-117000000.0,5050000000.0,4580000000.0,0.0,9988000000.0,5000000.0,401000000.0,161000000.0,187000000.0,1734000000.0,,65000000.0,15311000000.0,2845000000.0,788000000.0,27672000000.0,4668000000.0,980000000.0,,200000000.0,733000000.0,,223000000.0,,3670000000.0,806000000.0,,,368000000.0,1572000000.0,1541000000.0,540000000.0,45730000000.0,11443000000.0,9744000000.0,5732000000.0,13183000000.0,13183000000.0,32547000000.0,45730000000.0,8314000000.0,26815000000.0,1740000000.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2018.0,Q3,,2018-09-30,2018-11-08 06:25:29+00:00,708000000.0,1130000000.0,6208000000.0,-58000000.0,2506000000.0,293000000.0,0.0,4225000000.0,38000000.0,152000000.0,,0.0,867000000.0,19861000000.0,,7252000000.0,2820000000.0,405000000.0,13653000000.0,3220000000.0,722000000.0,,76000000.0,425000000.0,,80000000.0,790000000.0,2162000000.0,439000000.0,,,157000000.0,551000000.0,1216000000.0,627000000.0,22228000000.0,5508000000.0,2726000000.0,2581000000.0,5508000000.0,5508000000.0,16720000000.0,22228000000.0,5849000000.0,14139000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2018.0,Q2,,2018-06-30,2018-08-03 06:23:21+00:00,706000000.0,1165000000.0,6188000000.0,-62000000.0,2521000000.0,328000000.0,0.0,4219000000.0,39000000.0,103000000.0,,0.0,867000000.0,19585000000.0,,7760000000.0,2814000000.0,344000000.0,13397000000.0,3168000000.0,723000000.0,,74000000.0,752000000.0,,118000000.0,,2329000000.0,424000000.0,,,167000000.0,513000000.0,1163000000.0,584000000.0,22108000000.0,4670000000.0,2701000000.0,2842000000.0,4670000000.0,4670000000.0,17438000000.0,22108000000.0,6010000000.0,14596000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2018.0,Q1,,2018-03-31,2018-05-04 06:22:24+00:00,712000000.0,1356000000.0,6089000000.0,-63000000.0,2505000000.0,219000000.0,0.0,4212000000.0,,176000000.0,,0.0,867000000.0,19294000000.0,,8176000000.0,2830000000.0,257000000.0,13205000000.0,3160000000.0,723000000.0,,84000000.0,364000000.0,,77000000.0,,2459000000.0,373000000.0,,,189000000.0,708000000.0,1287000000.0,944000000.0,22410000000.0,4857000000.0,3049000000.0,2616000000.0,4857000000.0,4857000000.0,17553000000.0,22410000000.0,6156000000.0,14937000000.0,0.0
CenterPoint Energy Inc,CNP,21TPXMRRHFKOBHDC8J74,1130310,2019.0,FY,,2019-12-31,2020-05-07 06:40:18+00:00,1608000000.0,2630000000.0,15767000000.0,-103000000.0,5981000000.0,459000000.0,0.0,10687000000.0,106000000.0,446000000.0,,,5639000000.0,51232000000.0,,21509000000.0,2771000000.0,825000000.0,35465000000.0,5428000000.0,905000000.0,,,785000000.0,1693000000.0,1088000000.0,,3537000000.0,1240000000.0,1175000000.0,70000000.0,181000000.0,1927000000.0,1992000000.0,822000000.0,55303000000.0,12511000000.0,6716000000.0,5919000000.0,14251000000.0,14251000000.0,41052000000.0,55303000000.0,13122000000.0,35133000000.0,1740000000.0
