company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Brighthouse Financial Inc,BHF,,1685040,2015.0,FY,2015-01-01,2015-12-31,2018-03-15 21:37:04+00:00,-871000000.0,-240000000.0,-405000000.0,195000000.0,26000000.0,-2000000.0,5116000000.0,3301000000.0,,2380000000.0,-7042000000.0,4631000000.0,2380000000.0,-7042000000.0,4631000000.0,-33000000.0,1119000000.0,1119000000.0,-1390000000.0,20492000000.0,203000000.0,0.0,-48034000000.0,-21413000000.0,,41660000000.0
Brighthouse Financial Inc,BHF,,1685040,2016.0,FY,2016-01-01,2016-12-31,2018-03-15 21:37:04+00:00,-2765000000.0,-235000000.0,189000000.0,186000000.0,17000000.0,0.0,2053000000.0,0.0,,-4752000000.0,4674000000.0,3736000000.0,-4752000000.0,4674000000.0,3736000000.0,3658000000.0,-2939000000.0,-2939000000.0,4840000000.0,11534000000.0,717000000.0,-634000000.0,-42878000000.0,-15652000000.0,,49600000000.0
Brighthouse Financial Inc,BHF,,1685040,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-09 17:23:36+00:00,-1659000000.0,,231000000.0,153000000.0,,,,3059000000.0,,3724000000.0,-5074000000.0,,3724000000.0,-5074000000.0,2605000000.0,1255000000.0,,,,10511000000.0,485000000.0,0.0,-34071000000.0,-9846000000.0,,30171000000.0
Brighthouse Financial Inc,BHF,,1685040,2016.0,Q3,2016-07-01,2016-09-30,,-1034000000.0,,10000000.0,53000000.0,,,,2000000.0,,394000000.0,-561000000.0,,394000000.0,-561000000.0,471000000.0,304000000.0,,,,2308000000.0,88000000.0,,-10720000000.0,-1916000000.0,,11105000000.0
Brighthouse Financial Inc,BHF,,1685040,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-15 07:21:47+00:00,-625000000.0,,221000000.0,100000000.0,,,,3057000000.0,,3330000000.0,-4513000000.0,,3330000000.0,-4513000000.0,2134000000.0,951000000.0,,,,8203000000.0,397000000.0,,-23351000000.0,-7930000000.0,,19066000000.0
Brighthouse Financial Inc,BHF,,1685040,2017.0,FY,2017-01-01,2017-12-31,2020-02-26 17:24:17+00:00,-3831000000.0,-276000000.0,-637000000.0,155000000.0,,,3726000000.0,3588000000.0,0.0,-2852000000.0,-3915000000.0,3396000000.0,-2852000000.0,-3915000000.0,3396000000.0,-3371000000.0,-378000000.0,-378000000.0,324000000.0,5086000000.0,1852000000.0,-2466000000.0,-21362000000.0,-9060000000.0,0.0,19426000000.0
Brighthouse Financial Inc,BHF,,1685040,2017.0,Q4,2017-10-01,2017-12-31,,-449000000.0,0.0,-713000000.0,66000000.0,,,0.0,-1000000.0,,154000000.0,-1361000000.0,1366000000.0,154000000.0,-1361000000.0,1366000000.0,159000000.0,-378000000.0,-378000000.0,1744000000.0,2060000000.0,8000000.0,-668000000.0,-6515000000.0,-1237000000.0,,5595000000.0
Brighthouse Financial Inc,BHF,,1685040,2017.0,Q3YTD,2017-01-01,2017-09-30,2017-11-09 17:23:36+00:00,-3382000000.0,,76000000.0,89000000.0,,,,3589000000.0,,-3006000000.0,-2554000000.0,,-3006000000.0,-2554000000.0,2030000000.0,-3530000000.0,,,,3026000000.0,1844000000.0,-1798000000.0,-14847000000.0,-7823000000.0,,13831000000.0
Brighthouse Financial Inc,BHF,,1685040,2017.0,Q3,2017-07-01,2017-09-30,,-661000000.0,,31000000.0,,,,,601000000.0,,-3257000000.0,-193000000.0,,-3257000000.0,-193000000.0,705000000.0,-2745000000.0,,,,1172000000.0,85000000.0,-1798000000.0,-5917000000.0,-3232000000.0,,6300000000.0
Brighthouse Financial Inc,BHF,,1685040,2017.0,Q2YTD,2017-01-01,2017-06-30,2017-08-15 07:21:47+00:00,-2721000000.0,,45000000.0,89000000.0,,,,2988000000.0,,251000000.0,-2361000000.0,,251000000.0,-2361000000.0,1325000000.0,-785000000.0,,,,1854000000.0,1759000000.0,,-8930000000.0,-4591000000.0,,7531000000.0
Brighthouse Financial Inc,BHF,,1685040,2017.0,Q2,2017-04-01,2017-06-30,,-871000000.0,,38000000.0,55000000.0,,,,2988000000.0,,5000000.0,-2339000000.0,,5000000.0,-2339000000.0,965000000.0,-1369000000.0,,,,447000000.0,430000000.0,,-5639000000.0,-3430000000.0,,3741000000.0
Brighthouse Financial Inc,BHF,,1685040,2017.0,Q1,2017-01-01,2017-03-31,2018-05-09 17:30:10+00:00,-1850000000.0,,7000000.0,34000000.0,,,,,,246000000.0,-22000000.0,,246000000.0,-22000000.0,360000000.0,584000000.0,,,,1407000000.0,1329000000.0,,-3291000000.0,-1161000000.0,,3790000000.0
Brighthouse Financial Inc,BHF,,1685040,2018.0,FY,2018-01-01,2018-12-31,2020-02-26 17:24:17+00:00,-2940000000.0,-264000000.0,-895000000.0,159000000.0,,,5002000000.0,1263000000.0,0.0,3764000000.0,-4538000000.0,3062000000.0,3764000000.0,-4538000000.0,3062000000.0,2288000000.0,870000000.0,870000000.0,-2546000000.0,6109000000.0,1784000000.0,0.0,-20710000000.0,-3503000000.0,-105000000.0,17328000000.0
Brighthouse Financial Inc,BHF,,1685040,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-11-05 16:33:58+00:00,-2286000000.0,,3000000.0,83000000.0,,,,375000000.0,0.0,2260000000.0,-3469000000.0,,2260000000.0,-3469000000.0,1496000000.0,287000000.0,,,,4261000000.0,1177000000.0,0.0,-15002000000.0,-2334000000.0,-42000000.0,12642000000.0
Brighthouse Financial Inc,BHF,,1685040,2018.0,Q3,2018-07-01,2018-09-30,,-716000000.0,,,3000000.0,,,,279000000.0,,976000000.0,-1446000000.0,,976000000.0,-1446000000.0,479000000.0,9000000.0,,,,1500000000.0,462000000.0,,-5565000000.0,-761000000.0,-42000000.0,4373000000.0
Brighthouse Financial Inc,BHF,,1685040,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-08-06 16:24:07+00:00,-1570000000.0,,3000000.0,80000000.0,,,,96000000.0,0.0,1284000000.0,-2023000000.0,,1284000000.0,-2023000000.0,1017000000.0,278000000.0,,,,2761000000.0,715000000.0,0.0,-9437000000.0,-1573000000.0,0.0,8269000000.0
Brighthouse Financial Inc,BHF,,1685040,2018.0,Q2,2018-04-01,2018-06-30,,-156000000.0,,3000000.0,72000000.0,,,,21000000.0,,641000000.0,-1120000000.0,,641000000.0,-1120000000.0,726000000.0,247000000.0,,,,1418000000.0,-19000000.0,,-4840000000.0,-798000000.0,,3895000000.0
Brighthouse Financial Inc,BHF,,1685040,2018.0,Q1,2018-01-01,2018-03-31,2019-05-07 16:26:41+00:00,-1414000000.0,,0.0,8000000.0,,,,75000000.0,0.0,643000000.0,-903000000.0,,643000000.0,-903000000.0,291000000.0,31000000.0,,,,1343000000.0,734000000.0,,-4597000000.0,-775000000.0,0.0,4374000000.0
Brighthouse Financial Inc,BHF,,1685040,2019.0,FY,2019-01-01,2019-12-31,2020-02-26 17:24:17+00:00,-2639000000.0,-283000000.0,16000000.0,187000000.0,,,2783000000.0,1000000000.0,412000000.0,4245000000.0,-7341000000.0,1828000000.0,4245000000.0,-7341000000.0,1828000000.0,-1268000000.0,-735000000.0,-735000000.0,63000000.0,7413000000.0,2078000000.0,-21000000.0,-22952000000.0,-4117000000.0,-442000000.0,16172000000.0
Brighthouse Financial Inc,BHF,,1685040,2019.0,Q3,2019-07-01,2019-09-30,,-364000000.0,,3000000.0,16000000.0,,,,234000000.0,,2562000000.0,-2767000000.0,,2562000000.0,-2767000000.0,513000000.0,308000000.0,,,,2015000000.0,437000000.0,-7000000.0,-6101000000.0,446000000.0,-126000000.0,3261000000.0
Brighthouse Financial Inc,BHF,,1685040,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-11-05 16:33:58+00:00,-1705000000.0,,8000000.0,108000000.0,,,,1234000000.0,412000000.0,4521000000.0,-5699000000.0,,4521000000.0,-5699000000.0,1322000000.0,144000000.0,,,,5825000000.0,1200000000.0,-14000000.0,-18338000000.0,-2622000000.0,-314000000.0,13144000000.0
Brighthouse Financial Inc,BHF,,1685040,2019.0,Q2,2019-04-01,2019-06-30,,-1031000000.0,,6000000.0,80000000.0,,,,,,1344000000.0,-1660000000.0,,1344000000.0,-1660000000.0,433000000.0,117000000.0,,,,1977000000.0,392000000.0,-7000000.0,-6422000000.0,-490000000.0,-136000000.0,5401000000.0
Brighthouse Financial Inc,BHF,,1685040,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-06 16:24:07+00:00,-1341000000.0,,5000000.0,92000000.0,,,,1000000000.0,412000000.0,1959000000.0,-2932000000.0,,1959000000.0,-2932000000.0,809000000.0,-164000000.0,,,,3810000000.0,763000000.0,-7000000.0,-12237000000.0,-3068000000.0,-188000000.0,9883000000.0
Brighthouse Financial Inc,BHF,,1685040,2019.0,Q1,2019-01-01,2019-03-31,2020-05-11 16:20:52+00:00,-310000000.0,,-1000000.0,12000000.0,,,,1000000000.0,412000000.0,615000000.0,-1272000000.0,,615000000.0,-1272000000.0,376000000.0,-281000000.0,,,,1833000000.0,371000000.0,0.0,-5815000000.0,-2578000000.0,-52000000.0,4482000000.0
Brighthouse Financial Inc,BHF,,1685040,2020.0,Q1,2020-01-01,2020-03-31,2020-05-11 16:20:52+00:00,-1807000000.0,,0.0,15000000.0,,,,6597000000.0,0.0,7441000000.0,-1484000000.0,,7441000000.0,-1484000000.0,96000000.0,6053000000.0,,,,1471000000.0,3429000000.0,-7000000.0,-5385000000.0,-478000000.0,-142000000.0,2279000000.0
