company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 15:56:49+00:00,18575000.0,-0.6,-0.6,-0.6,157600000.0,26508000.0,126325000.0,-38421000.0,-38421000.0,,-38421000.0,497395000.0,976700000.0,2152000.0,,-5302000.0,95800000.0,20009000.0,81644000.0,497395000.0,479305000.0,,1281000.0,494651000.0,-15346000.0,3433000.0,-11913000.0,976700000.0,64000000.0,64524000.0,64524000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 16:15:56+00:00,2954000.0,0.79,0.79,0.79,,23828000.0,92043000.0,47104000.0,48491000.0,-1387000.0,47104000.0,420895000.0,738482000.0,-891000.0,,0.0,66477000.0,9902000.0,75932000.0,420895000.0,317587000.0,,2931000.0,247308000.0,70279000.0,2040000.0,72319000.0,738482000.0,59600000.0,59306000.0,59425000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2009.0,Q3,2009-07-05,2009-10-03,2010-11-05 12:28:48+00:00,2649000.0,0.19,0.19,0.19,,5229000.0,26395000.0,11111000.0,11111000.0,,11111000.0,109080000.0,200778000.0,289000.0,,,21454000.0,3515000.0,22447000.0,109080000.0,91698000.0,,813000.0,76460000.0,15238000.0,1102000.0,16340000.0,200778000.0,58500000.0,58954000.0,59083000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2009.0,Q2,2009-04-05,2009-07-04,2010-08-17 13:10:43+00:00,2575000.0,0.15,0.15,0.15,-1058000.0,4238000.0,24398000.0,9011000.0,9011000.0,,9011000.0,105940000.0,187676000.0,-150000.0,,,20949000.0,3643000.0,18077000.0,105940000.0,81736000.0,,247000.0,68584000.0,13152000.0,97000.0,13249000.0,187676000.0,60100000.0,59271000.0,59352000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q4,2010-10-03,2010-12-31,,891000.0,0.5,0.5,0.5,,13117000.0,31942000.0,28217000.0,29635000.0,-1418000.0,28217000.0,119663000.0,234019000.0,-845000.0,,-1082000.0,21736000.0,30000.0,17809000.0,119663000.0,114356000.0,,567000.0,71326000.0,43030000.0,-278000.0,42752000.0,234019000.0,57200000.0,57143000.0,57428000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 15:16:18+00:00,3211000.0,1.78,1.78,1.77,0.0,44993000.0,112365000.0,101778000.0,104614000.0,-2836000.0,101778000.0,473584000.0,894359000.0,-1286000.0,,-1082000.0,82575000.0,2262000.0,73229000.0,473584000.0,420775000.0,,2678000.0,272560000.0,148215000.0,1392000.0,149607000.0,894359000.0,57200000.0,57143000.0,57428000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q3YTD,2010-01-01,2010-10-02,,2320000.0,1.28,1.28,1.27,,31876000.0,80423000.0,73561000.0,74979000.0,-1418000.0,73561000.0,353921000.0,660340000.0,-441000.0,,,60839000.0,2232000.0,55420000.0,353921000.0,306419000.0,,2111000.0,201234000.0,105185000.0,1670000.0,106855000.0,660340000.0,56900000.0,56739000.0,56998000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q3,2010-07-04,2010-10-02,2011-11-08 13:05:45+00:00,839000.0,0.46,0.46,0.46,,13411000.0,28068000.0,26151000.0,27247000.0,-1096000.0,26151000.0,120560000.0,229807000.0,-308000.0,,,21862000.0,0.0,18147000.0,120560000.0,109247000.0,,635000.0,68916000.0,40331000.0,327000.0,40658000.0,229807000.0,56900000.0,56739000.0,56998000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q2YTD,2010-01-01,2010-07-03,,1481000.0,0.82,0.82,0.81,,18465000.0,52355000.0,47410000.0,47732000.0,-322000.0,47410000.0,233361000.0,430533000.0,-133000.0,,,38977000.0,2232000.0,37273000.0,233361000.0,197172000.0,,1476000.0,132318000.0,64854000.0,1343000.0,66197000.0,430533000.0,58100000.0,57489000.0,57737000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q2,2010-04-04,2010-07-03,2011-08-05 16:32:21+00:00,740000.0,0.39,0.39,0.39,,10331000.0,27682000.0,22677000.0,22185000.0,492000.0,22677000.0,119149000.0,218558000.0,-31000.0,,,20653000.0,466000.0,17955000.0,119149000.0,99409000.0,,634000.0,67496000.0,31913000.0,603000.0,32516000.0,218558000.0,58100000.0,57489000.0,57737000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q1,2010-01-01,2010-04-03,2011-05-05 14:25:40+00:00,741000.0,0.43,0.43,0.42,,8134000.0,24673000.0,24733000.0,25547000.0,-814000.0,24733000.0,114212000.0,211975000.0,-102000.0,,,18324000.0,1766000.0,19318000.0,114212000.0,97763000.0,,842000.0,64822000.0,32941000.0,740000.0,33681000.0,211975000.0,57500000.0,58016000.0,58265000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2011.0,Q4,2011-10-02,2011-12-31,,806000.0,0.69,0.69,0.68,,8253000.0,36377000.0,35044000.0,32859000.0,2185000.0,35044000.0,125788000.0,247308000.0,-1605000.0,,,23174000.0,67000.0,18973000.0,125788000.0,121520000.0,,594000.0,79397000.0,42123000.0,-1011000.0,41112000.0,247308000.0,53900000.0,53854000.0,54191000.0
