company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2009.0,FY,,2009-12-31,2011-02-24 15:56:49+00:00,28137000.0,150992000.0,52591000.0,-8061000.0,38943000.0,136826000.0,24082000.0,15516000.0,,153225000.0,55982000.0,,91989000.0,79926000.0,77589000.0,4108000.0,35842000.0,,,,,,4915000.0,9432000.0,,9771000.0,1725000.0,969195000.0,,114064000.0,830479000.0,712129000.0,410937000.0,104810000.0,712129000.0,712129000.0,118350000.0,830479000.0,341953000.0,13540000.0,0.0,-385831000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,FY,,2010-12-31,2012-02-23 16:15:56+00:00,34578000.0,130143000.0,65163000.0,-9349000.0,46175000.0,130437000.0,8966000.0,15670000.0,5900000.0,79703000.0,9755000.0,,85478000.0,112970000.0,87093000.0,2207000.0,21254000.0,,,0.0,148169000.0,21827000.0,4004000.0,10191000.0,,11505000.0,1378000.0,1070973000.0,,125567000.0,878864000.0,730032000.0,591577000.0,136434000.0,730032000.0,730032000.0,148832000.0,878864000.0,200194000.0,12398000.0,0.0,-462029000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q3,,2010-10-02,2010-11-05 12:28:48+00:00,33908000.0,165423000.0,66486000.0,-10324000.0,47447000.0,128790000.0,22292000.0,11282000.0,5752000.0,152418000.0,51592000.0,,90076000.0,95842000.0,84809000.0,2853000.0,32234000.0,,,,,,4806000.0,9647000.0,,11043000.0,1615000.0,1042756000.0,,123058000.0,871645000.0,730707000.0,455710000.0,128438000.0,730707000.0,730707000.0,140938000.0,871645000.0,331126000.0,12500000.0,0.0,-430515000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q2,,2010-07-03,2010-08-17 13:10:43+00:00,30200000.0,150092000.0,53152000.0,-9384000.0,41282000.0,126404000.0,23404000.0,10562000.0,1687000.0,151008000.0,52597000.0,,76040000.0,85010000.0,81141000.0,3278000.0,33357000.0,,,,,,4350000.0,9581000.0,,18644000.0,1458000.0,1016605000.0,,136414000.0,841955000.0,720653000.0,443462000.0,108443000.0,720653000.0,720653000.0,121302000.0,841955000.0,317352000.0,12859000.0,0.0,-412972000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2011.0,FY,,2011-12-31,2013-02-21 15:16:18+00:00,33273000.0,155230000.0,64612000.0,-4213000.0,36418000.0,132144000.0,11089000.0,27042000.0,0.0,79703000.0,12667000.0,,107879000.0,133288000.0,97822000.0,1592000.0,11866000.0,,,27580000.0,,,4196000.0,11515000.0,,22917000.0,,1245616000.0,,182398000.0,899006000.0,776925000.0,584873000.0,108974000.0,776925000.0,776925000.0,122081000.0,899006000.0,216311000.0,13107000.0,0.0,-596622000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2011.0,Q3,,2011-10-01,2011-11-08 13:05:45+00:00,30924000.0,162314000.0,53236000.0,-7444000.0,43781000.0,130330000.0,10276000.0,18177000.0,0.0,79703000.0,7441000.0,,108086000.0,120378000.0,94726000.0,1695000.0,18241000.0,,,27580000.0,0.0,0.0,3862000.0,9693000.0,,20303000.0,65000.0,1210572000.0,,147115000.0,851772000.0,745948000.0,539713000.0,94436000.0,745948000.0,745948000.0,105824000.0,851772000.0,217333000.0,11388000.0,0.0,-587510000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2011.0,Q2,,2011-07-02,2011-08-05 16:32:21+00:00,35728000.0,145991000.0,54368000.0,-12595000.0,92956000.0,127726000.0,11928000.0,18593000.0,990000.0,79703000.0,8084000.0,,86348000.0,118109000.0,93462000.0,1810000.0,17926000.0,,13790000.0,13790000.0,1157000.0,801000.0,4211000.0,10044000.0,,13675000.0,65000.0,1165571000.0,,163509000.0,871369000.0,755700000.0,567845000.0,103815000.0,755700000.0,755700000.0,115669000.0,871369000.0,210062000.0,11854000.0,0.0,-525002000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2011.0,Q1,,2011-04-02,2011-05-05 14:25:40+00:00,32413000.0,141218000.0,50845000.0,-12672000.0,79685000.0,133954000.0,11019000.0,18592000.0,33256000.0,79703000.0,8920000.0,,130816000.0,120508000.0,90745000.0,1799000.0,19286000.0,,12290000.0,12290000.0,1111000.0,476000.0,3914000.0,9993000.0,,10252000.0,65000.0,1132607000.0,,164812000.0,894207000.0,754406000.0,548533000.0,128009000.0,754406000.0,754406000.0,139801000.0,894207000.0,254929000.0,11792000.0,0.0,-499483000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2012.0,FY,,2012-12-31,2014-02-20 16:22:13+00:00,23045000.0,168732000.0,57234000.0,-10325000.0,64740000.0,140245000.0,13326000.0,13484000.0,1609000.0,94942000.0,39151000.0,,5195000.0,123357000.0,101349000.0,1303000.0,2602000.0,0.0,,,,,13646000.0,14229000.0,,16410000.0,,1368520000.0,,324140000.0,967748000.0,857002000.0,710863000.0,95214000.0,857002000.0,857002000.0,110746000.0,967748000.0,155536000.0,15532000.0,,-641438000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2012.0,Q3,,2012-09-29,2012-11-07 13:20:50+00:00,28180000.0,165160000.0,50568000.0,-9290000.0,52253000.0,137472000.0,12288000.0,15506000.0,2031000.0,95345000.0,39017000.0,,155852000.0,122915000.0,102537000.0,1406000.0,7536000.0,,,0.0,,,9425000.0,13188000.0,,14454000.0,,1333530000.0,,160690000.0,940690000.0,833029000.0,530978000.0,93067000.0,833029000.0,833029000.0,107661000.0,940690000.0,307175000.0,14594000.0,0.0,-628683000.0
