company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,othernetchangesincash,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 15:56:49+00:00,-19972000.0,,49092000.0,,38581000.0,,-14415000.0,-40398000.0,7145000.0,,-150245000.0,21434000.0,138282000.0,-150245000.0,21434000.0,138282000.0,-4944000.0,-38421000.0,-38421000.0,178520000.0,192000.0,,-723791000.0,-40889000.0,,-157582000.0,791290000.0,14796000.0
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2009.0,Q4,2009-10-04,2009-12-31,,,,978000.0,,8504000.0,,337000.0,12373000.0,1722000.0,,-14112000.0,-29045000.0,42715000.0,-14112000.0,-29045000.0,42715000.0,-105000.0,17630000.0,17630000.0,4208000.0,2000.0,,-92772000.0,-5391000.0,,-15836000.0,69118000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 16:15:56+00:00,-425000.0,,10742000.0,,32913000.0,0.0,1089000.0,13498000.0,4972000.0,,-60460000.0,-40651000.0,105698000.0,-60460000.0,-40651000.0,105698000.0,5676000.0,47104000.0,47104000.0,12183000.0,13000.0,,-329292000.0,-24890000.0,,-65445000.0,313956000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2009.0,Q3,2009-07-05,2009-10-03,,,,2430000.0,,8462000.0,,-1016000.0,7535000.0,1223000.0,,-6775000.0,-28508000.0,30555000.0,-6775000.0,-28508000.0,30555000.0,-5744000.0,11111000.0,11111000.0,3447000.0,11000.0,,-109915000.0,-6851000.0,,-8009000.0,88258000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2009.0,Q3YTD,2009-01-01,2009-10-03,2010-11-05 12:28:48+00:00,-425000.0,,9764000.0,,24409000.0,,752000.0,1125000.0,3250000.0,,-46348000.0,-11606000.0,62983000.0,-46348000.0,-11606000.0,62983000.0,5781000.0,29474000.0,29474000.0,7975000.0,11000.0,,-236520000.0,-19499000.0,,-49609000.0,244838000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2009.0,Q2YTD,2009-01-01,2009-07-04,2010-08-17 13:10:43+00:00,-425000.0,,7334000.0,,15947000.0,,1768000.0,-6410000.0,2027000.0,,-39573000.0,16902000.0,32428000.0,-39573000.0,16902000.0,32428000.0,11525000.0,18363000.0,18363000.0,4528000.0,,,-126605000.0,-12648000.0,,-41600000.0,156580000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q4,2010-10-03,2010-12-31,,-615000.0,,16799000.0,,7511000.0,,518000.0,816000.0,1203000.0,,-33343000.0,-5867000.0,40099000.0,-33343000.0,-5867000.0,40099000.0,1407000.0,28217000.0,28217000.0,3555000.0,161000.0,,-69890000.0,-6969000.0,,-34707000.0,71607000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 15:16:18+00:00,-3497000.0,,26563000.0,,31209000.0,0.0,562000.0,-2719000.0,8975000.0,,-92872000.0,-39616000.0,141837000.0,-92872000.0,-39616000.0,141837000.0,9911000.0,101778000.0,101778000.0,11569000.0,244000.0,,-382091000.0,-30721000.0,,-102091000.0,376693000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q3TTM,2009-10-04,2010-10-02,,-2882000.0,,10742000.0,,32202000.0,,381000.0,8838000.0,9494000.0,,-73641000.0,-62794000.0,144453000.0,-73641000.0,-62794000.0,144453000.0,8399000.0,91191000.0,91191000.0,12222000.0,85000.0,,-404973000.0,-29143000.0,,-83220000.0,374204000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q3,2010-07-04,2010-10-02,,-1248000.0,,292000.0,,7677000.0,,187000.0,-2353000.0,2739000.0,,-17811000.0,-10619000.0,34408000.0,-17811000.0,-10619000.0,34408000.0,6165000.0,26151000.0,26151000.0,2933000.0,67000.0,,-111262000.0,-8699000.0,,-20617000.0,110590000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q3YTD,2010-01-01,2010-10-02,2011-11-08 13:05:45+00:00,-2882000.0,,9764000.0,,23698000.0,0.0,44000.0,-3535000.0,7772000.0,,-59529000.0,-33749000.0,101738000.0,-59529000.0,-33749000.0,101738000.0,8504000.0,73561000.0,73561000.0,8014000.0,83000.0,,-312201000.0,-23752000.0,,-67384000.0,305086000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q2TTM,2009-07-05,2010-07-03,,-1634000.0,,12880000.0,,32987000.0,,-822000.0,18726000.0,7978000.0,,-62605000.0,-80683000.0,140600000.0,-62605000.0,-80683000.0,140600000.0,-3510000.0,76151000.0,76151000.0,12736000.0,29000.0,,-403626000.0,-27295000.0,,-70612000.0,351872000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q2,2010-04-04,2010-07-03,,-1634000.0,,9926000.0,,8207000.0,,-167000.0,3337000.0,842000.0,,-25089000.0,-6606000.0,37156000.0,-25089000.0,-6606000.0,37156000.0,5294000.0,22677000.0,22677000.0,2935000.0,13000.0,,-111353000.0,-9235000.0,,-25944000.0,115616000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q2YTD,2010-01-01,2010-07-03,2011-08-05 16:32:21+00:00,-1634000.0,,9472000.0,,16021000.0,0.0,-143000.0,-1182000.0,5033000.0,,-41718000.0,-23130000.0,67330000.0,-41718000.0,-23130000.0,67330000.0,2339000.0,47410000.0,47410000.0,5081000.0,16000.0,,-200939000.0,-15053000.0,,-46767000.0,194496000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2010.0,Q1,2010-01-01,2010-04-03,2011-05-05 14:25:40+00:00,,,-454000.0,,7814000.0,0.0,24000.0,-4519000.0,4191000.0,,-16629000.0,-16524000.0,30174000.0,-16629000.0,-16524000.0,30174000.0,-2955000.0,24733000.0,24733000.0,2146000.0,3000.0,,-89586000.0,-5818000.0,,-20823000.0,78880000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2011.0,Q4,2011-10-02,2011-12-31,,-1032000.0,,11852000.0,,6015000.0,,2734000.0,1486000.0,3812000.0,,-9888000.0,-45172000.0,43585000.0,-9888000.0,-45172000.0,43585000.0,-8741000.0,35044000.0,35044000.0,1040000.0,127000.0,,-199822000.0,-9089000.0,,-13827000.0,164771000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 16:22:13+00:00,-1232000.0,,65364000.0,,24000000.0,161206000.0,1835000.0,-64796000.0,13009000.0,,-145799000.0,53220000.0,78308000.0,-145799000.0,53220000.0,78308000.0,-12436000.0,174643000.0,174643000.0,-55539000.0,1392000.0,,-991633000.0,-26918000.0,,-160200000.0,911797000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2011.0,Q3TTM,2010-10-03,2011-10-01,,-815000.0,,70311000.0,,25496000.0,161206000.0,-381000.0,-65466000.0,10400000.0,,-169254000.0,92525000.0,74822000.0,-169254000.0,92525000.0,74822000.0,-2288000.0,167816000.0,167816000.0,-53024000.0,1426000.0,,-861701000.0,-24798000.0,,-181080000.0,818633000.0,
Zebra Technologies Corp,ZBRA,PO0I32GKZ3HZMMDPZZ08,877212,2011.0,Q3,2011-07-03,2011-10-01,,-200000.0,,693000.0,,5834000.0,198000.0,-1138000.0,-28238000.0,1101000.0,,-62853000.0,-12905000.0,27235000.0,-62853000.0,-12905000.0,27235000.0,-49661000.0,45001000.0,45001000.0,4638000.0,31000.0,,-218125000.0,-6597000.0,,-63985000.0,211819000.0,
