company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2010.0,Q3YTD,2009-10-01,2010-06-30,,2.61,2.61,0.72,2.58,170000000.0,411000000.0,411000000.0,,411000000.0,2447000000.0,3377000000.0,13000000.0,,,347000000.0,2447000000.0,930000000.0,15000000.0,347000000.0,583000000.0,-2000000.0,581000000.0,3377000000.0,157800000.0,157300000.0,159500000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2010.0,Q3TTM,2009-07-01,2010-06-30,,3.45,3.45,0.96,3.42,222000000.0,545000000.0,540000000.0,5000000.0,545000000.0,3289000000.0,4525000000.0,33000000.0,13000000.0,,473000000.0,3289000000.0,1236000000.0,21000000.0,486000000.0,750000000.0,12000000.0,762000000.0,4525000000.0,157800000.0,157300000.0,159500000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2010.0,Q3,2010-04-01,2010-06-30,2011-07-25 10:16:24+00:00,0.9,0.9,0.24,0.89,62000000.0,142000000.0,142000000.0,0.0,142000000.0,885000000.0,1208000000.0,5000000.0,,,119000000.0,885000000.0,323000000.0,5000000.0,119000000.0,204000000.0,,204000000.0,1208000000.0,157800000.0,157300000.0,159500000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2010.0,Q2YTD,2009-10-01,2010-03-31,,1.71,1.71,0.48,1.69,108000000.0,269000000.0,269000000.0,,269000000.0,1562000000.0,2169000000.0,8000000.0,,,228000000.0,1562000000.0,607000000.0,10000000.0,228000000.0,379000000.0,-2000000.0,377000000.0,2169000000.0,157400000.0,157100000.0,159400000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2010.0,Q2TTM,2009-04-01,2010-03-31,,3.47,3.47,0.96,3.44,230000000.0,548000000.0,543000000.0,5000000.0,548000000.0,3163000000.0,4401000000.0,31000000.0,13000000.0,,462000000.0,3163000000.0,1238000000.0,21000000.0,475000000.0,763000000.0,10000000.0,773000000.0,4401000000.0,157400000.0,157100000.0,159400000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2010.0,Q2,2010-01-01,2010-03-31,2011-04-29 11:56:25+00:00,0.94,0.94,0.24,0.93,48000000.0,148000000.0,148000000.0,,148000000.0,828000000.0,1142000000.0,5000000.0,,,119000000.0,828000000.0,314000000.0,4000000.0,119000000.0,195000000.0,1000000.0,196000000.0,1142000000.0,157400000.0,157100000.0,159400000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2010.0,Q1TTM,2009-01-01,2009-12-31,,3.57,3.57,0.96,3.54,258000000.0,564000000.0,559000000.0,5000000.0,564000000.0,3120000000.0,4397000000.0,26000000.0,5000000.0,,461000000.0,3120000000.0,1277000000.0,20000000.0,466000000.0,811000000.0,6000000.0,817000000.0,4397000000.0,157100000.0,157100000.0,159200000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2010.0,Q1,2009-10-01,2009-12-31,2011-01-28 09:00:50+00:00,0.77,0.77,0.24,0.76,60000000.0,121000000.0,121000000.0,,121000000.0,734000000.0,1027000000.0,3000000.0,,,109000000.0,734000000.0,293000000.0,6000000.0,109000000.0,184000000.0,-3000000.0,181000000.0,1027000000.0,157100000.0,157100000.0,159200000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2011.0,FY,2010-10-01,2011-09-30,2013-11-12 13:07:18+00:00,4.11,4.11,0.96,4.06,240000000.0,634000000.0,615000000.0,19000000.0,634000000.0,3427000000.0,4806000000.0,28000000.0,,,533000000.0,3427000000.0,1379000000.0,19000000.0,533000000.0,846000000.0,9000000.0,855000000.0,4806000000.0,154300000.0,154200000.0,156100000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2011.0,Q4,2011-07-01,2011-09-30,,1.14,1.14,0.24,1.13,61000000.0,175000000.0,158000000.0,17000000.0,175000000.0,939000000.0,1296000000.0,9000000.0,,,142000000.0,939000000.0,357000000.0,5000000.0,142000000.0,215000000.0,4000000.0,219000000.0,1296000000.0,154300000.0,154200000.0,156100000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2011.0,Q3,2011-04-01,2011-06-30,2012-07-24 12:42:23+00:00,1.03,1.03,0.24,1.01,70000000.0,158000000.0,157000000.0,1000000.0,158000000.0,833000000.0,1190000000.0,6000000.0,,,131000000.0,833000000.0,357000000.0,5000000.0,131000000.0,226000000.0,1000000.0,227000000.0,1190000000.0,153400000.0,153800000.0,155900000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2011.0,Q3YTD,2010-10-01,2011-06-30,,2.97,2.97,0.72,2.93,179000000.0,459000000.0,457000000.0,2000000.0,459000000.0,2488000000.0,3510000000.0,19000000.0,,,391000000.0,2488000000.0,1022000000.0,14000000.0,391000000.0,631000000.0,5000000.0,636000000.0,3510000000.0,153400000.0,153800000.0,155900000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2011.0,Q3TTM,2010-07-01,2011-06-30,,3.93,3.93,0.96,3.87,248000000.0,609000000.0,603000000.0,6000000.0,609000000.0,3394000000.0,4764000000.0,20000000.0,,,520000000.0,3394000000.0,1370000000.0,19000000.0,520000000.0,850000000.0,1000000.0,851000000.0,4764000000.0,153400000.0,153800000.0,155900000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2011.0,Q2YTD,2010-10-01,2011-03-31,,1.94,1.94,0.48,1.92,109000000.0,301000000.0,300000000.0,1000000.0,301000000.0,1655000000.0,2320000000.0,13000000.0,,,260000000.0,1655000000.0,665000000.0,9000000.0,260000000.0,405000000.0,4000000.0,409000000.0,2320000000.0,154600000.0,154300000.0,156500000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2011.0,Q2TTM,2010-04-01,2011-03-31,,3.8,3.8,0.96,3.75,240000000.0,593000000.0,588000000.0,5000000.0,593000000.0,3446000000.0,4782000000.0,19000000.0,,,508000000.0,3446000000.0,1336000000.0,19000000.0,508000000.0,828000000.0,,828000000.0,4782000000.0,154600000.0,154300000.0,156500000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2011.0,Q2,2011-01-01,2011-03-31,2012-04-19 14:29:00+00:00,0.97,0.97,0.24,0.96,68000000.0,150000000.0,150000000.0,0.0,150000000.0,864000000.0,1216000000.0,6000000.0,,,136000000.0,864000000.0,352000000.0,4000000.0,136000000.0,216000000.0,2000000.0,218000000.0,1216000000.0,154600000.0,154300000.0,156500000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2011.0,Q1TTM,2010-01-01,2010-12-31,,3.77,3.77,0.96,3.72,220000000.0,591000000.0,586000000.0,5000000.0,591000000.0,3410000000.0,4708000000.0,18000000.0,,,491000000.0,3410000000.0,1298000000.0,19000000.0,491000000.0,807000000.0,-1000000.0,806000000.0,4708000000.0,155700000.0,155600000.0,157500000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2011.0,Q1,2010-10-01,2010-12-31,2012-01-19 11:52:29+00:00,0.97,0.97,0.24,0.96,41000000.0,151000000.0,150000000.0,1000000.0,151000000.0,791000000.0,1104000000.0,7000000.0,,,124000000.0,791000000.0,313000000.0,5000000.0,124000000.0,189000000.0,2000000.0,191000000.0,1104000000.0,155700000.0,155600000.0,157500000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2012.0,Q4,2012-07-01,2012-09-30,,1.06,1.06,0.3,1.06,63000000.0,152000000.0,132000000.0,20000000.0,152000000.0,738000000.0,1071000000.0,6000000.0,,,137000000.0,738000000.0,333000000.0,7000000.0,137000000.0,196000000.0,-1000000.0,195000000.0,1071000000.0,145300000.0,145300000.0,146800000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2012.0,FY,2011-10-01,2012-09-30,2014-11-18 14:31:29+00:00,4.19,4.19,1.08,4.15,243000000.0,609000000.0,589000000.0,20000000.0,609000000.0,3168000000.0,4531000000.0,26000000.0,,,530000000.0,3168000000.0,1363000000.0,27000000.0,530000000.0,833000000.0,-1000000.0,832000000.0,4531000000.0,145300000.0,145300000.0,146800000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2012.0,Q3,2012-04-01,2012-06-30,2013-07-19 12:21:49+00:00,1.16,1.16,0.3,1.14,64000000.0,166000000.0,166000000.0,,166000000.0,846000000.0,1205000000.0,10000000.0,,,132000000.0,846000000.0,359000000.0,7000000.0,132000000.0,227000000.0,3000000.0,230000000.0,1205000000.0,143100000.0,143400000.0,145000000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2012.0,Q3YTD,2011-10-01,2012-06-30,,3.13,3.13,0.78,3.09,180000000.0,457000000.0,457000000.0,,457000000.0,2430000000.0,3460000000.0,20000000.0,,,393000000.0,2430000000.0,1030000000.0,20000000.0,393000000.0,637000000.0,,637000000.0,3460000000.0,143100000.0,143400000.0,145000000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2012.0,Q3TTM,2011-07-01,2012-06-30,,4.27,4.27,1.02,4.22,241000000.0,632000000.0,615000000.0,17000000.0,632000000.0,3369000000.0,4756000000.0,29000000.0,,,535000000.0,3369000000.0,1387000000.0,25000000.0,535000000.0,852000000.0,4000000.0,856000000.0,4756000000.0,143100000.0,143400000.0,145000000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2012.0,Q2,2012-01-01,2012-03-31,2013-04-19 11:34:54+00:00,1.1,1.1,0.24,1.09,52000000.0,161000000.0,161000000.0,,161000000.0,810000000.0,1161000000.0,6000000.0,,,137000000.0,810000000.0,351000000.0,7000000.0,137000000.0,214000000.0,-1000000.0,213000000.0,1161000000.0,146400000.0,146000000.0,147600000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2012.0,Q2YTD,2011-10-01,2012-03-31,,1.97,1.97,0.48,1.95,116000000.0,291000000.0,291000000.0,,291000000.0,1584000000.0,2255000000.0,10000000.0,,,261000000.0,1584000000.0,671000000.0,13000000.0,261000000.0,410000000.0,-3000000.0,407000000.0,2255000000.0,146400000.0,146000000.0,147600000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2012.0,Q2TTM,2011-04-01,2012-03-31,,4.14,4.14,0.96,4.09,247000000.0,624000000.0,606000000.0,18000000.0,624000000.0,3356000000.0,4741000000.0,25000000.0,,,534000000.0,3356000000.0,1385000000.0,23000000.0,534000000.0,851000000.0,2000000.0,853000000.0,4741000000.0,146400000.0,146000000.0,147600000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2012.0,Q1,2011-10-01,2011-12-31,2013-01-18 12:43:23+00:00,0.87,0.87,0.24,0.86,64000000.0,130000000.0,130000000.0,,130000000.0,774000000.0,1094000000.0,4000000.0,,,124000000.0,774000000.0,320000000.0,6000000.0,124000000.0,196000000.0,-2000000.0,194000000.0,1094000000.0,149400000.0,149600000.0,151100000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2012.0,Q1TTM,2011-01-01,2011-12-31,,4.01,4.01,0.96,3.96,263000000.0,613000000.0,595000000.0,18000000.0,613000000.0,3410000000.0,4796000000.0,25000000.0,,,533000000.0,3410000000.0,1386000000.0,20000000.0,533000000.0,853000000.0,5000000.0,858000000.0,4796000000.0,149400000.0,149600000.0,151100000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2013.0,FY,2012-10-01,2013-09-30,2015-11-17 11:12:33+00:00,4.63,4.63,1.2,4.58,235000000.0,632000000.0,630000000.0,2000000.0,632000000.0,3103000000.0,4474000000.0,17000000.0,,,495000000.0,3103000000.0,1371000000.0,28000000.0,495000000.0,876000000.0,-11000000.0,865000000.0,4474000000.0,136500000.0,136500000.0,138100000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2013.0,Q4,2013-07-01,2013-09-30,,1.29,1.29,0.3,1.27,74000000.0,175000000.0,176000000.0,-1000000.0,175000000.0,780000000.0,1149000000.0,3000000.0,,,115000000.0,780000000.0,369000000.0,7000000.0,115000000.0,254000000.0,-4000000.0,250000000.0,1149000000.0,136500000.0,136500000.0,138100000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2013.0,Q3YTD,2012-10-01,2013-06-30,,3.34,3.34,0.9,3.31,161000000.0,457000000.0,454000000.0,3000000.0,457000000.0,2323000000.0,3325000000.0,14000000.0,,,380000000.0,2323000000.0,1002000000.0,21000000.0,380000000.0,622000000.0,-7000000.0,615000000.0,3325000000.0,135500000.0,135500000.0,137200000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2013.0,Q3TTM,2012-07-01,2013-06-30,,4.4,4.4,1.2,4.37,224000000.0,609000000.0,586000000.0,23000000.0,609000000.0,3061000000.0,4396000000.0,20000000.0,,,517000000.0,3061000000.0,1335000000.0,28000000.0,517000000.0,818000000.0,-8000000.0,810000000.0,4396000000.0,135500000.0,135500000.0,137200000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2013.0,Q3,2013-04-01,2013-06-30,2014-07-22 13:04:30+00:00,1.21,1.21,0.3,1.2,69000000.0,164000000.0,161000000.0,3000000.0,164000000.0,769000000.0,1132000000.0,4000000.0,,,130000000.0,769000000.0,363000000.0,7000000.0,130000000.0,233000000.0,-3000000.0,230000000.0,1132000000.0,135500000.0,135500000.0,137200000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2013.0,Q2YTD,2012-10-01,2013-03-31,,2.13,2.13,0.6,2.11,92000000.0,293000000.0,293000000.0,,293000000.0,1554000000.0,2193000000.0,10000000.0,,,250000000.0,1554000000.0,639000000.0,14000000.0,250000000.0,389000000.0,-4000000.0,385000000.0,2193000000.0,136400000.0,136200000.0,137800000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2013.0,Q2TTM,2012-04-01,2013-03-31,,4.35,4.35,1.2,4.31,219000000.0,611000000.0,591000000.0,20000000.0,611000000.0,3138000000.0,4469000000.0,26000000.0,,,519000000.0,3138000000.0,1331000000.0,28000000.0,519000000.0,812000000.0,-2000000.0,810000000.0,4469000000.0,136400000.0,136200000.0,137800000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2013.0,Q2,2013-01-01,2013-03-31,2014-04-17 11:09:19+00:00,1.18,1.18,0.3,1.17,36000000.0,161000000.0,161000000.0,0.0,161000000.0,804000000.0,1131000000.0,4000000.0,,,126000000.0,804000000.0,327000000.0,8000000.0,126000000.0,201000000.0,-4000000.0,197000000.0,1131000000.0,136400000.0,136200000.0,137800000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2013.0,Q1TTM,2012-01-01,2012-12-31,,4.27,4.27,1.14,4.23,235000000.0,611000000.0,591000000.0,20000000.0,611000000.0,3144000000.0,4499000000.0,28000000.0,,,530000000.0,3144000000.0,1355000000.0,27000000.0,530000000.0,825000000.0,1000000.0,826000000.0,4499000000.0,138900000.0,139400000.0,140700000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2013.0,Q1,2012-10-01,2012-12-31,2014-01-22 10:00:11+00:00,0.95,0.95,0.3,0.94,56000000.0,132000000.0,132000000.0,0.0,132000000.0,750000000.0,1062000000.0,6000000.0,,,124000000.0,750000000.0,312000000.0,6000000.0,124000000.0,188000000.0,,188000000.0,1062000000.0,138900000.0,139400000.0,140700000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2014.0,FY,2013-10-01,2014-09-30,2016-11-15 14:48:45+00:00,4.47,4.47,1.2,4.42,264000000.0,604000000.0,618000000.0,-14000000.0,604000000.0,3469000000.0,4979000000.0,25000000.0,,,594000000.0,3469000000.0,1510000000.0,59000000.0,594000000.0,916000000.0,-34000000.0,882000000.0,4979000000.0,135100000.0,135100000.0,136700000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2014.0,Q4,2014-07-01,2014-09-30,,1.24,1.24,0.3,1.23,80000000.0,167000000.0,173000000.0,-6000000.0,167000000.0,974000000.0,1402000000.0,5000000.0,,,164000000.0,974000000.0,428000000.0,16000000.0,164000000.0,264000000.0,-11000000.0,253000000.0,1402000000.0,135100000.0,135100000.0,136700000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2014.0,Q3YTD,2013-10-01,2014-06-30,,3.23,3.23,0.9,3.19,184000000.0,437000000.0,445000000.0,-8000000.0,437000000.0,2495000000.0,3577000000.0,20000000.0,,,430000000.0,2495000000.0,1082000000.0,43000000.0,430000000.0,652000000.0,-23000000.0,629000000.0,3577000000.0,135000000.0,135200000.0,136900000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2014.0,Q3TTM,2013-07-01,2014-06-30,,4.52,4.52,1.2,4.46,258000000.0,612000000.0,621000000.0,-9000000.0,612000000.0,3275000000.0,4726000000.0,23000000.0,,,545000000.0,3275000000.0,1451000000.0,50000000.0,545000000.0,906000000.0,-27000000.0,879000000.0,4726000000.0,135000000.0,135200000.0,136900000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2014.0,Q3,2014-04-01,2014-06-30,2015-07-24 12:11:37+00:00,1.17,1.17,0.3,1.15,66000000.0,158000000.0,163000000.0,-5000000.0,158000000.0,877000000.0,1264000000.0,5000000.0,,,148000000.0,877000000.0,387000000.0,15000000.0,148000000.0,239000000.0,-10000000.0,229000000.0,1264000000.0,135000000.0,135200000.0,136900000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2014.0,Q2YTD,2013-10-01,2014-03-31,,2.06,2.06,0.6,2.04,118000000.0,279000000.0,282000000.0,-3000000.0,279000000.0,1618000000.0,2313000000.0,15000000.0,,,282000000.0,1618000000.0,695000000.0,28000000.0,282000000.0,413000000.0,-13000000.0,400000000.0,2313000000.0,135800000.0,135500000.0,137200000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2014.0,Q2TTM,2013-04-01,2014-03-31,,4.56,4.56,1.2,4.51,261000000.0,618000000.0,619000000.0,-1000000.0,618000000.0,3167000000.0,4594000000.0,22000000.0,,,527000000.0,3167000000.0,1427000000.0,42000000.0,527000000.0,900000000.0,-20000000.0,880000000.0,4594000000.0,135800000.0,135500000.0,137200000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2014.0,Q2,2014-01-01,2014-03-31,2015-04-23 14:53:28+00:00,1.09,1.09,0.3,1.08,68000000.0,148000000.0,148000000.0,0.0,148000000.0,881000000.0,1259000000.0,2000000.0,,,148000000.0,881000000.0,378000000.0,16000000.0,148000000.0,230000000.0,-14000000.0,216000000.0,1259000000.0,135800000.0,135500000.0,137200000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2014.0,Q1TTM,2013-01-01,2013-12-31,,4.65,4.65,1.2,4.6,229000000.0,631000000.0,632000000.0,-1000000.0,631000000.0,3090000000.0,4466000000.0,24000000.0,,,505000000.0,3090000000.0,1376000000.0,34000000.0,505000000.0,871000000.0,-10000000.0,861000000.0,4466000000.0,135100000.0,135200000.0,136700000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2014.0,Q1,2013-10-01,2013-12-31,2015-01-23 14:16:04+00:00,0.97,0.97,0.3,0.96,50000000.0,131000000.0,134000000.0,-3000000.0,131000000.0,737000000.0,1054000000.0,13000000.0,,,134000000.0,737000000.0,317000000.0,12000000.0,134000000.0,183000000.0,1000000.0,184000000.0,1054000000.0,135100000.0,135200000.0,136700000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2015.0,FY,2014-10-01,2015-09-30,2017-11-14 12:56:24+00:00,5.19,5.19,1.26,5.13,268000000.0,686000000.0,694000000.0,-8000000.0,686000000.0,3630000000.0,5244000000.0,15000000.0,,0.0,606000000.0,3630000000.0,1614000000.0,61000000.0,606000000.0,1008000000.0,-46000000.0,962000000.0,5244000000.0,132200000.0,132300000.0,133700000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2015.0,Q4,2015-07-01,2015-09-30,,1.39,1.39,0.33,1.39,82000000.0,184000000.0,184000000.0,,184000000.0,948000000.0,1384000000.0,6000000.0,,,160000000.0,948000000.0,436000000.0,16000000.0,160000000.0,276000000.0,-10000000.0,266000000.0,1384000000.0,132200000.0,132300000.0,133700000.0
Rockwell Collins Inc,COL,XO75O7GICH1NPWLBRL05,1137411,2015.0,Q3,2015-04-01,2015-06-30,2016-07-25 12:51:41+00:00,1.35,1.35,0.33,1.33,59000000.0,178000000.0,178000000.0,0.0,178000000.0,888000000.0,1293000000.0,4000000.0,,,157000000.0,888000000.0,405000000.0,15000000.0,157000000.0,248000000.0,-11000000.0,237000000.0,1293000000.0,131900000.0,132100000.0,133600000.0
