company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 12:58:45+00:00,0.99,0.99,,0.89,52502000.0,133572000.0,133572000.0,,133572000.0,346167000.0,779397000.0,3932000.0,,72458000.0,,168940000.0,346167000.0,433230000.0,15309000.0,5619000.0,241398000.0,191832000.0,-5758000.0,186074000.0,779397000.0,134900000.0,134900000.0,150100000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 13:57:41+00:00,1.45,1.45,,1.28,89418000.0,200900000.0,200900000.0,,200900000.0,470832000.0,1076974000.0,12766000.0,,89964000.0,,231687000.0,470832000.0,606142000.0,14336000.0,7397000.0,321651000.0,284491000.0,5827000.0,290318000.0,1076974000.0,138600000.0,138600000.0,157000000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 17:49:00+00:00,0.39,0.39,,0.35,23354000.0,54779000.0,54779000.0,,54779000.0,121478000.0,276740000.0,4956000.0,,21639000.0,,56973000.0,121478000.0,155262000.0,3473000.0,,78612000.0,76650000.0,1483000.0,78133000.0,276740000.0,140500000.0,139211000.0,163124000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2008.0,Q2,2008-04-01,2008-06-30,2009-08-10 12:10:15+00:00,,0.32,,0.29,20059000.0,44617000.0,44617000.0,,44617000.0,114364000.0,260978000.0,3637000.0,,23547000.0,,58394000.0,114364000.0,146614000.0,3634000.0,,81941000.0,64673000.0,3000.0,64676000.0,260978000.0,,138054000.0,162344000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 13:19:29+00:00,1.54,1.54,,1.45,110180000.0,230213000.0,230213000.0,0.0,230213000.0,488558000.0,1147087000.0,-1761000.0,,91301000.0,,219941000.0,488558000.0,658529000.0,6882000.0,1749000.0,311242000.0,347287000.0,-6894000.0,340393000.0,1147087000.0,149405000.0,149405000.0,158800000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2009.0,Q3,2009-07-01,2009-09-30,2010-11-09 11:27:03+00:00,0.4,0.4,,0.38,26382000.0,60035000.0,60035000.0,,60035000.0,122736000.0,285553000.0,-1664000.0,,21294000.0,,52204000.0,122736000.0,162817000.0,1238000.0,,73498000.0,89319000.0,-2902000.0,86417000.0,285553000.0,150100000.0,151573000.0,160287000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 14:42:01+00:00,0.37,0.37,,0.35,26189000.0,55653000.0,55653000.0,,55653000.0,116030000.0,277978000.0,-1092000.0,,23232000.0,,54055000.0,116030000.0,161948000.0,1727000.0,,77287000.0,84661000.0,-2819000.0,81842000.0,277978000.0,150400000.0,149948000.0,161354000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2010.0,Q4,2010-10-01,2010-12-31,,0.44,0.44,,0.43,31840000.0,69822000.0,70070000.0,-248000.0,69822000.0,204653000.0,437509000.0,1597000.0,,35003000.0,,97487000.0,204653000.0,232856000.0,411000.0,358000.0,132490000.0,100366000.0,1544000.0,101910000.0,437509000.0,156141000.0,156141000.0,156141000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 12:15:11+00:00,1.59,1.59,,1.54,114326000.0,248126000.0,248374000.0,-248000.0,248126000.0,624796000.0,1388437000.0,4015000.0,,116635000.0,,286695000.0,624796000.0,763641000.0,2884000.0,1258000.0,403330000.0,360311000.0,2389000.0,362700000.0,1388437000.0,156141000.0,156141000.0,156141000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.15,1.15,,1.11,82486000.0,178304000.0,178304000.0,,178304000.0,420143000.0,950928000.0,2418000.0,,81632000.0,,189208000.0,420143000.0,530785000.0,2473000.0,900000.0,270840000.0,259945000.0,845000.0,260790000.0,950928000.0,157400000.0,158215000.0,160925000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 14:01:45+00:00,0.4,0.4,,0.39,23568000.0,62955000.0,62955000.0,,62955000.0,150389000.0,332497000.0,631000.0,,28520000.0,,67801000.0,150389000.0,182108000.0,349000.0,454000.0,96321000.0,85787000.0,736000.0,86523000.0,332497000.0,157400000.0,158215000.0,160925000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.75,0.75,,0.72,58918000.0,115349000.0,115349000.0,,115349000.0,269754000.0,618431000.0,1787000.0,,53112000.0,,121407000.0,269754000.0,348677000.0,2124000.0,446000.0,174519000.0,174158000.0,109000.0,174267000.0,618431000.0,156500000.0,154495000.0,161643000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 12:17:15+00:00,0.38,0.38,,0.37,31387000.0,59454000.0,59454000.0,,59454000.0,147810000.0,331133000.0,1734000.0,,28309000.0,,65199000.0,147810000.0,183323000.0,900000.0,192000.0,93508000.0,89815000.0,1026000.0,90841000.0,331133000.0,156500000.0,154495000.0,161643000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 12:04:49+00:00,0.37,0.37,,0.35,27531000.0,55895000.0,55895000.0,,55895000.0,121944000.0,287298000.0,53000.0,,24803000.0,,56208000.0,121944000.0,165354000.0,1224000.0,254000.0,81011000.0,84343000.0,-917000.0,83426000.0,287298000.0,151100000.0,152899000.0,161604000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2011.0,Q4,2011-10-01,2011-12-31,,0.49,0.49,0.06,0.48,31318000.0,76131000.0,76833000.0,-702000.0,76131000.0,179712000.0,405211000.0,892000.0,,34919000.0,,80913000.0,179712000.0,225499000.0,3176000.0,768000.0,115832000.0,109667000.0,-1516000.0,108151000.0,405211000.0,158323000.0,158323000.0,158323000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 14:15:23+00:00,1.4,1.4,0.06,1.38,88427000.0,221474000.0,222652000.0,-1178000.0,221474000.0,714743000.0,1544062000.0,2098000.0,,147177000.0,0.0,368947000.0,714743000.0,829319000.0,5487000.0,1273000.0,516124000.0,313195000.0,-2116000.0,311079000.0,1544062000.0,158323000.0,158323000.0,158323000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.91,0.91,,0.9,57109000.0,145343000.0,145819000.0,-476000.0,145343000.0,535031000.0,1138851000.0,1206000.0,,112258000.0,,288034000.0,535031000.0,603820000.0,2311000.0,505000.0,400292000.0,203528000.0,-600000.0,202928000.0,1138851000.0,157900000.0,158665000.0,160798000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.35,1.35,,1.33,88949000.0,215165000.0,215889000.0,-724000.0,215165000.0,739684000.0,1576360000.0,2803000.0,,147261000.0,,385521000.0,739684000.0,836676000.0,2722000.0,863000.0,532782000.0,303894000.0,944000.0,304838000.0,1576360000.0,157900000.0,158665000.0,160798000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 16:31:05+00:00,0.41,0.41,,0.4,19582000.0,64719000.0,64390000.0,329000.0,64719000.0,169430000.0,371327000.0,-66000.0,,35188000.0,,81300000.0,169430000.0,201897000.0,1526000.0,155000.0,116488000.0,85409000.0,-1437000.0,83972000.0,371327000.0,157900000.0,158665000.0,160798000.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.5,0.5,,0.5,37527000.0,80624000.0,81429000.0,-805000.0,80624000.0,365601000.0,767524000.0,1272000.0,,77070000.0,,206734000.0,365601000.0,401923000.0,785000.0,350000.0,283804000.0,118119000.0,837000.0,118956000.0,767524000.0,162800000.0,159796000.0,162550000.0
