company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2008.0,FY,,2008-12-31,2010-02-26 12:58:45+00:00,47823000.0,239183000.0,29804000.0,-15214000.0,289442000.0,,282849000.0,46737000.0,16566000.0,0.0,43337000.0,225685000.0,56174000.0,182825000.0,,207487000.0,122304000.0,5697000.0,2217000.0,5983000.0,,59824000.0,4574000.0,,,,22195000.0,29572000.0,,,577090000.0,,1241077000.0,844725000.0,812502000.0,172275000.0,844725000.0,844725000.0,396352000.0,1241077000.0,306271000.0,224077000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2009.0,FY,,2009-12-31,2011-03-01 13:57:41+00:00,53319000.0,234974000.0,35379000.0,7130000.0,422047000.0,,389316000.0,29602000.0,13231000.0,15504000.0,39809000.0,262331000.0,59180000.0,57991000.0,,216500000.0,139112000.0,4550000.0,5322000.0,2222000.0,,93276000.0,13273000.0,,,,48571000.0,39146000.0,,,807303000.0,,1494544000.0,1203749000.0,980028000.0,186886000.0,1203749000.0,1203749000.0,290795000.0,1494544000.0,375404000.0,103909000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2009.0,Q3,,2009-09-30,2009-11-06 17:49:00+00:00,55753000.0,209079000.0,32051000.0,14672000.0,403320000.0,,367226000.0,31749000.0,16833000.0,2942000.0,34856000.0,239059000.0,51112000.0,60200000.0,,221694000.0,138219000.0,4568000.0,8152000.0,6311000.0,,77059000.0,2588000.0,,,,31719000.0,36281000.0,,,747049000.0,,1396246000.0,1128947000.0,927985000.0,159939000.0,1128947000.0,1128947000.0,267299000.0,1396246000.0,330042000.0,107360000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2009.0,Q2,,2009-06-30,2009-08-10 12:10:15+00:00,59136000.0,214594000.0,28935000.0,-8074000.0,346402000.0,0.0,350179000.0,36255000.0,16652000.0,,30852000.0,226940000.0,50838000.0,88886000.0,,219682000.0,137984000.0,,5277000.0,11149000.0,,66284000.0,1607000.0,,,,36187000.0,34879000.0,,,687015000.0,21000.0,1320840000.0,1029120000.0,863614000.0,156806000.0,1029120000.0,1029120000.0,291720000.0,1320840000.0,319242000.0,134914000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2010.0,FY,,2010-12-31,2012-02-29 13:19:29+00:00,85881000.0,339723000.0,52289000.0,1652000.0,193137000.0,0.0,465467000.0,40483000.0,23128000.0,8218000.0,54894000.0,482019000.0,177385000.0,0.0,,303156000.0,189119000.0,19793000.0,22742000.0,13163000.0,,,8186000.0,,,,31280000.0,51897000.0,95663000.0,,1055429000.0,,1857352000.0,1522548000.0,954807000.0,249951000.0,1522548000.0,1522548000.0,334804000.0,1857352000.0,713426000.0,84853000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2010.0,Q3,,2010-09-30,2010-11-09 11:27:03+00:00,78428000.0,272501000.0,50127000.0,9610000.0,379903000.0,,444910000.0,29135000.0,15893000.0,5236000.0,38860000.0,366431000.0,124579000.0,,,264757000.0,176586000.0,8732000.0,17878000.0,23952000.0,,85641000.0,11768000.0,,,,28891000.0,46695000.0,,,985607000.0,,1733060000.0,1440127000.0,1018695000.0,213554000.0,1440127000.0,1440127000.0,292933000.0,1733060000.0,537779000.0,79379000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2010.0,Q2,,2010-06-30,2010-08-06 14:42:01+00:00,71349000.0,268470000.0,47027000.0,-33074000.0,284521000.0,,433033000.0,26399000.0,13337000.0,7794000.0,34789000.0,267491000.0,59679000.0,,,243246000.0,178159000.0,5176000.0,11415000.0,1432000.0,,89433000.0,11849000.0,,,,155657000.0,42982000.0,,,922652000.0,,1571408000.0,1322611000.0,899007000.0,199207000.0,1322611000.0,1322611000.0,248797000.0,1571408000.0,494242000.0,49590000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2011.0,FY,,2011-12-31,2013-03-01 12:15:11+00:00,84190000.0,329581000.0,54553000.0,-11994000.0,440846000.0,0.0,352157000.0,41476000.0,27443000.0,2161000.0,49475000.0,498343000.0,164440000.0,247861000.0,,336051000.0,186269000.0,17537000.0,31644000.0,17237000.0,,,3886000.0,,,,32338000.0,51709000.0,102159000.0,,1238866000.0,,2149114000.0,1579029000.0,1236080000.0,235741000.0,1579029000.0,1579029000.0,570085000.0,2149114000.0,726765000.0,334344000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2011.0,Q3,,2011-09-30,2011-11-08 14:01:45+00:00,82234000.0,320411000.0,51582000.0,103000.0,374499000.0,0.0,375538000.0,35166000.0,25097000.0,,44007000.0,484632000.0,162193000.0,247747000.0,,327132000.0,184071000.0,23413000.0,28391000.0,13221000.0,,133767000.0,5376000.0,,,,62105000.0,51825000.0,,,1172086000.0,,2102298000.0,1547727000.0,1180906000.0,218365000.0,1547727000.0,1547727000.0,554571000.0,2102298000.0,737321000.0,336206000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2011.0,Q2,,2011-06-30,2011-08-08 12:17:15+00:00,88075000.0,328047000.0,49402000.0,33452000.0,235622000.0,0.0,467793000.0,35014000.0,24295000.0,1239000.0,46822000.0,493396000.0,170794000.0,,,322447000.0,186334000.0,21560000.0,22746000.0,13360000.0,,109673000.0,4592000.0,,,,37261000.0,52421000.0,,,1116885000.0,,1930615000.0,1618130000.0,1020084000.0,225144000.0,1618130000.0,1618130000.0,312485000.0,1930615000.0,724197000.0,87341000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2011.0,Q1,,2011-03-31,2011-05-10 12:04:49+00:00,85352000.0,321769000.0,48213000.0,31861000.0,250229000.0,,473682000.0,41490000.0,23364000.0,12683000.0,46126000.0,492431000.0,178760000.0,,,321072000.0,185063000.0,22197000.0,22746000.0,13787000.0,,106006000.0,4632000.0,,,,32519000.0,56763000.0,,,1097173000.0,,1933959000.0,1602716000.0,1022440000.0,238496000.0,1602716000.0,1602716000.0,331243000.0,1933959000.0,726456000.0,92747000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2012.0,FY,,2012-12-31,2014-03-03 14:15:23+00:00,94156000.0,335163000.0,45941000.0,9541000.0,321739000.0,0.0,171546000.0,41615000.0,30960000.0,11943000.0,41506000.0,564306000.0,175823000.0,248319000.0,,379080000.0,211615000.0,22812000.0,32223000.0,19071000.0,,,6406000.0,,,,41442000.0,58985000.0,98304000.0,,1418814000.0,0.0,2190655000.0,1599901000.0,1165246000.0,241567000.0,1599901000.0,1599901000.0,590754000.0,2190655000.0,813794000.0,349187000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2012.0,Q3,,2012-09-30,2012-11-05 16:31:05+00:00,77693000.0,283669000.0,46343000.0,3818000.0,424489000.0,0.0,246622000.0,33422000.0,27013000.0,0.0,39717000.0,502401000.0,145511000.0,248205000.0,,360767000.0,200850000.0,17052000.0,31832000.0,17358000.0,,,4162000.0,,,,39238000.0,59639000.0,130244000.0,,1351983000.0,,2146014000.0,1602423000.0,1226182000.0,201337000.0,1602423000.0,1602423000.0,543591000.0,2146014000.0,718982000.0,342254000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2012.0,Q2,,2012-06-30,2012-08-06 13:59:27+00:00,79611000.0,268550000.0,46094000.0,-18875000.0,429771000.0,0.0,277037000.0,33871000.0,27023000.0,0.0,44794000.0,497728000.0,152274000.0,248090000.0,,350791000.0,193594000.0,18138000.0,31857000.0,17294000.0,,,4057000.0,,,,38424000.0,58082000.0,124794000.0,,1306613000.0,,2114806000.0,1564775000.0,1200929000.0,208427000.0,1564775000.0,1564775000.0,550031000.0,2114806000.0,720283000.0,341604000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2012.0,Q1,,2012-03-31,2012-05-10 12:21:28+00:00,77026000.0,298798000.0,44056000.0,5145000.0,448166000.0,0.0,333541000.0,38627000.0,27164000.0,206000.0,44389000.0,502951000.0,158559000.0,247976000.0,,351232000.0,191876000.0,21501000.0,31684000.0,16981000.0,,,3322000.0,,,,37819000.0,57222000.0,117964000.0,,1276221000.0,,2166213000.0,1614907000.0,1243324000.0,207626000.0,1614907000.0,1614907000.0,551306000.0,2166213000.0,731013000.0,343680000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2013.0,FY,,2013-12-31,2015-02-27 15:20:29+00:00,85730000.0,286573000.0,53981000.0,26000000.0,542476000.0,0.0,42955000.0,54258000.0,38389000.0,663000.0,62069000.0,575701000.0,154195000.0,372528000.0,,344719000.0,234041000.0,19996000.0,17883000.0,12255000.0,,,4814000.0,,,0.0,51808000.0,48685000.0,97574000.0,,1544425000.0,15000000.0,2343359000.0,1613380000.0,1309731000.0,276515000.0,1613380000.0,1613380000.0,729979000.0,2343359000.0,799587000.0,453464000.0,
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2013.0,Q3,,2013-09-30,2013-11-08 17:00:01+00:00,93861000.0,281611000.0,55441000.0,16220000.0,492199000.0,0.0,61892000.0,43893000.0,31659000.0,0.0,39139000.0,567611000.0,157489000.0,376163000.0,,376033000.0,229844000.0,22410000.0,32235000.0,18828000.0,,,4479000.0,,,,59194000.0,50151000.0,98001000.0,,1528399000.0,15000000.0,2325876000.0,1606511000.0,1279503000.0,251813000.0,1606511000.0,1606511000.0,719365000.0,2325876000.0,816529000.0,467552000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2013.0,Q2,,2013-06-30,2013-08-08 12:56:58+00:00,89797000.0,278265000.0,57609000.0,-5959000.0,492433000.0,0.0,68347000.0,42569000.0,30953000.0,5914000.0,49565000.0,558281000.0,162806000.0,379799000.0,,364671000.0,216855000.0,22398000.0,31826000.0,16698000.0,,,4403000.0,,,,47896000.0,45676000.0,102530000.0,,1494700000.0,15000000.0,2286516000.0,1557088000.0,1268852000.0,264857000.0,1557088000.0,1557088000.0,729428000.0,2286516000.0,800809000.0,464571000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2013.0,Q1,,2013-03-31,2013-05-08 14:01:34+00:00,84040000.0,306081000.0,41271000.0,-2957000.0,246007000.0,0.0,70244000.0,44474000.0,30950000.0,0.0,41287000.0,545042000.0,167870000.0,248434000.0,,389995000.0,215412000.0,22119000.0,32211000.0,8325000.0,,,3937000.0,,,,44352000.0,59857000.0,100455000.0,,1457344000.0,,2078375000.0,1524631000.0,1073488000.0,215009000.0,1524631000.0,1524631000.0,553744000.0,2078375000.0,789475000.0,338735000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2014.0,FY,,2014-12-31,2016-02-26 15:48:00+00:00,98173000.0,354658000.0,65348000.0,-63409000.0,531374000.0,0.0,1396000.0,56154000.0,,4586000.0,62065000.0,553335000.0,133212000.0,357986000.0,,320605000.0,247094000.0,11096000.0,54102000.0,9193000.0,,,8231000.0,,,0.0,61240000.0,51706000.0,93691000.0,,1671786000.0,15000000.0,2349311000.0,1609773000.0,1300328000.0,309557000.0,1609773000.0,1609773000.0,739538000.0,2349311000.0,801889000.0,429981000.0,
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2014.0,Q3,,2014-09-30,2014-11-07 13:37:49+00:00,90500000.0,298559000.0,51784000.0,-31999000.0,565373000.0,0.0,24209000.0,60783000.0,38154000.0,2527000.0,62959000.0,560488000.0,138991000.0,361622000.0,,343300000.0,237837000.0,19742000.0,18666000.0,14001000.0,,,4273000.0,,,,63135000.0,49367000.0,89789000.0,,1629524000.0,15000000.0,2354292000.0,1621734000.0,1335175000.0,287826000.0,1621734000.0,1621734000.0,732558000.0,2354292000.0,781280000.0,444732000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2014.0,Q2,,2014-06-30,2014-08-08 10:59:43+00:00,99996000.0,270086000.0,52967000.0,16472000.0,602073000.0,0.0,44437000.0,58986000.0,38605000.0,911000.0,66191000.0,575522000.0,147934000.0,365257000.0,,350092000.0,240023000.0,20893000.0,18959000.0,14097000.0,,,5715000.0,,,,57187000.0,50411000.0,101684000.0,,1590832000.0,15000000.0,2402165000.0,1651741000.0,1362540000.0,299766000.0,1651741000.0,1651741000.0,750424000.0,2402165000.0,799602000.0,450658000.0,0.0
