company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2014.0,Q1,,2014-03-31,2014-05-12 13:27:43+00:00,91965000.0,270165000.0,49910000.0,23862000.0,584095000.0,0.0,59934000.0,48809000.0,38660000.0,138000.0,60370000.0,575744000.0,153664000.0,368892000.0,,338894000.0,232904000.0,20763000.0,18079000.0,14076000.0,,,4969000.0,,,,58297000.0,49966000.0,98386000.0,,1560234000.0,15000000.0,2368888000.0,1644030000.0,1330200000.0,271161000.0,1644030000.0,1644030000.0,724858000.0,2368888000.0,805784000.0,453697000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2015.0,FY,,2015-12-31,2017-02-24 15:57:39+00:00,139540000.0,326098000.0,54336000.0,-125126000.0,472785000.0,0.0,1374000.0,65781000.0,,201000.0,54806000.0,596316000.0,141302000.0,93750000.0,,393092000.0,272629000.0,10457000.0,55429000.0,3623000.0,11119000.0,,5987000.0,,,,53210000.0,63710000.0,95539000.0,,1773267000.0,264694000.0,2406400000.0,1649515000.0,1287514000.0,585345000.0,1649515000.0,1649515000.0,768004000.0,2406400000.0,846257000.0,182659000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2015.0,Q3,,2015-09-30,2015-11-09 14:57:42+00:00,125739000.0,304270000.0,51729000.0,-116556000.0,525376000.0,0.0,1381000.0,60664000.0,38484000.0,0.0,55713000.0,541971000.0,118418000.0,347080000.0,,387113000.0,269724000.0,11255000.0,20521000.0,1012000.0,,,5038000.0,,,0.0,57969000.0,56715000.0,90957000.0,,1740033000.0,15000000.0,2354803000.0,1624858000.0,1346200000.0,313883000.0,1624858000.0,1624858000.0,729945000.0,2354803000.0,738879000.0,416062000.0,
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2015.0,Q2,,2015-06-30,2015-08-05 18:14:45+00:00,121605000.0,327653000.0,48580000.0,-99284000.0,560190000.0,0.0,1402000.0,61209000.0,38509000.0,3991000.0,53740000.0,544501000.0,122344000.0,350715000.0,,360571000.0,260763000.0,11513000.0,20146000.0,13365000.0,,,6182000.0,,,0.0,59039000.0,55341000.0,86000000.0,,1736357000.0,15000000.0,2379716000.0,1638475000.0,1372923000.0,310307000.0,1638475000.0,1638475000.0,741241000.0,2379716000.0,746030000.0,430934000.0,
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2015.0,Q1,,2015-03-31,2015-05-06 14:05:18+00:00,106120000.0,311787000.0,61249000.0,-129977000.0,547780000.0,0.0,11476000.0,58185000.0,38394000.0,2298000.0,48478000.0,536780000.0,125818000.0,354351000.0,,340300000.0,249002000.0,11242000.0,20278000.0,13486000.0,,,3212000.0,,,0.0,59054000.0,52919000.0,83165000.0,,1704319000.0,15000000.0,2312358000.0,1585818000.0,1321426000.0,294542000.0,1585818000.0,1585818000.0,726540000.0,2312358000.0,741930000.0,431998000.0,
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2016.0,FY,,2016-12-31,2018-02-23 16:23:38+00:00,114225000.0,352020000.0,51498000.0,-165951000.0,361349000.0,0.0,12139000.0,60439000.0,,51017000.0,52874000.0,801406000.0,168460000.0,501921000.0,,371371000.0,271785000.0,9643000.0,45243000.0,2331000.0,11127000.0,,16659000.0,0.0,0.0,,168155000.0,65773000.0,79917000.0,,1832138000.0,15000000.0,2619706000.0,1678326000.0,1164657000.0,361712000.0,1678326000.0,1678326000.0,952507000.0,2619706000.0,1183264000.0,590795000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2016.0,Q3,,2016-09-30,2016-11-04 17:17:49+00:00,109663000.0,309602000.0,52208000.0,-134949000.0,677688000.0,0.0,1361000.0,65233000.0,,6133000.0,54277000.0,626243000.0,135878000.0,501606000.0,,380225000.0,267149000.0,53397000.0,55194000.0,3711000.0,,,8134000.0,,,0.0,47290000.0,65126000.0,88625000.0,,1786994000.0,15000000.0,2587894000.0,1653406000.0,1456140000.0,310648000.0,1653406000.0,1653406000.0,934488000.0,2587894000.0,864605000.0,623840000.0,
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2016.0,Q2,,2016-06-30,2016-08-03 14:36:50+00:00,101170000.0,279323000.0,50258000.0,-127517000.0,903179000.0,0.0,1373000.0,51927000.0,,3007000.0,46629000.0,592946000.0,133364000.0,505040000.0,,387393000.0,271726000.0,51807000.0,55578000.0,3893000.0,,,4441000.0,,,0.0,83515000.0,64311000.0,87927000.0,,1773688000.0,264924000.0,2794951000.0,1647544000.0,1657822000.0,522356000.0,1647544000.0,1647544000.0,1147407000.0,2794951000.0,865403000.0,625051000.0,
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2016.0,Q1,,2016-03-31,2016-05-06 16:30:39+00:00,106394000.0,298530000.0,49839000.0,-102433000.0,510613000.0,0.0,12577000.0,52630000.0,,3227000.0,52212000.0,601247000.0,138639000.0,90000000.0,,398870000.0,275148000.0,53629000.0,55877000.0,3787000.0,,,6038000.0,,,0.0,52068000.0,62615000.0,82217000.0,,1757885000.0,264809000.0,2413209000.0,1668029000.0,1290230000.0,535149000.0,1668029000.0,1668029000.0,745180000.0,2413209000.0,847831000.0,210031000.0,
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2017.0,FY,,2017-12-31,2019-02-27 19:13:53+00:00,106389000.0,346687000.0,52113000.0,-113360000.0,519090000.0,0.0,91162000.0,46286000.0,,64136000.0,71310000.0,909811000.0,168130000.0,420684000.0,,372183000.0,263996000.0,87483000.0,21001000.0,12496000.0,3887000.0,,15155000.0,67344000.0,39544000.0,,59869000.0,59872000.0,81915000.0,,1856756000.0,,2810026000.0,1834558000.0,1387219000.0,394933000.0,1834558000.0,1834558000.0,979355000.0,2810026000.0,1158811000.0,584422000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2017.0,Q3,,2017-09-30,2017-10-27 16:16:22+00:00,127420000.0,345542000.0,63721000.0,-110474000.0,436961000.0,0.0,72117000.0,48275000.0,,46175000.0,67759000.0,930846000.0,183677000.0,420369000.0,,413005000.0,270023000.0,14054000.0,51179000.0,14569000.0,59827000.0,,14588000.0,,,,48472000.0,,86570000.0,,1927875000.0,0.0,2766275000.0,1889518000.0,1282078000.0,367938000.0,1889518000.0,1889518000.0,876757000.0,2766275000.0,1214174000.0,508819000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2017.0,Q2,,2017-06-30,2017-07-28 16:01:56+00:00,113957000.0,332009000.0,55621000.0,-129970000.0,403591000.0,0.0,25492000.0,62203000.0,,36573000.0,54820000.0,920364000.0,190058000.0,491303000.0,,405328000.0,272391000.0,9773000.0,48821000.0,14020000.0,58153000.0,,11450000.0,,,,47767000.0,,83175000.0,,1885109000.0,15000000.0,2703504000.0,1780631000.0,1224103000.0,349624000.0,1780631000.0,1780631000.0,922873000.0,2703504000.0,1207010000.0,573249000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2017.0,Q1,,2017-03-31,2017-05-03 13:55:00+00:00,110013000.0,308740000.0,45528000.0,-152563000.0,397436000.0,0.0,17879000.0,60819000.0,,48497000.0,51140000.0,896436000.0,193099000.0,494737000.0,,386058000.0,272857000.0,9654000.0,45321000.0,2479000.0,62781000.0,,10178000.0,,,,46522000.0,,83926000.0,,1854253000.0,15000000.0,2630395000.0,1719569000.0,1176160000.0,341175000.0,1719569000.0,1719569000.0,910826000.0,2630395000.0,1181378000.0,569651000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2018.0,FY,,2018-12-31,2020-02-27 16:34:25+00:00,95496000.0,323746000.0,56965000.0,-149092000.0,512144000.0,0.0,1355000.0,52394000.0,,13855000.0,81118000.0,904571000.0,146845000.0,421948000.0,,352107000.0,247407000.0,76435000.0,100620000.0,22927000.0,,,16186000.0,,,,89152000.0,67132000.0,104650000.0,,2024523000.0,0.0,2781242000.0,1876786000.0,1292647000.0,316014000.0,1876786000.0,1876786000.0,904456000.0,2781242000.0,1241188000.0,588442000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2018.0,Q3,,2018-09-30,2018-10-30 14:02:17+00:00,95975000.0,291094000.0,50751000.0,-139656000.0,,0.0,25740000.0,53329000.0,,30036000.0,76747000.0,911260000.0,151778000.0,421632000.0,,376542000.0,250050000.0,90231000.0,94440000.0,14696000.0,67160000.0,,15105000.0,0.0,0.0,,94626000.0,,93760000.0,593335000.0,2055139000.0,,2856885000.0,1941223000.0,1354731000.0,321943000.0,1941223000.0,1941223000.0,915662000.0,2856885000.0,1252104000.0,593719000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2018.0,Q2,,2018-06-30,2018-07-27 14:25:16+00:00,106721000.0,304265000.0,51649000.0,-144964000.0,,0.0,10388000.0,48212000.0,,32066000.0,66849000.0,903849000.0,154958000.0,421316000.0,,384242000.0,252478000.0,90185000.0,22574000.0,15294000.0,67024000.0,,10593000.0,0.0,0.0,,85382000.0,,89385000.0,507942000.0,1929742000.0,,2705075000.0,1795166000.0,1285834000.0,316090000.0,1795166000.0,1795166000.0,909909000.0,2705075000.0,1166763000.0,593819000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2018.0,Q1,,2018-03-31,2018-05-04 12:21:30+00:00,110653000.0,329792000.0,51079000.0,-99423000.0,,0.0,5364000.0,46903000.0,,38869000.0,61817000.0,918292000.0,163429000.0,421000000.0,,385906000.0,260200000.0,89088000.0,15924000.0,15732000.0,67249000.0,,15392000.0,0.0,0.0,,76948000.0,,101371000.0,452138000.0,1880277000.0,,2704000000.0,1786218000.0,1269207000.0,324713000.0,1786218000.0,1786218000.0,917782000.0,2704000000.0,1174593000.0,593069000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2019.0,FY,,2019-12-31,2020-05-06 07:51:20+00:00,158033000.0,318652000.0,55426000.0,-165945000.0,,,16692000.0,56592000.0,,14735000.0,72476000.0,1364596000.0,247514000.0,648419000.0,,388762000.0,255905000.0,55514000.0,39983000.0,53544000.0,95576000.0,,27349000.0,,,,120809000.0,,116728000.0,284592000.0,2020686000.0,28444000.0,3137541000.0,1871433000.0,1108734000.0,413055000.0,1871433000.0,1871433000.0,1266108000.0,3137541000.0,1772902000.0,853053000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2019.0,Q3,,2019-09-30,2019-10-31 16:29:42+00:00,144284000.0,329552000.0,57777000.0,-173535000.0,,,1341000.0,71884000.0,,0.0,73023000.0,1354795000.0,262095000.0,644880000.0,,397547000.0,253338000.0,62327000.0,101211000.0,50700000.0,99935000.0,,23816000.0,,,,109259000.0,,94692000.0,295391000.0,2041844000.0,99604000.0,3197880000.0,1869650000.0,1117182000.0,470388000.0,1869650000.0,1869650000.0,1328230000.0,3197880000.0,1827360000.0,857842000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2019.0,Q2,,2019-06-30,2019-07-31 14:29:32+00:00,132294000.0,356991000.0,61970000.0,-153450000.0,,,1356000.0,59971000.0,,0.0,62085000.0,1352198000.0,273225000.0,654858000.0,,394743000.0,251684000.0,75669000.0,98330000.0,46940000.0,97359000.0,,29156000.0,,,,138527000.0,,110103000.0,268885000.0,2063985000.0,112493000.0,3244686000.0,1911891000.0,1130722000.0,457969000.0,1911891000.0,1911891000.0,1332795000.0,3244686000.0,1862280000.0,874826000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2019.0,Q1,,2019-03-31,2019-05-02 14:26:08+00:00,131422000.0,356693000.0,59967000.0,-157339000.0,,,1354000.0,55294000.0,,5523000.0,72714000.0,903461000.0,140551000.0,656891000.0,575079000.0,385316000.0,253678000.0,74828000.0,97705000.0,19806000.0,92441000.0,,22277000.0,0.0,,,108389000.0,,101074000.0,284363000.0,2058680000.0,112451000.0,3206309000.0,1902695000.0,1127446000.0,459648000.0,1902695000.0,1902695000.0,1303614000.0,3206309000.0,1825185000.0,843966000.0,0.0
FLIR Systems Inc,FLIR,VOBD35NEPH6WISIRTJ85,354908,2020.0,Q1,,2020-03-31,2020-05-06 07:51:20+00:00,157971000.0,301998000.0,53999000.0,-183477000.0,,,1304000.0,51328000.0,,7450000.0,76330000.0,1328828000.0,231953000.0,636273000.0,,397526000.0,251421000.0,55497000.0,39458000.0,39961000.0,96592000.0,,39333000.0,,,,140043000.0,,122395000.0,308615000.0,1886753000.0,202923000.0,3122237000.0,1704580000.0,1130534000.0,589334000.0,1704580000.0,1704580000.0,1417657000.0,3122237000.0,1740282000.0,828323000.0,0.0
