company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
LKQ Corp,LKQ,DS830JTTZQN6GK0I2E41,1065696,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 17:19:04+00:00,-74208000.0,2409000.0,39171000.0,35864000.0,33421000.0,,-1018000.0,-5622000.0,,5271000.0,11793000.0,-138910000.0,132961000.0,11793000.0,-138910000.0,132961000.0,4826000.0,99899000.0,99899000.0,2854000.0,22949000.0,,-66908000.0,-16427000.0,,,2206000.0
LKQ Corp,LKQ,DS830JTTZQN6GK0I2E41,1065696,2009.0,Q4,2009-10-01,2009-12-31,,-46591000.0,2457000.0,14837000.0,7295000.0,10131000.0,17477000.0,229000.0,8609000.0,,-1000.0,-29993000.0,-55873000.0,28538000.0,-29993000.0,-55873000.0,28538000.0,-57099000.0,37205000.0,37205000.0,-29864000.0,7145000.0,,-26877000.0,-37137000.0,,,118000.0
LKQ Corp,LKQ,DS830JTTZQN6GK0I2E41,1065696,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 17:15:56+00:00,-65171000.0,2457000.0,49287000.0,29530000.0,38062000.0,17477000.0,1496000.0,2353000.0,,2309000.0,-33165000.0,-102494000.0,164002000.0,-33165000.0,-102494000.0,164002000.0,29839000.0,127521000.0,127521000.0,-6391000.0,17875000.0,,-55870000.0,-53349000.0,,,1070000.0
LKQ Corp,LKQ,DS830JTTZQN6GK0I2E41,1065696,2009.0,Q3,2009-07-01,2009-09-30,,-2628000.0,,15012000.0,7337000.0,9342000.0,,798000.0,8127000.0,,,238000.0,-12924000.0,48425000.0,238000.0,-12924000.0,48425000.0,36537000.0,29155000.0,29155000.0,1801000.0,5290000.0,,-10409000.0,-5052000.0,,,113000.0
LKQ Corp,LKQ,DS830JTTZQN6GK0I2E41,1065696,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-29 14:56:56+00:00,-18580000.0,,34450000.0,22235000.0,27931000.0,,1267000.0,-6256000.0,,2310000.0,-3172000.0,-46621000.0,135464000.0,-3172000.0,-46621000.0,135464000.0,86938000.0,90316000.0,90316000.0,23473000.0,10730000.0,,-28993000.0,-16212000.0,,,952000.0
LKQ Corp,LKQ,DS830JTTZQN6GK0I2E41,1065696,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-30 15:54:52+00:00,-15952000.0,,19438000.0,14898000.0,18589000.0,0.0,469000.0,-14383000.0,,2310000.0,-3410000.0,-33697000.0,87039000.0,-3410000.0,-33697000.0,87039000.0,50401000.0,61161000.0,61161000.0,21672000.0,5440000.0,,-18584000.0,-11160000.0,,,839000.0
LKQ Corp,LKQ,DS830JTTZQN6GK0I2E41,1065696,2010.0,Q4,2010-10-01,2010-12-31,,-73297000.0,,22585000.0,6494000.0,11039000.0,,-6000.0,-37077000.0,,,9686000.0,-97289000.0,14620000.0,9686000.0,-97289000.0,14620000.0,-72989000.0,41328000.0,41328000.0,-670000.0,10862000.0,,-24456000.0,-1176000.0,,,464000.0
LKQ Corp,LKQ,DS830JTTZQN6GK0I2E41,1065696,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 15:52:13+00:00,-143578000.0,,88294000.0,27421000.0,41428000.0,11992000.0,221000.0,-46243000.0,,0.0,18962000.0,-191583000.0,159183000.0,18962000.0,-191583000.0,159183000.0,-13217000.0,169071000.0,169071000.0,-5073000.0,28962000.0,,-61438000.0,-10000000.0,,,1441000.0
LKQ Corp,LKQ,DS830JTTZQN6GK0I2E41,1065696,2010.0,Q3TTM,2009-10-01,2010-09-30,,-116872000.0,2457000.0,80546000.0,28222000.0,40520000.0,29469000.0,456000.0,-557000.0,,-1000.0,-20717000.0,-150167000.0,173101000.0,-20717000.0,-150167000.0,173101000.0,2673000.0,164948000.0,164948000.0,-34267000.0,25245000.0,,-63859000.0,-45961000.0,,,1095000.0
LKQ Corp,LKQ,DS830JTTZQN6GK0I2E41,1065696,2010.0,Q3,2010-07-01,2010-09-30,,-56539000.0,,26012000.0,6856000.0,10378000.0,,-6000.0,-713000.0,,,6768000.0,-71933000.0,43372000.0,6768000.0,-71933000.0,43372000.0,-21799000.0,35901000.0,35901000.0,-2194000.0,7011000.0,,-16135000.0,-243000.0,,,741000.0
LKQ Corp,LKQ,DS830JTTZQN6GK0I2E41,1065696,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-28 16:22:47+00:00,-70281000.0,,65709000.0,20927000.0,30389000.0,11992000.0,227000.0,-9166000.0,,,9276000.0,-94294000.0,144563000.0,9276000.0,-94294000.0,144563000.0,59772000.0,127743000.0,127743000.0,-4403000.0,18100000.0,,-36982000.0,-8824000.0,,,977000.0
LKQ Corp,LKQ,DS830JTTZQN6GK0I2E41,1065696,2010.0,Q2TTM,2009-07-01,2010-06-30,,-62961000.0,2457000.0,69546000.0,28703000.0,39484000.0,29469000.0,1260000.0,8283000.0,,-1000.0,-27247000.0,-91158000.0,178154000.0,-27247000.0,-91158000.0,178154000.0,61009000.0,158202000.0,158202000.0,-30272000.0,23524000.0,,-58133000.0,-50770000.0,,,467000.0
